country,iso3,region,subregion,intermediateregion,lac,lac_main,idb,region_map,image,population,population_million,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90
Lebanon,LBN,Asia,Western Asia,,,,,Asia,https://www.countryflags.io/lb/flat/64.png,6848925,6.8489251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.048669439,.14600831,.14600831,.097338878,0,0,0,0,0,.048669439,.048669439,.048669439,0,0,0,.097338878,.097338878,.19467776,.097338878,.19467776,.14600831,.19467776,.19467776,.24334718,.24334718,.14600831,.097338878,.097338878,.097338878,.048669439,0,.048669439,.048669439,.048669439,0,.048669439,.048669439,.048669439,0
Liberia,LBR,Africa,Sub-Saharan Africa,Western Africa,,,,Africa,https://www.countryflags.io/lr/flat/64.png,4818977,4.8189769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.069170974,.20751293,.20751293,.13834195,.069170974,.069170974,.13834195,.069170974,.069170974,.069170974,.069170974,.069170974,0,0
Libya,LBY,Africa,Northern Africa,,,,,Africa,https://www.countryflags.io/ly/flat/64.png,6678567,6.6785669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.049910907,.049910907,.049910907,0,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,LKA,Asia,Southern Asia,,,,,Asia,https://www.countryflags.io/lk/flat/64.png,21670000,21.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.015382249,.015382249,.030764498,.015382249,.030764498,.030764498,.030764498,.030764498,.015382249,.015382249,.015382249,.030764498,.030764498,.015382249,0,0,0,0,0,0,0
Lithuania,LTU,Europe,Northern Europe,,,,,Europe,https://www.countryflags.io/lt/flat/64.png,2801543,2.801543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.11898205,.11898205,.11898205,.11898205,.35694614,.35694614,.35694614,.35694614,.35694614,.23796411,.11898205,.11898205,.23796411,.11898205,.35694614,.47592822,.71389228,.47592822,.23796411,.11898205,.83287436,.95185643,.83287436,.23796411,.71389228,.83287436,.95185643,.53541923
Luxembourg,LUX,Europe,Western Europe,,,,,Europe,https://www.countryflags.io/lu/flat/64.png,607950,.60794997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.54829073,.54829073,.54829073,0,.54829073,1.6448722,1.6448722,3.2897444,2.1931629,2.1931629,0,0,.54829073,3.8380351,5.4829073,6.5794888,3.8380351,2.7414536,4.3863258,4.3863258,4.3863258,1.0965815,3.2897444,5.4829073,7.1277795,5.4829073,6.031198,5.4829073,8.7726517,7.6760702,8.2243605,2.7414536,1.6448722,0,1.6448722
Latvia,LVA,Europe,Northern Europe,,,,,Europe,https://www.countryflags.io/lv/flat/64.png,1927174,1.927174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.17296484,.17296484,.17296484,0,.17296484,.17296484,.34592968,.17296484,.17296484,.34592968,.34592968,.34592968,0,0,0
Morocco,MAR,Africa,Northern Africa,,,,,Africa,https://www.countryflags.io/ma/flat/64.png,36029138,36.029137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0092517715,.0092517715,.0092517715,0,0,0,0,.0092517715,.0092517715,.0092517715,.0092517715,.0092517715,.018503543,.0092517715,.018503543,.018503543,.064762399,.16653189,.17578365,.13877657,.092517711,.10176948,.12027302,.10176948,.11102126,.18503542,.24054605,.29605669,.28680491,.21279074,.15728012,.15728012,.16653189,.1942872,.17578365,.13877657,.083265945,.037007086,.055510629
Moldova,MDA,Europe,Eastern Europe,,,,,Europe,https://www.countryflags.io/md/flat/64.png,2706049,2.706049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.12318082,.12318082,.12318082,0,0,0,0,0,0,.12318082,.12318082,.12318082,0,.24636164,.36954245,.49272329,.49272329,.86226577,1.1086274,1.3549891,1.2318082,1.4781698,1.2318082,.86226577,.36954245,.24636164,.7390849,1.2318082,1.8477123,2.3404355,2.5867972
Madagascar,MDG,Africa,Sub-Saharan Africa,Eastern Africa,,,,Africa,https://www.countryflags.io/mg/flat/64.png,26262368,26.262367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maldives,MDV,Asia,Southern Asia,,,,,Asia,https://www.countryflags.io/mv/flat/64.png,515696,.51569599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,MEX,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/mx/flat/64.png,126190788,126.19079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.002641503,.002641503,.005283006,.002641503,.005283006,.005283006,.0079245083,.0079245083,.010566012,.018490521,.02641503,.031698033,.042264048,.034339536,.044905551,.058113065,.08188659,.11094312,.11622613,.17169769,.16377318,.21132024,.1822637,.24301827,.26150879,.26943329,.26150879,.35131988,.40414995,.46358377
North Macedonia,MKD,Europe,Southern Europe,,,,,,,2082958,2.082958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.16002883,.32005766,.32005766,.32005766,.16002883,.16002883,.16002883,.48008651,.64011532,.80014414,.80014414,.64011532,.48008651,.96017301,1.1202018,1.7603172,1.4402595,1.7603172,1.1202018,.96017301,.80014414,.64011532,.96017301,1.6002883,1.7603172,1.2802306,.48008651
Mali,MLI,Africa,Sub-Saharan Africa,Western Africa,,,,Africa,https://www.countryflags.io/ml/flat/64.png,19077690,19.07769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.017472416,.034944832,.034944832,.034944832,.017472416,.017472416,0,.034944832,.034944832,.034944832,.034944832,.034944832,.034944832,0,.034944832,.052417248,.1048345,.069889665,.052417248,0
Malta,MLT,Europe,Southern Europe,,,,,Europe,https://www.countryflags.io/mt/flat/64.png,484630,.48462999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.68780994,1.3756199,1.3756199,1.3756199,.68780994,.68780994,0,0,0,0
Myanmar,MMR,Asia,South-eastern Asia,,,,,Asia,https://www.countryflags.io/mm/flat/64.png,53708395,53.708393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0062063546,.0062063546,.0062063546,0,0,0,0,0,.012412709,.012412709,.012412709,0,.0062063546,.0062063546,.0062063546,0,0,0
Montenegro,MNE,Europe,Southern Europe,,,,,Europe,https://www.countryflags.io/me/flat/64.png,622227,.62222701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.53571016,.53571016,.53571016,0,0,0,0,0,.53571016,.53571016,.53571016,0,0,0,0,0,0,0,0,0,.53571016,.53571016,1.0714203,.53571016,.53571016,0
Mongolia,MNG,Asia,Eastern Asia,,,,,Asia,https://www.countryflags.io/mn/flat/64.png,3170208,3.170208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,MOZ,Africa,Sub-Saharan Africa,Eastern Africa,,,,Africa,https://www.countryflags.io/mz/flat/64.png,29495962,29.495962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,MRT,Africa,Sub-Saharan Africa,Western Africa,,,,Africa,https://www.countryflags.io/mr/flat/64.png,4403319,4.4033189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.075700477,.075700477,.075700477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritius,MUS,Africa,Sub-Saharan Africa,Eastern Africa,,,,Africa,https://www.countryflags.io/mu/flat/64.png,1265303,1.265303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2634415,.52688301,.52688301,.2634415,0,0,0,0,.2634415,.2634415,.79032451,.79032451,1.053766,.52688301,.2634415,0,0,0,0,0,.52688301,.52688301,.52688301,0,0,0,0,0
Malawi,MWI,Africa,Sub-Saharan Africa,Eastern Africa,,,,Africa,https://www.countryflags.io/mw/flat/64.png,18143315,18.143314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.01837224,.01837224,.01837224,0,.01837224,.01837224,.01837224,0,0,0,0
Malaysia,MYS,Asia,South-eastern Asia,,,,,Asia,https://www.countryflags.io/my/flat/64.png,31528585,31.528585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.021144833,.021144833,.021144833,.010572417,.021144833,.084579334,.11629658,.12686899,.10572416,.095151745,.10572416,.074006915,.12686899,.11629658,.16915867,.10572416,.13744141,.10572416,.12686899,.11629658,.095151745,.063434497,.042289667,.052862082,.074006915,.084579334,.095151745,.074006915,.095151745,.074006915,.074006915,.031717248
Namibia,NAM,Africa,Sub-Saharan Africa,Southern Africa,,,,Africa,https://www.countryflags.io/na/flat/64.png,2448255,2.4482551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Caledonia,NCL,Oceania,Melanesia,,,,,Oceania,https://www.countryflags.io/nc/flat/64.png,284060,.28406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,NER,Africa,Sub-Saharan Africa,Western Africa,,,,Africa,https://www.countryflags.io/ne/flat/64.png,22442948,22.442947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.014852475,.014852475,.014852475,0,0,.029704951,.029704951,.059409901,.029704951,.029704951,.044557426,.074262381,.074262381,.044557426,.014852475,.014852475,0,0,.014852475,.014852475,.044557426,.029704951,.029704951,0
Nigeria,NGA,Africa,Sub-Saharan Africa,Western Africa,,,,Africa,https://www.countryflags.io/ng/flat/64.png,195874740,195.87474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0017017678,.0017017678,.0017017678,0,0,0,0,.0017017678,.0017017678,.0017017678,0,.0034035356,.0034035356,.0051053036,.0017017678,.0034035356,.0017017678,.0034035356,.0017017678,.0068070712,.0051053036,.0051053036,.0017017678,.0034035356,.0051053036,.0051053036
Nicaragua,NIC,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/ni/flat/64.png,6465513,6.4655132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.051555589,.051555589,.051555589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,NLD,Europe,Western Europe,,,,,Europe,https://www.countryflags.io/nl/flat/64.png,17231624,17.231625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.019344278,.019344278,.058032833,.038688555,.058032833,.038688555,.038688555,.11606567,.13540995,.29016417,.2708199,.59967262,.73508257,1.0059024,1.2186896,1.5088537,1.9924606,2.0698378,2.7081988,3.4239371,4.2750854,5.2229552,5.4744306,6.5190215,6.1514802,7.737711,7.7763996,9.1885319,8.6662369,9.2465649,8.2600069,7.3508258,8.7049246,9.3239422,10.233123,7.9311538,7.6409898,6.5963988,6.0354147,5.8419719,7.6796784,9.5173845,10.736074
Norway,NOR,Europe,Northern Europe,,,,,Europe,https://www.countryflags.io/no/flat/64.png,5311916,5.3119159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.188256,.188256,.188256,0,.188256,.251008,.251008,.062752001,0,.188256,.31375998,.439264,.251008,.439264,.56476796,.69027197,.81577599,1.004032,1.1922879,1.1295359,1.2550399,1.1295359,1.3177919,1.0667839,1.694304,1.8825599,2.008064,1.506048,1.1295359,1.2550399,1.3177919,1.2550399,1.3805439,1.1295359,1.2236639
Nepal,NPL,Asia,Southern Asia,,,,,Asia,https://www.countryflags.io/np/flat/64.png,28087871,28.087872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,NZL,Oceania,Australia and New Zealand,,,,,Oceania,https://www.countryflags.io/nz/flat/64.png,4841000,4.8410001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.068856299,.068856299,.068856299,0,0,0,0,0,0,0,0,0,.068856299,.20656888,.20656888,.20656888,.34428146,.34428146,.2754252,0
Oman,OMN,Asia,Western Asia,,,,,Asia,https://www.countryflags.io/om/flat/64.png,4829483,4.829483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.069020502,.069020502,.069020502,0,.069020502,.069020502,.069020502,0,0,.069020502,.069020502,.069020502,.069020502,.069020502,.069020502,0,0,0
Pakistan,PAK,Asia,Southern Asia,,,,,Asia,https://www.countryflags.io/pk/flat/64.png,212215030,212.21503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0031414677,.0047122017,.0047122017,.0047122017,.0047122017,.0062829354,.0047122017,.0047122017,.0062829354,.0062829354,.0078536691,.015707338,.021990275,.02041954,.02041954,.021990275,.021990275,.02041954,.02041954,.025131742,.021990275,.018848807,.014136605,.039268348,.04083908,.042409815,.015707338,.031414676,.054975685,.075395226
Panama,PAN,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/pa/flat/64.png,4176873,4.1768732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.07980451,.07980451,.07980451,0,0,0,0,0,0,0,0,.15960902,.39902258,.39902258,.39902258,.15960902,.23941354,.47882709,.71824062,1.1970677,1.2768722,1.0374587,.63843608,.5586316,.87784964,1.1172632,1.3566767,1.1172632,1.0374587,.71824062,.87784964,1.1970677,1.2768722,1.6758947,1.5960903,1.2768722,1.2768722,1.077361
Peru,PER,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/pe/flat/64.png,31989256,31.989256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.031260494,.052100826,.052100826,.02084033,.02084033,.04168066,.04168066,.04168066,.072941154,.093781486,.13546215,.14588231,.2084033,.32302514,.32302514,.36470577,.29176462,.32302514,.35428563,.39596629,.47932759,.64605027,.62520993,.57310909,.48974776,.51058811,.63563007,.60436958,.68773091
Philippines,PHL,Asia,South-eastern Asia,,,,,Asia,https://www.countryflags.io/ph/flat/64.png,106651922,106.65192,0,0,0,0,0,0,0,0,0,.0031254319,.0031254319,.0031254319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0031254319,.012501728,.021878025,.028128888,.021878025,.012501728,.025003456,.015627161,.018752592,0,.025003456,.046881478,.050006911,.040630616,.037505183,.059383206,.093762957,.081261232,.075010367,.062508643,.078135796,.090637527,.15002073,.15002073,.14064445,.084386662,.10313925,.093762957,.12501729,.137519,.20315307,.29379061,.29379061,.275038,.16252246,.1468953,.12658
Papua New Guinea,PNG,Oceania,Melanesia,,,,,Oceania,https://www.countryflags.io/pg/flat/64.png,8606316,8.6063156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poland,POL,Europe,Eastern Europe,,,,,Europe,https://www.countryflags.io/pl/flat/64.png,37974750,37.974751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0087777618,.017555524,.026333287,.017555524,.017555524,.017555524,.017555524,.0087777618,0,0,.017555524,.026333287,.043888811,.061444335,.070222095,.052666575,.035111047,.052666575,.13166644,.13166644,.18433301,.22822182,.33355495,.31599945,.32477722,.31599945,.4388881,.57055455,.58811009,.45644364,.43011037,.50911021,.56177676,.48277694,.47399917,.60566562,.67149884
Portugal,PRT,Europe,Southern Europe,,,,,Europe,https://www.countryflags.io/pt/flat/64.png,10283822,10.283822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.032413371,.064826742,.097240113,.16206685,.32413369,.35654709,.5510273,.68068075,.93998772,1.1992947,1.3937749,1.8475621,1.9123888,2.0744557,1.9448022,2.2041092,2.2365227,2.7875497,2.5606563,2.7875497,2.106869,2.5606563,2.7551365,3.1765103,2.9172034,2.9172034,3.0792701,3.2413371,3.1440969,3.0792701,3.0468569,3.0144434
Paraguay,PRY,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/py/flat/64.png,6956071,6.9560709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.047919773,.047919773,.047919773,.047919773,.095839545,.095839545,.047919773,0,0,0,0,0,0,0,0,0,.095839545,.095839545,.095839545,0,.047919773,.047919773,.047919773,0,.047919773,.095839545,.095839545,.071879655
West Bank and Gaza,PSE,Asia,,,,,,Asia,https://www.countryflags.io/ps/flat/64.png,4569087,4.569087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.072954036,.072954036,.072954036,0,0,0,0,0,0,0,0,0,0,0,0,.072954036,.072954036,.072954036,0,0,0,0,0
French Polynesia,PYF,Oceania,Polynesia,,,,,Oceania,https://www.countryflags.io/pf/flat/64.png,277679,.277679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,QAT,Asia,Western Asia,,,,,Asia,https://www.countryflags.io/qa/flat/64.png,2781677,2.781677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.11983179,.11983179,.11983179,.11983179,.11983179,.23966359,.11983179,.11983179,.11983179,.11983179,.35949537,.23966359,.23966359,0,0,.11983179,.11983179,.11983179,0,0,0
Romania,ROU,Europe,Eastern Europe,,,,,Europe,https://www.countryflags.io/ro/flat/64.png,19466145,19.466145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.051371239,.11986623,.18836121,.23973246,.27397996,.2568562,.34247494,.34247494,.66782612,.77056861,.83906358,.85618734,.8733111,.92468232,.6164549,.73632109,.8733111,1.1815386,1.2329098,1.2500335,1.215786,1.1644148,1.0445485,1.0274248,.95892984,1.0445485,1.0531105
Russia,RUS,Europe,Eastern Europe,,,,,Europe,https://www.countryflags.io/ru/flat/64.png,144478050,144.47804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0023071556,.0023071556,.0023071556,0,0,0,.0046143113,.0046143113,.0069214669,.0023071556,.011535779,.011535779,.029993024,.03691449,.048450269,.039221644,.043835957,.034607336,.029993024,.034607336,.041528802,.066907518,.083057605,.099207692,.1245864,.1245864,.14765796,.15688658,.19380108,.21456547
Rwanda,RWA,Africa,Sub-Saharan Africa,Eastern Africa,,,,Africa,https://www.countryflags.io/rw/flat/64.png,12301939,12.301939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,SAU,Asia,Western Asia,,,,,Asia,https://www.countryflags.io/sa/flat/64.png,33699947,33.699947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.009891212,.019782424,.029673636,.019782424,.019782424,.04945606,.04945606,.059347272,.079129696,.12858576,.14836818,.12858576,.12858576,.12858576,.11869454,.069238484,.059347272,.059347272,.10880333,.14836818,.17804182,.20771545,.19782424,.17804182,.14836818
