date,state,statename,positive,death,totaltestresults,death_pos,pos_test,statefips,negative,pending,hospitalizedcurrently,hospitalizedcumulative,inicucurrently,inicucumulative,onventilatorcurrently,onventilatorcumulative,recovered,dataqualitygrade,lastupdateet,hospitalized,total,posneg,deathincrease,hospitalizedincrease,negativeincrease,positiveincrease,totaltestresultsincrease,lockdown,d_State_of_emergency,d_K_12_schools,d_day_cares,d_banned_visitors_to_nursing_,d_homeshelter,d_non_essential_businesses,d_Reopen_businesses,d_facemask_ind,d_facemask_employe,d_restaurants_except_take_o,d_gyms,d_movie_theaters,d_waive_oneweek_unin,d_freezing_utility_shut_offs,d_Froze_mortgage_payments,religious,open_liquor,firearms_open,waive_worksearch_unin,expand_elegib_unin_quarant,expand_elegib_unin_school,extend_time_unin,Paid_sick_leave,pop_density_per_square_mi,pop_2018_,Number_Homeless__2019_,Percent_Unemployed__2018_,percent_poverty_federal,percent_risk_illness,All_cause_deaths_2018,fips,mobility_index,google_grocery_pharmacy,google_parks,google_residential,google_retail_recreation,google_transit_stations,google_workplace,TotalHospitalBeds,TotalICUBeds,AvailableHospitalBeds,PotentiallyAvailableHospitalB,AvailableICUBeds,PotentiallyAvailableICUBeds,AdultPopulation,Population65,governorpoliticalaffiliation,statesenatemajoritypoliticalaffi,statehousemajoritypoliticalaffil,stateattorneygeneralpoliticalaff,stateinsurancecommissionerpoliti,paidfamilyleave,paidsickleave,anypaidtimeoff,governor,numberofregisteredvotersinthousa,registeredvotersasashareofthevot,numberofindividualswhovotedintho,individualswhovotedasashareofthe,unemployed,propertytaxes,salesandgrossreceiptstaxes,licensetaxes,incometaxes,othertaxes,totaltax,averagemonthlysnapparticipants,atriskadultsofseriousillnessifin,shareofadultsunderage60atriskofs,olderadultsasashareofallatriskad,white,black,hispanic,americanindianalaskanative,asian,nativehawaiianotherpacificisland,twoormoreraces,children018povertyrate,adults1964povertyrate,adults65povertyrate,povertyrate,children018,adults1925,adults2634,adults3554,adults5564,adults65,totalresidents,stategeneralfundsmedicaidexpendi,stategeneralandotherfundsmedicai,federalfundsmedicaidexpenditures,totalstatemedicaidexpenditures,irscollections,adults1964,medicarebeneficiariesasashareoft,expensesperinpatientday,employerhealthinsurancecoverage,nongrouphealthinsurancecoverage,medicaidhealthinsurancecoverage,medicarehealthinsurancecoverage,militaryhealthinsurancecoverage,uninsuredhealthinsurancecoverage,healthspendingpercapita,hospitalcare,physicianandotherprofessionalser,prescriptiondrugsandothermedical,nursinghomecare,dentalservices,homehealthcare,medicaldurables,otherhealthresidentialandpersona,totalhealthspending,individuals,peopleinfamilieswithchildren,totalpeopleexperiencinghomelessn,medianannualhouseholdincome,professionalsmanagersadultworker,otheroccupationsadultworkers,atleast1fulltimeworker,parttimeworkers,nonworkers,totalgrossstateproduct,malepopulation,femalepopulation,adultswithchildren,adultswithnochildren,percapitastatespending,totalstateexpendituresinmillions,communitysupervision,incarcerated,totalpopulationinusadultcorrecti,citizen,noncitizen,trumpelectoralvote,clintonelectoralvote,trumpshareofpopularvote2016,clintonshareofpopularvote20,othersshareofpopularvote201,trumpstate,whitedeathshare,blackafricanamericadeathshare,americanindianalaskdeathshare,asiandeathshare,hispaniclatinodeathshare,otherdeathshare,whitedeathshunw,blackafricanamericadeathshunw,americanindianalaskdeathshunw,asiandeathshunw,hispaniclatinodeathshunw,otherdeathshunw,whitedeathshw,blackafricanamericadeathshw,americanindianalaskdeathshw,asiandeathshw,hispaniclatinodeathshw,otherdeathshw,tot_pop,tot_pop_lockdown,share_pop_lockdown,weight,tmp,weighted_mobility_index
3/29/20,MD,Maryland,1239,10,13593,.0080710249,.091149859,24,12354,,,277,,,,,,D,3/29/2020 10:00,277,13593,13593,5,51,838,247,1085,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,487.08,6042718,6561,4.9,9,37.1,50568,24,0,-24.744501,28.789091,13.002471,-44.996677,-51.111073,-38.767662,2903.3333,351,789.33331,1846.3334,125.66666,238.66667,1058718.333333333,200951.6666666667,Republican,Democrat,Democrat,Democrat,Appointed,No,Yes,Yes,Larry Hogan (R),3095,.723,2320,.542,.037,808763,9567244,850913,10540951,659166,22427037,646483,40.2,15.9,71.90000000000001,.5,.29,.1,.01,.06,,.03,.11,.08,.07,.09,.23,.08,.12,.27,.14,.15,5870800,.21,.15,.57,.26,72561209,.88,.17,2815,.5600000000000001,.05,.19,.13,.02,.06,8602,.382,.278,.133,.073,.043,.021,.014,.056,51330,4914,2230,7144,80776,.43,.57,.84,.07,.09,412584,.48,.52,.33,.67,7256,43796,82800,28400,99000,.9300000000000001,.07,,10,33.90930472854767,60.32574423519277,5.764951036259557,0,,,,,,,,,,,,,,,,,,,318498592,,,.018432735,0,4.1714287
3/29/20,MI,Michigan,10010,132,25686,.013186813,.38970646,26,15676,,,,,,,,,B,3/28/2020 14:00,,25686,25686,40,0,1493,723,2216,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,103.36,9995915,8575,5.3,14.1,41.2,98903,26,0,-28.541924,15.004075,12.294826,-58.444592,-55.430859,-43.234127,1607.4667,181.60001,585.20001,1096.4,64.333336,123,499343.4,101479.5333333333,Democrat,Republican,Republican,Democrat,Appointed,No,No,Yes,Gretchen Whitmer (D),5453,.734,4418,.595,.042,2161275,14692735,1948194,11333887,372270,30508361,1281862,43.3,17.3,72.5,.75,.14,.05,0,.03,,.03,.19,.14,.09,.14,.23,.09,.12,.25,.14,.17,9770000,.27,.14,.59,.3,83256186,.87,.21,2400,.51,.05,.22,.15,.01,.05,8055,.404,.249,.137,.059,.047,.036,.031,.034,79874,5209,3142,8351,54909,.35,.65,.78,.09,.13,527096,.49,.51,.33,.67,5671,56614,,56500,,.97,.03,16,,47.49756421999615,47.27453095086684,5.227904829137013,1,67,26.6,0,3.2,2.2,1,74.900002,13.8,.60000002,3.3,5.1999998,2.3,63.799999,23.1,.30000001,5.6999998,4.8000002,2.2,318498592,168263696,.52830279,.030675175,0,4.1714287
3/29/20,MO,Missouri,838,10,12385,.011933174,.067662492,29,11547,,,,,,,,,C,3/28/2020 15:00,,12385,12385,0,0,1465,0,1465,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,87.89,6126452,6179,4.2,13.2,40.5,63117,29,10,-12.788056,72.431564,9.1094332,-38.020805,-33.976688,-31.719362,3798,434,1599.5,2699,181.83333,308.16666,1058246.833333333,214342.5,Republican,Republican,Republican,Appointed,Appointed,No,No,No,Mike Parson (R),3299,.723,2509,.55,.031,33267,5539227,598601,6843948,12461,13027504,736590,43.7,18.7,70.3,.8,.11,.04,.01,.02,.01,.03,.18,.13,.08,.13,.24,.09,.12,.25,.14,.17,5934500,.23,.27,.64,.39,63139167,.87,.2,2361,.52,.06,.15,.16,.01,.09,8107,.431,.218,.157,.066,.036,.028,.012,.051,49137,3776,2107,5883,53578,.37,.63,.8,.08,.12,318921,.49,.51,.34,.66,4253,26038,61600,44300,105900,.98,.02,10,,56.77234783816165,38.13523083523671,5.092421326601641,1,,,,,,,,,,,,,,,,,,,318498592,,,.018632736,.18632737,4.1714287
3/29/20,MS,Mississippi,758,14,3318,.018469658,.22845088,28,2560,,,235,,,,,,B,3/28/2020 19:00,235,3318,3318,1,16,0,95,95,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,61.66,2986530,1184,7.1,19.7,42.5,32301,28,29,-6.1088724,27.312122,8.911972,-31.982323,-28.790375,-29.823769,1694.3334,126.83334,727,1210.5,52.333332,89.5,294439,57081,Republican,Republican,Republican,Democrat,Republican,No,No,No,Tate Reeves (R),1599,.734,1180,.542,.054,29540,5030854,492415,2290344,47418,7890571,505308,43.6,19.7,68.3,.57,.38,.03,.01,.01,,.01,.28,.19,.12,.2,.26,.09,.11,.25,.13,.16,2879400,.13,.11,.49,.26,11460401,.9,.2,1371,.43,.05,.23,.14,.02,.12,7646,.422,.23,.148,.059,.033,.028,.02,.059,22879,1024,328,1352,43529,.33,.6800000000000001,.75,.07,.18,114834,.48,.52,.34,.66,6592,19654,37700,28700,65300,.99,.01,6,,57.94103808883564,40.11478827178409,1.944173639380266,1,,,,,,,,,,,,,,,,,,,318498592,,,.0090405419,.26217571,4.1714287
3/29/20,NJ,New Jersey,13386,161,35602,.012027492,.37599012,34,22216,,2000,,,,,,,A,3/29/2020 13:30,,35602,35602,21,0,2830,2262,5092,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1021.27,8908520,8862,4.9,9.5,34.6,75765,34,0,-34.236504,-36.211288,16.150869,-58.536575,-70.317276,-43.964588,2857,258,913,1884.8572,116.14286,187.28572,968738.4285714285,189145.2857142857,Democrat,Democrat,Democrat,Appointed,Appointed,Yes,Yes,Yes,Phil Murphy (D),4297,.6860000000000001,3384,.54,.031,5016,15424507,1542213,17273498,1119812,35365046,760303,39.8,15,73.40000000000001,.55,.13,.21,.01,.1,,.02,.14,.08,.08,.09,.23,.08,.11,.27,.14,.16,8728300,.12,.13,.6,.24,138976784,.88,.18,2786,.57,.06,.17,.13,0,.07,8859,.329,.308,.153,.064,.047,.028,.017,.054,79066,6048,3350,9398,80088,.41,.59,.85,.07,.08,622003,.49,.51,.35,.65,6839,60775,155700,32000,186300,.9,.1,,14,41.35038665002945,55.4530844496942,3.196528900276352,0,65.900002,8.8999996,0,8.3000002,16.700001,.2,54.900002,12.9,.1,9.8000002,20.6,1.6,51.400002,12.2,.1,12.7,22.1,1.4,318498592,168263696,.52830279,.027404517,0,4.1714287
3/29/20,NV,Nevada,738,14,9150,.01897019,.080655739,32,8412,,,,,,,,,A,3/28/2020 21:00,,9150,9150,4,0,511,117,628,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,27.44,3034392,7169,5.6,12.9,36.1,24715,32,0,-23.077343,-37.887291,14.003874,-46.797455,-61.698143,-52.259937,3025.5,583.5,874,1949.5,145,364.5,1155473.5,224711,Democrat,Democrat,Democrat,Democrat,Appointed,No,No,Yes,Steve Sisolak (D),1277,.618,1006,.487,.041,317136,7329456,661240,,849204,9157036,439941,39.7,14.8,73.5,.49,.09,.29,.01,.08,.01,.04,.17,.12,.1,.13,.24,.08,.13,.27,.13,.16,2983400,.17,.09,.62,.26,23317912,.83,.17,1991,.48,.05,.19,.14,.02,.11,6714,.354,.32,.144,.037,.052,.035,.021,.036,19020,7058,486,7544,58003,.3,.7,.79,.09,.12,169310,.5,.5,.31,.69,4711,14262,19000,20200,39200,.9,.1,,6,45.50069531760242,47.91782367811904,6.581481004278536,0,,,,,,,,,,,,,,,,,,,318498592,,,.0093670748,0,4.1714287
3/29/20,NY,New York,59513,965,172360,.016214944,.34528312,36,112847,,8503,12075,2037,,,,3572,A,3/29/2020 09:16,12075,172360,172360,237,2021,9231,7195,16426,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,358.21,19542209,92091,5,13.6,36.9,157183,36,0,-30.671576,-46.258526,15.798259,-61.772999,-68.225746,-45.722069,5010.2002,430.79999,1100.3,3055.3999,158.60001,294.70001,1495503.5,288184.8,Democrat,Democrat,Democrat,Democrat,Appointed,Yes,Yes,Yes,Andrew Cuomo (D),8553,.625,6775,.495,.039,,26399319,1771629,56356425,4013726,88541099,2796620,39.7,14.8,73.59999999999999,.55,.14,.19,.01,.09,,.03,.19,.12,.12,.14,.22,.09,.13,.26,.14,.16,19016900,.2,.21,.65,.36,281220376,.9,.19,2877,.49,.06,.26,.13,0,.05,9778,.372,.222,.147,.063,.037,.049,.014,.096,192809,39827,52070,91897,64894,.38,.62,.79,.09,.12,1668866,.48,.52,.31,.69,8384,163744,142400,74400,212100,.9,.1,,29,36.51562752138784,59.00605094229808,4.478321536314072,0,68.599998,13.4,0,5,12.1,.89999998,73,8.8000002,.30000001,4.3000002,11.7,1.8,61.599998,10.8,.2,7.3000002,18.700001,1.5,318498592,168263696,.52830279,.059707955,0,4.1714287
3/29/20,OH,Ohio,1653,29,20665,.01754386,.07999032,39,19012,,,403,,139,,,,B,3/29/2020 14:00,403,20665,20665,4,59,0,247,247,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,260.77,11689442,10345,4.9,13.9,39.8,124264,39,1,-20.481609,116.83776,9.9887199,-42.80003,-32.983204,-35.050751,2796.8999,363.5,1122.4,1959.5,131.39999,247.39999,896696.1,183971.1,Republican,Republican,Republican,Republican,Appointed,No,No,No,Mike DeWine (R),6062,.702,4538,.525,.042,,18086156,2269604,8707947,66333,29130040,1421366,43.4,17.4,72.59999999999999,.79,.12,.04,.01,.02,,.03,.19,.13,.09,.14,.23,.09,.12,.25,.14,.17,11355900,.22,.19,.74,.38,140891209,.82,.2,2829,.52,.05,.21,.15,.01,.06,8712,.437,.231,.118,.07,.036,.03,.015,.062,101013,6929,3320,10249,54021,.36,.64,.79,.08,.12,675905,.49,.51,.33,.67,5968,69684,256400,71000,326200,.98,.02,18,,51.68765067578619,43.55807627672002,4.75427304749379,1,,,,,,,,,,,,,,,,,,,318498592,168263696,.52830279,.035654474,.035654474,4.1714287
3/29/20,OK,Oklahoma,429,16,1634,.037296038,.26254591,40,1205,,,140,,,,,,A,3/29/2020 08:00,140,1634,1634,1,14,25,52,77,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,56.41,3943079,3944,4.4,15.6,40.8,40933,40,18,-14.219098,28.610214,8.9826822,-36.165695,-23.19467,-32.401943,3486.3333,381.33334,1525.3334,2505.6667,138.66667,260.33334,904980.6666666666,173633.6666666667,Republican,Republican,Republican,Republican,Republican,No,No,No,Kevin Stitt (R),1777,.651,1350,.494,.032,,4062259,1050390,3730132,721049,9563830,585064,42.5,18.2,69.90000000000001,.65,.07,.11,.08,.02,0,.07,.21,.15,.09,.15,.26,.09,.13,.24,.13,.16,3816100,.15,.17,.4,.24,27908169,.85,.19,1971,.46,.06,.18,.15,.02,.14,7627,.409,.251,.155,.054,.045,.026,.014,.047,29575,2823,1048,3871,50051,.35,.65,.8,.07,.13,202554,.49,.51,.37,.63,5753,22669,35500,39000,74500,.96,.04,7,,65.32286481962736,28.93168028454389,5.745454895828745,1,,,,,,,,,,,,,,,,,,,318498592,,,.011981528,.21566752,4.1714287
3/29/20,OR,Oregon,548,13,11426,.023722628,.047960792,41,10878,,107,129,,,37,,,A,3/29/2020 11:00,129,11426,11426,0,12,1185,69,1254,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,42.6,4190713,15876,5,12.6,39.8,36187,41,0,-24.722042,-20.204569,12.067677,-50.491627,-47.198189,-38.113129,1529.8,194.60001,571.59998,1050.8,78.800003,136.60001,723070.4,149550.6,Democrat,Democrat,Democrat,Democrat,Appointed,Yes,Yes,Yes,Kate Brown (D),2274,.725,1918,.611,.041,20116,1659392,1087449,9684005,193907,12644869,633970,43.4,17.9,71.59999999999999,.75,.02,.13,.01,.05,.01,.04,.15,.12,.07,.12,.22,.08,.13,.26,.13,.18,4110800,.13,.08,.62,.22,33802142,.89,.2,3437,.48,.07,.22,.16,.01,.07,8044,.366,.275,.11,.058,.057,.021,.015,.099,31920,11139,3337,14476,60212,.38,.62,.79,.09,.12,239783,.49,.51,.33,.67,9714,40621,61400,20700,82000,.95,.05,,7,39.09403518449675,50.07185200286208,10.83411281264116,0,,,,,,,,,,,,,,,,,,,318498592,168263696,.52830279,.012906807,0,4.1714287
3/29/20,PA,Pennsylvania,3394,38,33455,.011196229,.10144971,42,30061,,,353,,,,,,A,3/29/2020 12:00,353,33455,33455,4,37,4807,643,5450,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,278.09,12807060,13199,4.9,12.2,39.8,134702,42,0,-27.049431,6.7308531,12.307421,-50.312138,-51.991096,-37.676247,2477.7856,274.71429,895.71429,1686.6428,108.85714,191.78572,773819.4285714285,166412.4285714286,Democrat,Republican,Republican,Democrat,Appointed,No,No,No,Tom Wolf (D),6469,.6830000000000001,5173,.546,.04,34399,21034252,2721979,15287269,1631646,40709545,1818589,43.8,16.7,74.2,.76,.1,.08,.01,.04,,.02,.17,.12,.08,.12,.22,.08,.12,.25,.14,.18,12388100,.27,.23,.62,.36,136268950,.83,.21,2525,.52,.05,.2,.16,.01,.06,9258,.369,.246,.145,.084,.034,.026,.014,.081,118419,8163,5349,13512,59195,.37,.63,.8100000000000001,.07,.11,783168,.49,.51,.33,.6800000000000001,6633,84909,291600,82400,368100,.97,.03,20,,48.18333631228592,47.46494918966543,4.351714498048652,1,70.900002,18.200001,0,4.5,5,1.4,76.099998,10.8,.1,3.5999999,7.5999999,1.7,57.200001,23.299999,.2,6.5,10.9,1.9,318498592,,,.038895305,0,4.1714287
3/29/20,SC,South Carolina,774,16,3789,.020671835,.20427553,45,3015,,,102,,,,,,B,3/29/2020 15:30,102,3789,3789,3,0,607,235,842,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,158.78,5084127,4172,5.3,15.3,41.4,50640,45,20,-11.019762,-3.9502406,9.0663891,-37.946983,-34.062309,-34.153801,2062.6001,271.60001,717.40002,1390.2,87.400002,179.39999,644508.8000000001,133330.6,Republican,Republican,Republican,Republican,Appointed,No,No,No,Henry McCaster (R),2430,.645,1836,.487,.029,37298,4948178,582294,4856152,126174,10550096,658119,44.7,18.7,71.59999999999999,.64,.26,.06,.01,.02,,.02,.22,.14,.09,.15,.23,.09,.11,.25,.14,.18,4929800,.14,.12,.54,.26,28552567,.89,.21,2058,.45,.06,.19,.16,.02,.1,7311,.401,.249,.163,.052,.044,.03,.02,.04,35299,3082,851,3933,50570,.35,.65,.78,.07,.14,233930,.48,.52,.31,.69,4968,25257,36700,32100,68800,.97,.03,9,,54.93933268569543,40.67341978966509,4.387247524639483,1,,,,,,,,,,,,,,,,,,,318498592,,,.015478248,.30956495,4.1714287
3/29/20,TX,Texas,2552,34,25760,.013322884,.099068321,48,23208,,,,,,,,,A,3/29/2020 13:45,,25760,25760,7,0,0,500,500,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,106.86,28701845,25848,4.9,14.9,34.8,202211,48,5,-23.210506,-27.129183,12.80307,-44.913429,-47.190384,-36.185078,2528.5908,324,994.5,1761.6364,115.63636,219.86363,932096.8181818182,148796.7727272727,Republican,Republican,Republican,Republican,Appointed,No,No,No,Greg Abbott (R),11634,.633,8886,.484,.034,,51462209,3635024,,5231610,60328843,3895207,36.5,15.2,68.8,.41,.12,.4,.01,.05,.01,.02,.21,.13,.11,.15,.27,.09,.13,.26,.11,.13,28024000,.22,.17,.55,.29,280048364,.83,.14,2604,.47,.06,.17,.1,.02,.18,6998,.386,.272,.153,.044,.041,.04,.015,.048,188559,19199,6111,25310,59206,.36,.64,.83,.07,.11,1802511,.49,.51,.37,.63,4024,115208,482900,218500,681900,.89,.11,36,,52.23468557933538,43.23525798101196,4.530056439652652,1,,,,,,,,,,,,,,,,,,,318498592,,,.087987833,.43993917,4.1714287
3/29/20,VA,Virginia,890,22,10609,.0247191,.083891034,51,9719,,,112,,,,,,A,3/29/2020 00:00,112,10609,10609,5,13,1292,151,1443,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,199.13,8517685,5783,4.2,10.7,35.9,69359,51,4,-15.852388,45.983532,10.75788,-39.202469,-49.780148,-36.123817,2097.75,237.75,651,1374.25,79.25,158.5,800583,143829.125,Democrat,Democrat,Democrat,Democrat,Appointed,No,No,No,Ralph Northam (D),4159,.72,3319,.575,.027,31890,7087195,878751,14967663,523899,23489398,736221,39.2,14.8,73.2,.62,.19,.1,.01,.07,.01,.04,.13,.1,.08,.11,.24,.09,.12,.26,.13,.16,8182100,.24,.12,.48,.19,84844999,.87,.18,2081,.54,.06,.12,.14,.04,.09,7556,.385,.278,.134,.058,.051,.02,.017,.056,62847,3928,2047,5975,71535,.42,.58,.82,.07,.11,532893,.48,.52,.34,.66,6126,52076,62500,57500,120000,.94,.06,,13,44.40669663012711,49.72789199301014,5.865411376862751,0,,,,,,,,,,,,,,,,,,,318498592,,,.025689596,.10275839,4.1714287
3/29/20,VT,Vermont,235,12,3701,.051063828,.063496351,50,3466,,,18,,,,,,A,3/29/2020 13:00,18,3701,3701,0,0,1303,24,1327,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,65.13,626299,1089,3.8,11,39.1,6027,50,0,-42.072845,-52.38398,12.797781,-61.710846,-71.431419,-42.979111,1743,117,587,1165,65,91,522720,104104,Republican,Democrat,Democrat,Democrat,Appointed,No,Yes,Yes,Phil Scott (R),343,.69,273,.549,.022,1065767,1095321,126404,930149,66590,3284231,73058,43.5,13.5,79.7,.9300000000000001,.01,.02,.01,.02,,.02,.11,.11,.11,.11,.19,.08,.11,.25,.16,.2,600600,.19,.19,.47,.28,4417527,.87,.23,2633,.49,.06,.23,.16,.01,.04,10190,.458,.203,.114,.055,.045,.03,.012,.082,6389,780,511,1291,57513,.39,.61,.8,.1,.1,33256,.49,.51,.28,.72,9089,5675,5800,1700,7400,.98,.02,,3,30.26943475514732,56.67778599472493,13.05277925012775,0,,,,,,,,,,,,,,,,,,,318498592,168263696,.52830279,.0018857226,0,4.1714287
3/29/20,WA,Washington,5121,237,74909,.046280023,.068362944,53,69788,,,,,,,,,A,3/28/2020 02:59,,74909,74909,17,0,1586,384,1970,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,105.69,7535591,21577,4.3,10.3,35.1,56877,53,0,-25.606117,-10.172901,12.865136,-48.007168,-55.917522,-41.227673,1936.3334,238,680.16669,1308.3334,81.5,159.66667,892926.5,166454.8333333333,Democrat,Democrat,Democrat,Democrat,Democrat,Yes,Yes,Yes,Jay Inslee (D),3852,.737,3234,.619,.046,2769520,20323086,2070930,,1411353,26574889,877244,39.6,14.2,74.7,.6800000000000001,.04,.13,.01,.09,.01,.05,.13,.1,.07,.1,.23,.08,.14,.26,.13,.16,7368000,.19,.14,.64,.27,90404108,.9,.18,3552,.52,.06,.21,.13,.02,.07,7913,.391,.302,.101,.058,.063,.024,.017,.044,55819,16424,5880,22304,70979,.4,.6,.8100000000000001,.09,.11,565831,.5,.5,.34,.66,6117,46021,100600,30400,127000,.92,.08,,8,36.83268018663746,52.53868006182659,10.62863975153594,0,80.199997,2.9000001,.40000001,10.4,5.4000001,.69999999,68,3.9000001,1.3,9.1000004,12.9,4.8000002,61.099998,6.0999999,.69999999,17.6,10.2,4.4000001,318498592,168263696,.52830279,.023133541,0,4.1714287
3/29/20,WI,Wisconsin,1112,13,17662,.011690647,.062960029,55,16550,,,,,,,,,A,3/29/2020 16:00,,17662,17662,0,0,1318,123,1441,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,88.76000000000001,5813568,4538,3.2,11,36.5,53684,55,0,-31.60243,-11.949809,12.715733,-54.737225,-49.804367,-34.237347,1418.75,191.625,593.25,1006.125,84,137.625,567668.75,111804.25,Democrat,Republican,Republican,Democrat,Appointed,No,No,No,Tony Evers (D),3129,.728,2776,.646,.032,163446,8232896,1182001,9061928,102658,18742929,652885,39.7,12.8,77.7,.8100000000000001,.06,.07,.01,.03,0,.02,.14,.1,.07,.11,.23,.09,.11,.26,.14,.17,5662800,.19,.12,.46,.2,51992826,.84,.2,2528,.57,.05,.17,.15,.01,.06,8702,.402,.279,.127,.064,.046,.026,.013,.042,50109,2740,2167,4907,59305,.36,.64,.83,.08,.09,336294,.5,.51,.34,.66,8300,48199,64900,35600,100500,.97,.03,10,,47.21818456731012,46.45384137224266,6.327974060447223,1,,,,,,,,,,,,,,,,,,,318498592,168263696,.52830279,.017779671,0,4.1714287
3/30/20,AZ,Arizona,1157,20,16759,.017286085,.069037534,4,15602,,,,,,,,,B,3/30/2020 00:00,,16759,16759,3,0,2649,238,2887,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,62.91,7171646,10007,5.4,14,39.1,59282,4,18,-8.601306,-6.4173408,14.704069,-29.708046,-36.985653,-42.154987,3147.5,425.5,1190.75,2169,191.5,308.75,1276332.75,270505,Republican,Republican,Republican,Republican,Appointed,No,Yes,Yes,Doug Ducey (R),3262,.6860000000000001,2800,.589,.049,1047254,9708694,495034,4918318,124617,16293917,845733,42.2,16.6,72.7,.54,.04,.32,.04,.03,.01,.02,.2,.13,.08,.14,.24,.09,.12,.24,.12,.18,7004300,.17,.14,.59,.33,46226885,.8100000000000001,.18,2687,.44,.05,.22,.16,.01,.11,6452,.362,.313,.126,.044,.052,.021,.025,.054,43356,7259,2606,9865,56581,.36,.64,.79,.08,.13,348297,.49,.51,.34,.66,5238,37494,84800,55000,137500,.9300000000000001,.07,11,,48.67161647232105,45.12602184469321,6.20236168298574,1,,,,,,,,,,,,,,,,,,,318498592,,,.02199162,.39584917,14.404366
3/30/20,CA,California,6447,133,26996,.020629751,.23881316,6,20549,64400,1432,,597,,,,,B,3/30/2020 00:00,,91396,26996,10,0,0,739,739,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,241.65,39557045,151278,5.5,12.8,33.3,268818,6,8,-19.720413,-23.698391,21.113537,-40.132061,-53.252964,-50.611904,2836.4167,337.70834,941.04169,1888.6666,139.58333,238.70833,1237806.75,213178.75,Democrat,Democrat,Democrat,Democrat,Democrat,Yes,Yes,Yes,Gavin Newsom (D),15690,.615,13240,.519,.04,2837386,53846346,10504521,107640534,188097,175016884,3949535,37,13.9,72.59999999999999,.37,.05,.39,.01,.15,.01,.03,.17,.12,.11,.13,.24,.09,.14,.26,.12,.14,38745900,.18,.18,.58,.32,456555954,.89,.16,3532,.47,.07,.26,.11,.01,.07,7549,.365,.291,.127,.051,.05,.039,.012,.066,291989,109008,20964,129972,71805,.36,.64,.8,.09,.11,2997733,.49,.51,.33,.67,6834,269667,333300,202700,536100,.87,.13,,55,31.61711467898836,61.72638863699762,6.656496684014022,0,48.099998,8,.40000001,16.299999,26.5,.80000001,36.799999,5.5999999,.40000001,14.7,39.299999,3.0999999,28.9,7.3000002,.2,16,45.200001,2.4000001,318498592,196857600,.61807996,.12165172,.97321373,14.404366
3/30/20,CO,Colorado,2627,51,15364,.01941378,.17098412,8,12737,,358,414,,,,,,A,3/30/2020 17:00,414,15364,15364,7,140,1522,566,2088,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,54.72,5695564,9619,3.9,9.6,31.3,38526,8,2,-23.01758,-.43046573,19.116011,-44.329159,-55.631172,-49.860966,1476.4286,185,631,1053.7142,73.14286,129.14285,616074.4285714285,104889,Democrat,Democrat,Democrat,Democrat,Appointed,No,No,No,Jared Polis  (D),2645,.656,2342,.581,.027,,5712243,816832,8170466,102722,14802263,449824,36.4,12.8,74.40000000000001,.6800000000000001,.04,.22,.01,.03,.01,.03,.12,.09,.07,.1,.24,.09,.14,.26,.13,.14,5555200,.25,.13,.54,.24,58707795,.85,.16,3045,.52,.07,.18,.12,.02,.08,6804,.403,.283,.1,.057,.062,.028,.023,.043,36398,7607,3250,10857,69117,.42,.58,.83,.08,.09,371750,.5,.5,.34,.66,6996,39815,90900,32100,121900,.95,.05,,9,43.25097734122184,48.15651271271941,8.592509946058749,0,76.5,2.5999999,0,5.1999998,15.7,0,67.900002,4,.60000002,3.3,21.700001,2.4000001,65.300003,5.6999998,.5,3.8,22,2.7,318498592,196857600,.61807996,.017441835,.034883671,14.404366
