date,country,iso3,confirmed,deaths,death_pos,pos_test,test_wom,test_million_wom,population,idb,population_million,deaths_million
5/14/20,Germany,DEU,174478,7884,.045186214,.055429064,3147771,37585,82905782,,82.905785,95.095894
5/14/20,Guatemala,GTM,1518,29,.019104084,.21083333,7200,403,17247807,1,17.247807,1.6813732
5/14/20,Haiti,HTI,273,20,.073260076,.19389205,1408,124,11123176,1,11.123176,1.7980477
5/14/20,Honduras,HND,2318,133,.057377048,.41004777,5653,572,9587522,1,9.5875216,13.872198
5/14/20,Italy,ITA,223096,31368,.14060315,.079464182,2807504,46426,60421760,,60.421761,519.1507
5/14/20,Japan,JPN,16096,742,.046098411,.069038875,233144,1843,126529100,,126.5291,5.8642635
5/14/20,Mexico,MEX,42595,4477,.10510623,.29953447,142204,1104,126190788,1,126.19079,35.478027
5/14/20,Panama,PAN,9118,260,.028515026,.19876616,45873,10654,4176873,1,4.1768732,62.24752
5/14/20,Paraguay,PRY,754,11,.01458886,.041465025,18184,2554,6956071,1,6.9560709,1.5813525
5/14/20,Peru,PER,80604,2267,.028125156,.13724689,587292,17845,31989256,1,31.989256,70.867546
5/14/20,Spain,ESP,229540,27321,.11902501,.093015492,2467761,52784,46796540,,46.796539,583.8252
5/14/20,United Kingdom,GBR,223524,32992,.14759937,.10071911,2219281,32713,66460344,,66.460342,496.41635
5/14/20,United States,USA,1425513,88812,.062301781,.13399072,10638893,32166,326687501,,326.6875,271.85614
5/14/20,Uruguay,URY,724,19,.026243094,.023198437,31209,8988,3449299,1,3.4492991,5.5083656
5/14/20,Venezuela,VEN,455,10,.021978023,.00084928941,535742,18834,28870195,1,28.870195,.34637797
5/15/20,Argentina,ARG,7479,356,.047599945,.077188239,96893,2146,44494502,1,44.494503,8.000988
5/15/20,Bahamas,BHS,96,11,.11458334,.056470588,1700,4328,385640,1,.38564,28.524012
5/15/20,Bolivia,BOL,3577,164,.045848478,.46752059,7651,657,11353142,1,11.353142,14.44534
5/15/20,Brazil,BRA,220291,14962,.067919254,.29962432,735224,3462,209469333,1,209.46933,71.428116
5/15/20,Chile,CHL,44531,394,.0088477693,.13045669,341347,17876,18729160,1,18.72916,21.036715
5/15/20,Colombia,COL,14216,546,.03840743,.0802937,177050,3484,49648685,1,49.648685,10.99727
5/15/20,Dominican Republic,DOM,11739,424,.036118921,.23427397,50108,4625,10627165,1,10.627165,39.897755
5/15/20,Ecuador,ECU,31467,2594,.082435571,.3503457,89817,5101,17084357,1,17.084356,151.83481
5/15/20,El Salvador,SLV,1210,25,.020661157,.023659615,51142,7890,6420744,1,6.4207439,3.8936298
5/15/20,France,FRA,177319,27485,.15500313,.1280621,1384633,21219,66977107,,66.977104,410.36411
5/15/20,Germany,DEU,175233,7897,.045065712,.055668917,3147771,37585,82905782,,82.905785,95.252701
5/15/20,Guatemala,GTM,1643,30,.018259281,.22819445,7200,403,17247807,1,17.247807,1.7393516
5/15/20,Haiti,HTI,310,20,.064516127,.20639148,1502,132,11123176,1,11.123176,1.7980477
5/15/20,Honduras,HND,2460,134,.054471545,.43516716,5653,572,9587522,1,9.5875216,13.976501
5/15/20,Italy,ITA,223885,31610,.14118856,.077854626,2875680,47553,60421760,,60.421761,523.15588
5/15/20,Japan,JPN,16148,760,.047064651,.069261916,233144,1843,126529100,,126.5291,6.0065236
5/15/20,Mexico,MEX,45032,4767,.10585806,.28879255,155932,1211,126190788,1,126.19079,37.776134
5/15/20,Panama,PAN,9268,266,.028700907,.19762036,46898,10892,4176873,1,4.1768732,63.684002
5/15/20,Paraguay,PRY,759,11,.014492754,.04025244,18856,2648,6956071,1,6.9560709,1.5813525
5/15/20,Peru,PER,84495,2392,.028309368,.1395728,605383,18394,31989256,1,31.989256,74.775108
5/15/20,Spain,ESP,230183,27459,.11929204,.093276054,2467761,52783,46796540,,46.796539,586.77417
5/15/20,United Kingdom,GBR,226041,33342,.14750421,.096061841,2353078,34685,66460344,,66.460342,501.68265
5/15/20,United States,USA,1450808,90482,.062366627,.13081066,11090900,33532,326687501,,326.6875,276.96805
5/15/20,Uruguay,URY,732,19,.025956284,.022715284,32225,9281,3449299,1,3.4492991,5.5083656
5/15/20,Venezuela,VEN,459,10,.021786492,.0008496287,540236,18992,28870195,1,28.870195,.34637797
5/16/20,Argentina,ARG,7805,363,.046508648,.077768475,100362,2223,44494502,1,44.494503,8.1583109
5/16/20,Bahamas,BHS,96,11,.11458334,.053511705,1794,4568,385640,1,.38564,28.524012
5/16/20,Bolivia,BOL,3826,165,.04312598,.25846112,14803,1270,11353142,1,11.353142,14.533422
5/16/20,Brazil,BRA,233511,15662,.067071788,.31760526,735224,3462,209469333,1,209.46933,74.769897
5/16/20,Chile,CHL,50016,421,.0084173065,.14277029,350325,18346,18729160,1,18.72916,22.478317
5/16/20,Colombia,COL,14939,562,.037619654,.078579165,190114,3741,49648685,1,49.648685,11.319534
5/16/20,Costa Rica,CRI,853,10,.011723329,.043966807,19401,3813,4999441,1,4.9994411,2.0002236
5/16/20,Dominican Republic,DOM,12110,428,.035342693,.24167797,50108,4625,10627165,1,10.627165,40.274147
5/16/20,Ecuador,ECU,32763,2688,.082043767,.35099202,93344,5301,17084357,1,17.084356,157.33691
5/16/20,El Salvador,SLV,1265,26,.02055336,.023683816,53412,8240,6420744,1,6.4207439,4.0493751
5/16/20,France,FRA,177207,27483,.15508981,.1279812,1384633,21218,66977107,,66.977104,410.33426
5/16/20,Germany,DEU,175752,7938,.045165915,.055833794,3147771,37585,82905782,,82.905785,95.747238
5/16/20,Guatemala,GTM,1763,33,.018718094,.24486111,7200,403,17247807,1,17.247807,1.9132868
5/16/20,Haiti,HTI,358,20,.055865921,.2144997,1669,147,11123176,1,11.123176,1.7980477
5/16/20,Honduras,HND,2565,138,.053801168,.45374137,5653,572,9587522,1,9.5875216,14.393709
5/16/20,Italy,ITA,224760,31763,.14131963,.076322839,2944859,48698,60421760,,60.421761,525.68811
5/16/20,Japan,JPN,16202,778,.048018765,.067404978,240368,1900,126529100,,126.5291,6.1487832
5/16/20,Mexico,MEX,47144,5045,.10701256,.28800607,163691,1271,126190788,1,126.19079,39.979145
5/16/20,Panama,PAN,9449,269,.028468622,.19781025,47768,11093,4176873,1,4.1768732,64.402245
5/16/20,Paraguay,PRY,778,11,.014138818,.040294178,19308,2711,6956071,1,6.9560709,1.5813525
5/16/20,Peru,PER,88541,2523,.028495273,.14043383,630482,19156,31989256,1,31.989256,78.870232
5/16/20,Spain,ESP,230698,27563,.11947654,.075941458,3037840,64977,46796540,,46.796539,588.99652
5/16/20,United Kingdom,GBR,228106,33753,.14797068,.091624916,2489563,36696,66460344,,66.460342,507.86679
5/16/20,United States,USA,1474826,91756,.062214796,.12796061,11525625,34845,326687501,,326.6875,280.8678
5/16/20,Uruguay,URY,733,19,.025920874,.022187917,33036,9514,3449299,1,3.4492991,5.5083656
5/16/20,Venezuela,VEN,504,10,.019841271,.00093292561,540236,18992,28870195,1,28.870195,.34637797
5/17/20,Argentina,ARG,8068,373,.046232026,.078163147,103220,2286,44494502,1,44.494503,8.3830576
5/17/20,Bahamas,BHS,96,11,.11458334,.05292172,1814,4618,385640,1,.38564,28.524012
5/17/20,Bolivia,BOL,4088,169,.041340508,.27616024,14803,1270,11353142,1,11.353142,14.885747
5/17/20,Brazil,BRA,241080,16118,.066857472,.32790008,735224,3462,209469333,1,209.46933,76.946823
5/17/20,Chile,CHL,52369,450,.0085928701,.14407036,363496,19035,18729160,1,18.72916,24.026705
5/17/20,Colombia,COL,15574,574,.036856297,.081919268,190114,3741,49648685,1,49.648685,11.561233
5/17/20,Costa Rica,CRI,863,10,.011587486,.042903308,20115,3953,4999441,1,4.9994411,2.0002236
5/17/20,Dominican Republic,DOM,12314,428,.034757186,.24574918,50108,4625,10627165,1,10.627165,40.274147
5/17/20,Ecuador,ECU,33182,2736,.082454346,.3491115,95047,5397,17084357,1,17.084356,160.14651
5/17/20,El Salvador,SLV,1338,30,.022421524,.024024133,55694,8592,6420744,1,6.4207439,4.6723557
5/17/20,France,FRA,177240,28062,.1583277,.12800504,1384633,21218,66977107,,66.977104,418.979
5/17/20,Germany,DEU,176369,7962,.045143988,.056029808,3147771,37584,82905782,,82.905785,96.036728
5/17/20,Guatemala,GTM,1763,33,.018718094,.24486111,7200,403,17247807,1,17.247807,1.9132868
5/17/20,Haiti,HTI,456,20,.043859649,.2732175,1669,147,11123176,1,11.123176,1.7980477
5/17/20,Honduras,HND,2646,142,.05366591,.46807006,5653,572,9587522,1,9.5875216,14.810919
5/17/20,Italy,ITA,225435,31908,.14153969,.075020969,3004960,49692,60421760,,60.421761,528.08789
5/17/20,Japan,JPN,16226,787,.048502404,.066377036,244452,1932,126529100,,126.5291,6.219913
5/17/20,Mexico,MEX,49219,5177,.10518296,.3006824,163691,1271,126190788,1,126.19079,41.025181
5/17/20,Panama,PAN,9606,275,.028627941,.19562562,49104,11403,4176873,1,4.1768732,65.838722
5/17/20,Paraguay,PRY,786,11,.013994911,.03905784,20124,2826,6956071,1,6.9560709,1.5813525
5/17/20,Peru,PER,92273,2648,.028697452,.14182471,650613,19767,31989256,1,31.989256,82.777794
5/17/20,Spain,ESP,230698,27563,.11947654,.075941458,3037840,64977,46796540,,46.796539,588.99652
5/17/20,United Kingdom,GBR,229932,33820,.14708696,.089094378,2580769,38040,66460344,,66.460342,508.87491
5/17/20,United States,USA,1492945,92504,.061960757,.12571554,11875580,35903,326687501,,326.6875,283.15744
5/17/20,Uruguay,URY,734,20,.027247956,.021676855,33861,9752,3449299,1,3.4492991,5.7982793
5/17/20,Venezuela,VEN,541,10,.018484289,.00094025797,575374,20227,28870195,1,28.870195,.34637797
5/18/20,Argentina,ARG,8371,382,.045633737,.079099305,105829,2344,44494502,1,44.494503,8.58533
5/18/20,Bahamas,BHS,96,11,.11458334,.05257393,1826,4649,385640,1,.38564,28.524012
5/18/20,Bolivia,BOL,4263,174,.040816326,.28798217,14803,1270,11353142,1,11.353142,15.326154
5/18/20,Brazil,BRA,255368,16853,.065994956,.34733361,735224,3462,209469333,1,209.46933,80.455696
5/18/20,Chile,CHL,54647,478,.0087470496,.1434263,381011,19952,18729160,1,18.72916,25.5217
5/18/20,Colombia,COL,16295,592,.036330163,.085711733,190114,3741,49648685,1,49.648685,11.923779
5/18/20,Costa Rica,CRI,866,10,.011547344,.0425511,20352,4000,4999441,1,4.9994411,2.0002236
5/18/20,Dominican Republic,DOM,12725,434,.034106091,.25395146,50108,4625,10627165,1,10.627165,40.838737
5/18/20,Ecuador,ECU,33582,2799,.083348222,.34787023,96536,5482,17084357,1,17.084356,163.83409
5/18/20,El Salvador,SLV,1413,30,.021231422,.024411313,57883,8929,6420744,1,6.4207439,4.6723557
5/18/20,France,FRA,177554,28193,.15878549,.12823181,1384633,21218,66977107,,66.977104,420.93488
5/18/20,Germany,DEU,176551,8003,.045329679,.056087624,3147771,37584,82905782,,82.905785,96.531265
5/18/20,Guatemala,GTM,1912,35,.01830544,.091834776,20820,1165,17247807,1,17.247807,2.0292435
5/18/20,Haiti,HTI,533,21,.039399624,.2514151,2120,186,11123176,1,11.123176,1.8879501
5/18/20,Honduras,HND,2798,146,.05218013,.49495843,5653,572,9587522,1,9.5875216,15.228127
5/18/20,Italy,ITA,225886,32007,.14169537,.074271232,3041366,50294,60421760,,60.421761,529.72638
5/18/20,Japan,JPN,16259,796,.048957501,.064996742,250151,1977,126529100,,126.5291,6.2910428
5/18/20,Mexico,MEX,51633,5332,.10326729,.29967961,172294,1338,126190788,1,126.19079,42.253479
5/18/20,Panama,PAN,9726,279,.028685996,.19317549,50348,11691,4176873,1,4.1768732,66.796379
5/18/20,Paraguay,PRY,788,11,.013959391,.039157227,20124,2826,6956071,1,6.9560709,1.5813525
5/18/20,Peru,PER,94933,2789,.029378615,.1435916,661132,20085,31989256,1,31.989256,87.185524
5/18/20,Spain,ESP,231606,27709,.11963852,.076240353,3037840,64977,46796540,,46.796539,592.11646
5/18/20,United Kingdom,GBR,232506,33966,.14608656,.086668141,2682716,39542,66460344,,66.460342,511.07169
5/18/20,United States,USA,1514960,93669,.061829355,.12316003,12300744,37188,326687501,,326.6875,286.72354
5/18/20,Uruguay,URY,737,20,.027137043,.021434387,34384,9902,3449299,1,3.4492991,5.7982793
5/18/20,Venezuela,VEN,618,10,.016181231,.0010635332,581082,20428,28870195,1,28.870195,.34637797
5/19/20,Argentina,ARG,8809,393,.044613462,.081088796,108634,2406,44494502,1,44.494503,8.832552
5/19/20,Bahamas,BHS,96,11,.11458334,.05257393,1826,4649,385640,1,.38564,28.524012
5/19/20,Bolivia,BOL,4481,189,.042178087,.30270892,14803,1270,11353142,1,11.353142,16.647375
5/19/20,Brazil,BRA,271885,17983,.066141933,.36979887,735224,3462,209469333,1,209.46933,85.850281
5/19/20,Chile,CHL,58167,509,.0087506659,.14644259,397200,20799,18729160,1,18.72916,27.176872
5/19/20,Colombia,COL,16935,613,.036197226,.083916396,201808,3971,49648685,1,49.648685,12.346752
5/19/20,Costa Rica,CRI,882,10,.011337869,.042524468,20741,4076,4999441,1,4.9994411,2.0002236
5/19/20,Dominican Republic,DOM,13223,441,.033350978,.26389,50108,4625,10627165,1,10.627165,41.497429
5/19/20,Ecuador,ECU,34151,2839,.083130799,.34787259,98171,5574,17084357,1,17.084356,166.17542
5/19/20,El Salvador,SLV,1498,30,.020026702,.024825575,60341,9308,6420744,1,6.4207439,4.6723557
5/19/20,France,FRA,178428,27976,.15679154,.12886302,1384633,21218,66977107,,66.977104,417.69498
5/19/20,Germany,DEU,177778,8081,.045455568,.056477424,3147771,37584,82905782,,82.905785,97.472092
5/19/20,Guatemala,GTM,2133,43,.020159399,.10244957,20820,1165,17247807,1,17.247807,2.4930706
5/19/20,Haiti,HTI,533,21,.039399624,.2514151,2120,186,11123176,1,11.123176,1.8879501
5/19/20,Honduras,HND,2955,147,.049746193,.27424595,10775,1090,9587522,1,9.5875216,15.33243
5/19/20,Italy,ITA,226699,32169,.14190182,.073022142,3104524,51338,60421760,,60.421761,532.40753
5/19/20,Japan,JPN,16287,805,.049425922,.063701965,255675,2021,126529100,,126.5291,6.3621731
5/19/20,Mexico,MEX,54346,5666,.1042579,.30680901,177133,1376,126190788,1,126.19079,44.900265
5/19/20,Nicaragua,NIC,254,17,.066929132,,,,6465513,1,6.4655132,2.6293349
5/19/20,Panama,PAN,9867,281,.028478768,.19042748,51815,12032,4176873,1,4.1768732,67.275208
5/19/20,Paraguay,PRY,829,11,.013268999,.039250035,21121,2966,6956071,1,6.9560709,1.5813525
5/19/20,Peru,PER,99483,2914,.029291436,.14638852,679582,20645,31989256,1,31.989256,91.093086
5/19/20,Spain,ESP,232037,27778,.11971366,.076382235,3037840,64977,46796540,,46.796539,593.59088
5/19/20,United Kingdom,GBR,235547,34466,.14632323,.08495675,2772552,40866,66460344,,66.460342,518.59497
5/19/20,United States,USA,1535992,95195,.061976235,.12146576,12645473,38229,326687501,,326.6875,291.39468
5/19/20,Uruguay,URY,738,20,.027100271,.021210553,34794,10020,3449299,1,3.4492991,5.7982793
5/19/20,Venezuela,VEN,749,10,.013351135,.0012889747,581082,20428,28870195,1,28.870195,.34637797
5/20/20,Argentina,ARG,9283,403,.043412689,.082611017,112370,2489,44494502,1,44.494503,9.0572987
5/20/20,Bahamas,BHS,97,11,.11340206,.053121578,1826,4648,385640,1,.38564,28.524012
5/20/20,Bolivia,BOL,4919,199,.040455379,.3322975,14803,1270,11353142,1,11.353142,17.528187
5/20/20,Brazil,BRA,291579,18859,.06467887,.39658526,735224,3462,209469333,1,209.46933,90.032272
5/20/20,Chile,CHL,62205,544,.0087452773,.1518421,409669,21451,18729160,1,18.72916,29.045616
5/20/20,Colombia,COL,17687,630,.035619382,.082443036,214536,4221,49648685,1,49.648685,12.689157
5/20/20,Costa Rica,CRI,897,10,.011148272,.042114653,21299,4185,4999441,1,4.9994411,2.0002236
5/20/20,Dominican Republic,DOM,13477,446,.033093419,.22470655,59976,5535,10627165,1,10.627165,41.967918
5/20/20,Ecuador,ECU,34854,2888,.082859933,.34767777,100248,5692,17084357,1,17.084356,169.04353
5/20/20,El Salvador,SLV,1571,31,.019732654,.025000796,62838,9693,6420744,1,6.4207439,4.8281012
5/20/20,France,FRA,179069,28084,.1568334,.12932597,1384633,21218,66977107,,66.977104,419.30746
5/20/20,Germany,DEU,178473,8144,.04563155,.049643971,3595059,42924,82905782,,82.905785,98.231987
5/20/20,Guatemala,GTM,2265,45,.019867551,.10878962,20820,1165,17247807,1,17.247807,2.6090274
5/20/20,Haiti,HTI,596,22,.03691275,.26255506,2270,199,11123176,1,11.123176,1.9778525
5/20/20,Honduras,HND,2955,147,.049746193,.27424595,10775,1090,9587522,1,9.5875216,15.33243
5/20/20,Italy,ITA,227364,32330,.1421949,.071684785,3171719,52450,60421760,,60.421761,535.07214
5/20/20,Japan,JPN,16321,818,.050119478,.063191846,258277,2041,126529100,,126.5291,6.4649162
5/20/20,Mexico,MEX,56594,6090,.10760858,.30467013,185755,1442,126190788,1,126.19079,48.260258
5/20/20,Nicaragua,NIC,254,17,.066929132,,,,6465513,1,6.4655132,2.6293349
5/20/20,Panama,PAN,9977,287,.028766163,.18952908,52641,12223,4176873,1,4.1768732,68.711685
5/20/20,Paraguay,PRY,833,11,.013205282,.038668647,21542,3025,6956071,1,6.9560709,1.5813525
5/20/20,Peru,PER,104020,3024,.029071333,.1453965,715423,21733,31989256,1,31.989256,94.531738
5/20/20,Spain,ESP,232555,27888,.11992002,.076552749,3037840,64977,46796540,,46.796539,595.94153
5/20/20,United Kingdom,GBR,238253,34794,.14603804,.080430366,2962227,43661,66460344,,66.460342,523.53027
5/20/20,United States,USA,1559501,96715,.062016632,.11046291,14117870,42680,326687501,,326.6875,296.04745
5/20/20,Uruguay,URY,746,20,.026809651,.020937413,35630,10261,3449299,1,3.4492991,5.7982793
5/20/20,Venezuela,VEN,824,10,.012135922,.001336443,616562,21676,28870195,1,28.870195,.34637797
5/21/20,Argentina,ARG,9931,416,.041889034,.085106567,116689,2584,44494502,1,44.494503,9.3494692
5/21/20,Bahamas,BHS,97,11,.11340206,.05078534,1910,4862,385640,1,.38564,28.524012
5/21/20,Bolivia,BOL,5187,215,.041449778,.35040194,14803,1270,11353142,1,11.353142,18.937489
5/21/20,Brazil,BRA,310087,20047,.064649597,.42175853,735224,3462,209469333,1,209.46933,95.703751
5/21/20,Chile,CHL,66169,589,.0089014489,.1553252,426003,22306,18729160,1,18.72916,31.448286
5/21/20,Colombia,COL,18330,652,.035570104,.085440204,214536,4221,49648685,1,49.648685,13.132271
5/21/20,Costa Rica,CRI,903,10,.011074197,.041178349,21929,4309,4999441,1,4.9994411,2.0002236
5/21/20,Dominican Republic,DOM,13657,448,.032803692,.22268058,61330,5660,10627165,1,10.627165,42.156116
5/21/20,Ecuador,ECU,35306,2939,.083243638,.34756842,101580,5768,17084357,1,17.084356,172.02872
5/21/20,El Salvador,SLV,1640,33,.020121951,.025143348,65226,10062,6420744,1,6.4207439,5.1395912
5/21/20,France,FRA,179306,28167,.15708899,.12949713,1384633,21218,66977107,,66.977104,420.54669
5/21/20,Germany,DEU,179021,8203,.045821439,.049796402,3595059,42923,82905782,,82.905785,98.943642
5/21/20,Guatemala,GTM,2512,48,.019108281,.12065322,20820,1165,17247807,1,17.247807,2.7829626
5/21/20,Haiti,HTI,734,25,.034059945,.32334802,2270,199,11123176,1,11.123176,2.2475595
5/21/20,Honduras,HND,3204,156,.048689138,.28316393,11315,1144,9587522,1,9.5875216,16.271151
5/21/20,Italy,ITA,228006,32486,.1424787,.070298493,3243398,53635,60421760,,60.421761,537.65399
5/21/20,Japan,JPN,16362,826,.050482824,.062552564,261572,2067,126529100,,126.5291,6.5281425
5/21/20,Mexico,MEX,59567,6510,.1092887,.32067508,185755,1442,126190788,1,126.19079,51.588551
5/21/20,Nicaragua,NIC,279,17,.060931899,,,,6465513,1,6.4655132,2.6293349
5/21/20,Panama,PAN,10116,291,.028766312,.18758345,53928,12521,4176873,1,4.1768732,69.669342
5/21/20,Paraguay,PRY,836,11,.013157895,.038022466,21987,3087,6956071,1,6.9560709,1.5813525
5/21/20,Peru,PER,108769,3148,.028942069,.14768364,736500,22373,31989256,1,31.989256,98.408043
5/21/20,Spain,ESP,233037,27940,.11989512,.076711416,3037840,64977,46796540,,46.796539,597.05267
5/21/20,United Kingdom,GBR,240795,35067,.14563011,.077912912,3090566,45552,66460344,,66.460342,527.63794
5/21/20,United States,USA,1585166,97922,.061773971,.11795168,13439114,40627,326687501,,326.6875,299.7421
5/21/20,Uruguay,URY,749,20,.02670227,.020499768,36537,10522,3449299,1,3.4492991,5.7982793
5/21/20,Venezuela,VEN,882,10,.011337869,.0012641699,697691,24528,28870195,1,28.870195,.34637797
5/22/20,Argentina,ARG,10649,433,.040661097,.08780653,121278,2686,44494502,1,44.494503,9.7315388
5/22/20,Bahamas,BHS,97,11,.11340206,.05078534,1910,4862,385640,1,.38564,28.524012
5/22/20,Bolivia,BOL,5579,230,.041226026,.37688306,14803,1270,11353142,1,11.353142,20.258709
5/22/20,Brazil,BRA,330890,21048,.063610263,.4500533,735224,3462,209469333,1,209.46933,100.48249
5/22/20,Chile,CHL,70445,630,.008943147,.1593443,442093,23148,18729160,1,18.72916,33.637386
5/22/20,Colombia,COL,19131,682,.035648946,.081081428,235948,4642,49648685,1,49.648685,13.736517
5/22/20,Costa Rica,CRI,911,10,.010976949,.040391948,22554,4432,4999441,1,4.9994411,2.0002236
5/22/20,Dominican Republic,DOM,13989,456,.032597039,.22809392,61330,5660,10627165,1,10.627165,42.908905
5/22/20,Ecuador,ECU,35828,3056,.085296415,.34341034,104330,5923,17084357,1,17.084356,178.87709
5/22/20,El Salvador,SLV,1725,33,.019130435,.025493992,67663,10437,6420744,1,6.4207439,5.1395912
5/22/20,France,FRA,179645,28241,.15720449,.12974197,1384633,21218,66977107,,66.977104,421.65155
5/22/20,Germany,DEU,179710,8228,.045784876,.049988054,3595059,42923,82905782,,82.905785,99.245186
5/22/20,Guatemala,GTM,2743,51,.018592782,.1077207,25464,1424,17247807,1,17.247807,2.9568977
5/22/20,Haiti,HTI,812,25,.030788178,.32235014,2519,221,11123176,1,11.123176,2.2475595
5/22/20,Honduras,HND,3477,167,.048029911,.29416242,11820,1196,9587522,1,9.5875216,17.418474
5/22/20,Italy,ITA,228658,32616,.14264098,.068898253,3318778,54882,60421760,,60.421761,539.80554
5/22/20,Japan,JPN,16385,836,.051022276,.061713282,265502,2099,126529100,,126.5291,6.6071758
5/22/20,Mexico,MEX,62527,6989,.11177571,.30978805,201838,1567,126190788,1,126.19079,55.384392
5/22/20,Nicaragua,NIC,279,17,.060931899,,,,6465513,1,6.4655132,2.6293349
5/22/20,Panama,PAN,10267,295,.028732833,.18661165,55018,12774,4176873,1,4.1768732,70.626991
5/22/20,Paraguay,PRY,838,11,.013126492,.03811343,21987,3087,6956071,1,6.9560709,1.5813525
5/22/20,Peru,PER,111698,3244,.029042598,.14882629,750526,22798,31989256,1,31.989256,101.40905
5/22/20,Spain,ESP,234824,28628,.12191258,.077299662,3037840,64977,46796540,,46.796539,611.75464
5/22/20,United Kingdom,GBR,242825,35358,.14561103,.075133331,3231921,47635,66460344,,66.460342,532.01654
5/22/20,United States,USA,1608604,99166,.061647244,.1156445,13909905,42050,326687501,,326.6875,303.55002
5/22/20,Uruguay,URY,753,20,.026560426,.020253913,37178,10707,3449299,1,3.4492991,5.7982793
5/22/20,Venezuela,VEN,944,10,.010593221,.0012836098,735426,25855,28870195,1,28.870195,.34637797
5/23/20,Argentina,ARG,11353,445,.039196689,.090179756,125893,2788,44494502,1,44.494503,10.001235
5/23/20,Bahamas,BHS,100,11,.11,.051150896,1955,4977,385640,1,.38564,28.524012
5/23/20,Bolivia,BOL,5915,240,.040574811,.39958116,14803,1270,11353142,1,11.353142,21.139523
5/23/20,Brazil,BRA,347398,22013,.063365363,.47250634,735224,3461,209469333,1,209.46933,105.08937
5/23/20,Chile,CHL,80287,673,.0083824284,.17555517,457332,23945,18729160,1,18.72916,35.93327
5/23/20,Colombia,COL,20177,705,.034940775,.085514605,235948,4642,49648685,1,49.648685,14.199772
5/23/20,Costa Rica,CRI,918,10,.010893246,.040069837,22910,4502,4999441,1,4.9994411,2.0002236
5/23/20,Dominican Republic,DOM,14422,458,.031757038,.22067171,65355,6031,10627165,1,10.627165,43.097103
5/23/20,Ecuador,ECU,36258,3096,.085388049,.34380156,105462,5987,17084357,1,17.084356,181.21841
5/23/20,El Salvador,SLV,1819,33,.018141836,.025902456,70225,10832,6420744,1,6.4207439,5.1395912
5/23/20,France,FRA,179964,28284,.15716477,.12997235,1384633,21218,66977107,,66.977104,422.29355
5/23/20,Germany,DEU,179986,8261,.045898013,.050064825,3595059,42923,82905782,,82.905785,99.643227
5/23/20,Guatemala,GTM,3054,55,.018009169,.11993402,25464,1424,17247807,1,17.247807,3.1888113
5/23/20,Haiti,HTI,865,26,.030057803,.33501163,2582,227,11123176,1,11.123176,2.3374619
5/23/20,Honduras,HND,3477,167,.048029911,.29416242,11820,1195,9587522,1,9.5875216,17.418474
5/23/20,Italy,ITA,229327,32735,.14274377,.067624383,3391188,56080,60421760,,60.421761,541.77502
5/23/20,Japan,JPN,16410,845,.051492993,.061122555,268477,2122,126529100,,126.5291,6.6783056
5/23/20,Mexico,MEX,65856,7179,.10901057,.32628149,201838,1567,126190788,1,126.19079,56.890049
5/23/20,Nicaragua,NIC,279,17,.060931899,,,,6465513,1,6.4655132,2.6293349
5/23/20,Panama,PAN,10577,299,.028268885,.18636243,56755,13176,4176873,1,4.1768732,71.584648
5/23/20,Paraguay,PRY,850,11,.012941176,.035706785,23805,3342,6956071,1,6.9560709,1.5813525
5/23/20,Peru,PER,115754,3373,.029139381,.14683239,788341,23946,31989256,1,31.989256,105.44165
5/23/20,Spain,ESP,235290,28678,.12188363,.077453062,3037840,64976,46796540,,46.796539,612.82312
5/23/20,United Kingdom,GBR,244332,35578,.14561334,.072967447,3348507,49352,66460344,,66.460342,535.32678
5/23/20,United States,USA,1629802,100297,.061539378,.11351202,14357969,43404,326687501,,326.6875,307.01205
5/23/20,Uruguay,URY,764,22,.028795812,.020324554,37590,10825,3449299,1,3.4492991,6.3781075
5/23/20,Venezuela,VEN,1010,10,.0099009899,.0013733536,735426,25855,28870195,1,28.870195,.34637797
5/24/20,Argentina,ARG,12076,452,.037429612,.093310051,129418,2866,44494502,1,44.494503,10.158558
5/24/20,Bahamas,BHS,100,11,.11,.051150896,1955,4976,385640,1,.38564,28.524012
5/24/20,Bolivia,BOL,6263,250,.039916974,.42308992,14803,1270,11353142,1,11.353142,22.020336
5/24/20,Brazil,BRA,363211,22666,.062404498,.49401405,735224,3461,209469333,1,209.46933,108.20677
5/24/20,Chile,CHL,83996,718,.008548026,.17804891,471758,24700,18729160,1,18.72916,38.335941
5/24/20,Colombia,COL,21175,727,.034332938,.083781086,252742,4973,49648685,1,49.648685,14.642885
5/24/20,Costa Rica,CRI,930,10,.010752688,.039780989,23378,4594,4999441,1,4.9994411,2.0002236
5/24/20,Dominican Republic,DOM,14801,458,.030943856,.22647081,65355,6031,10627165,1,10.627165,43.097103
5/24/20,Ecuador,ECU,36756,3108,.084557623,.34649649,106079,6022,17084357,1,17.084356,181.92081
5/24/20,El Salvador,SLV,1915,35,.018276762,.026371598,72616,11201,6420744,1,6.4207439,5.4510818
5/24/20,France,FRA,179859,28317,.15743999,.12989651,1384633,21217,66977107,,66.977104,422.78625
5/24/20,Germany,DEU,180328,8283,.045932967,.050159957,3595059,42922,82905782,,82.905785,99.908592
5/24/20,Guatemala,GTM,3424,58,.016939253,.13446434,25464,1424,17247807,1,17.247807,3.3627465
