Country,ISO3,region,subregion,intermediateregion,lac,lac_main,idb,region_map,image,Population total,population_million,1/23/2020,1/24/2020,1/25/2020,1/26/2020,1/27/2020,1/28/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020
Philippines,PHL,Asia,South-eastern Asia,,.,.,.,Asia,https://www.countryflags.io/ph/flat/64.png,106651922,106.6519241,0,0,0,0,0,0,0,0,0,.0031254319,.0031254319,.0031254319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0031254319,.0125017278,.0218780246,.0281288885,.0218780246,.0125017278,.0250034556,.0156271607,.0187525917,0,.0250034556,.0468814783,.0500069112,.0406306162,.0375051834,.0593832061,.0937629566,.0812612325,.0750103667,.0625086427,.0781357959,.0906375274,.1500207335,.1500207335,.140644446,.0843866616,.1031392515,.0937629566,.1250172853,.137519002,.2031530738,.2937906086,.2937906086,.2750380039,.162522465,.1468953043,.162522465,.1500207335,.1468953043,.1281427145,.1250172853,.115640983,.1062646881,.1250172853,.1500207335,.1218918487,.1062646881,.1125155538,.1781496257,.1781496257,.1531461626,.140644446,.1218918487,.137519002,.1062646881,.1593970358,.1937767863,.184400484,.1437698752,.1062646881,.0937629566,.1468953043,.1656478941,.2000276446,.1718987525,.140644446,.1062646881,.0781357959,.0625086427,.0562577769,.0468814783,.0625086427,.0656340718,.068759501,.0500069112,.0718849376,.1125155538,.1500207335,.1750241965,.1437698752,.1125155538,.0562577769,.0500069112,.053132344,.0750103667,.0656340718,.0625086427,.0593832061,.0750103667,.0718849376,.0750103667,.0781357959,.1093901172,.1468953043,.162522465,.1437698752,.0906375274,.0625086427,.0562577769,.0609459244
Peru,PER,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/pe/flat/64.png,31989256,31.98925591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0312604941,.0521008261,.0521008261,.02084033,.02084033,.0416806601,.0416806601,.0416806601,.0729411542,.0937814862,.13546215,.1458823085,.2084033042,.3230251372,.3230251372,.3647057712,.291764617,.3230251372,.3542856276,.3959662914,.4793275893,.6460502744,.6252099276,.5731090903,.4897477627,.5105881095,.6356300712,.6043695807,.7294115424,.9794955254,1.312940836,1.510923982,1.41714251,1.35462153,1.323361039,1.563024759,1.771428108,1.62554574,1.542184472,1.604705453,2.240335464,2.80302453,2.813444614,2.677982569,2.448738813,2.292436361,2.542520285,2.573780775,2.94890666,2.813444614,2.928066492,2.730083227,2.573780775,2.532100201,2.91764617,3.188570499,3.49075532,3.688738585,3.970082998,4.136805534,4.074284554,3.917982101,3.740839243,3.438654423,3.636637688,3.209410906,4.011763573,4.324368477,5.491426945,4.897477627,4.605712891,4.043024063,4.241007328,4.209746838,2.74050355,4.043024063,4.136805534,5.501847267,4.241007328,4.522351742,4.261847496,4.553612232,4.564032555,5.387225628,3.647057772,4.22016716,6.252099037,8.04436779,7.79428339,5.929073811,6.26251936,6.330250263
Panama,PAN,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/pa/flat/64.png,4176873,4.176873207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0798045099,.0798045099,.0798045099,0,0,0,0,0,0,0,0,.1596090198,.3990225792,.3990225792,.3990225792,.1596090198,.2394135445,.4788270891,.7182406187,1.197067738,1.276872158,1.037458658,.638436079,.5586315989,.8778496385,1.117263198,1.356676698,1.117263198,1.037458658,.7182406187,.8778496385,1.197067738,1.276872158,1.675894737,1.596090317,1.276872158,1.276872158,1.197067738,1.675894737,1.356676698,1.356676698,1.596090317,1.675894737,1.596090317,1.436481237,1.436481237,1.516285777,1.037458658,.638436079,1.037458658,1.675894737,1.995112777,1.516285777,.7182406187,.638436079,1.037458658,1.675894737,1.995112777,1.675894737,1.516285777,1.516285777,1.436481237,1.197067738,.9576541781,.8778496385,1.117263198,1.037458658,1.197067738,1.037458658,.9576541781,.9576541781,.9576541781,1.117263198,.9576541781,1.197067738,1.197067738,1.117263198,.7182406187,.7980451584,1.037458658,1.197067738,1.276872158,1.436481237,1.755699277,1.675894737,1.516285777,1.436481237,2.314330816,2.394135475,2.234526396,1.356676698,1.596090317,1.596090317,1.436481237,1.276872158,1.516285777,2.154721975,2.234526396,2.633548975,2.154721975,2.154721975
Pakistan,PAK,Asia,Southern Asia,,.,.,.,Asia,https://www.countryflags.io/pk/flat/64.png,212215030,212.2150269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0031414677,.0047122017,.0047122017,.0047122017,.0047122017,.0062829354,.0047122017,.0047122017,.0062829354,.0062829354,.0078536691,.0157073382,.021990275,.0204195399,.0204195399,.021990275,.021990275,.0204195399,.0204195399,.0251317415,.021990275,.0188488066,.014136605,.0392683484,.0408390798,.0424098149,.0157073382,.0314146765,.0549756847,.0612586215,.0502634831,.0628293529,.0644000918,.0911025628,.0691122934,.0958147645,.0816781595,.0895318314,.0691122934,.0612586215,.0675415546,.0973855034,.1460782439,.1649270505,.1523611844,.1130928397,.0926733017,.11623431,.1680685282,.171209991,.1335123777,.1130928397,.11623431,.1680685282,.1586441249,.1602148563,.1005269662,.1523611844,.1146635711,.1617855877,.1083806381,.1649270505,.1759222001,.1790636629,.2010539323,.1822051257,.1822051257,.1570733935,.150790453,.1445075125,.1460782439,.1884880662,.2670247555,.3502736688,.354985863,.354985863,.3220004439,.3565565944,.3408492506,.387971282,.3644102514,.3596980572,.3722639382,.3973956704,.4539420903,.4570835531,.3267126381,.3062931001,.4178152084,.5905959606,.6659911871,.5717471242,.6125862002,.5984495878
Oman,OMN,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/om/flat/64.png,4829483,4.829483032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0690205023,.0690205023,.0690205023,0,.0690205023,.0690205023,.0690205023,0,0,.0690205023,.0690205023,.0690205023,.0690205023,.0690205023,.0690205023,0,0,.1380410045,.1380410045,.2070614994,.0690205023,.1380410045,.0690205023,.1380410045,.1380410045,.1380410045,.0690205023,0,0,0,.0690205023,.0690205023,.1380410045,.0690205023,.0690205023,.0690205023,.0690205023,.2070614994,.2070614994,.2760820091,.1380410045,.0690205023,0,0,.0690205023,.2070614994,.2760820091,.2760820091,.345102489,.4141229987,.5521640182,.4141229987,.4831435084,.4141229987,.4141229987,.2070614994,.0690205023,.1380410045,.2070614994,.2070614994,.2070614994,.6211845279,.690204978,1.173348546,1.242369056,1.173348546,.8972665071,.345102489,.5521640182,.6211845279,.7592254877,.6211845279,.5521640182,.8972665071,1.035307527,1.035307527,.8282459974,1.035307527,.8282459974,.7592254877,.5176537633
New Zealand,NZL,Oceania,Australia and New Zealand,,.,.,.,Oceania,https://www.countryflags.io/nz/flat/64.png,4841000,4.84100008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0688562989,.0688562989,.0688562989,0,0,0,0,0,0,0,0,0,.0688562989,.2065688819,.2065688819,.2065688819,.3442814648,.3442814648,.2754251957,.1377125978,.1377125978,.2065688819,.0688562989,.1377125978,.1377125978,.3442814648,.3442814648,.2754251957,.1377125978,.0688562989,.0688562989,0,0,.0688562989,.0688562989,.0688562989,0,.0688562989,.0688562989,.0688562989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0688562989,.0688562989,.0688562989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,NPL,Asia,Southern Asia,,.,.,.,Asia,https://www.countryflags.io/np/flat/64.png,28087871,28.08787155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0118675185,.0237350371,.0237350371,.0118675185,0,.0118675185,.0118675185,.0118675185,0,.0118675185,.0118675185,.0118675185,.0118675185,.0237350371,.0237350371,.0356025547,.0237350371,.0237350371,.0118675185,.0237350371,.0356025547,.0474700741,.0356025547,.0356025547,.0237350371,.0237350371,.0118675185,.0118675185,.0356025547,.0474700741,.0356025547,.0118675185,.0118675185,.0356025547,.053403832
Norway,NOR,Europe,Northern Europe,,.,.,.,Europe,https://www.countryflags.io/no/flat/64.png,5311916,5.311915874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1882559955,.1882559955,.1882559955,0,.1882559955,.251008004,.251008004,.062752001,0,.1882559955,.3137599826,.4392639995,.251008004,.4392639995,.5647679567,.6902719736,.8157759905,1.004032016,1.192287922,1.129535913,1.25503993,1.129535913,1.317791939,1.066783905,1.694303989,1.882559896,2.008064032,1.506047964,1.129535913,1.25503993,1.317791939,1.25503993,1.380543947,1.129535913,1.380543947,.8785279989,.8157759905,1.25503993,1.129535913,1.380543947,.8157759905,1.066783905,.8785279989,.4392639995,.376511991,.3137599826,.376511991,.3137599826,.251008004,.251008004,.062752001,.251008004,.251008004,.3137599826,.1882559955,.1882559955,.1882559955,.125504002,.376511991,.5647679567,.6275199652,.5020160079,.251008004,.1882559955,0,.062752001,.062752001,.125504002,.125504002,.125504002,.062752001,0,0,0,0,.062752001,.062752001,.062752001,0,0,.062752001,.062752001,.125504002,.062752001,.062752001,0,.062752001,.062752001,.062752001,.1882559955,.1882559955,.1882559955,0,0,0,.062752001,.125504002,.1882559955
Netherlands,NLD,Europe,Western Europe,,.,.,.,Europe,https://www.countryflags.io/nl/flat/64.png,17231624,17.2316246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0193442777,.0193442777,.058032833,.0386885554,.058032833,.0386885554,.0386885554,.1160656661,.1354099512,.2901641726,.2708199024,.5996726155,.7350825667,1.00590241,1.218689561,1.508853674,1.992460608,2.069837809,2.708198786,3.423937082,4.275085449,5.222955227,5.474430561,6.519021511,6.151480198,7.737710953,7.776399612,9.188531876,8.666236877,9.246564865,8.260006905,7.350825787,8.704924583,9.323942184,10.23312283,7.931153774,7.64098978,6.59639883,6.035414696,5.841971874,7.67967844,9.517384529,9.942958832,9.033778191,7.138038635,5.648529053,6.093447685,7.157382965,8.240662575,7.215415478,6.867218494,5.764594555,4.429839611,3.037051678,4.565249443,5.358365059,6.32557869,5.339020729,5.048856735,3.656068563,3.501314402,2.862953186,3.984921217,3.694756985,4.21705246,2.940330267,1.876394987,1.702296495,2.360001802,2.592133284,2.572788954,2.0891819,1.740985036,.9865581393,.8704925179,1.315410852,1.566886544,1.412132263,1.218689561,.9091810584,.8124596477,.8704925179,.9478695989,1.412132263,1.450820804,1.547542214,1.025246739,.5996726155,.3095084429,.4062298238,.5416398048,.7350825667,.6577054262,.4449183941,.2127870619,.3868855536,.5609840751,.5416398048,.4255741239,.2901641726,.2901641726,.2321313322,.2514756024,.2901641726,.2514756024,.2321313322
Nicaragua,NIC,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/ni/flat/64.png,6465513,6.465513229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0515555888,.0515555888,.0515555888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0515555888,.0515555888,.0515555888,0,0,.0515555888,.0515555888,.0515555888,0,0,0,0,0,0,0,.1031111777,.1031111777,.1031111777,0,0,0,0,0,0,.1546667665,.1546667665,.1546667665,0,0,0,0,.4640002847,.4640002847,.4640002847,0,0,0,0,.9280005693,.9280005693,.9280005693,0,0,0,0,.5671114922,.5671114922,.5671114922,0,0,0,0,.4640002847,.4640002847,.4640002847,0,0,0,0,.4640002847,.4640002847,.4640002847,0
Nigeria,NGA,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/ng/flat/64.png,195874740,195.8747406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0017017678,.0017017678,.0017017678,0,0,0,0,.0017017678,.0017017678,.0017017678,0,.0034035356,.0034035356,.0051053036,.0017017678,.0034035356,.0017017678,.0034035356,.0017017678,.0068070712,.0051053036,.0051053036,.0017017678,.0034035356,.0051053036,.0102106072,.0119123748,.0136141423,.0085088387,.0051053036,.0119123748,.0153159108,.0170176774,.0119123748,.0153159108,.0136141423,.0153159108,.0187194459,.0306318216,.0408424288,.0578601062,.0493512675,.0425441973,.022122981,.0272282846,.0238247495,.0323335901,.0425441973,.0612636432,.0561583377,.051053036,.0357371233,.0289300531,.022122981,.0204212144,.025526518,.0340353549,.0272282846,.0306318216,.0340353549,.0493512675,.0357371233,.025526518,.0204212144,.047649499,.047649499,.0442459621,.0204212144,.0323335901,.047649499,.0646671802,.0697724819,.047649499,.0408424288,.0323335901,.0459477305,.0527548045,.047649499,.0391406603,.047649499,.0442459621,.0578601062,.0425441973,.0561583377,.0425441973,.0816848576,.0833866224,.0867901593,.051053036
Niger,NER,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/ne/flat/64.png,22442948,22.44294739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0148524754,.0148524754,.0148524754,0,0,.0297049507,.0297049507,.0594099015,.0297049507,.0297049507,.0445574261,.0742623806,.0742623806,.0445574261,.0148524754,.0148524754,0,0,.0148524754,.0148524754,.0445574261,.0297049507,.0297049507,.0594099015,.0742623806,.0891148522,.0297049507,.0148524754,.0297049507,.0594099015,.0594099015,.0742623806,.0742623806,.0742623806,.0594099015,.0445574261,.0445574261,.0297049507,.0445574261,.0594099015,.0594099015,.0445574261,.0297049507,.0742623806,.0891148522,.1039673313,.0594099015,.0297049507,.0297049507,.0445574261,.0594099015,.0594099015,.0297049507,.0594099015,.0594099015,.0594099015,.0594099015,.0742623806,.0742623806,.0445574261,.0148524754,.0297049507,.0297049507,.0297049507,.0297049507,.0148524754,.0148524754,0,.0148524754,.0148524754,.0148524754,0,0,0,0,0,0,0,0,0,.0148524754,.0148524754,.0148524754,0,.0148524754,.0148524754,.0222787131
New Caledonia,NCL,Oceania,Melanesia,,.,.,.,Oceania,https://www.countryflags.io/nc/flat/64.png,284060,.2840600014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Namibia,NAM,Africa,Sub-Saharan Africa,Southern Africa,.,.,.,Africa,https://www.countryflags.io/na/flat/64.png,2448255,2.448255062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,MYS,Asia,South-eastern Asia,,.,.,.,Asia,https://www.countryflags.io/my/flat/64.png,31528585,31.52858543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0211448334,.0211448334,.0211448334,.0105724167,.0211448334,.0845793337,.1162965819,.126868993,.1057241634,.0951517448,.1057241634,.0740069151,.126868993,.1162965819,.1691586673,.1057241634,.1374414116,.1057241634,.126868993,.1162965819,.0951517448,.0634344965,.0422896668,.0528620817,.0740069151,.0845793337,.0951517448,.0740069151,.0951517448,.0740069151,.0740069151,.0422896668,.0528620817,.0528620817,.0317172483,.0422896668,.0422896668,.0634344965,.0422896668,.0528620817,.0317172483,.0317172483,.0211448334,.0211448334,.0317172483,.0317172483,.0317172483,.0317172483,.0211448334,.0317172483,.0211448334,.0211448334,.0105724167,.0105724167,.0105724167,.0211448334,.0105724167,.0317172483,.0317172483,.0317172483,.0211448334,.0105724167,.0105724167,.0105724167,.0105724167,.0105724167,.0105724167,.0105724167,.0105724167,0,0,0,0,0,0,0,0,0,0,0,.0105724167,.0211448334,.0211448334,.0105724167,0,.0105724167,.0105724167,.0211448334,.0211448334,.0317172483,.0211448334,.0105724167,0,0,0
Malawi,MWI,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/mw/flat/64.png,18143315,18.14331436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0183722395,.0183722395,.0183722395,0,.0183722395,.0183722395,.0183722395,0,0,0,0,0,0,0,0,.0183722395,.0183722395,.0183722395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0183722395,.0183722395,.0183722395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0183722395,.0367444791,.0367444791,.0183722395,0,.0367444791,.0551167205
Mauritius,MUS,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/mu/flat/64.png,1265303,1.265303016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.263441503,.5268830061,.5268830061,.263441503,0,0,0,0,.263441503,.263441503,.7903245091,.7903245091,1.053766012,.5268830061,.263441503,0,0,0,0,0,.5268830061,.5268830061,.5268830061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.263441503,.263441503,.263441503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,MRT,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/mr/flat/64.png,4403319,4.403318882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0757004768,.0757004768,.0757004768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0757004768,.0757004768,.1514009535,.1514009535,.1514009535,.0757004768,0,0,.0757004768,.1514009535,.1514009535,.0757004768,.2271014303,.5299033523,.7570047379,.7570047379,.5299033523,.3028019071,.3028019071,.2271014303,.8327052593,.8327052593,1.211207628,.9084057212,1.135507107,1.211207628,1.211207628,.9084057212,1.211207628,1.135507107,1.514009476,.9084057212,.9841061831,.7570047379,.7570047379,.6056038141,.4542028606,.4542028606
Mozambique,MOZ,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/mz/flat/64.png,29495962,29.49596214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.011300982,.011300982,.011300982,.011300982,.011300982,.011300982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.011300982,.011300982,.022601964,.011300982,.011300982,0
Mongolia,MNG,Asia,Eastern Asia,,.,.,.,Asia,https://www.countryflags.io/mn/flat/64.png,3170208,3.170207977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro,MNE,Europe,Southern Europe,,.,.,.,Europe,https://www.countryflags.io/me/flat/64.png,622227,.6222270131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.535710156,.535710156,.535710156,0,0,0,0,0,.535710156,.535710156,.535710156,0,0,0,0,0,0,0,0,0,.535710156,.535710156,1.071420312,.535710156,.535710156,.535710156,.535710156,.535710156,0,0,0,0,.535710156,.535710156,1.071420312,.535710156,.535710156,0,0,0,.535710156,.535710156,.535710156,0,0,0,0,0,.535710156,.535710156,.535710156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myanmar,MMR,Asia,South-eastern Asia,,.,.,.,Asia,https://www.countryflags.io/mm/flat/64.png,53708395,53.7083931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0062063546,.0062063546,.0062063546,0,0,0,0,0,.0124127092,.0124127092,.0124127092,0,.0062063546,.0062063546,.0062063546,0,0,0,.0062063546,.0062063546,.0062063546,0,0,0,0,0,0,0,0,.0062063546,.0062063546,.0062063546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,MLT,Europe,Southern Europe,,.,.,.,Europe,https://www.countryflags.io/mt/flat/64.png,484630,.4846299887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.6878099442,1.375619888,1.375619888,1.375619888,.6878099442,.6878099442,0,0,0,0,0,0,0,0,0,0,0,.6878099442,.6878099442,.6878099442,0,0,0,0,0,0,0,.6878099442,.6878099442,.6878099442,0,0,0,0,0,.6878099442,.6878099442,.6878099442,0,0,0,0,0,0,0,0,0,0,0,.6878099442,.6878099442,2.063429832,1.375619888,1.375619888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
