Country,ISO3,region,subregion,intermediateregion,lac,lac_main,idb,region_map,image,Population total,population_million,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020,6/19/2020,6/20/2020,6/21/2020,6/22/2020,6/23/2020,6/24/2020,6/25/2020,6/26/2020,6/27/2020,6/28/2020,6/29/2020,6/30/2020,7/1/2020,7/2/2020,7/3/2020,7/4/2020,7/5/2020,7/6/2020,7/7/2020,7/8/2020,7/9/2020,7/10/2020,7/11/2020,7/12/2020,7/13/2020,7/14/2020,7/15/2020,7/16/2020,7/17/2020,7/18/2020,7/19/2020,7/20/2020,7/21/2020,7/22/2020,7/23/2020,7/24/2020,7/25/2020,7/26/2020,7/27/2020,7/28/2020,7/29/2020,7/30/2020,7/31/2020,8/1/2020,8/2/2020,8/3/2020,8/4/2020,8/5/2020,8/6/2020,8/7/2020,8/8/2020,8/9/2020,8/10/2020,8/11/2020,8/12/2020,8/13/2020,8/14/2020,8/15/2020,8/16/2020,8/17/2020,8/18/2020,8/19/2020,8/20/2020,8/21/2020,8/22/2020,8/23/2020,8/24/2020,8/25/2020,8/26/2020,8/27/2020,8/28/2020,8/29/2020,8/30/2020,8/31/2020,9/1/2020,9/2/2020,9/3/2020,9/4/2020,9/5/2020,9/6/2020,9/7/2020,9/8/2020,9/9/2020,9/10/2020,9/11/2020,9/12/2020,9/13/2020,9/14/2020,9/15/2020,9/16/2020,9/17/2020,9/18/2020,9/19/2020,9/20/2020,9/21/2020,9/22/2020,9/23/2020,9/24/2020,9/25/2020,9/26/2020,9/27/2020,9/28/2020,9/29/2020,9/30/2020,10/1/2020,10/2/2020,10/3/2020,10/4/2020,10/5/2020,10/6/2020,10/7/2020,10/8/2020,10/9/2020,10/10/2020,10/11/2020,10/12/2020,10/13/2020,10/14/2020,10/15/2020,10/16/2020,10/17/2020,10/18/2020,10/19/2020,10/20/2020,10/21/2020,10/22/2020,10/23/2020,10/24/2020,10/25/2020,10/26/2020,10/27/2020,10/28/2020,10/29/2020,10/30/2020,10/31/2020,11/1/2020,11/2/2020,11/3/2020,11/4/2020,11/5/2020,11/6/2020,11/7/2020,11/8/2020,11/9/2020,11/10/2020,11/11/2020,11/12/2020,11/13/2020,11/14/2020,11/15/2020,11/16/2020,11/17/2020,11/18/2020,11/19/2020,11/20/2020,11/21/2020,11/22/2020,11/23/2020,11/24/2020,11/25/2020,11/26/2020,11/27/2020,11/28/2020,11/29/2020,11/30/2020,12/1/2020,12/2/2020,12/3/2020,12/4/2020,12/5/2020,12/6/2020,12/7/2020,12/8/2020,12/9/2020,12/10/2020,12/11/2020,12/12/2020,12/13/2020,12/14/2020,12/15/2020,12/16/2020,12/17/2020,12/18/2020,12/19/2020,12/20/2020,12/21/2020,12/22/2020,12/23/2020,12/24/2020,12/25/2020,12/26/2020,12/27/2020,12/28/2020,12/29/2020,12/30/2020,12/31/2020,1/1/2120,1/2/2120,1/3/2120,1/4/2120,1/5/2120
Peru,PER,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/pe/flat/64.png,31989256,31.98925591,.5291666389,.4724137783,.472440958,.5186288953,.4694835544,.468421042,.4544600844,.4006046951,.4045261741,.3974921703,.4009163678,.3191582561,.3053494692,.2890995145,.2171810269,.1999619454,.1906053871,.1752336472,.1710333824,.1373671293,.1401533484,.1335947663,.1302537769,.127066493,.1257975101,.1208727956,.1201225147,.1153220832,.1126753241,.1083962917,.1104951948,.0996012762,.0962314233,.0971810892,.0934273824,.0891220421,.0851363018,.0801799372,.0793012679,.0752482116,.0766064376,.0740002766,.0726599395,.0700372458,.0683945864,.0672306418,.0669469759,.0673331171,.0661541224,.0641365051,.0624162555,.061092373,.0598705672,.0592264272,.0586834922,.0576781966,.0567487031,.0559718311,.0545041077,.0544948764,.0557523817,.0553319529,.0543810837,.0533975922,.0526241548,.0516572818,.0504975244,.0489129126,.0483594947,.0471697599,.0479895361,.047822576,.0477001071,.0476381704,.0474111401,.0475923419,.0474977419,.0472170226,.0467670448,.0476097353,.0471666902,.0460920371,.0462333485,.0461805724,.046212662,.0462952368,.0463849939,.0464792438,.0465607047,.0468212888,.0468885377,.0469116569,.0469653979,.046992261,.0470960811,.047194358,.0473996438,.0476100333,.0477230437,.0604580753,.0603621788,.0596596226,.0589426458,.0602480173,.0601788685,.0601321161,.0594600067,.0595064536,.0589414649,.0601055399,.0600109659,.0599250607,.059890274,.0597916767,.0597591586,.0590815432,.0595944449,.0594831705,.0593807548,.0586577542,.0585104674,.0687730908,.0687730908,.0693555996,.067436114,.0670396611,.0665313974,.0669706464,.066342406,.0668602064,.0640153885,.063872084,.0632271692,.062554732,.0617554784,.0609582327,.0613764487,.0598442741,.0595860779,.0591079891,.0593612157,.0583044998,.0569537617,.0572423562,.0564603098,.055673521,.055358056,.054836791,.0541456267,.0535111874,.0528931543,.052160155,.0516719781,.0513158739,.0509185307,.0506229438,.0500741974,.04965863,.0490573719,.0484713353,.0481092334,.0480392724,.0484988503,.047806073,.047332637,.0470117107,.0467580818,.04673969,.0465332754,.0461925268,.0458196215,.0455007181,.0451128334,.0448754765,.0447415039,.0445977077,.0443430953,.0441249013,.043921832,.0436577909,.0433830358,.0434636734,.0430354401,.0428992137,.0422573313,.0423466861,.0421200246,.041920919,.041819483,.0417299047,.0417069085,.0415301546,.041424647,.0415658429,.0412343368,.0412012562,.041128356,.0410632528,.0409747511,.0406707115,.0405900367,.0405041985,.0403712541,.0405995958,.0403959341,.0403959341,.040331997,.0402299576,.0401519574,.0401239656,.0400312096,.0398135632,.0398544781,.0397524238,.0395818688,.0396426283,.0396047942,.0395710021,.0394635089,.0394900143,.0394909903,.0393893421,.0394403115,.0394912809,.0391374305,.039011851,.039121177,.0391050503,.0390463136,.0389479734,.0389441773,.0388640538,.0388747491,.0387815163,.0388087705,.0387539193,.0387124605,.0386605971,.0387273096,.038831573,.0386675932,.0385452285,.0385452285,.0386207849,.0386657491,.0385893472,.0386985429,.0385404043,.0383790396,.0384756848,.0385473706,.038577009,.0386237092,.038485121,.038587492,.0384895876,.0384172536,.0384778082,.0385301746,.038473472,.0384838916,.0384838916,.0384120196,.0385068245,.0384071432,.0383620821
Mexico,MEX,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/mx/flat/64.png,126190788,126.1907883,.9452631474,.8307692409,.7615062594,.7665094137,.6908358335,.6508226395,.705349803,.7039186954,.7079470158,.7233412266,.6904761791,.6304246187,.5879458785,.5633752346,.5444828868,.5402499437,.5130072832,.48850438,.4621326029,.4529317915,.4643452466,.4624593854,.4702239037,.4596363604,.447245568,.4194407463,.4073187411,.4132196605,.4002276063,.3848534226,.3703387082,.3644704521,.3527287543,.3433575928,.3382282853,.3421540558,.3386391997,.3369979262,.3250181079,.3150270581,.3064846396,.3125456274,.3111022711,.3053754866,.2986802757,.2922594249,.2835360765,.2798744738,.2775545418,.2918678224,.2945181429,.2924586833,.2865900099,.2783274651,.2721709013,.2695506513,.2713538408,.267664969,.2630543709,.2561953366,.2497959733,.247239992,.2455740273,.2445432693,.242592141,.2409869134,.237464577,.2407239974,.2417081445,.2401927561,.2402655184,.2371309549,.234299168,.2321882844,.2275603563,.225816384,.2234012634,.2206929624,.2178706378,.2143955231,.2128109932,.2086599469,.2070955187,.2067246586,.2052405328,.2026291192,.2005513608,.1982283294,.1938907206,.19171682,.1897863299,.1874857098,.1851382852,.1838362366,.1827426404,.1806946695,.178942889,.1786906868,.177719295,.175706774,.1738830805,.1720064282,.1700616777,.1681833863,.1674427688,.1649472862,.1629570276,.1614529639,.1607759744,.1592860669,.1577085406,.1568898708,.1564626098,.1558969319,.1548786908,.1534494162,.1519301385,.1516989321,.1513775289,.1508968323,.1491535157,.1477933377,.1468511969,.1453384757,.1441835314,.1434676647,.1431782246,.1420206279,.1403787285,.1387723833,.1377532184,.1369946301,.136567384,.1361017376,.1352827996,.1345229149,.1341011375,.1335851252,.1325838417,.1324631125,.1320598722,.1311495155,.1307294667,.1300447732,.129381299,.1289266646,.1289137304,.1285754442,.1280769259,.1276672035,.1269363016,.1264290512,.1260393262,.1260558367,.125421688,.1244650036,.124292776,.1238068491,.1233433113,.1229184717,.1226791814,.1226747558,.1222884357,.1217223853,.1211342737,.1205476746,.1201598719,.120030798,.1199497655,.1196847185,.1192345694,.1188000143,.118327722,.1218922883,.1217288747,.1214895472,.1214653105,.1211938709,.1205006018,.1200880632,.1198221445,.1197000295,.1195663959,.1192035303,.1188916564,.1184682399,.1179857478,.1176720709,.1177151948,.1176172197,.1168157831,.117266193,.1170824543,.1167494878,.1129061282,.1130293161,.1130009443,.112833254,.1126996875,.1126732752,.1124093756,.1121741161,.1121877059,.1124046892,.1123139039,.1120676845,.1119196117,.1116353199,.1113839075,.1113517359,.1111509427,.1110263318,.1108387485,.1108017564,.1105772257,.1104189977,.109874092,.1097497642,.1096656397,.1097320318,.1095969379,.1094005555,.1092272997,.1094825789,.1097856164,.1098212525,.1091393009,.1096318066,.1091674641,.1089038178,.1091074273,.109072715,.1090635061,.1091475487,.1091010943,.1090060622,.1090493724,.1096510589,.1099972352,.1101728901,.1101583019,.1101048887,.1093730032,.1089218333,.1085683927,.1081461087,.1079989299,.1087054089,.1070234999,.1067700237,.106505096,.1064674333,.1061305776,.1058600768,.1053251699,.1044389978,.104117021,.103916347,.1037875414,.1036292687,.1033639908,.1029031724,.1021808609,.1017668173,.1017194614,.1016586125
Colombia,COL,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/co/flat/64.png,49648685,49.64868546,.2787234187,.293279022,.2838589847,.2730263174,.2549857497,.2368421108,.216335535,.1934272349,.1851851791,.1775848418,.1657183468,.1643097699,.1602279991,.1511235982,.1353456676,.1318038702,.1269712895,.1196013317,.1224783882,.1255259514,.1268882155,.127858296,.1258892715,.1244547814,.1228942275,.1220991537,.1204425469,.1188238114,.116850324,.1151063368,.1118623242,.109295994,.1067112833,.1057709455,.103042528,.1014983058,.1001997814,.0973451361,.0967741907,.0948095992,.0940674767,.0900963694,.0896305367,.0869289339,.0848671794,.0848022848,.0848775208,.0834409744,.0822196901,.0808198005,.079867743,.0805430487,.0806613564,.0808398649,.0802700222,.0810156465,.0810199603,.0811783969,.080758974,.078901723,.0787249133,.0785223618,.0782941356,.0773315653,.0768745542,.0766261965,.0752939507,.076132454,.0757550895,.0755191147,.074683696,.0755694732,.0767299011,.0772871897,.0809970424,.0804047287,.0792338029,.079437755,.0805317163,.0806052312,.0808681771,.0797816962,.0793396533,.0793540999,.0793570131,.0782835409,.0778336152,.0779943019,.0773029178,.0766334683,.0764557198,.0753958449,.0748024136,.0744653121,.0735514909,.073401697,.0729038417,.0732375383,.0722779334,.0724531114,.0728277266,.0729259476,.0727948099,.0729707927,.0728870481,.073493056,.0732237101,.071780704,.0709322095,.0707899928,.0714105144,.0707638636,.0703764036,.068929486,.0672559589,.0657577366,.0650959536,.0644788146,.0638510585,.063348107,.0624853671,.0620533451,.0615045987,.0606363676,.0597897321,.0584138967,.057883393,.0565799586,.0560661629,.0554182008,.0545126572,.0537196882,.0534033477,.0525983907,.0516256168,.0511051081,.0505824275,.0499714836,.0494488515,.0488484688,.0481516793,.0475282669,.0469276197,.0463247411,.0457197018,.0453467891,.0446044132,.0439147092,.0433602817,.0431265309,.0426446684,.0423625,.0419131815,.041429393,.0410280265,.0406618603,.0400767513,.0400727466,.0398220755,.039663855,.0390961282,.0390733927,.0385707654,.0386162587,.0384171456,.0382403545,.0381648839,.0380095728,.0378510058,.0377103165,.03759785,.0374574736,.0372906476,.0371856168,.0370812118,.0369104408,.0365349576,.0366369933,.0364716165,.0363807008,.0363236368,.0361924917,.0360922553,.0359840319,.0358454101,.0357340463,.035631001,.0355681889,.0355224609,.0355125293,.0354790092,.0354139842,.0353712253,.0352656916,.0352000445,.0351399407,.0350388065,.0348981395,.0348149389,.0346874595,.0345818587,.0344397239,.0344627947,.0344166979,.0343752615,.0342781655,.0342251062,.0341725275,.0341387093,.0340074673,.0339329727,.0338165537,.0337046608,.0335701406,.0334988721,.0333865993,.033275649,.0331719331,.0330075733,.0328542218,.0326796882,.0325729847,.0324526019,.0324515738,.0323621109,.0322180167,.032112211,.0320305303,.0319821797,.0319964774,.0319676362,.0318511724,.0317756534,.0316792876,.0315810069,.0315396264,.0315254442,.0315061659,.0314514823,.0314029492,.0313504301,.0313310921,.0312820151,.0312315989,.031173218,.0311253183,.0310717728,.0310102217,.0309846085,.0309352968,.0308929328,.0308961701,.0308630075,.0308593176,.0308219604,.0307895262,.0307569895,.0307704601,.03078123,.0308224857,.0308683906,.0308714043,.0308841038,.0308358837,.030802723,.0307535548
Chile,CHL,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/cl/flat/64.png,18729160,18.72916031,.0785296559,.0771491528,.0696696714,.0625310168,.0592427626,.05440313,.0516877621,.0510041453,.0478632487,.0452771261,.0415614247,.0405144691,.0395288467,.0389830507,.0376306623,.0368147902,.0349514559,.0335324481,.033978045,.0339025632,.0329104848,.0322543606,.0308241397,.0303374268,.0286846571,.0284775458,.0283956043,.0286324788,.02844459,.0290220827,.0299073942,.0289605837,.0299800131,.0308546349,.0317252539,.0328423083,.0332730748,.0337132774,.0317258276,.0319950096,.0324922092,.0325078666,.0325640813,.032530427,.0328347832,.0309550427,.0311327726,.0317528248,.0323617533,.0323850662,.0322634354,.0325166732,.0308101401,.0312589519,.0414295383,.0392490588,.0397877991,.040018741,.040741004,.0386239365,.0395614095,.0378216021,.0364331491,.0371978655,.0377171375,.0387844443,.0361775607,.0362525284,.0348938145,.033987686,.0344097763,.0344907641,.0346267112,.0333455987,.0330362916,.0325163901,.0324352048,.0317736454,.0317089632,.0312790759,.0307091065,.0302437525,.0298715588,.0294155292,.0297922287,.0296841897,.0293051209,.029064659,.0287966002,.0284415074,.0281895138,.0282450784,.0281397644,.0316942595,.0315387323,.0312630981,.0312790982,.0310566127,.0309243631,.0310605504,.0309418272,.0309066046,.0308325328,.030771343,.0306957364,.0306120757,.030622175,.0305780638,.0305516478,.030497618,.0305581186,.0305014513,.0304852035,.0305500813,.0305049326,.0304428209,.030450549,.0304447953,.0304108672,.0303357299,.0304021444,.0302955732,.0302539058,.0302264374,.0302164555,.030148657,.0300874636,.0301836301,.0301489886,.0301740766,.0301669855,.030196989,.0301904883,.0301324576,.0301960073,.0301823355,.030135598,.0301402472,.0301004685,.0300597958,.0299972501,.0300552063,.0300802644,.0300884079,.030035289,.0300695226,.0300420467,.0300022811,.0300651528,.0300937854,.0300600436,.0300479047,.0300649703,.0300260615,.0299678147,.0300468691,.0300488696,.0300336517,.0299677532,.0298693795,.0298224594,.0297657084,.0299375039,.0299353115,.0299476255,.0299188178,.0299287718,.029903112,.0298365206,.0299111903,.0298860725,.0298590604,.029854076,.0298717096,.0298413411,.029798286,.0298469905,.0298536457,.0298465844,.0298426524,.0298926402,.0298669189,.0298175383,.0297453254,.029808227,.0297996178,.0297771785,.0297517143,.0297030136,.0296312459,.0296761692,.0296705887,.0296539161,.0296567902,.0296833459,.029634105,.0295759216,.0296586677,.0296335686,.0296229105,.0295967143,.0296210684,.0295676049,.0295443498,.0296076424,.029599132,.0295896139,.0295733698,.0295719691,.0295483321,.0295236222,.0295676589,.0295406356,.029521998,.0295162164,.0295136198,.0294990335,.0294680838,.0294941328,.0295003057,.0294558033,.0294394605,.0294383597,.029426178,.0293917786,.0294919293,.0294720195,.0294666886,.0294425543,.0294714458,.0294517912,.0294166971,.029479254,.0294642355,.029436864,.0294161383,.0294083413,.0293847565,.0293513518,.0294284448,.0293572173,.0293910895,.0293836929,.0293886513,.0293673016,.0293314364,.0293350089,.0293306634,.029331021,.0293479636,.0293560587,.0293327104,.0292978138,.029353302,.0293609276,.029362699,.0293424837,.0292506162,.0292582177,.0292132478,.0293199625,.0293323286,.0293516275,.0293170884,.029219456,.0291798264
Brazil,BRA,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/br/flat/64.png,209469333,209.4693298,.6797180772,.6445561051,.6265730262,.6029713154,.5784774423,.5649704933,.4794472754,.4251024127,.4140974581,.4090105891,.3916023076,.3850853443,.3785050511,.3621918261,.3409399986,.3319699168,.3265098333,.3261928856,.3177271187,.3144259453,.3142268956,.3032485843,.3020542264,.297399193,.2906868756,.2877580523,.2860123217,.2892592549,.2893546224,.2797785699,.276853621,.2640078068,.2554358244,.249873966,.2455519885,.2366693914,.2299310714,.2282813787,.2267044336,.2225954086,.2161020041,.2123078257,.2021783292,.1970494837,.1897831112,.1847610921,.1801732033,.1765215695,.1750648171,.1711818278,.1674550176,.1589987725,.153868556,.1512153596,.1454136819,.1412582546,.1360866129,.1319597363,.1264105886,.1229713485,.1193025559,.1172558963,.115640223,.1129374206,.1089544967,.1052398533,.1002648249,.0982637629,.0973906219,.0947904438,.0921721309,.0893923193,.0866576508,.0848188177,.0832979158,.0824328661,.0805865526,.0784965605,.0770825148,.0762225389,.0755601898,.0747639537,.0737241209,.0722939745,.0711384118,.0707300156,.0681548193,.066944927,.0665533766,.0658246502,.0646937862,.0634057149,.0624437146,.0610608533,.0599634461,.0591365658,.0585589036,.0581202693,.0571325831,.0561723299,.0553824008,.0548185036,.0542738698,.0539757684,.0530621968,.0526127145,.0519786365,.0513514057,.0508536026,.0504665412,.0502210371,.0497289859,.0494501591,.0489491113,.0486588664,.0484259166,.0481555127,.0480269007,.0477048643,.0467790551,.0461045466,.0454572625,.0447823852,.0445836894,.0444387123,.0442527384,.0435299613,.0430266708,.042576015,.0421917252,.0419742353,.0419256985,.0416071676,.0411549471,.0407418832,.0403396934,.0399221629,.0398059972,.0396998189,.0394246243,.0391116627,.0386414863,.038315136,.0380462296,.0379169248,.0377905518,.0374085009,.0371859819,.036985416,.0369150117,.0366266742,.0365038589,.0364369489,.0362722576,.0360775813,.0358736962,.0356898904,.0354983285,.0354438052,.0351234525,.0349550508,.0345446877,.0345919169,.0343459994,.0342968702,.0342574678,.0342490487,.034338899,.0342915207,.0341351517,.0337866545,.033827059,.0337959863,.0337524526,.0336570404,.0335427038,.0334330164,.0332887433,.0331691802,.0331133753,.0330600441,.0328873955,.0330505259,.0327328816,.0326709263,.0325721279,.0324735753,.0324891321,.032409478,.0323020369,.0321636163,.0322814174,.0319764279,.0319684148,.0319442861,.0317853726,.0316868015,.0316139534,.0315428264,.0314568989,.031417992,.0314011723,.0313859358,.0313383192,.0311654042,.0311549325,.0310600605,.0310845617,.0309724733,.0308690593,.0308312941,.0308588315,.0307709351,.0307878163,.0307367574,.030687334,.0306452215,.0306230299,.0305878222,.030564338,.0305276476,.0305070318,.0305147134,.0305629726,.0305488799,.0306724925,.0305395965,.0305225328,.0305136815,.0305055548,.0304995347,.0303627905,.0303152315,.030283004,.0301981941,.0301787816,.030174097,.0301363822,.0301041957,.0300521571,.0299721062,.0299239065,.0298781116,.0298696961,.0298754238,.0297951587,.02979053,.0297594722,.029626064,.0295758806,.0295603853,.0294763241,.029397279,.0292861946,.0291534942,.0290086456,.0289449301,.0289209802,.0288660713,.0288142059,.028745912,.0285846274,.0284478758,.0284003709,.028375471,.0283688717
Argentina,ARG,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/ar/flat/64.png,44494502,44.49450302,.2868216932,.2290836722,.2088285238,.1869565248,.1771812141,.1658536643,.1394686848,.1442125291,.1456310749,.1391304284,.127498284,.1323225349,.1267696321,.1271498799,.1247813404,.1214484647,.1139240488,.1199999973,.114845939,.1177536249,.1159420311,.1117478535,.1096849442,.1097789407,.1087744758,.1074321941,.1067664027,.1052457914,.1046437696,.1027656496,.0986969769,.0960317478,.0958376154,.0954284295,.0952265561,.0940490067,.0939476043,.0955428034,.0950651541,.0945013613,.0955596492,.0964143425,.0960061476,.0945820138,.0926751047,.0914127454,.0893271491,.0885632336,.0866981596,.0847506896,.085225679,.0845032781,.0830237046,.0823004469,.0827858075,.0813940316,.0791769922,.0770315155,.0737158433,.0717871934,.0689797923,.067627497,.0663743541,.0655278862,.06448102,.0634930953,.0611816943,.059996441,.0598908998,.058846008,.0579198673,.0569391511,.0562817901,.054813806,.0540493131,.0541913621,.0527846217,.0519875325,.0505973026,.0499582812,.0488859564,.0477246083,.0482537746,.048127871,.0476485156,.0458544381,.0448319428,.0439277738,.0431225896,.0423538312,.0416922644,.0411225446,.040261548,.0393545702,.0384455509,.0377087742,.0381094627,.0385867022,.0385136232,.0386325605,.0385651104,.0383809172,.037769068,.0380250365,.0381056257,.0377800763,.0379411876,.0376674458,.0368786454,.0364195444,.0369244181,.0372182205,.0369424,.0370351002,.0369737037,.0369152166,.0363378152,.0364292599,.0367622226,.0367371403,.036223121,.0360018238,.0356019549,.0350897685,.034727864,.0348879471,.03536392,.0351561457,.0351799764,.034842249,.0345930792,.035628777,.035418082,.035521701,.0352768451,.0350946411,.0345435068,.0343084559,.034112215,.0341840722,.0339496732,.0339078195,.0340713151,.0336873047,.0334692374,.0338619836,.0340070464,.0340882577,.0339904763,.0338800699,.0334410146,.0331780426,.0332519151,.0329553597,.0327293165,.032764297,.0322849713,.0318986923,.0319592766,.0322740488,.0325799361,.032734327,.0327262096,.0329261571,.032943625,.0328931995,.0330179706,.0330357552,.0330611579,.0387029313,.0384521335,.0380525589,.0378336646,.0379664898,.0378062762,.0377343744,.0377422459,.0378468148,.0378547311,.0378038064,.0377819464,.0376770608,.0374865197,.037362922,.0372131057,.037163835,.0369268619,.0369448438,.0367902108,.0366430953,.036545001,.0363452621,.0361815244,.036188487,.0361862257,.036059618,.0357598551,.0355477594,.0353334844,.0350748189,.0348241888,.0349916443,.0349517725,.0348939411,.0345245786,.0343161672,.0340591893,.0339099504,.0338169783,.0335456654,.0332885049,.0330109634,.0327716917,.0326512754,.0324925333,.0324112922,.0323354006,.0321503207,.0319391489,.0317928344,.0316233113,.0315304287,.0313760675,.0313166156,.0312738419,.0311751254,.0310999062,.0309835225,.030972112,.030971637,.030834645,.0307502374,.0305990018,.0304787643,.0303729326,.030347405,.0302552208,.030104477,.0300312769,.02996145,.0298784003,.0297676306,.0297482572,.0298560131,.0298191849,.029750688,.0296792053,.0296117961,.0295484215,.0294705331,.0294812396,.029495243,.02938262,.0292277858,.029163409,.0291136242,.0291502345,.0292353109,.0292655583,.0292586479,.0291759092,.0290862732,.0290211048,.0290236026,.0290269833,.0289927907
