Country,ISO3,region,subregion,intermediateregion,lac,lac_main,idb,region_map,image,Population total,population_million,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020,6/19/2020,6/20/2020,6/21/2020,6/22/2020,6/23/2020,6/24/2020,6/25/2020,6/26/2020,6/27/2020,6/28/2020,6/29/2020,6/30/2020,7/1/2020,7/2/2020,7/3/2020,7/4/2020,7/5/2020,7/6/2020,7/7/2020,7/8/2020,7/9/2020,7/10/2020,7/11/2020,7/12/2020,7/13/2020,7/14/2020,7/15/2020,7/16/2020,7/17/2020,7/18/2020,7/19/2020,7/20/2020,7/21/2020,7/22/2020,7/23/2020
Romania,ROU,Europe,Eastern Europe,,.,.,.,Europe,https://www.countryflags.io/ro/flat/64.png,19466145,19.46614456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0154113723,.0359598696,.056508366,.0873311087,.1181538552,.1335652322,.1900735945,.2208963335,.333913058,.4212441742,.4572040439,.5548093915,.6267291307,.6626890302,.6575518847,.7705686092,.821939826,.9092709422,.9400936961,.9657793045,1.022287726,1.032561898,1.017150521,1.05311048,1.135304451,1.109618783,1.099344611,1.032561898,1.042836189,1.068521857,1.063384652,1.068521857,1.099344611,1.109618783,1.176401377,1.166127205,1.181538582,1.24318397,1.24318397,1.227772713,1.263732553,1.268869638,1.258595347,1.289418101,1.232909799,1.258595347,1.268869638,1.335652232,1.263732553,1.253458261,1.222635508,1.186675668,1.263732553,1.207224131,1.176401377,1.181538582,1.12503016,1.012013435,1.017150521,.9555050731,.8938595653,.8424883485,.7191973925,.6781004071,.6935117245,.6267291307,.6164548993,.5907692909,.5702207685,.575357914,.5650836229,.5650836229,.575357914,.5702207685,.5137124062,.5137124062,.4880267978,.5034381747,.4674783051,.4880267978,.4828896523,.4777525365,.4726154208,.5034381747,.5393980145,.5702207685,.5907692909,.6061806679,.6883746386,.6678261161,.7191973925,.7346087694,.7346087694,.7448830009,.7448830009,.7089231014,.7294716239,.7089231014,.7140602469,.7705686092,.7757057548,.7962542176,.8424883485,.8681739569,.9041338563,.9503679276,.97091645,1.078796029,1.05311048,1.027424812,1.006876349,1.047973275,1.012013435,.9914649725,1.027424812,1.037699103,1.042836189,.97091645,.986327827,.986327827,.9811906815,1.042836189,1.114755869
Qatar,QAT,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/qa/flat/64.png,2781677,2.781677008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0359495357,.0359495357,.0359495357,.0718990713,.0718990713,.107848607,.107848607,.107848607,.1437981427,.1437981427,.1797476858,.1797476858,.1797476858,.1437981427,.1437981427,.1437981427,.1437981427,.1437981427,.107848607,.107848607,.0359495357,.0718990713,.0718990713,.107848607,.107848607,.107848607,.107848607,.107848607,.107848607,.107848607,.107848607,.0718990713,.0718990713,.0359495357,.107848607,.0718990713,.0718990713,.0718990713,.0718990713,.0718990713,.0718990713,.0718990713,.107848607,.1437981427,.0718990713,.0718990713,.0718990713,.0718990713,.0718990713,.107848607,.107848607,.107848607,.0718990713,.0718990713,.107848607,.1797476858,.2516467571,.3235458434,.431394428,.467343986,.5392430425,.6470916867,.7549402714,.7189907432,.7549402714,.7549402714,.7908897996,.7908897996,.6830412149,.7549402714,.7549402714,.7549402714,.7549402714,.9346879721,1.006587029,1.042536616,.9706375003,.8987384439,1.006587029,.9706375003,1.042536616,1.006587029,1.042536616,1.114435673,1.006587029,1.042536616,1.042536616,1.042536616,1.114435673,1.078486085,1.042536616,1.006587029,.862788856,.7189907432,.6830412149,.6111420989,.6830412149,.7908897996,.6830412149,.7908897996,.862788856,.862788856,1.006587029,1.042536616,1.186334729,1.114435673,1.042536616,1.006587029,.9706375003,.8268393278,.6830412149,.6830412149,.5751925707,.5392430425,.467343986,.5032935143,.5751925707
French Polynesia,PYF,Oceania,Polynesia,,.,.,.,Oceania,https://www.countryflags.io/pf/flat/64.png,277679,.2776789963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palestine,PSE,Asia,Western Asia,,.,.,.,,,4569087,4.569087029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0218862109,.0218862109,.0218862109,.0218862109,.0218862109,.0218862109,.0218862109,.0218862109,.0218862109,.0218862109,0,0,0,0,0,.0218862109,.0218862109,.0218862109,.0218862109,.0218862109,.0218862109,.0218862109,.0218862109,.0218862109,.0218862109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0218862109,.0218862109,.0218862109,.0218862109,.0218862109,.0218862109,.0218862109,.0218862109,.0218862109,.0218862109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0218862109,.0218862109,.0437724218,.1094310507,.1094310507,.1313172579,.1750896871,.2188621014,.2845207453,.306406945,.306406945,.3501793742,.4158380032,.4158380032,.547155261,.5909276605,.61281389,.6784725189,.61281389,.7441311479,.7660173774,.8535621762,.8316760063,.7879035473,.6784725189,.6565862894
Paraguay,PRY,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/py/flat/64.png,6956071,6.9560709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0143759316,.0143759316,.0143759316,.0287518632,.0431277938,.0431277938,.0431277938,.0431277938,.0431277938,.0431277938,.0287518632,.0287518632,.0287518632,.0143759316,0,0,.0287518632,.0287518632,.0287518632,.0287518632,.0431277938,.0431277938,.0431277938,.0431277938,.0575037263,.0718796551,.0431277938,.0431277938,.0431277938,.0431277938,.0287518632,.0287518632,.0431277938,.0431277938,.0287518632,.0143759316,.0143759316,.0143759316,.0143759316,.0143759316,.0287518632,.0287518632,.0143759316,.0143759316,.0143759316,.0143759316,.0143759316,.0143759316,.0143759316,.0143759316,0,0,0,.0143759316,.0143759316,.0143759316,.0143759316,.0143759316,.0143759316,.0143759316,.0143759316,.0143759316,.0143759316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0143759316,.0287518632,.0287518632,.0287518632,.0287518632,.0287518632,.0287518632,.0287518632,.0287518632,.0287518632,.0143759316,0,.0287518632,.0287518632,.0431277938,.0575037263,.0862555876,.0862555876,.0862555876,.1006315202,.1006315202,.1006315202,.0718796551,.0718796551,.0575037263,.0431277938,.0287518632,.0431277938,.0862555876,.0718796551,.0718796551,.1006315202,.1150074527,.1293833852,.1581352502,.1868871152,.2012630403,.2012630403
Portugal,PRT,Europe,Southern Europe,,.,.,.,Europe,https://www.countryflags.io/pt/flat/64.png,10283822,10.28382206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0097240107,.0194480214,.0291720331,.0583440661,.1166881323,.1361361593,.2236522585,.3208923638,.418132484,.5834406614,.7293008566,.9529531002,1.127985239,1.303017497,1.439153671,1.682253957,1.80866611,2.071214437,2.168454409,2.28514266,2.28514266,2.382382631,2.537966967,2.615758896,2.674103022,2.751895189,2.868583202,2.810239315,2.926927328,2.956099272,3.092235565,3.033891439,2.985271454,2.965823412,2.917203426,2.839411259,2.732447147,2.771343231,2.790791273,2.732447147,2.66437912,2.635206938,2.537966967,2.518518925,2.469898939,2.382382631,2.314314604,2.168454409,2.032318354,1.886458158,1.80866611,1.721149921,1.61418581,1.487773657,1.419705629,1.33218956,1.361361504,1.283569455,1.176605344,1.127985239,1.108537316,1.098813295,1.13770926,1.176605344,1.244673371,1.293293476,1.225225449,1.23494947,1.283569455,1.361361504,1.351637602,1.341913581,1.341913581,1.322465539,1.293293476,1.293293476,1.312741518,1.303017497,1.273845434,1.215501428,1.196053386,1.147433281,1.069641232,.9918491244,.9335050583,.8459889889,.7779209018,.6709567904,.6320607066,.6028887033,.5348206162,.4667525291,.4278564751,.3792364299,.3403403759,.3014443517,.2528242767,.2819963098,.2722723186,.2528242767,.2819963098,.3208923638,.369512409,.3889604509,.398684442,.4667525291,.4764765501,.5153725743,.5639926195,.6028887033,.6320607066,.6320607066,.6612327695,.6515087485,.7390248179,.6806807518,.7293008566,.7098528147,.6223366857,.6126127243,.6028887033,.5737166405,.5153725743,.5153725743,.4375804961,.4375804961,.418132484,.408408463
Poland,POL,Europe,Eastern Europe,,.,.,.,Europe,https://www.countryflags.io/pl/flat/64.png,37974750,37.97475052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0026333288,.0052666576,.0078999856,.0078999856,.0105333151,.0131666437,.0131666437,.0131666437,.0131666437,.0131666437,.0157999713,.0157999713,.0184333008,.028966615,.0315999426,.028966615,.0342332721,.0447665863,.0684665442,.0737332031,.0947998315,.1290331036,.1606330574,.1711663604,.2053996325,.2396329045,.2922994792,.3607660234,.3765659928,.3897326589,.434499234,.4608325064,.458199203,.4845324755,.5055990815,.54509902,.5345657468,.4950658083,.4897991419,.524032414,.5082324147,.5108657479,.5503656864,.6082988977,.6267322302,.5819656253,.6056656241,.6556988358,.6951987743,.6951987743,.6583321691,.6267322302,.5898656249,.53719908,.5055990815,.5213990808,.5082324147,.4739991724,.4239659309,.4107992649,.4213325977,.4608325064,.4818991423,.4871658087,.5029658079,.4792658091,.4476658702,.4213325977,.4292325675,.4265992343,.4239659309,.3765659928,.3475993872,.2975661457,.2633328736,.2870328128,.2712328434,.26859954,.2712328434,.2606995404,.2422662377,.2422662377,.2606995404,.3133661151,.289666146,.2975661457,.3291660845,.3133661151,.3028328121,.3212661147,.3739326596,.3712993562,.3423327208,.3212661147,.3423327208,.3133661151,.3133661151,.3396993876,.3949992955,.3976326287,.368666023,.3712993562,.3607660234,.3633993566,.3923659623,.4107992649,.4134325981,.3923659623,.3212661147,.289666146,.3080994487,.3186327815,.3502327204,.3475993872,.3054661155,.2764995098,.2422662377,.2448995709,.2738661766,.2817661762,.2606995404,.2396329045,.2080329657,.1816996783,.2001329809,.2027663141,.2211996168,.2211996168,.2001329809,.1922329962,.1711663604,.1790663451,.1869663298
Papua New Guinea,PNG,Oceania,Melanesia,,.,.,.,Oceania,https://www.countryflags.io/pg/flat/64.png,8606316,8.606315613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0116193742,.0116193742,0
Philippines,PHL,Asia,South-eastern Asia,,.,.,.,Asia,https://www.countryflags.io/ph/flat/64.png,106651922,106.6519241,0,.0009376296,.0009376296,.0009376296,.0009376296,.0009376296,.0009376296,.0009376296,.0009376296,.0009376296,.0009376296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0009376296,.0037505184,.0065634074,.0093762958,.0103139253,.0103139253,.0168773327,.0150020737,.0159397032,.0168773327,.0215654802,.0262536295,.0253159981,.0253159981,.0309417769,.0393804424,.0459438488,.0506319962,.0562577769,.0646964386,.0665716976,.0693845898,.0947005898,.0993887335,.1003263667,.1022016257,.1022016257,.1040768847,.1172036976,.1247047335,.1415820718,.1781496257,.1678356975,.1790872514,.1847130358,.1865882874,.1969022155,.2015903592,.1931516975,.1940893233,.1781496257,.1397068053,.1378315538,.1331433952,.1359562874,.1303305179,.1162660718,.1247047335,.1397068053,.1312681437,.1331433952,.1472078413,.1359562874,.1368939131,.1340810359,.1472078413,.1631475538,.1556465179,.1368939131,.1415820718,.1378315538,.1387691796,.1547088772,.1565841436,.1584593952,.1490831077,.1303305179,.1265799999,.1247047335,.1153284386,.1125155538,.0993887335,.0853242949,.0731351078,.0628211796,.0646964386,.0750103667,.0843866616,.0984511077,.1012639925,.1040768847,.0965758488,.0965758488,.0993887335,.1040768847,.0947005898,.0843866616,.0768856257,.0646964386,.0628211796,.0656340718,.0712598488,.0806361437,.0937629566,.0975134745,.1040768847,.1022016257,.0984511077,.0984511077,.1059521437,.1153284386,.1247047335,.1172036976,.1050145179,.1087650359,.1068897769,.1134531796,.1200165898,.1200165898,.1172036976,.1087650359,.0947005898,.0909500718,.0881371796,.0806361437,.0796985179,.074072741,.0684469566,.0656340718,.0553201474,.0881371796,.0956382155,.2437836975,.2991038263,.2934780717,.2972285748,.3187940717,.3291079998,.4303719699,.4847545028,.4453740418,.4359977543,.2897275388
Peru,PER,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/pe/flat/64.png,31989256,31.98925591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0093781492,.0156302471,.0156302471,.0156302471,.0218823478,.0281344466,.0281344466,.0343865454,.0500167944,.0562688932,.0656470433,.0781512409,.1031596363,.1563024819,.1688066721,.2000671774,.2313276678,.2532100081,.2844704986,.321983099,.3563696444,.4345209002,.4470250905,.4313948452,.4845376909,.4907897711,.5345544815,.5689409971,.6033275723,.7096132636,.8190249801,.8627896905,.9471930265,1.053478718,1.112873673,1.262924075,1.394218087,1.419226527,1.506755948,1.58178103,1.697444916,1.894386053,2.000671625,2.094453335,2.231999397,2.219495296,2.325780869,2.516469955,2.641511917,2.688402653,2.722789288,2.619629622,2.616503477,2.679024458,2.760301828,2.88534379,2.963495016,3.094789028,3.191696644,3.360503197,3.438654423,3.548066378,3.71062088,3.71062088,3.763763666,3.716872931,3.866923332,3.954452753,4.173276424,4.095124722,4.113881111,4.210788727,4.245175362,4.345209122,4.357713223,4.495259285,4.382721424,4.295192242,4.1201334,4.270183563,4.192032337,4.273309708,4.367091179,4.545276165,4.129511356,4.420234203,5.17986393,5.308032036,5.486217022,5.601881027,5.908233643,6.008267403,6.120805264,6.117679119,6.674115658,6.552199841,5.933242321,5.942620277,5.886351585,5.87072134,5.801948071,5.764435291,5.676906109,5.673779964,5.695662498,5.695662498,5.708166599,5.714418411,5.730048656,5.680032253,5.676906109,5.658149719,5.698788166,5.695662498,5.705040455,5.714418411,5.680032253,5.714418411,5.761309147,5.773813725,5.830082417,5.855091095,5.889477253,5.930116177,5.930116177
Panama,PAN,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/pa/flat/64.png,4176873,4.176873207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0239413548,.0239413548,.0239413548,.0239413548,.0239413548,.0239413548,.0239413548,.0239413548,.0239413548,.0239413548,0,.0478827097,.1197067723,.1197067723,.1675894707,.1675894707,.1915308386,.3112376034,.3830616772,.5506511331,.6942992806,.6464165449,.6224752069,.7421819568,.7900646925,.9097714424,1.077360988,.9815955162,1.005536914,.9337127805,.8618887663,1.05341959,1.125243664,1.197067738,1.268891811,1.17312634,1.17312634,1.29283309,1.364657164,1.364657164,1.436481237,1.484363914,1.484363914,1.41253984,1.436481237,1.532246709,1.484363914,1.388598561,1.221009016,1.388598561,1.484363914,1.340715766,1.340715766,1.221009016,1.101302266,1.221009016,1.268891811,1.388598561,1.532246709,1.41253984,1.340715766,1.364657164,1.316774487,1.41253984,1.436481237,1.340715766,1.221009016,1.197067738,1.149184942,1.05341959,1.029478192,1.005536914,1.029478192,1.029478192,1.101302266,1.05341959,1.05341959,.9576541781,.9815955162,1.077360988,1.029478192,1.077360988,1.17312634,1.268891811,1.221009016,1.268891811,1.364657164,1.699836135,1.747718811,1.723777533,1.747718811,1.843484282,1.771660209,1.651953459,1.723777533,1.771660209,1.867425561,1.699836135,1.843484282,1.843484282,1.963191032,1.915308356,1.98713243,2.394135475,2.561724901,2.633548975,2.777197123,2.825079679,2.92084527,3.088434696,3.232082844,3.303906918,3.447555065,3.495437622,3.878499269,4.141854286,4.381267548,4.668563843,4.955860138,5.147391319,5.243156433,5.554394245,5.937455654,5.793807507,5.602276802,5.74592495,5.626218319,5.506511211,5.721983433,6.033221245,6.152927876,6.32051754,6.368400097,6.488106728
Pakistan,PAK,Asia,Southern Asia,,.,.,.,Asia,https://www.countryflags.io/pk/flat/64.png,212215030,212.2150269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0009424404,.0014136605,.0014136605,.0023561008,.0028273209,.0032985411,.0037697614,.0042409813,.005183422,.0056546419,.0056546419,.0084819626,.0108380634,.010366844,.0131941643,.0155502651,.0155502651,.0179063659,.0197912473,.0212049074,.0221473482,.020733688,.0188488066,.0278019905,.0268595498,.0249746684,.0259171091,.0301580913,.0353415124,.0367551744,.0386400521,.0485356785,.0518342182,.054190319,.0570176393,.0678557009,.0739815682,.0744527876,.0720966831,.0739815682,.0796362087,.0824635252,.0984850153,.1017835587,.1074381992,.1036684364,.1050820947,.1154489368,.1333553046,.1380675137,.1352401823,.1380675137,.1291143298,.1361826211,.1399523914,.1432509273,.1385387331,.150790453,.1272294372,.1357114017,.1432509273,.1427797079,.1536177695,.1465494782,.1555026472,.1602148563,.1710529178,.1569163203,.1710529178,.1658695042,.1682256013,.178121224,.1932002604,.2195885926,.2243008018,.2450344861,.2615271807,.2841457725,.3020521402,.3345663249,.3496453762,.3534151316,.3661380708,.3637819588,.3831019998,.3967673779,.365195632,.3680229485,.4198571742,.4259830415,.4584972262,.4834719002,.4980797172,.5310651064,.5395470858,.5310651064,.58054322,.5673490763,.5532124639,.5291802287,.4994933605,.4830006659,.4420045018,.4344649911,.4212708175,.4160874188,.4033644497,.3750912547,.3373936415,.3769761324,.3788610101,.3788610101,.3845156431,.3553000093,.3430482745,.3411633968,.3369224072,.3623683155,.3614258766,.3128902018,.2766062319,.2827320993,.2756637931,.2549301088,.2431496084,.2261856794,.2087505311
Oman,OMN,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/om/flat/64.png,4829483,4.829483032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0207061507,.0207061507,.0207061507,.0207061507,.0414123014,.0414123014,.0414123014,.0414123014,.0414123014,.0621184483,.0414123014,.0414123014,.0621184483,.0621184483,.0414123014,.0414123014,.0414123014,.0828246027,.0828246027,.0828246027,.0828246027,.1035307497,.0828246027,.1035307497,.1242368966,.1242368966,.1242368966,.0828246027,.0828246027,.0621184483,.0828246027,.0621184483,.0828246027,.0621184483,.0414123014,.0621184483,.0621184483,.1035307497,.1242368966,.1449430436,.1242368966,.1242368966,.1035307497,.1035307497,.1242368966,.1449430436,.1656492054,.1449430436,.1863553524,.2070614994,.2691799402,.2898860872,.3520045578,.3934168518,.3934168518,.3520045578,.3312984109,.3520045578,.3105922639,.2691799402,.2484737933,.3727107048,.3312984109,.4762414396,.6211845279,.6211845279,.7247152328,.6833029389,.7247152328,.8489521742,.8489521742,.7247152328,.8075398207,.7661275268,.6625968218,.7661275268,.7454214096,.8696582913,.8489521742,.7868337035,.8696582913,.9110705853,.8696582913,.8489521742,.8489521742,.7868337035,.7454214096,.8075398207,.8903644681,.9110705853,.9110705853,.9938951731,1.118132114,1.056013703,1.097425938,1.263075113,1.428724408,1.345899701,1.345899701,1.449430466,1.387312055,1.408018231,1.304487467,1.428724408,1.366605878,1.449430466,1.408018231,1.490842819,1.532255054,1.55296123,1.697904348,1.697904348,1.842847347,1.904965758
New Zealand,NZL,Oceania,Australia and New Zealand,,.,.,.,Oceania,https://www.countryflags.io/nz/flat/64.png,4841000,4.84100008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0206568893,.0206568893,.0206568893,.0206568893,.0206568893,.0206568893,.0206568893,.0206568893,.0206568893,.0206568893,0,0,.0206568893,.0619706661,.0619706661,.0826275572,.1652551144,.1652551144,.1652551144,.2065688819,.2065688819,.2272257805,.2065688819,.1859119982,.2065688819,.2478826642,.1859119982,.1859119982,.2065688819,.1652551144,.1652551144,.1445982158,.1445982158,.1445982158,.1239413321,.0619706661,.0413137786,.0619706661,.0413137786,.0413137786,.0413137786,.0413137786,.0413137786,.0206568893,.0206568893,.0206568893,.0206568893,0,0,0,0,0,0,0,0,0,0,0,0,.0206568893,.0206568893,.0206568893,.0206568893,.0206568893,.0206568893,.0206568893,.0206568893,.0206568893,.0206568893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,NPL,Asia,Southern Asia,,.,.,.,Asia,https://www.countryflags.io/np/flat/64.png,28087871,28.08787155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0035602555,.007120511,.007120511,.007120511,.007120511,.0106807668,.0106807668,.0106807668,.0106807668,.0142410221,.0106807668,.007120511,.0106807668,.0142410221,.0142410221,.0178012773,.0178012773,.0178012773,.0213615336,.0213615336,.0249217879,.0320422985,.0284820441,.0284820441,.0320422985,.0249217879,.0249217879,.0284820441,.0320422985,.0320422985,.0284820441,.0213615336,.0249217879,.0284820441,.0249217879,.0249217879,.0284820441,.0249217879,.0213615336,.0178012773,.0249217879,.0284820441,.0284820441,.0213615336,.0249217879,.0249217879,.0249217879,.0284820441,.0284820441,.0356025547,.0284820441,.0284820441,.0249217879,.0249217879,.0213615336,.0213615336,.0284820441,.0249217879,.0213615336,.0142410221,.0178012773,.0142410221,.0178012773,.0178012773,.0178012773,.0178012773,.007120511,.0142410221
Norway,NOR,Europe,Northern Europe,,.,.,.,Europe,https://www.countryflags.io/no/flat/64.png,5311916,5.311915874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0564767979,.0564767979,.0564767979,.0564767979,.1129535958,.1317791939,.1317791939,.1317791939,.1317791939,.1882559955,.16943039,.2070815861,.2070815861,.3012095988,.3200351894,.33886078,.4706399739,.6024191976,.6965471506,.753023982,.8848031759,.9036287665,1.073059201,1.073059201,1.242489576,1.430745602,1.430745602,1.393094301,1.411919951,1.468396783,1.411919951,1.449571133,1.487222314,1.430745602,1.35544312,1.186012745,1.073059201,1.280140758,1.186012745,1.110710382,1.129535913,1.129535913,.9601055384,.9224543571,.8283263445,.7906751633,.7906751633,.5459423661,.5271167755,.4518143833,.3200351894,.2823839784,.2635583878,.2823839784,.2259071916,.2259071916,.2259071916,.16943039,.2635583878,.3200351894,.33886078,.33886078,.3200351894,.3012095988,.2823839784,.2823839784,.2635583878,.2823839784,.2070815861,.1317791939,.1129535958,.0564767979,.0564767979,.0564767979,.0564767979,.0564767979,.0564767979,.0376511998,.0188255999,.0188255999,.0376511998,.0376511998,.0564767979,.0564767979,.0564767979,.0376511998,.0564767979,.0564767979,.0564767979,.1129535958,.0941279978,.0941279978,.0753023997,.0753023997,.0753023997,.0941279978,.0941279978,.0941279978,.0941279978,.0376511998,.1129535958,.1129535958,.1317791939,.1317791939,.1317791939,.1129535958,.0941279978,.0941279978,.1129535958,.1317791939,.0564767979,.0564767979,.0376511998,.0376511998,.0376511998,.0376511998,.0376511998,.0564767979,.0376511998,.0188255999,.0188255999,.0376511998,.0376511998,.0376511998,.0564767979,.0753023997,.0753023997,.0564767979,.0564767979,.0564767979,.0564767979
