Country,ISO3,region,subregion,intermediateregion,lac,lac_main,idb,region_map,image,Population total,population_million,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020,6/19/2020,6/20/2020,6/21/2020,6/22/2020,6/23/2020,6/24/2020,6/25/2020,6/26/2020,6/27/2020,6/28/2020,6/29/2020,6/30/2020,7/1/2020,7/2/2020,7/3/2020,7/4/2020,7/5/2020,7/6/2020,7/7/2020,7/8/2020,7/9/2020,7/10/2020,7/11/2020,7/12/2020,7/13/2020,7/14/2020,7/15/2020,7/16/2020,7/17/2020,7/18/2020,7/19/2020,7/20/2020,7/21/2020,7/22/2020,7/23/2020
Laos,LAO,Asia,South-eastern Asia,,.,.,.,,,7061507,7.061507225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,KWT,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/kw/flat/64.png,4137309,4.137309074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0241703,.0241703,.0241703,.0241703,.0241703,.0241703,.0241703,.0241703,.0241703,.0483406,.0483406,.0483406,.0483406,.0966812,.1208515018,.1450217962,.1933623999,.2417030036,.2900435925,.2900435925,.2900435925,.3867247999,.4108950794,.4108950794,.4108950794,.4108950794,.4108950794,.459235698,.4834060073,.5800871849,.6042574644,.5075762868,.5317465663,.5317465663,.5800871849,.6042574644,.7734495997,.8459604979,1.015152574,1.063493133,1.16017437,1.353536725,1.571069479,1.643580317,1.716091275,1.740261555,1.595239758,1.546899199,1.52272892,1.595239758,1.643580317,1.667750716,1.571069479,1.52272892,1.619410038,1.764431834,1.957794309,2.006134987,1.981964588,1.885283351,1.788602114,1.716091275,1.740261555,1.90945363,1.90945363,1.812772512,1.643580317,1.52272892,1.426047683,1.426047683,1.426047683,1.450217962,1.305196166,1.184344649,1.015152574,.9426416755,.9668120146,1.063493133,1.13600409,1.087663531,1.087663531,.9909822941,.9909822941,.918471396,.918471396,.9668120146,.8943010569,.8459604979,.7734495997,.7009387016,.6284278035,.6767683625,.7009387016,.7734495997,.7976198792,.7492792606,.7734495997,.7009387016,.6767683625,.7492792606,.7976198792,.7492792606,.7492792606,.7009387016,.652598083,.6767683625,.6284278035,.6042574644,.6284278035,.652598083
Cambodia,KHM,Asia,South-eastern Asia,,.,.,.,Asia,https://www.countryflags.io/kh/flat/64.png,16249798,16.24979782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstan,KGZ,Asia,Central Asia,,.,.,.,Asia,https://www.countryflags.io/kg/flat/64.png,6322800,6.322800159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0158157777,.0158157777,.0158157777,.0632631108,.0632631108,.0632631108,.0632631108,.0790788904,.0790788904,.0790788904,.0632631108,.0632631108,.0632631108,.0158157777,.0158157777,.0158157777,.0158157777,.0316315554,.0316315554,.0316315554,.0474473312,.0474473312,.0474473312,.0474473312,.0474473312,.0474473312,.0474473312,.0158157777,.0158157777,.0158157777,.0316315554,.0316315554,.0474473312,.0632631108,.0632631108,.0632631108,.0632631108,.0632631108,.0632631108,.0632631108,.0316315554,.0316315554,.0474473312,.0316315554,.0316315554,.0316315554,.0316315554,.0316315554,.0316315554,.0316315554,.0316315554,.0316315554,.0316315554,.0316315554,.0316315554,.0316315554,.0316315554,.0316315554,.0316315554,.0316315554,.0474473312,.0948946625,.0632631108,.0948946625,.0948946625,.0948946625,.1107104421,.1265262216,.1581577808,.1581577808,.1423420012,.1107104421,.1107104421,.0948946625,.1265262216,.1423420012,.1265262216,.1265262216,.1423420012,.2214208841,.2214208841,.2372366637,.2530524433,.2372366637,.2530524433,.2372366637,.3004997671,.3953944445,.4112102091,.4112102091,.5693680048,.5377364159,.5535522103,.7117099762,.8382362127,.9647624493,1.043841362,1.028025508,1.012209773,.9963939786,1.122920156,1.154551744,1.122920156,1.217814803,1.075472832,1.043841362,12.39956951,14.4714365,14.4239893,15.02498817,15.24640942
Kenya,KEN,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/ke/flat/64.png,51393010,51.39300919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0019457899,.0019457899,.0019457899,.0019457899,.0019457899,.0019457899,.0019457899,.0058373697,.0077831596,.0077831596,.0058373697,.0097289495,.0097289495,.0097289495,.0116747394,.0116747394,.0116747394,.0097289495,.0097289495,.0097289495,.0116747394,.0097289495,.0097289495,.0116747394,.0136205293,.0136205293,.0136205293,.0116747394,.0097289495,.0097289495,.0077831596,.0058373697,.0058373697,.0038915798,.0019457899,.0058373697,.0136205293,.0155663192,.019457899,.019457899,.019457899,.0233494788,.0291868486,.0291868486,.0291868486,.0291868486,.0233494788,.0272410586,.0311326385,.0350242183,.040861588,.0466989577,.040861588,.040861588,.0389157981,.0350242183,.0330784284,.0272410586,.019457899,.0175121091,.0136205293,.0038915798,.0097289495,.0155663192,.0233494788,.0252952687,.0272410586,.0369700082,.040861588,.0447531678,.0505905375,.0525363274,.0544821173,.0505905375,.0447531678,.0486447476,.0486447476,.0447531678,.0486447476,.0505905375,.0486447476,.0486447476,.0428073779,.0447531678,.0622652769,.060319487,.0622652769,.060319487,.0564279072,.0544821173,.0525363274,.0544821173,.0622652769,.0661568567,.0505905375,.0486447476,.0525363274,.0505905375,.0525363274,.0505905375,.0564279072,.0544821173,.0525363274,.0505905375,.0505905375,.0564279072,.0642110705,.0681026503,.0642110705,.0836689696,.0836689696,.095343709,.1031268686,.1070184484,.1089642346,.1186931878,.1109100282,.1284221411,.145934239
Kazakhstan,KAZ,Asia,Central Asia,,.,.,.,Asia,https://www.countryflags.io/kz/flat/64.png,18272430,18.27243042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0164181776,0,0,0,0,0,.0054727257,.0054727257,.0054727257,.0054727257,-.0109454514,.0109454514,.0164181776,.0164181776,.0328363553,.0273636281,.0273636281,.0273636281,.0273636281,.0328363553,.0383090787,.0437818058,.0383090787,.0383090787,.0328363553,.0492545329,.0547272563,.0601999834,.0601999834,.0547272563,.0492545329,.0492545329,.0492545329,.0492545329,.0437818058,.0601999834,.0492545329,.0437818058,.0437818058,.0437818058,.0437818058,.0328363553,.0328363553,.0328363553,.0383090787,.0218909029,.0218909029,.0273636281,.0273636281,.0328363553,.0328363553,.0328363553,.0383090787,.0383090787,.0273636281,.0164181776,.0273636281,.0218909029,.0218909029,.0218909029,.0218909029,.0218909029,.0164181776,.0164181776,.0164181776,.0164181776,.0054727257,.0164181776,.0164181776,.0109454514,.0109454514,.0164181776,.0273636281,.0328363553,.0492545329,.0711454377,.0930363387,.0820908844,.0875636116,.1039817855,.1039817855,.1258726865,.147763595,.1422908753,.1422908753,.1368181407,.1368181407,.1587090492,.191545397,.2243817598,.2407999337,.2845817506,.2791090012,.2900544703,.3119453788,.3338362575,.3228908181,.3228908181,.3393090069,.3776180744,.426872611,.4104544222,.3830907941,.3721453547,.3338362575,.29552719,.2845817506,.2626908422,.6238907576,.5363271236,.4706543982,.4159271419,.4159271419,.4159271419,1.023399711,1.023399711,1.023399711,1.023399711,.6074725389,.6074725389,.6074725389,.6074725389,1.756744981,1.756744981,1.149272442
Japan,JPN,Asia,Eastern Asia,,.,.,.,Asia,https://www.countryflags.io/jp/flat/64.png,126529100,126.5290985,0,0,0,0,0,0,0,0,0,0,0,0,.000790332,.000790332,.000790332,.000790332,.000790332,.0015806641,.0015806641,.0015806641,.0015806641,.0015806641,.000790332,.000790332,.0015806641,.0015806641,.0023709962,.0023709962,.0031613281,.0031613281,.0031613281,.0031613281,.0039516604,.0039516604,.0031613281,.0031613281,.0031613281,.0039516604,.0055323243,.0071129883,.0102743162,.0118549801,.0118549801,.013435645,.018177636,.018177636,.0189679693,.018177636,.0165969729,.0165969729,.0165969729,.0158066414,.0158066414,.0165969729,.013435645,.018177636,.0189679693,.0237099603,.0245002937,.0245002937,.0252906252,.0268712901,.0308229495,.0331939459,.0363552719,.0339842774,.0331939459,.0331939459,.0379359387,.0458392575,.0521619134,.0569039062,.0592749044,.0655975565,.0735008791,.085355863,.0940495133,.1035334989,.1122271493,.1185498089,.1304047853,.1390984356,.154114753,.1501630843,.1525340825,.1509534121,.1580664068,.1580664068,.1572760791,.1628084034,.1635987312,.1683407277,.1651794016,.1754537076,.1691310555,.1659697294,.1580664068,.1564857364,.1580664068,.1462114304,.1383081079,.1351467818,.1311951131,.1264531314,.1319854558,.1367274374,.1343564391,.128033787,.1193401366,.1201304719,.1114368141,.1019528359,.0940495133,.086936526,.0766622052,.0671782196,.0655975565,.0671782196,.0648072287,.0600652359,.0569039062,.0497909188,.045048926,.0418875962,.0426779315,.0418875962,.0355649404,.0284519531,.0260809567,.0205486324,.0189679693,.018177636,.0173873045,.0173873045,.0126453126,.0102743162,.015016309,.0142259765,.0118549801,.0245002937,.0260809567,.0260809567,.0245002937,.030032618,.0316132829,.0331939459,.0292422846,.0284519531,.0292422846,.0165969729,.013435645,.0165969729,.0173873045,.0094839847,.0079033207,.0047419923,.0055323243,.0079033207,.0079033207,.0079033207,.0079033207,.0047419923,.0047419923,.0055323243,.0055323243,.0055323243,.0055323243,.0031613281,.0031613281,.0031613281,.0047419923,.0047419923,.0055323243
Jordan,JOR,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/jo/flat/64.png,9956011,9.956010818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0100441836,.0100441836,.0301325507,.0502209179,.0502209179,.0502209179,.0502209179,.0502209179,.0502209179,.0502209179,.0502209179,.0502209179,.0301325507,.0200883672,.0200883672,.0200883672,.0200883672,.0200883672,.0200883672,.0200883672,.0100441836,.0100441836,.0100441836,0,0,0,0,0,0,0,0,0,.0100441836,.0100441836,.0100441836,.0100441836,.0200883672,.0200883672,.0200883672,.0200883672,.0200883672,.0200883672,.0100441836,.0100441836,.0100441836,.0100441836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0100441836,.0100441836,.0100441836,.0100441836,.0100441836,.0100441836,.0100441836,.0100441836,.0100441836,.0100441836,0,0,0,0,0,.0100441836,.0100441836,.0100441836,.0100441836,.0100441836
Jamaica,JAM,Americas,Latin America and the Caribbean,Caribbean,1,3,1,Americas,https://www.countryflags.io/jm/flat/64.png,2934855,2.934854984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0340732336,.0340732336,.0340732336,.0340732336,.0340732336,.0340732336,.0340732336,.0340732336,.0340732336,.0340732336,0,0,0,.0681464672,.0681464672,.0681464672,.0681464672,.0681464672,.0681464672,.0681464672,.1022197008,.1022197008,.1022197008,.0340732336,.0340732336,.0340732336,.0340732336,.0681464672,.0681464672,.0681464672,.0340732336,.0340732336,.0340732336,.0681464672,.0681464672,.0681464672,.1022197008,.0681464672,.0681464672,.0681464672,.0681464672,.0681464672,.1022197008,.0681464672,.0681464672,.1022197008,.0681464672,.0681464672,.0681464672,.0681464672,.0681464672,.0681464672,.0340732336,.0340732336,.0340732336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0340732336,.0340732336,.0340732336,.0340732336,.0340732336,.0340732336,.0340732336,.0340732336,.0340732336,.0340732336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,ITA,Europe,Southern Europe,,.,.,.,Europe,https://www.countryflags.io/it/flat/64.png,60421760,60.42176056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0016550329,.0033100657,.0049650986,.01158523,.0165503286,.0198603943,.0281355586,.0347556919,.0479959548,.0562711172,.0844066739,.1274375319,.1721234173,.2333596349,.3094911575,.3657622635,.5776064992,.7315245271,.9963297844,1.312441111,1.595451713,1.964524031,2.20781374,2.749009609,3.2455194,3.756924629,4.322946072,4.86910677,5.628767014,6.616821289,7.381446838,7.962363243,8.902421951,9.423757553,10.02453423,10.97452259,11.65970707,12.20421219,12.51039314,12.58321476,12.70899773,12.97214794,13.01021385,13.00690365,12.69741249,12.22903824,11.75735378,11.40317631,11.06886005,10.62696648,10.44822216,9.903717041,9.572710037,9.441962242,9.529679298,9.345971107,9.297974586,9.198672295,8.905732155,8.713747978,8.573070526,8.583000183,8.414187431,8.112971306,7.843200684,7.40461731,7.004098892,6.838595867,6.656542301,6.376841545,5.938258171,5.999494076,5.519534588,5.147152424,4.850901127,5.031300068,4.933652878,4.703603268,4.490104198,4.291500092,4.142547131,3.642727375,3.677483082,3.788370132,3.798300505,3.440813303,3.227313995,2.988989353,2.936028242,2.929408073,2.891342402,2.821830988,2.696048498,2.345181465,2.096926689,1.972799182,1.92645824,1.878462315,1.754334807,1.671583176,1.537525535,1.421673298,1.315751076,1.350506783,1.343886733,1.355471969,1.280995488,1.252859831,1.216449142,1.16348815,1.156867981,1.145282745,1.146937728,1.158522964,1.085701585,.9880546331,.9251633883,.9086130261,.9102680683,.8573070168,.8208963275,.7729003429,.7182842493,.6189823151,.4948548377,.5080950856,.5014749765,.4435487986,.3707273602,.3028710186,.2598401606,.2548750639,.2664602995,.2614952028,.3475568891,.3028710186,.2664602995,.3028710186,.2912857831,.3012159765,.2830106318,.2598401606,.2250844687,.2217743993,.2151542753,.2250844687,.2449448705,.213499248,.2118442059,.1969489157,.198603943,.2118442059,.2118442059
Israel,ISR,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/il/flat/64.png,8882800,8.882800102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0112577118,.0112577118,.0112577118,.0337731354,.0562885553,.0900616944,.1350925416,.1350925416,.1688656658,.1801233888,.213896513,.2814427912,.3940199018,.4165353179,.439050734,.46156618,.5065970421,.5966587067,.652947247,.7880398035,.8443283439,.8443283439,.7542666793,.8555860519,.8893591762,.9118746519,.9569054842,.9681631923,1.024451733,.9681631923,.92313236,.9343900681,.9681631923,.8555860519,.7992975116,.7767820954,.6642049551,.5966587067,.5178547502,.4840815961,.5065970421,.46156618,.4503084421,.4503084421,.46156618,.439050734,.427793026,.4052776098,.3940199018,.3602467775,.3377313316,.3715044856,.3489890397,.3602467775,.3377313316,.3152159154,.3264736235,.3602467775,.3489890397,.3489890397,.3039582074,.236411944,.213896513,.1688656658,.1576079577,.1688656658,.1463502496,.1013194025,.0900616944,.0675462708,.0562885553,.0675462708,.0675462708,.1238348261,.1350925416,.1125771105,.1125771105,.1576079577,.1576079577,.1576079577,.1688656658,.1576079577,.1688656658,.1125771105,.1013194025,.1013194025,.1238348261,.0788039789,.0562885553,.0562885553,.0562885553,.0675462708,.0675462708,.0788039789,.0900616944,.0900616944,.0788039789,.1350925416,.1576079577,.1688656658,.1688656658,.1688656658,.1801233888,.1913810968,.2026388049,.2476696521,.2476696521,.2251542211,.2814427912,.2927004993,.3264736235,.3489890397,.3602467775,.427793026,.439050734,.46156618,.5065970421,.5628855824,.5628855824,.641689539,.6867203712,.7204935551,.7992975116,.7655243874
Iceland,ISL,Europe,Northern Europe,,.,.,.,Europe,https://www.countryflags.io/is/flat/64.png,352721,.3527210057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2835101783,.2835101783,.2835101783,.2835101783,.2835101783,.2835101783,.2835101783,.5670203567,.5670203567,.5670203567,.2835101783,.2835101783,.2835101783,.2835101783,.2835101783,.2835101783,.8505305648,.5670203567,.5670203567,.5670203567,1.134040713,1.134040713,1.134040713,1.134040713,1.417550921,1.70106113,1.134040713,1.134040713,1.134040713,1.134040713,.5670203567,.8505305648,.8505305648,.8505305648,.8505305648,.5670203567,.5670203567,.5670203567,.5670203567,.5670203567,.5670203567,.2835101783,.2835101783,.2835101783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,IRQ,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/iq/flat/64.png,38433600,38.43360138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0052037798,.0052037798,.0078056697,.0104075596,.0156113394,.0156113394,.0182132293,.0182132293,.0208151191,.023417009,.0208151191,.0208151191,.0182132293,.0182132293,.0156113394,.0182132293,.0260188989,.0260188989,.0312226787,.0364264585,.0442321301,.0494359098,.067649141,.0754548088,.0780567005,.0754548088,.0754548088,.0858623683,.0832604766,.0806585848,.0702510253,.0702510253,.0650472492,.0624453574,.0598434694,.0702510253,.0598434694,.0520377979,.0520377979,.0572415777,.0624453574,.0572415777,.0468340181,.0416302383,.0416302383,.0338245705,.0338245705,.0312226787,.0286207888,.0182132293,.0130094495,.0208151191,.0182132293,.0182132293,.0182132293,.0208151191,.0260188989,.0286207888,.0286207888,.0312226787,.0364264585,.0312226787,.0416302383,.0390283503,.0364264585,.0364264585,.0390283503,.0416302383,.0416302383,.0442321301,.0468340181,.0442321301,.0390283503,.0494359098,.0546396896,.0598434694,.0624453574,.0650472492,.0780567005,.0910661444,.0962699279,.1170850471,.1196869388,.1248907149,.1352982819,.1352982819,.1405020505,.1587152779,.1691228449,.1769285202,.2159568667,.2497814298,.281004101,.3018192351,.3720702529,.4345156252,.481349647,.5125722885,.5750176907,.6296573877,.6790932417,.7623537183,.874235034,.954893589,1.025144577,1.111006975,1.264518499,1.386807323,1.527309418,1.673015237,1.745868087,1.826526761,1.881166458,2.042483568,2.203800678,2.307876348,2.341701031,2.378127337,2.419757605,2.471795321,2.583676577,2.630510807,2.700761795,2.695558071,2.622704983,2.666937113,2.661733389,2.713771105,2.646121979,2.614899397,2.575870991,2.570667267,2.542046547,2.495212317,2.484804869,2.422359467,2.372923613,2.33909893,2.365118027,2.328691483,2.320885897
Iran,IRN,Asia,Southern Asia,,.,.,.,Asia,https://www.countryflags.io/ir/flat/64.png,81800269,81.80027008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0024449797,.0024449797,.0048899595,.0061124493,.0097799189,.0146698784,.0195598379,.0232273079,.0317847356,.0415646546,.0501220822,.0635694712,.075794369,.0880192667,.102689147,.116136536,.1320289075,.1540337205,.205378294,.2481654435,.3031774759,.3667469621,.4437638223,.5342280865,.6344722509,.754276216,.8911951184,1.030558944,1.150362968,1.279946923,1.396083355,1.469432831,1.53544724,1.586791873,1.617354035,1.654028773,1.688258529,1.69926095,1.68948102,1.657696247,1.618576527,1.640581369,1.651583791,1.647916317,1.662586212,1.680923581,1.673588634,1.663808703,1.656473756,1.654028773,1.654028773,1.630801439,1.614909053,1.606351614,1.578234434,1.504884958,1.435203075,1.381413579,1.327623963,1.268944502,1.232269764,1.194372535,1.149140477,1.121023178,1.095350862,1.089238405,1.067233682,1.028113961,1.0366714,1.034226418,1.025668979,1.001219153,.9706569314,.9352047443,.8826376796,.8594103456,.8435180187,.8655228019,.8312931061,.8117332458,.772613585,.7481637597,.7261589766,.7053766251,.7090440989,.7053766251,.6870393157,.6344722509,.6136898994,.6308047771,.6479195952,.6638119817,.6894842982,.693151772,.7041541338,.688261807,.6711469293,.6980416775,.7041541338,.6968191862,.6821493506,.6735919118,.669924438,.7065991163,.7127115726,.7273814678,.7579436898,.7652786374,.7885059714,.7995083332,.8239581585,.84474051,.8667452931,.8630778193,.8765252233,.8777477145,.9364272356,.9975517392,1.04645133,1.105130792,1.125913143,1.182147741,1.223712325,1.270166993,1.32395649,1.385081053,1.416865706,1.442538023,1.435203075,1.441315532,1.510997415,1.562342048,1.601461649,1.632023931,1.667476177,1.70781827,1.726155639,1.761607885,1.823954821,1.915641546,1.926643968,1.998770952,1.992658496,2.050115585,2.106349945,2.166251898,2.204149246,2.248158932,2.294613361,2.273831129,2.316618204,2.301948309,2.393635035,2.443757296,2.474319458
Ireland,IRL,Europe,Northern Europe,,.,.,.,Europe,https://www.countryflags.io/ie/flat/64.png,4867309,4.867309093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.020545233,.020545233,.020545233,.0410904661,.0410904661,.0410904661,.0410904661,.0410904661,.0616356991,.0616356991,.0410904661,.0616356991,.1027261689,.1027261689,.143816635,.3492689729,.4109046757,.6985379457,.8834450245,1.047806859,1.397075891,1.664163828,1.890161395,2.321611404,2.629789829,2.855787516,3.122875452,3.574870586,3.883049011,4.293953896,4.437770367,4.828129768,4.848675251,5.033582211,5.526667595,5.875936508,6.410112858,6.574474812,6.903198242,7.12919569,8.218092918,8.423545837,8.937176704,8.813904762,12.49150181,12.71749973,12.34768486,11.75187302,12.08059692,11.91623497,11.19715214,10.99170017,10.6218853,10.45752335,6.26629591,5.670484543,5.917026997,6.184114933,5.547213078,5.259579659,4.643222809,4.150136948,4.150136948,3.985775232,3.841958523,3.677596807,3.246146917,2.876332521,2.424337626,2.362701893,2.321611404,2.383247137,2.136704206,2.198339939,2.095613718,1.807980537,1.684709072,1.807980537,1.890161395,1.725799561,1.643618703,1.417621136,1.191623569,1.109442592,1.047806859,1.191623569,1.129987836,.9656259418,.8218093514,.780718863,.8218093514,.8834450245,1.088897347,.9656259418,.9450806975,.8628997803,.7396283746,.6369022131,.6369022131,.6369022131,.4725403488,.4109046757,.2465427965,.2465427965,.3081784844,.4109046757,.4314498901,.4314498901,.493085593,.4314498901,.4314498901,.4314498901,.4725403488,.4314498901,.4109046757,.3081784844,.28763327,.2259975672,.1643618643,.0616356991,.1643618643,.1643618643,.1643618643,.1643618643,.1232713982,.1027261689,.143816635,.1643618643,.2054523379,.3081784844,.2054523379,.1849070936,.143816635,.1643618643
