date,country,iso3,confirmed,deaths,death_pos,pos_test,test_wom
6/5/20,Armenia,ARM,11817,183,.015486164,.18135081,65161
6/5/20,Australia,AUS,7252,102,.014065086,.0045922217,1579192
6/5/20,Austria,AUT,16843,672,.039897881,.035129908,479449
6/5/20,Azerbaijan,AZE,6860,82,.011953353,.020890113,328385
6/5/20,Bahamas,BHS,102,11,.10784314,.047309835,2156
6/5/20,Bahrain,BHR,13835,22,.0015901698,.039068457,354122
6/5/20,Bangladesh,BGD,60391,811,.013429154,.16218227,372365
6/5/20,Belarus,BLR,46868,259,.0055261585,.078504153,597013
6/5/20,Belgium,BEL,58907,9566,.16239157,.064579323,912165
6/5/20,Bolivia,BOL,12728,427,.033548083,.45072418,28239
6/5/20,Bosnia and Herzegovina,BIH,2606,159,.061013047,.0374135,69654
6/5/20,Brazil,BRA,645771,35026,.054239042,.65469778,986365
6/5/20,Bulgaria,BGR,2627,159,.060525313,.029889634,87890
6/5/20,Burkina Faso,BFA,888,53,.059684686,,
6/5/20,Cameroon,CMR,7392,205,.027732683,,
6/5/20,Canada,CAN,95947,7778,.081065588,.052415792,1830498
6/5/20,Chad,TCD,836,68,.081339709,,
6/5/20,Channel Islands,CHI,561,46,.081996433,.054705024,10255
6/5/20,Chile,CHL,146361,1448,.0098933456,.21892108,668556
6/5/20,China,CHN,84177,4638,.055098187,,
6/5/20,Colombia,COL,36635,1145,.031254265,.094679251,386938
6/5/20,Congo,COG,635,20,.031496063,,
6/5/20,Costa Rica,CRI,1228,10,.0081433225,.042708587,28753
6/5/20,Cote d'Ivoire,CIV,3431,36,.010492568,.11491828,29856
6/5/20,Croatia,HRV,2247,103,.045838896,.032914877,68267
6/5/20,Cuba,CUB,2133,83,.03891233,.018634681,114464
6/5/20,Cyprus,CYP,960,17,.017708333,.0076608784,125312
6/5/20,Czech Republic,CZE,9529,327,.034316298,.020514576,464499
6/5/20,Democratic Republic of Congo,COD,3764,81,.021519659,,
6/5/20,Denmark,DNK,11875,586,.049347367,.017346986,684557
6/5/20,Djibouti,DJI,4123,26,.0063060876,.11933085,34551
6/5/20,Dominican Republic,DOM,18708,525,.028062861,.20754153,90141
6/5/20,Ecuador,ECU,41575,3534,.085003003,.34403574,120845
6/5/20,Egypt,EGY,31115,1166,.037473887,.23048148,135000
6/5/20,El Salvador,SLV,2849,53,.018603019,.028040234,101604
6/5/20,Equatorial Guinea,GNQ,1306,12,.0091883615,.15795839,8268
6/5/20,Estonia,EST,1910,69,.036125656,.021704545,88000
6/5/20,Ethiopia,ETH,1805,19,.010526316,.013740028,131368
6/5/20,Finland,FIN,6941,322,.04639101,.034941379,198647
6/5/20,France,FRA,186670,29056,.15565436,.13481551,1384633
6/5/20,Gabon,GAB,3101,21,.0067720092,.18535565,16730
6/5/20,Georgia,GEO,805,13,.016149068,.013111817,61395
6/5/20,Germany,DEU,184924,8658,.046819232,.042522214,4348880
6/5/20,Ghana,GHA,9168,42,.004581152,.040433798,226741
6/5/20,Greece,GRC,2967,180,.06066734,.015299413,193929
6/5/20,Guatemala,GTM,6485,216,.033307634,.20635122,31427
6/5/20,Guinea,GIN,4060,23,.0056650247,.28180745,14407
6/5/20,Guyana,GUY,153,12,.078431375,.089005239,1719
6/5/20,Haiti,HTI,2740,50,.018248174,.47927234,5717
6/5/20,Honduras,HND,5971,248,.041534081,.40371874,14790
6/5/20,Hungary,HUN,3970,542,.13652393,.019594681,202606
6/5/20,Iceland,ISL,1806,10,.0055370987,.029021373,62230
6/5/20,India,IND,236184,6649,.02815178,.053844869,4386379
6/5/20,Indonesia,IDN,29521,1770,.059957318,.07748843,380973
6/5/20,Iran,IRN,167156,8134,.048661131,.16068228,1040289
6/5/20,Iraq,IRQ,9846,285,.028945765,.034927156,281901
6/5/20,Ireland,IRL,25163,1670,.066367283,.072221138,348416
6/5/20,Isle of Man,IMN,336,24,.071428575,.065586567,5123
6/5/20,Israel,ISR,17562,291,.016569866,.028220072,622323
6/5/20,Italy,ITA,234531,33774,.14400655,.057000097,4114572
6/5/20,Jamaica,JAM,595,10,.016806724,.043075364,13813
6/5/20,Japan,JPN,16958,916,.054015804,.055154782,307462
6/5/20,Kazakhstan,KAZ,12312,52,.0042235218,.013801128,892101
6/5/20,Kenya,KEN,2474,79,.031932093,.027224209,90875
6/5/20,Kosovo,XKX,1147,30,.026155187,,
6/5/20,Kuwait,KWT,30644,244,.0079624066,.099203624,308900
6/5/20,Kyrgyz Republic,KGZ,1936,22,.011363637,.015558449,124434
6/5/20,Latvia,LVA,1085,25,.023041476,.0093971128,115461
6/5/20,Lebanon,LBN,1312,28,.021341464,.014233794,92175
6/5/20,Liberia,LBR,334,30,.089820363,,
6/5/20,Lithuania,LTU,1694,71,.041912634,.0051916372,326294
6/5/20,Luxembourg,LUX,4032,110,.027281746,.048187587,83673
6/5/20,Malaysia,MYS,8266,116,.01403339,.014741288,560738
6/5/20,Mali,MLI,1485,87,.05858586,.42635658,3483
6/5/20,Mauritania,MRT,883,43,.048697621,.11536451,7654
6/5/20,Mauritius,MUS,337,10,.029673591,.0025969422,129768
6/5/20,Mexico,MEX,110026,13170,.11969898,.35033098,314063
6/5/20,Moldova,MDA,9247,323,.034930248,.15801166,58521
6/5/20,Morocco,MAR,8071,208,.025771281,.029311892,275349
6/5/20,Nepal,NPL,2912,11,.0037774725,.013156706,221332
6/5/20,Netherlands,NLD,47152,6005,.12735409,.12149039,388113
6/5/20,New Zealand,NZL,1504,22,.01462766,.0052043865,288987
6/5/20,Nicaragua,NIC,1118,46,.0411449,,
6/5/20,Niger,NER,966,65,.067287788,.15786894,6119
6/5/20,Nigeria,NGA,11844,333,.028115502,.16210446,73064
6/5/20,North Macedonia,MKD,2790,149,.053405017,.084254391,33114
6/5/20,Norway,NOR,8522,238,.027927717,.033120483,257303
6/5/20,Oman,OMN,15086,72,.004772637,.14697401,102644
6/5/20,Pakistan,PAK,93983,1935,.02058883,.14723423,638323
6/5/20,Panama,PAN,15463,370,.023928087,.21270479,72697
6/5/20,Paraguay,PRY,1087,11,.010119596,.030829882,35258
6/5/20,Peru,PER,187400,5162,.027545357,.16232584,1154468
6/5/20,Philippines,PHL,20626,987,.047852226,.051705379,398914
6/5/20,Poland,POL,25410,1137,.044746164,.025036037,1014937
6/5/20,Portugal,PRT,33969,1465,.043127559,.038866222,873998
6/5/20,Qatar,QAT,65495,49,.00074814871,.26584864,246362
6/5/20,Romania,ROU,20103,1316,.065462865,.041468125,484782
6/5/20,Russia,RUS,449256,5520,.012286982,.037271325,12053663
6/5/20,San Marino,SMR,680,42,.061764706,.14318804,4749
6/5/20,Saudi Arabia,SAU,95748,642,.0067051011,.10533658,908972
6/5/20,Senegal,SEN,4155,45,.010830325,.084485561,49180
6/5/20,Serbia,SRB,11667,247,.021170823,.043850847,266061
6/5/20,Sierra Leone,SLE,929,47,.050592035,,
6/5/20,Singapore,SGP,37183,24,.00064545625,.091024369,408495
6/5/20,Sint Maarten,SXM,77,15,.19480519,.16382979,470
6/5/20,Slovak Republic,SVK,1526,28,.018348623,.0082221599,185596
6/5/20,Slovenia,SVN,1479,109,.073698446,.017706426,83529
6/5/20,Somalia,SOM,2204,79,.03584392,,
6/5/20,South Africa,ZAF,43434,908,.020905282,.051046517,850871
6/5/20,South Sudan,SSD,994,10,.010060363,.29618594,3356
6/5/20,Spain,ESP,240978,27134,.11259949,.059298057,4063843
6/5/20,Sri Lanka,LKA,1801,11,.0061077178,.02495151,72180
6/5/20,Sweden,SWE,43441,4850,.11164568,.15768059,275500
6/5/20,Switzerland,CHE,30936,1921,.06209594,.074380584,415915
6/5/20,Tajikistan,TJK,4370,48,.010983982,,
6/5/20,Tanzania,TZA,509,21,.041257367,,
6/5/20,Thailand,THA,3102,58,.018697614,.0073764236,420529
6/5/20,Togo,TGO,485,13,.026804123,.022235466,21812
6/5/20,Tunisia,TUN,1087,49,.045078196,.020073868,54150
6/5/20,Turkey,TUR,168340,4648,.027610788,.074243233,2267412
6/5/20,Ukraine,UKR,26542,770,.029010626,.065771118,403551
6/5/20,United Arab Emirates,ARE,37642,274,.0072791032,.017544685,2145493
6/5/20,United Kingdom,GBR,262727,38422,.14624307,.050386082,5214277
6/5/20,United States,USA,1902245,112348,.059060741,.093857676,20267335
6/5/20,Uruguay,URY,834,23,.027577939,.017582696,47433
6/5/20,Uzbekistan,UZB,4007,16,.003993012,.00535298,748555
6/5/20,Venezuela,VEN,2145,20,.0093240095,.0021247638,1009524
6/6/20,Afghanistan,AFG,19551,327,.016725488,.42594773,45900
6/6/20,Albania,ALB,1232,34,.027597403,.076698005,16063
6/6/20,Algeria,DZA,10050,698,.069452733,,
6/6/20,Andorra,AND,852,51,.059859157,.2272,3750
6/6/20,Argentina,ARG,22020,648,.029427793,.11633682,189278
6/6/20,Armenia,ARM,12364,190,.015367195,.1854396,66674
6/6/20,Australia,AUS,7259,102,.014051522,.0045283078,1603027
6/6/20,Austria,AUT,16898,672,.039768022,.034775846,485912
6/6/20,Azerbaijan,AZE,7239,84,.011603813,.022044247,328385
6/6/20,Bahamas,BHS,103,11,.10679612,.046946216,2194
6/6/20,Bahrain,BHR,14383,24,.0016686366,.039800651,361376
6/6/20,Bangladesh,BGD,63026,846,.013423032,.16376728,384851
6/6/20,Belarus,BLR,47751,263,.0055077379,.078322567,609671
6/6/20,Belgium,BEL,59072,9580,.16217497,.063943192,923820
6/6/20,Bolivia,BOL,13358,454,.033987124,.47303376,28239
6/6/20,Bosnia and Herzegovina,BIH,2606,159,.061013047,.0374135,69654
6/6/20,Brazil,BRA,672846,35930,.053400036,.67295635,999836
6/6/20,Bulgaria,BGR,2711,160,.059018813,.030155057,89902
6/6/20,Burkina Faso,BFA,888,53,.059684686,,
6/6/20,Cameroon,CMR,7599,212,.027898408,,
6/6/20,Canada,CAN,96475,7850,.08136823,.051638488,1868277
6/6/20,Chad,TCD,836,69,.082535885,,
6/6/20,Channel Islands,CHI,563,46,.081705153,.05490005,10255
6/6/20,Chile,CHL,160351,1541,.0096101677,.23323442,687510
6/6/20,China,CHN,84186,4638,.055092294,,
6/6/20,Colombia,COL,38027,1205,.031688012,.095185295,399505
6/6/20,Congo,COG,683,22,.032210834,,
6/6/20,Costa Rica,CRI,1263,10,.0079176566,.043342486,29140
6/6/20,Cote d'Ivoire,CIV,3557,36,.010120888,.11619626,30612
6/6/20,Croatia,HRV,2247,104,.046283934,.032796215,68514
6/6/20,Cuba,CUB,2173,83,.038196042,.018657485,116468
6/6/20,Cyprus,CYP,960,18,.018750001,.0076608784,125312
6/6/20,Czech Republic,CZE,9567,327,.034179993,.02042594,468375
6/6/20,Democratic Republic of Congo,COD,3878,82,.021144921,,
6/6/20,Denmark,DNK,11924,587,.049228448,.017123966,696334
6/6/20,Djibouti,DJI,4169,26,.0062365076,.11855538,35165
6/6/20,Dominican Republic,DOM,19195,536,.027923938,.21294416,90141
6/6/20,Ecuador,ECU,42728,3608,.084441118,.33728284,126683
6/6/20,Egypt,EGY,32612,1198,.036734942,.24157037,135000
6/6/20,El Salvador,SLV,2934,53,.018064076,.028195271,104060
6/6/20,Equatorial Guinea,GNQ,1306,12,.0091883615,.15795839,8268
6/6/20,Estonia,EST,1931,69,.03573278,.021696629,89000
6/6/20,Ethiopia,ETH,1934,20,.010341262,.014130403,136868
6/6/20,Finland,FIN,6964,322,.046237793,.034733169,200500
6/6/20,France,FRA,187199,29087,.1553801,.13519756,1384633
6/6/20,Gabon,GAB,3101,21,.0067720092,.18535565,16730
6/6/20,Georgia,GEO,808,13,.01608911,.01316068,61395
6/6/20,Germany,DEU,185450,8673,.046767324,.042643163,4348880
6/6/20,Ghana,GHA,9462,44,.0046501798,.041302003,229093
6/6/20,Greece,GRC,2980,180,.060402684,.015366448,193929
6/6/20,Guatemala,GTM,6792,230,.033863369,.2161199,31427
6/6/20,Guinea,GIN,4117,23,.005586592,.28576386,14407
6/6/20,Guyana,GUY,154,12,.077922076,.085698389,1797
6/6/20,Haiti,HTI,3072,50,.016276041,.46362814,6626
6/6/20,Honduras,HND,6155,250,.040617384,.41615957,14790
6/6/20,Hungary,HUN,3990,545,.13659148,.01928906,206853
6/6/20,Iceland,ISL,1806,10,.0055370987,.028772622,62768
6/6/20,India,IND,246622,6946,.02816456,.054510329,4524317
6/6/20,Indonesia,IDN,30514,1801,.059022088,.077433333,394068
6/6/20,Iran,IRN,169425,8209,.048452117,.1628634,1040289
6/6/20,Iraq,IRQ,11098,318,.028653812,.037691377,294444
6/6/20,Ireland,IRL,25183,1678,.066632248,.072278544,348416
6/6/20,Isle of Man,IMN,336,24,.071428575,.065586567,5123
6/6/20,Israel,ISR,17752,295,.016617846,.027830428,637863
6/6/20,Italy,ITA,234801,33846,.1441476,.056077812,4187057
6/6/20,Jamaica,JAM,596,10,.016778523,.042592727,13993
6/6/20,Japan,JPN,17000,915,.053823531,.054583926,311447
6/6/20,Kazakhstan,KAZ,12511,53,.0042362721,.013659729,915904
6/6/20,Kenya,KEN,2600,83,.031923078,.027511189,94507
6/6/20,Kosovo,XKX,1158,30,.025906736,,
6/6/20,Kuwait,KWT,31131,254,.0081590693,.09989924,311624
6/6/20,Kyrgyz Republic,KGZ,1974,22,.011144884,.015537068,127051
6/6/20,Latvia,LVA,1086,25,.023020258,.0093190884,116535
6/6/20,Lebanon,LBN,1320,29,.021969697,.01405646,93907
6/6/20,Liberia,LBR,345,30,.086956523,,
6/6/20,Lithuania,LTU,1705,71,.04164223,.0051474962,331229
6/6/20,Luxembourg,LUX,4035,110,.027261462,.047507476,84934
6/6/20,Malaysia,MYS,8303,117,.014091292,.014807272,560738
6/6/20,Mali,MLI,1523,90,.059093893,.43726674,3483
6/6/20,Mauritania,MRT,947,49,.051742345,.12372616,7654
6/6/20,Mauritius,MUS,337,10,.029673591,.0025624258,131516
6/6/20,Mexico,MEX,113619,13511,.11891497,.34970775,324897
6/6/20,Moldova,MDA,9511,331,.034801807,.16252285,58521
6/6/20,Morocco,MAR,8151,208,.025518341,.028159622,289457
6/6/20,Nepal,NPL,3235,13,.004018547,.014070601,229912
6/6/20,Netherlands,NLD,47335,6011,.12698849,.12196191,388113
6/6/20,New Zealand,NZL,1504,22,.01462766,.0051649418,291194
6/6/20,Nicaragua,NIC,1118,46,.0411449,,
6/6/20,Niger,NER,970,65,.067010306,.15678035,6187
6/6/20,Nigeria,NGA,12233,342,.027957166,.16310884,74999
6/6/20,North Macedonia,MKD,2915,151,.05180103,.082179807,35471
6/6/20,Norway,NOR,8531,238,.027898254,.033155464,257303
6/6/20,Oman,OMN,16016,72,.0044955043,.15142004,105772
6/6/20,Pakistan,PAK,98943,2002,.020233871,.14979833,660508
6/6/20,Panama,PAN,16004,386,.024118971,.22014664,72697
6/6/20,Paraguay,PRY,1090,11,.010091743,.029967284,36373
6/6/20,Peru,PER,191758,5301,.027644219,.16347614,1173003
6/6/20,Philippines,PHL,21340,994,.046579193,.050795738,420114
6/6/20,Poland,POL,25986,1153,.044370044,.025027907,1038281
6/6/20,Portugal,PRT,34351,1474,.042909957,.039303295,873998
6/6/20,Qatar,QAT,67195,51,.00075898506,.2672928,251391
6/6/20,Romania,ROU,20290,1322,.065155245,.040873636,496408
6/6/20,Russia,RUS,458102,5717,.012479753,.036976606,12388968
6/6/20,San Marino,SMR,680,42,.061764706,.14318804,4749
6/6/20,Saudi Arabia,SAU,98869,676,.0068373303,.10594609,933201
6/6/20,Senegal,SEN,4249,47,.011061426,.08639691,49180
6/6/20,Serbia,SRB,11741,248,.021122562,.043616842,269185
6/6/20,Sierra Leone,SLE,946,48,.050739959,,
6/6/20,Singapore,SGP,37527,25,.00066618703,.091866486,408495
6/6/20,Sint Maarten,SXM,77,15,.19480519,.16382979,470
6/6/20,Slovak Republic,SVK,1528,28,.018324608,.0081175128,188235
6/6/20,Slovenia,SVN,1484,109,.073450133,.017615497,84244
6/6/20,Somalia,SOM,2289,82,.035823505,,
6/6/20,South Africa,ZAF,45973,952,.020707807,.051558428,891668
6/6/20,South Sudan,SSD,994,10,.010060363,.29618594,3356
6/6/20,Spain,ESP,241310,27135,.11244871,.059379753,4063843
6/6/20,Sri Lanka,LKA,1814,11,.006063947,.024514839,73996
6/6/20,Sweden,SWE,44224,4883,.11041516,.16052268,275500
6/6/20,Switzerland,CHE,30956,1921,.062055822,.073708273,419980
6/6/20,Tajikistan,TJK,4453,48,.010779249,,
6/6/20,Tanzania,TZA,509,21,.041257367,,
6/6/20,Thailand,THA,3104,58,.018685566,.0073811794,420529
6/6/20,Togo,TGO,487,13,.026694044,.022327159,21812
6/6/20,Tunisia,TUN,1087,49,.045078196,.019889118,54653
6/6/20,Turkey,TUR,169218,4669,.027591627,.073468976,2303258
6/6/20,Ukraine,UKR,27101,785,.028965721,.065375768,414542
6/6/20,United Arab Emirates,ARE,38268,275,.0071861609,.0153072,2500000
6/6/20,United Kingdom,GBR,263518,38565,.14634673,.04845228,5438712
6/6/20,United States,USA,1924081,113054,.058757402,.092422009,20818428
6/6/20,Uruguay,URY,845,23,.027218934,.017593537,48029
6/6/20,Uzbekistan,UZB,4094,17,.0041524181,.0054692039,748555
6/6/20,Venezuela,VEN,2316,22,.0094991364,.0022633346,1023269
6/7/20,Afghanistan,AFG,20342,357,.017549897,.42981806,47327
6/7/20,Albania,ALB,1246,34,.027287319,.076653339,16255
6/7/20,Algeria,DZA,10154,707,.069627732,,
6/7/20,Andorra,AND,852,51,.059859157,.2272,3750
6/7/20,Argentina,ARG,22794,664,.029130474,.1175415,193923
6/7/20,Armenia,ARM,13130,200,.015232292,.18981944,69171
6/7/20,Australia,AUS,7265,102,.014039918,.0044859801,1619490
6/7/20,Austria,AUT,16902,672,.039758608,.034522269,489597
6/7/20,Azerbaijan,AZE,7553,88,.011651,.023000441,328385
6/7/20,Bahamas,BHS,103,11,.10679612,.046946216,2194
6/7/20,Bahrain,BHR,14763,26,.0017611596,.040220022,367056
6/7/20,Bangladesh,BGD,65769,888,.013501802,.16525415,397987
6/7/20,Belarus,BLR,48630,269,.0055315648,.078143954,622313
6/7/20,Belgium,BEL,59226,9595,.16200656,.063297957,935670
6/7/20,Bolivia,BOL,13643,465,.034083411,.37347385,36530
6/7/20,Bosnia and Herzegovina,BIH,2606,159,.061013047,.0374135,69654
6/7/20,Brazil,BRA,691758,36455,.052699067,.69187146,999836
6/7/20,Bulgaria,BGR,2727,160,.058672532,.030189641,90329
6/7/20,Burkina Faso,BFA,889,53,.059617549,,
6/7/20,Cameroon,CMR,7908,212,.026808295,,
6/7/20,Canada,CAN,97178,7877,.081057444,.051232006,1896822
6/7/20,Chad,TCD,837,69,.082437277,,
6/7/20,Channel Islands,CHI,563,46,.081705153,.05490005,10255
6/7/20,Chile,CHL,166756,1637,.0098167378,.2352742,708773
6/7/20,China,CHN,84191,4638,.055089023,,
6/7/20,Colombia,COL,39236,1259,.032087877,.095530033,410719
6/7/20,Congo,COG,683,22,.032210834,,
6/7/20,Costa Rica,CRI,1318,10,.0075872536,.04475534,29449
6/7/20,Cote d'Ivoire,CIV,3739,36,.0096282428,.11851406,31549
6/7/20,Croatia,HRV,2247,104,.046283934,.03268839,68740
6/7/20,Cuba,CUB,2191,83,.037882246,.018491324,118488
6/7/20,Cyprus,CYP,964,18,.0186722,.007692799,125312
6/7/20,Czech Republic,CZE,9628,327,.033963438,.020419028,471521
6/7/20,Democratic Republic of Congo,COD,4016,85,.021165339,,
6/7/20,Denmark,DNK,11948,589,.049296953,.016912924,706442
6/7/20,Djibouti,DJI,4207,28,.0066555738,.119636,35165
6/7/20,Dominican Republic,DOM,19600,538,.02744898,.20738326,94511
6/7/20,Ecuador,ECU,43120,3621,.08397495,.33842435,127414
6/7/20,Egypt,EGY,34079,1237,.036298014,.25243703,135000
6/7/20,El Salvador,SLV,3015,53,.017578773,.028297106,106548
6/7/20,Equatorial Guinea,GNQ,1306,12,.0091883615,.15795839,8268
6/7/20,Estonia,EST,1939,69,.035585355,.021544445,90000
6/7/20,Ethiopia,ETH,2020,27,.013366337,.014129827,142960
6/7/20,Finland,FIN,6981,323,.046268445,.034731343,201000
6/7/20,France,FRA,187492,29100,.15520662,.13540916,1384633
6/7/20,Gabon,GAB,3101,21,.0067720092,.18535565,16730
6/7/20,Georgia,GEO,809,13,.01606922,.013176969,61395
6/7/20,Germany,DEU,185750,8685,.046756394,.042712148,4348880
6/7/20,Ghana,GHA,9638,44,.0045652627,.041234907,233734
6/7/20,Greece,GRC,2997,180,.060060062,.01545411,193929
6/7/20,Guatemala,GTM,7055,252,.035719346,.2244885,31427
6/7/20,Guinea,GIN,4117,23,.005586592,.28576386,14407
6/7/20,Guyana,GUY,154,12,.077922076,.085698389,1797
6/7/20,Haiti,HTI,3334,51,.015296941,.50316936,6626
6/7/20,Honduras,HND,6327,258,.04077762,.29373258,21540
6/7/20,Hungary,HUN,4008,546,.13622755,.019067373,210202
6/7/20,Iceland,ISL,1807,10,.0055340342,.028776176,62795
6/7/20,India,IND,257486,7207,.027989872,.055178892,4666386
6/7/20,Indonesia,IDN,31186,1851,.059353556,.076814324,405992
6/7/20,Iran,IRN,171789,8281,.048204482,.15835175,1084857
6/7/20,Iraq,IRQ,12366,346,.027979946,.040804744,303053
6/7/20,Ireland,IRL,25201,1679,.066624343,.072330207,348416
6/7/20,Isle of Man,IMN,336,24,.071428575,.065586567,5123
6/7/20,Israel,ISR,17863,298,.016682528,.027504262,649463
6/7/20,Italy,ITA,234998,33899,.14425229,.055469386,4236535
6/7/20,Jamaica,JAM,598,10,.016722407,.042044576,14223
6/7/20,Japan,JPN,17039,917,.053817712,.054180991,314483
6/7/20,Kazakhstan,KAZ,12694,56,.004411533,.013153191,965089
6/7/20,Kenya,KEN,2767,84,.030357787,.028426135,97340
6/7/20,Kosovo,XKX,1194,30,.025125628,,
6/7/20,Kuwait,KWT,31848,264,.0082893744,.10101337,315285
6/7/20,Kyrgyz Republic,KGZ,2007,22,.010961634,.015796807,127051
6/7/20,Latvia,LVA,1088,25,.022977941,.0092469826,117660
6/7/20,Lebanon,LBN,1331,30,.022539444,.013987851,95154
6/7/20,Liberia,LBR,359,30,.083565459,,
6/7/20,Lithuania,LTU,1714,71,.04142357,.0051404629,333433
6/7/20,Luxembourg,LUX,4039,110,.027234465,.045871142,88051
6/7/20,Malaysia,MYS,8322,117,.014059121,.014841156,560738
6/7/20,Mali,MLI,1533,90,.058708414,.4401378,3483
6/7/20,Mauritania,MRT,1049,55,.052430887,.13705252,7654
6/7/20,Mauritius,MUS,337,10,.029673591,.0025624258,131516
6/7/20,Mexico,MEX,117103,13699,.11698248,.35237387,332326
6/7/20,Moldova,MDA,9700,341,.035154641,.15317079,63328
6/7/20,Morocco,MAR,8224,208,.025291828,.026879946,305953
6/7/20,Nepal,NPL,3448,13,.0037703016,.014291991,241254
6/7/20,Netherlands,NLD,47574,6013,.12639257,.1225777,388113
6/7/20,New Zealand,NZL,1504,22,.01462766,.005114811,294048
6/7/20,Nicaragua,NIC,1118,46,.0411449,,
6/7/20,Niger,NER,973,65,.066803701,.1570368,6196
6/7/20,Nigeria,NGA,12486,354,.028351754,.16257389,76802
6/7/20,North Macedonia,MKD,3025,153,.050578512,.083275981,36325
6/7/20,Norway,NOR,8547,238,.027846027,.033217646,257303
6/7/20,Oman,OMN,16882,75,.0044426015,.1553382,108679
6/7/20,Pakistan,PAK,103671,2067,.019938074,.15165271,683608
6/7/20,Panama,PAN,16425,393,.02392694,.2259378,72697
6/7/20,Paraguay,PRY,1135,11,.0096916296,.031204466,36373
6/7/20,Peru,PER,196515,5465,.027809583,.16486767,1191956
6/7/20,Philippines,PHL,21895,1003,.045809545,.050997831,429332
6/7/20,Poland,POL,26561,1157,.043560106,.025143033,1056396
6/7/20,Portugal,PRT,34693,1479,.042631079,.0396946,873998
6/7/20,Qatar,QAT,68790,54,.00078499783,.26920202,255533
6/7/20,Romania,ROU,20479,1333,.065091066,.040697537,503200
6/7/20,Russia,RUS,467073,5851,.01252695,.036715105,12721549
6/7/20,San Marino,SMR,680,42,.061764706,.14318804,4749
6/7/20,Saudi Arabia,SAU,101914,712,.0069862828,.10635573,958237
6/7/20,Senegal,SEN,4328,49,.011321627,.088003255,49180
6/7/20,Serbia,SRB,11823,249,.021060644,.043386839,272502
6/7/20,Sierra Leone,SLE,969,48,.049535602,,
6/7/20,Singapore,SGP,37910,25,.00065945659,.092804074,408495
6/7/20,Sint Maarten,SXM,77,15,.19480519,.16382979,470
6/7/20,Slovak Republic,SVK,1528,28,.018324608,.0080669429,189415
6/7/20,Slovenia,SVN,1485,109,.073400676,.017566273,84537
6/7/20,Somalia,SOM,2334,83,.035561267,,
6/7/20,South Africa,ZAF,48285,998,.020668944,.052480046,920064
6/7/20,South Sudan,SSD,1317,14,.01063022,.39243147,3356
6/7/20,Spain,ESP,241550,27136,.11234113,.059438813,4063843
6/7/20,Sri Lanka,LKA,1835,11,.0059945504,.024388947,75239
6/7/20,Sweden,SWE,44686,4921,.11012398,.16219963,275500
6/7/20,Switzerland,CHE,30965,1921,.062037785,.073122412,423468
6/7/20,Tajikistan,TJK,4529,48,.010598366,,
6/7/20,Tanzania,TZA,509,21,.041257367,,
6/7/20,Thailand,THA,3112,58,.018637532,.007400203,420529
6/7/20,Togo,TGO,495,13,.026262626,.02269393,21812
6/7/20,Tunisia,TUN,1087,49,.045078196,.019635824,55358
6/7/20,Turkey,TUR,170132,4692,.027578587,.072749726,2338593
6/7/20,Ukraine,UKR,27599,796,.028841624,.065084919,424046
6/7/20,United Arab Emirates,ARE,38808,276,.0071119359,.0155232,2500000
6/7/20,United Kingdom,GBR,264235,38619,.14615399,.047344837,5581073
6/7/20,United States,USA,1941868,113492,.058444757,.091203153,21291677
6/7/20,Uruguay,URY,845,23,.027218934,.017447142,48432
6/7/20,Uzbekistan,UZB,4331,17,.0039251903,.005785814,748555
6/7/20,Venezuela,VEN,2377,22,.0092553636,.0017694754,1343336
6/8/20,Afghanistan,AFG,20917,369,.017641153,.43301937,48305
6/8/20,Albania,ALB,1263,34,.026920032,.077214651,16357
6/8/20,Algeria,DZA,10265,715,.069654167,,
6/8/20,Andorra,AND,852,51,.059859157,.2272,3750
6/8/20,Argentina,ARG,23620,693,.029339543,.11898045,198520
6/8/20,Armenia,ARM,13325,211,.015834896,.19035715,70000
6/8/20,Australia,AUS,7267,102,.014036054,.0044486891,1633515
6/8/20,Austria,AUT,16968,672,.03960396,.034295347,494761
6/8/20,Azerbaijan,AZE,7876,93,.011808025,.022935953,343391
6/8/20,Bahamas,BHS,103,11,.10679612,.046292134,2225
6/8/20,Bahrain,BHR,15417,27,.0017513135,.041182064,374362
6/8/20,Bangladesh,BGD,68504,930,.013575849,.16674091,410841
6/8/20,Belarus,BLR,49453,276,.0055810567,.078125663,632993
6/8/20,Belgium,BEL,59348,9606,.16185887,.062492959,949675
6/8/20,Bolivia,BOL,13949,475,.034052622,.3742086,37276
6/8/20,Bosnia and Herzegovina,BIH,2704,160,.059171598,.03764968,71820
6/8/20,Brazil,BRA,707412,37134,.052492749,.70752805,999836
6/8/20,Bulgaria,BGR,2810,164,.058362991,.030631712,91735
6/8/20,Burkina Faso,BFA,890,53,.059550561,,
6/8/20,Cameroon,CMR,8060,212,.026302729,,
6/8/20,Canada,CAN,97779,7910,.080896713,.050658993,1930141
6/8/20,Chad,TCD,839,70,.08343266,,
6/8/20,Channel Islands,CHI,564,46,.081560284,.054997563,10255
6/8/20,Chile,CHL,171452,2264,.013204862,.23524763,728815
6/8/20,China,CHN,84195,4638,.055086408,,
6/8/20,Colombia,COL,40719,1308,.032122597,.096553445,421725
6/8/20,Congo,COG,683,22,.032210834,,
6/8/20,Costa Rica,CRI,1342,11,.0081967209,.045304164,29622
