Country,ISO3,region,subregion,intermediateregion,lac,lac_main,idb,region_map,image,Population total,population_million,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020,6/19/2020,6/20/2020,6/21/2020,6/22/2020,6/23/2020,6/24/2020,6/25/2020,6/26/2020,6/27/2020,6/28/2020,6/29/2020,6/30/2020,7/1/2020,7/2/2020,7/3/2020,7/4/2020,7/5/2020,7/6/2020,7/7/2020,7/8/2020,7/9/2020,7/10/2020,7/11/2020,7/12/2020,7/13/2020,7/14/2020,7/15/2020,7/16/2020,7/17/2020,7/18/2020,7/19/2020,7/20/2020,7/21/2020,7/22/2020,7/23/2020,7/24/2020,7/25/2020,7/26/2020,7/27/2020
Kyrgyzstan,KGZ,Asia,Central Asia,,.,.,.,Asia,https://www.countryflags.io/kg/flat/64.png,6322800,6.322800159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0225939676,.0225939676,.0225939676,.0903758705,.0903758705,.0903758705,.0903758705,.0903758705,.0903758705,.0903758705,.0225939676,.0225939676,.0225939676,.0225939676,0,0,0,.0451879352,.0451879352,.0451879352,.0677819028,.0677819028,.0677819028,.0677819028,.0225939676,.0225939676,.0225939676,0,0,0,.0451879352,.0451879352,.0677819028,.0903758705,.0903758705,.0903758705,.0903758705,.0451879352,.0451879352,.0225939676,0,0,.0451879352,.0451879352,.0451879352,.0451879352,.0451879352,.0451879352,.0451879352,0,0,0,.0451879352,.0451879352,.0451879352,.0451879352,.0451879352,.0451879352,.0451879352,0,.0225939676,.0903758705,.0903758705,.1355638057,.1355638057,.1355638057,.1581577808,.1581577808,.1355638057,.1355638057,.0903758705,.1129698381,.1129698381,.1129698381,.1355638057,.1129698381,.1129698381,.1355638057,.1807517409,.2937215865,.2711276114,.2711276114,.2711276114,.2711276114,.3163155615,.2485336512,.2259396762,.3840974569,.4292853773,.5196612477,.7456009388,.6778190136,.7230069637,.8585707545,.9489466548,1.039322495,1.129698396,1.039322495,1.107104421,1.152292371,1.333044052,1.129698396,.9489466548,1.107104421,1.01672852,1.084510446,17.41994858,20.10863113,20.06344414,21.01239014,21.37389374,23.58810234,23.45253944,7.885294914,5.422552109
Kenya,KEN,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/ke/flat/64.png,51393010,51.39300919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0027796999,.0027796999,.0027796999,.0027796999,.0027796999,.0027796999,.0027796999,.0055593997,.0083390996,.0083390996,.0083390996,.0138984993,.0138984993,.0138984993,.0111187994,.0083390996,.0083390996,.0111187994,.0083390996,.0083390996,.0111187994,.0111187994,.0111187994,.0138984993,.0166781992,.0138984993,.0138984993,.0111187994,.0083390996,.0083390996,.0055593997,0,0,0,.0027796999,.0083390996,.019457899,.0222375989,.0277969986,.0277969986,.0277969986,.0305766985,.0333563983,.0222375989,.0222375989,.0222375989,.0250172988,.0333563983,.0389157981,.0361360982,.0444751978,.0555939972,.0500345975,.0472548977,.0389157981,.0277969986,.0222375989,.0138984993,0,.0027796999,.0055593997,.0055593997,.0138984993,.0222375989,.0333563983,.0361360982,.0361360982,.0472548977,.0528142974,.0528142974,.0555939972,.0472548977,.0555939972,.0555939972,.0444751978,.0472548977,.0416954979,.0389157981,.0472548977,.0472548977,.0528142974,.0528142974,.0472548977,.0500345975,.0694924966,.0639330968,.0583736971,.0555939972,.0583736971,.0639330968,.0639330968,.0416954979,.0500345975,.0555939972,.0555939972,.0528142974,.0555939972,.0528142974,.0555939972,.0472548977,.0500345975,.0472548977,.0555939972,.0528142974,.0555939972,.0583736971,.0750518963,.0694924966,.0694924966,.0917300954,.0972894952,.1111879945,.1223067939,.1139676943,.1139676943,.1362053007,.1139676943,.1334255934,.1417647004,.1278661937,.1445443928,.1473241001,.1278661937
Kazakhstan,KAZ,Asia,Central Asia,,.,.,.,Asia,https://www.countryflags.io/kz/flat/64.png,18272430,18.27243042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0234545395,0,0,0,0,0,.0078181792,-.0156363584,.0078181792,.0078181792,.0078181792,.0156363584,.0234545395,.0156363584,.0390908979,.0312727168,.0390908979,.0390908979,.0312727168,.0312727168,.0390908979,.0312727168,.0390908979,.0312727168,.046909079,.0625454336,.0703636184,.0703636184,.0547272563,.0547272563,.0547272563,.0547272563,.0390908979,.0234545395,.0234545395,.0625454336,.0625454336,.0625454336,.046909079,.046909079,.046909079,.0390908979,0,0,.0156363584,.0312727168,.0312727168,.0390908979,.0390908979,.046909079,.046909079,.0312727168,.0234545395,.0234545395,.0156363584,.0156363584,.0234545395,.0234545395,.0234545395,.0234545395,.0234545395,.0234545395,.0234545395,.0078181792,.0078181792,.0078181792,0,.0156363584,.0156363584,.0156363584,.0156363584,.0234545395,.0390908979,.046909079,.0547272563,.0859999731,.1172726974,.1172726974,.1172726974,.1250908673,.1172726974,.1329090595,.1485454142,.1172726974,.1407272369,.1563635916,.1641817689,.1954544932,.2110908478,.2345453948,.2579999268,.33618173,.3518180847,.33618173,.3596362472,.3596362472,.3049089909,.3127271831,.2892726362,.3752726316,.4534544051,.476908952,.4221816957,.406545341,.3752726316,.2970908284,.1719999462,.0781817958,.5941816568,.5941816568,.5941816568,.5941816568,.5941816568,.5941816568,1.461999536,.8678179383,.8678179383,.8678179383,.8678179383,.8678179383,.8678179383,0,1.641817689,1.641817689,1.641817689,1.641817689,1.641817689,1.641817689,1.641817689
Japan,JPN,Asia,Eastern Asia,,.,.,.,Asia,https://www.countryflags.io/jp/flat/64.png,126529100,126.5290985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0011290457,.0011290457,.0011290457,.0011290457,.0011290457,.0022580915,.0022580915,.0011290457,.0011290457,.0011290457,.0011290457,.0011290457,.0011290457,.0011290457,.0022580915,.0033871373,.0045161829,.0045161829,.0045161829,.0033871373,.0045161829,.0033871373,.0022580915,.0011290457,.0022580915,.0045161829,.0079033207,.0090323659,.0135485493,.0158066414,.0169356856,.0180647317,.0225809161,.0191937778,.0191937778,.0158066414,.0146775953,.0158066414,.0180647317,.0124195032,.0135485493,.0146775953,.0158066414,.02145187,.0225809161,.0259680524,.0270970985,.0282261446,.0304842349,.0316132829,.0316132829,.0350004174,.0338713713,.0350004174,.0350004174,.0372585095,.04290374,.0496780127,.0575813353,.0609684698,.0677427426,.0812912956,.0914527103,.1027431637,.1038722098,.1106464863,.1219369397,.1343564391,.1501630843,.1546792686,.1659697294,.1614535451,.1614535451,.1580664068,.160324499,.1501630843,.1479049921,.146775946,.1693568677,.1772601902,.186292544,.186292544,.1772601902,.1704859138,.1535502225,.1400016695,.133227393,.1196788475,.1162917167,.1287112236,.1366145313,.1411307156,.1422597617,.1400016695,.1366145313,.1253240854,.1106464863,.1038722098,.0948398411,.0858074799,.0756460652,.073387973,.0688717887,.0654846579,.0587103814,.0620975159,.0575813353,.0553232431,.0519361049,.0474199206,.044032786,.0395166017,.0338713713,.0327423289,.0237099603,.02145187,.0237099603,.0203228239,.0191937778,.0124195032,.0090323659,.0135485493,.011290458,.0101614119,.0158066414,.0146775953,.0146775953,.0304842349,.0316132829,.0316132829,.0293551907,.0350004174,.0361294635,.0406456478,.0225809161,.0180647317,.0191937778,.0191937778,.0079033207,.0101614119,.0067742746,.0067742746,.0067742746,.005645229,.0067742746,.0101614119,.0067742746,.005645229,.005645229,.005645229,.0067742746,.0067742746,.0033871373,.0022580915,.0033871373,.0033871373,.0045161829,.0033871373,.0045161829,.0045161829,.0067742746,.0079033207,.0101614119,.011290458,.0135485493
Jordan,JOR,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/jo/flat/64.png,9956011,9.956010818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0143488338,.0143488338,.0430465005,.0717441663,.0717441663,.0717441663,.0717441663,.0573953353,.0573953353,.0286976676,.0143488338,.0143488338,.0143488338,.0286976676,.0286976676,.0286976676,.0286976676,.0143488338,.0143488338,.0143488338,0,0,0,0,0,0,0,0,0,0,0,0,.0143488338,.0143488338,.0143488338,.0143488338,.0286976676,.0286976676,.0286976676,.0143488338,.0143488338,.0143488338,.0143488338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0143488338,.0143488338,.0143488338,.0143488338,.0143488338,.0143488338,.0143488338,0,0,0,0,0,0,0,0,.0143488338,.0143488338,.0143488338,.0143488338,.0143488338,.0143488338,.0143488338,0,0
Jamaica,JAM,Americas,Latin America and the Caribbean,Caribbean,1,3,1,Americas,https://www.countryflags.io/jm/flat/64.png,2934855,2.934854984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0486760475,.0486760475,.0486760475,.0486760475,.0486760475,.0486760475,.0486760475,0,0,0,0,0,0,.0973520949,.0973520949,.0973520949,.0973520949,.0973520949,.0973520949,.0973520949,.0486760475,.0486760475,.0486760475,.0486760475,.0486760475,.0486760475,.0486760475,.0486760475,.0486760475,.0486760475,.0486760475,.0486760475,.0486760475,.0973520949,.0486760475,.0486760475,.0973520949,.0973520949,.0973520949,.0973520949,.0486760475,.0486760475,.0973520949,.0486760475,.0486760475,.0973520949,.0973520949,.0973520949,.0973520949,.0486760475,.0486760475,.0486760475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0486760475,.0486760475,.0486760475,.0486760475,.0486760475,.0486760475,.0486760475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,ITA,Europe,Southern Europe,,.,.,.,Europe,https://www.countryflags.io/it/flat/64.png,60421760,60.42176056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0023643328,.0047286656,.0070929979,.0165503286,.023643326,.0283719916,.0401936546,.047286652,.0638369843,.0732943118,.1063949689,.1631389558,.2246116102,.3097275794,.4161225557,.4823238552,.7849584222,.9717407227,1.305111647,1.702319503,2.052240849,2.527471542,2.856113911,3.411731958,4.007544041,4.426030636,5.085679531,5.64839077,6.539744377,8.000902176,8.670007706,9.26581955,10.2068243,10.69860554,11.37244034,12.0628252,12.2898016,12.53805637,13.03693008,13.25917721,13.36320782,13.47669601,13.11495304,12.62317181,12.07701111,11.66088867,11.10999966,10.67259789,10.31794739,9.854538918,9.707949638,9.485702515,9.320199013,9.315470695,9.400587082,9.19961834,9.211440086,8.887526512,8.892254829,8.627449989,8.466675758,8.133304596,7.989079952,7.622608662,7.464198112,7.055168629,6.769084454,6.409706116,6.140172005,5.716956615,5.359941959,5.499437809,5.296105385,4.969827175,4.624634743,4.733394146,4.707386494,4.645913601,3.983900547,3.96262145,3.92479229,3.773474932,3.362081051,3.333709002,3.331344843,3.234407187,3.187120438,2.997973919,2.974330425,2.89394331,2.643323898,2.378518581,2.298131466,2.073519707,2.056969404,1.858365536,1.754334807,1.551002264,1.449335933,1.430421233,1.48952961,1.413870931,1.359491348,1.250731945,1.293290019,1.288561344,1.196352363,1.144337058,1.156158686,1.212902665,1.212902665,1.130151033,1.061585426,1.075771332,1.054492354,.9622833729,.8558884263,.7896870971,.8204234242,.7991444468,.7305787802,.6832921505,.6761991382,.6383697987,.4634092152,.387750566,.3475568891,.2506192625,.2458906025,.2056969404,.2175186127,.3404639065,.3310065866,.2955415845,.3262779117,.2908129096,.2955415845,.3120919168,.2979059219,.2553479373,.248254925,.2151542753,.2198829353,.2317046076,.2009682804,.1962396055,.2151542753,.2127899379,.2293402702,.2151542753,.2151542753,.2104256153,.2009682804,.1773249507,.1631389558,.1418599635,.1465886235
Israel,ISR,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/il/flat/64.png,8882800,8.882800102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0160824452,.0160824452,.0160824452,.0482473336,.0804122239,.1286595613,.1929893345,.1769068986,.2251542211,.2412366718,.2734015584,.3377313316,.4503084421,.4503084421,.5146382451,.5468031168,.6593802571,.7237100005,.7558749318,.8041222692,.8845344782,.9166993499,.8684520125,.9488642216,.9327818155,.9166993499,.9006168842,.9006168842,1.013194084,1.10968864,.9810291529,.9810291529,.9488642216,.8041222692,.6915451288,.5628855824,.4663909078,.4342260063,.4181435704,.4181435704,.4824733436,.4985557795,.4824733436,.4985557795,.4985557795,.4503084421,.3859786689,.2894839942,.3216488957,.2894839942,.3216488957,.3698962331,.3538137972,.4020611346,.4020611346,.3377313316,.3377313316,.3216488957,.2894839942,.2894839942,.2412366718,.2251542211,.2090717852,.1769068986,.1125771105,.0804122239,.0482473336,.0321648903,.0804122239,.0804122239,.0804122239,.0964946672,.0643297806,.1447419971,.1608244479,.1125771105,.1125771105,.1769068986,.2090717852,.2090717852,.1447419971,.1286595613,.1447419971,.1447419971,.0804122239,.0321648903,.0643297806,.0482473336,.0643297806,.0482473336,.0643297806,.0804122239,.0964946672,.0804122239,.0964946672,.0804122239,.0964946672,.1608244479,.1929893345,.1929893345,.1929893345,.1929893345,.2251542211,.2412366718,.1929893345,.2090717852,.2090717852,.2412366718,.3538137972,.3538137972,.3859786689,.4020611346,.3859786689,.4985557795,.4985557795,.4663909078,.5146382451,.5789679885,.6593802571,.7558749318,.7558749318,.8041222692,.8684520125,.8684520125,.9327818155,.9006168842,.9006168842,.9810291529
Iceland,ISL,Europe,Northern Europe,,.,.,.,Europe,https://www.countryflags.io/is/flat/64.png,352721,.3527210057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.4050145745,.4050145745,.4050145745,.4050145745,.4050145745,.4050145745,.4050145745,.4050145745,.4050145745,.4050145745,.4050145745,.4050145745,.4050145745,.4050145745,0,0,.8100291491,.8100291491,.8100291491,.8100291491,1.620058298,1.620058298,1.620058298,.8100291491,1.215043664,1.620058298,1.620058298,.8100291491,.8100291491,.8100291491,.8100291491,.8100291491,.4050145745,.4050145745,.8100291491,.8100291491,.8100291491,.8100291491,.4050145745,.4050145745,.4050145745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,IRQ,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/iq/flat/64.png,38433600,38.43360138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0074339714,.0074339714,.0111509571,.0148679428,.0223019142,.0223019142,.0260188989,.0185849275,.0223019142,.0223019142,.0223019142,.0148679428,.0148679428,.0148679428,.0185849275,.0185849275,.0297358856,.0260188989,.0371698551,.0483208112,.0594717711,.063188754,.0854906663,.0854906663,.0929246396,.0817736834,.0854906663,.0854906663,.0854906663,.0669057444,.0520377979,.0520377979,.0706227273,.0669057444,.0557547845,.063188754,.0557547845,.0594717711,.0594717711,.0557547845,.0520377979,.0483208112,.0371698551,.0408868417,.0408868417,.0371698551,.0223019142,.0148679428,.0185849275,.0148679428,.0111509571,.0185849275,.0148679428,.0185849275,.0223019142,.0260188989,.0334528722,.0371698551,.0297358856,.0334528722,.0371698551,.0371698551,.0446038283,.0371698551,.0334528722,.0371698551,.0446038283,.0446038283,.0446038283,.0371698551,.0483208112,.0483208112,.0483208112,.0520377979,.0520377979,.063188754,.0706227273,.0706227273,.0929246396,.111509569,.1152265519,.1375284642,.1338114887,.1412454545,.1523964107,.1449624449,.1412454545,.1598303765,.1672643572,.193283245,.2453210503,.301075846,.3419626653,.3716985583,.4571892321,.5240949988,.5761327744,.5835667253,.6318875551,.6913593411,.784283936,.8586236835,.970133245,1.048189998,1.189435363,1.289793968,1.483077288,1.594586849,1.724681377,1.832473874,1.914247632,2.003455162,2.070360899,2.159568548,2.356568813,2.404889584,2.438342571,2.497814417,2.572154045,2.676229715,2.687380552,2.613040924,2.631625891,2.66507864,2.705965519,2.758003235,2.709682465,2.683663607,2.594455957,2.553569078,2.516399145,2.538701057,2.453210592,2.427191496,2.378870726,2.438342571,2.364002943,2.345417976,2.300814152,2.248776197,2.267361164,2.230191469,2.215323448,2.204172373,2.159568548
Iran,IRN,Asia,Southern Asia,,.,.,.,Asia,https://www.countryflags.io/ir/flat/64.png,81800269,81.80027008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0034928282,.0034928282,.0069856565,.0087320702,.0139713129,.0209569689,.0279426258,.02968904,.0419139378,.0523924232,.066363737,.0803350508,.0943063572,.1065312549,.1274882257,.1414595395,.1571772695,.1781342328,.2444979697,.2986367941,.3737326264,.4575604796,.5623453259,.681101501,.8138289452,.9255994558,1.075791121,1.217250586,1.363949418,1.49318409,1.604954481,1.6503613,1.678303957,1.674811125,1.652107716,1.645122051,1.65909338,1.6503613,1.678303957,1.66782546,1.6503613,1.683543205,1.674811125,1.617179394,1.599715233,1.632897139,1.681796789,1.714978576,1.701007366,1.671318293,1.65909338,1.638136387,1.580504775,1.521126628,1.477466345,1.416341782,1.369188666,1.325528264,1.267896652,1.177083135,1.124690652,1.08976233,1.072298288,1.072298288,1.068805456,1.075791121,1.081030369,1.033877134,1.042609215,1.012920141,.9884703755,.9552884698,.9028960466,.8836855292,.86098212,.8225610256,.8085896969,.8050968647,.7998576164,.7858863473,.7561972737,.7631829381,.712536931,.6863407493,.6374411583,.6426804066,.6304554939,.6077520847,.6077520847,.6496660113,.6741158366,.6985656023,.6898335814,.6950728297,.7369867563,.7492116094,.6880871654,.6793550849,.6653837562,.6601445079,.6583980918,.6549052596,.6636373401,.7457188368,.7579436898,.7823935151,.7754078507,.7981112599,.82954669,.8452644348,.8260538578,.8435180187,.8627285361,.8959104419,.9168673754,.909881711,.9710062146,1.046102047,1.117704988,1.185815215,1.201532841,1.280121565,1.356963754,1.372681499,1.383159995,1.393638372,1.416341782,1.498423219,1.479212761,1.496676803,1.545576453,1.620672226,1.666079044,1.680050373,1.704500079,1.783088803,1.823256254,1.85643816,1.852945328,1.945505261,1.966462255,2.09395051,2.072993517,2.142850161,2.196988821,2.272084713,2.235409975,2.315745115,2.275577545,2.347180605,2.347180605,2.373376608,2.397826433,2.485147238,2.52007556,2.56024313,2.616128206,2.628353119,2.640578032
Ireland,IRL,Europe,Northern Europe,,.,.,.,Europe,https://www.countryflags.io/ie/flat/64.png,4867309,4.867309093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0293503329,.0293503329,.0293503329,.0587006658,.0587006658,.0587006658,.0587006658,.0293503329,.0587006658,.0587006658,.0293503329,.0587006658,.1174013317,.146751672,.2054523379,.4696053267,.5576563478,.9685609937,1.232713938,1.40881598,1.878421307,2.230625391,2.318676233,2.876332521,2.964383602,3.287237406,3.52203989,4.079696178,4.402549744,4.842804909,4.90150547,5.371110916,5.165658474,5.605913639,5.752665043,6.134219646,6.545124054,7.1321311,7.366933823,8.100691795,9.450807571,9.509508133,9.538858414,9.039902687,14.20556164,14.44036388,14.00010872,12.18038845,12.59129333,12.35649014,12.85544586,7.366933823,6.545124054,6.339672089,6.369022369,5.283060074,5.429811478,5.01890707,4.813454628,4.696053505,4.549301624,4.343849182,4.373199463,3.58074069,3.023084402,2.612179756,2.553478956,2.494778395,2.348026752,2.14257431,2.171924591,2.259975672,2.171924591,2.083873749,1.907771707,1.731669664,1.584918022,1.761019945,1.643618703,1.555567622,1.379465699,1.291414618,1.291414618,1.262064338,.8218093514,.7337583303,.7337583303,.7924590111,.7924590111,.9685609937,.9685609937,1.056612015,1.144662976,1.027261615,.7924590111,.7924590111,.6750576496,.5283060074,.4402549863,.3228536546,.2641530037,.2935033441,.2641530037,.3228536546,.3228536546,.4696053267,.3815543354,.4696053267,.5576563478,.5870066881,.5283060074,.4696053267,.352203995,.3228536546,.2935033441,.2054523379,.1761019975,.1761019975,.1761019975,0,.146751672,.1174013317,.146751672,.146751672,.146751672,.1174013317,.2935033441,.1761019975,.2348026633,.2054523379,.2054523379,.2054523379,.2054523379,.1761019975,.4109046757,.3228536546,.3228536546,.3228536546
India,IND,Asia,Southern Asia,,.,.,.,Asia,https://www.countryflags.io/in/flat/64.png,1352617328,1352.61731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0001056153,.0001056153,.0002112307,.0002112307,.0002112307,.0002112307,.000316846,.0002112307,.000316846,.000316846,.0002112307,.0005280767,.0008449227,.0007393074,.0009505381,.0016898455,.0015842301,.0021123069,.0021123069,.0023235376,.0026403836,.0048583057,.005491998,.005491998,.0065481514,.0076043047,.0109839961,.0121457642,.0126738409,.0162647627,.0183770694,.0213342998,.0245027598,.0234466065,.0256645288,.0239746831,.0234466065,.0253476817,.0246083755,.0240802988,.0247139912,.0266150665,.0291498359,.0288329888,.0310509112,.0321070664,.0340081416,.0366485231,.0383383706,.0420349054,.0457314439,.0467875972,.0525964424,.0538638271,.06622082,.0723465085,.0745644346,.0776272789,.0804788917,.0821687356,.0867101997,.0768879727,.0762542784,.0809013546,.0802676603,.081112586,.0813238174,.0858652741,.091040425,.0936808139,.0932583511,.0987503454,.1027637273,.1052984968,.1055097282,.1073051915,.1100511923,.1161768809,.1190284938,.1324416399,.1390954107,.1461716294,.1516636312,.1568387896,.1641262472,.174476549,.1762720048,.1859886199,.1900020093,.1969726235,.2028870732,.2127093077,.225488767,.2360502928,.2375289053,.2442882955,.2563284338,.4386205375,.4367194474,.43038252,.4292207658,.4286926687,.4413665235,.4341846704,.2717482746,.2806199789,.2881186604,.2890692055,.3000531793,.2931881845,.3043834269,.3088192642,.3105091155,.3075518906,.3136775792,.3351174891,.3398701847,.3449397087,.3424049318,.348002553,.3581416309,.3662739992,.3596202433,.367647022,.3768355548,.3872914612,.3997540772,.4222501516,.4383036792,.437564373,.4565751255,.459954828,.4671366811,.5224791169,.5279710889,.5370540023,.5538468361,.5570152998
Indonesia,IDN,Asia,South-eastern Asia,,.,.,.,Asia,https://www.countryflags.io/id/flat/64.png,267663435,267.6634216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0005337193,.0005337193,.0021348773,.0026685966,.0026685966,.0026685966,.0026685966,.0096069481,.0128092635,.0149441417,.0176127385,.0229499321,.0234836508,.0266859662,.020815054,.0282871239,.029354563,.0341580361,.0352254771,.0389615111,.0432312675,.0528382137,.0491021797,.0501696169,.0475010201,.0448324233,.0464335829,.0453661419,.0442987047,.058709126,.0667149201,.0725858286,.0934008807,.1014066711,.1270252019,.1222217306,.1152833775,.1142159402,.1110136211,.1115473434,.1019403934,.0837939382,.0885974094,.080591619,.090198569,.0987380743,.0859288126,.0934008807,.0837939382,.0795241818,.0773892999,.0592428446,.0592428446,.0544393733,.0528382137,.0528382137,.0592428446,.0736532658,.0763218626,.0683160722,.0683160722,.0677823573,.0720521063,.070984669,.0603102855,.070984669,.0693835169,.0934008807,.1067438647,.1142159402,.1142159402,.1254240423,.1334298402,.1398344636,.1195531338,.1067438647,.1051427051,.1232891679,.1163508147,.103541553,.1184856892,.1286263615,.1334298402,.130761236,.1200868487,.1200868487,.1334298402,.1216880083,.1270252019,.1291600764,.1387670338,.1393007487,.1489076912,.1483739763,.1547785997,.1510425657,.1681215912,.1643855572,.1691890359,.1809308529,.1734587848,.180397138,.176661104,.161183238,.1622506827,.1585146487,.1499751359,.165452987,.1553123295,.1542448848,.1627843976,.1819982976,.1926726848,.195874989,.188402921,.1969424337,.2225609571,.2327016294,.2311004698,.2268307209,.2294993103,.2311004698,.238038823,.2321679145,.2214935273,.2140214592,.2337690741,.2433760166,.2604550421,.2567189932,.2866072953,.3111583591,.3255687952,.3533222079,.3752046824,.3778733015,.372536093,.3405129313
