Country,ISO3,region,subregion,intermediateregion,lac,lac_main,idb,region_map,image,Population total,population_million,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020
Sri Lanka,LKA,Asia,Southern Asia,,.,.,.,Asia,https://www.countryflags.io/lk/flat/64.png,21670000,21.67000008,0,0,0,0,0,0,0,0,0,0,.0065923925,.0065923925,.0065923925,.0065923925,.0065923925,.0065923925,.0065923925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0131847849,.0131847849,0,.0131847849,.0131847849,.0065923925,.0131847849,.0263695698,.0263695698,.0527391396,.0527391396,.0791087076,.0988858864,.1186630651,.0922934934,.1120706722,.1186630651,.1450326294,.1516250223,.1648098081,.1516250223,.1845869869,.1977717727,.177994594,.1516250223,.1186630651,.1252554506,.1252554506,.1252554506,.1516250223,.2109565586,.2636956871,.2768804729,.27028808,.2768804729,.2571032941,.2109565586,.2109565586,.1582174152,.1845869869,.2109565586,.2043641657,.3098424375,.349396795,.355989188,.4219131172,.4482826889,.5207989812,.5207989812,.5142065883,.5142065883,.5801305175,.9031577706
Libya,LBY,Africa,Northern Africa,,.,.,.,Africa,https://www.countryflags.io/ly/flat/64.png,6678567,6.678566933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0213903897,0,0,0,0,0,.0213903897,0,.1711231172,.1711231172,.1711231172,.1711231172,.1925134957,.1711231172,.1711231172,.0213903897,.0641711652,.0641711652,.0641711652,.0427807793,.1283423305,.1283423305,.1283423305,.0855615586,.1497327238,.1497327238,.1497327238,.0641711652,.0641711652,.0641711652,.0641711652,0,.0855615586,.0855615586,.1069519445,.1069519445,.1283423305,.1283423305,.1283423305,.0427807793,.0427807793
Liberia,LBR,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/lr/flat/64.png,4818977,4.818976879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0889341086,.0889341086,.0889341086,.0889341086,.0889341086,.0889341086,.0889341086,0,0,.0296447035,.0296447035,.0296447035,.0296447035,.118578814,.118578814,.118578814,.0889341086,.0889341086,.4743152559,.4743152559,.5336046815,.5336046815,.5336046815,.5336046815,1.126498699,.7411175966,.7411175966,.5928940773,.6818282008,.9782752395,.9782752395,.3853811622,.889341116,1.007919908,1.007919908,.9189858437,.622538805
Lebanon,LBN,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/lb/flat/64.png,6848925,6.848925114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0208583307,.0208583307,.0208583307,.0208583307,.0208583307,.0208583307,.0208583307,0,0,0,0,0,0,.0417166613,.0417166613,.0625749901,.0625749901,.0625749901,.1460083127,.1460083127,.1042916551,.354591608,.3963082731,.4797416031,.5423166156,.4588832557,.5631749034,.6048915982,.4797416031,.4797416031,.4797416031,.5005999207,.5005999207,.5214582682,.5214582682,.3963082731,.4380249381,.5423166156,.4797416031,.5423166156,.4171666205,.3754499555,.4797416031,.3963082731,.2085833102,.4588832557,.4588832557,.4797416031,.5840332508,.5840332508,1.126349807,1.126349807,.9177665114,.8969082236,.8760498762,.7717581987,.7717581987,.2085833102,1.084633231,1.126349807,1.147208214,1.147208214,1.272358179,1.168066502,1.460083127,.6466082335,.7717581987,.7091832161
Laos,LAO,Asia,South-eastern Asia,,.,.,.,,,7061507,7.061507225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0202304032,.0202304032,.0404608063,.0404608063,.0404608063,.0404608063,.0404608063,.0202304032,.0606912114,.0404608063,.0404608063,.1011520177,.1011520177,.1011520177,.1011520177,.0606912114,.0809216127,.0809216127,.0404608063,.0404608063,.0404608063,.0404608063,.0606912114,.0202304032,.0202304032,.0809216127,.0809216127
Kuwait,KWT,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/kw/flat/64.png,4137309,4.137309074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0345290005,.0345290005,.0345290005,.069058001,.1726450026,.1726450026,.1726450026,.1381160021,.2762320042,.2762320042,.4488770068,.4488770068,.4488770068,.7596380115,.7596380115,.6215220094,1.035869956,.9668120146,1.070398927,1.346630931,1.277572989,1.381160021,1.553804994,1.173985958,1.277572989,1.104928017,.8632249832,1.001340985,1.104928017,1.070398927,1.104928017,1.070398927,1.035869956,1.415688992,1.381160021,1.484746933,1.622862935,2.451559067,3.280254841,3.936306,4.6614151,5.075762749,5.628226757,7.492793083,8.148843765,8.183372498,9.426416397,12.25779438,12.98290348,17.2990284,22.27120399,26.38015556,32.66443253,35.94468689,34.14918137,36.1518631,33.49312973,32.28461456,29.55682373,28.65906906,29.07341766,29.8330555,31.73215103,32.90613556
Cambodia,KHM,Asia,South-eastern Asia,,.,.,.,Asia,https://www.countryflags.io/kh/flat/64.png,16249798,16.24979782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0087913182,.0087913182,.0087913182,.0087913182,.0087913182,.0087913182,.0087913182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0263739545,.0791218653,.0791218653,.0879131854,.105495818,.1758263707,.1758263707,.1670350432,.131869778,.2109916359,.2109916359,.325278759,.2549482286,.2813221812,.3076961339,.3340700865,.246156916,.325278759,.2197829485,.2373655885,.2109916359,.2901135087,.2901135087,.3164874613,.228574276,.246156916,.246156916,.2637395561,.1670350432,.123078458,.105495818,.1670350432,.123078458,.105495818,.105495818,.0791218653,.0791218653,.0791218653,.0263739545,.0263739545,.0263739545,.0087913182,.0087913182,.0087913182,.0087913182,0,0,0
Kyrgyzstan,KGZ,Asia,Central Asia,,.,.,.,Asia,https://www.countryflags.io/kg/flat/64.png,6322800,6.322800159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0677819028,.0677819028,.0677819028,.1129698381,.1355638057,.203345716,.203345716,.6778190136,.6778190136,.6778190136,.6778190136,.6552250385,.7907888889,1.01672852,.7681949139,.8585707545,1.01672852,1.265262246,1.784923434,1.94308126,1.784923434,3.027591705,3.276125431,3.97653842,4.767327309,5.219206333,4.857703209,5.354770184,4.383229733,4.518793583,4.134696007,3.615034819,3.592440844,4.112102032,4.383229733,4.066914082,4.157289982,3.999132395,3.953944445,3.298719406,2.95980978,2.507930517
Kenya,KEN,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/ke/flat/64.png,51393010,51.39300919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0027796999,.0027796999,.0027796999,.0027796999,.0027796999,.0027796999,.0027796999,.0055593997,.0083390996,.0083390996,.0083390996,.0083390996,.0083390996,.0166781992,.0166781992,.0222375989,.0500345975,.0555939972,.0583736971,.100069195,.0945097953,.1223067939,.1139676943,.0861706957,.100069195,.1167473942,.080611296,.0917300954,.0583736971,.100069195,.1139676943,.1056285948,.1084082946,.1250865012,.1389849931,.1528834999,.1528834999,.1556631923,.1501037925,.169561699,.1640022993,.161222592,.169561699,.1473241001,.1445443928,.1528834999,.2001383901
Kazakhstan,KAZ,Asia,Central Asia,,.,.,.,Asia,https://www.countryflags.io/kz/flat/64.png,18272430,18.27243042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0156363584,.0234545395,.1250908673,.1563635916,.1641817689,.1876363158,.2032726705,.1954544932,.2032726705,.1563635916,.1719999462,.1954544932,.2110908478,.2189090252,.2579999268,.2736362815,.3518180847,.4456362426,.7192724943,1.188363314,1.454181433,1.696545005,2.212544918,2.314181089,2.353271961,2.415817499,2.235999346,2.14999938,2.212544918,2.009272099,2.103090286,2.204726696,2.134362936,2.228181124,2.376726627,2.392363071,2.486181021,2.650362968,3.142908096,3.541635275,3.948180676,4.60490799,5.097453117,5.54308939,6.18418026,6.700180054
Japan,JPN,Asia,Eastern Asia,,.,.,.,Asia,https://www.countryflags.io/jp/flat/64.png,126529100,126.5290985,.0011290457,.0011290457,.0011290457,.0011290457,0,0,0,0,0,0,0,0,.0033871373,.0090323659,.0090323659,.0090323659,.0090323659,.0124195032,.0124195032,.0090323659,.0045161829,.0101614119,.0101614119,.0146775953,.011290458,.011290458,.011290458,.0101614119,.0045161829,.0045161829,0,.011290458,.011290458,.011290458,.0237099603,.0237099603,.0237099603,.0270970985,.0496780127,.0496780127,.0496780127,.0654846579,.0846784338,.0846784338,.0812912956,.0474199206,.0474199206,.0767751113,.0485489666,.0293551907,.0361294635,.0824203417,.1287112236,.1320983618,.1027431637,.1591954529,.1874215901,.2359705716,.2043572813,.1941958666,.21338965,.21338965,.1569373608,.1829054207,.1275821775,.160324499,.1241950318,.1016141176,.1704859138,.1896796823,.1693568677,.1806473285,.1930668205,.2800033391,.2800033391,.2359705716,.2337124795,.2608095706,.3037133217,.2822614312,.346617043,.4482311606,.4233921766,.4967801273,.5679100156,.6695241332,.6717822552,.6627498865,.733879745,.8354938626,.745170176,1.142594337,1.090658188,1.631471157,1.74889195,2.452287436,2.548256397,2.932131767,2.402609348,2.775194407,2.451158285,3.049552679,4.681023598
Jordan,JOR,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/jo/flat/64.png,9956011,9.956010818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0143488338,.0143488338,.0143488338,.0143488338,.0143488338,.0143488338,.0143488338,0,0,0,0,0,0,0,.2439301759,.2439301759,.2439301759,.358720839,.416116178,.5022091866,.6313486695,.5739533305,.8035346866,1.320092678,1.434883356,1.549674034,1.635766983,1.664464712,1.607069373,1.477929831,1.305743814,1.277046204,1.391836882,1.434883356,1.406185746,1.363139153,1.320092678,1.076162577,.961371839,.8896276951,.9326741695,.846581161,.8752788305,.9039765,.8752788305,.8609300256,.7317905426,.5883021951,.6313486695,.545255661,.5022091866,.4304650128,.4017673433,.3874185085,.3013255,.2726278305,.3013255,.2869766653,.3156743348
Jamaica,JAM,Americas,Latin America and the Caribbean,Caribbean,1,3,1,Americas,https://www.countryflags.io/jm/flat/64.png,2934855,2.934854984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0973520949,.0973520949,.0973520949,.0973520949,.0973520949,.0973520949,.0973520949,0,0,0,0,0,0,0,0,0,0,0,0,.2433802485,.2920562923,.2920562923,.2920562923,.3894083798,.4867604971,.535436511,.2920562923,.2433802485,.535436511,.535436511,.535436511,.4380844235,.5841125846,.5841125846,.6814646721,.3894083798,.3894083798,.2920562923,.340732336,.1460281461,.1460281461,.0486760475,.0973520949,.0973520949,.0973520949,.0486760475,.1460281461,.2433802485,.4867604971,.4380844235,1.31425333,1.362929344,1.411605358,1.508957505,1.411605358,2.531154394
Italy,ITA,Europe,Southern Europe,,.,.,.,Europe,https://www.countryflags.io/it/flat/64.png,60421760,60.42176056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0023643328,.0047286656,.0023643328,.0023643328,.0070929979,.1063949689,.1087593064,.1063949689,.1915109456,.3499212265,.3759289086,.645462811,.8724387288,1.127786636,1.283832669,1.274375319,1.359491348,1.333483577,1.818171859,1.491893888,2.165728807,3.255686045,4.050101757,4.787773609,5.241725445,7.045711517,8.026909828,7.095362186,9.707949638,11.08635616,10.10752201,12.73193169,12.61844349,13.99921417,15.39180565,14.92366791,14.20018196,17.95947075,17.50315475,17.69703102,18.71842194,20.82504272,20.3616333,20.77066231,19.42772102,20.48221397,22.8016243,24.09727859,25.2912674,27.27967072,29.30826759,29.78586388,30.11686897,27.4286232,27.64850616,29.01509094,29.30117416,30.36748886,31.78136063,34.21189499,38.89563751,41.16775894,42.01655579,43.01430511,42.25771713,41.95981216,40.99989319,39.50563431,43.43042755,41.9692688,39.706604,39.54582977,38.43222809,38.51498032,51.99876785,48.0692482,49.11664581,54.6562767,55.63747787
Israel,ISR,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/il/flat/64.png,8882800,8.882800102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0160824452,.0160824452,.0160824452,.0160824452,.0160824452,.0160824452,.0160824452,0,.0160824452,.0160824452,.0160824452,.0160824452,.0482473336,.0482473336,.0482473336,.0321648903,.0321648903,.0321648903,.0321648903,.1125771105,.1125771105,.1125771105,.1608244479,.5146382451,.5307206511,.5307206511,.6754626632,.7558749318,.9166993499,1.045358896,.8523696065,1.52783227,1.994223118,2.75009799,2.943087339,4.342259884,5.210711956,5.435866356,5.548443317,6.818956852,8.781014442,9.006169319,10.82348537,12.54430676,14.69935417,18.49481201,20.42470551,22.91748428,28.33726692,29.06097794,31.24818993,34.01436996,34.20735931,35.28488541,37.18261337,42.6506424,44.91827011,46.26919556,47.90960312,47.87743759,50.67578506,52.09103775,48.53681946,47.4432106,50.70794678,50.7883606,48.53681946,46.06012344,43.72816849,38.66219711,37.18261337,33.33890915,28.67499924,27.03458977
Iceland,ISL,Europe,Northern Europe,,.,.,.,Europe,https://www.countryflags.io/is/flat/64.png,352721,.3527210057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.4050145745,.4050145745,.4050145745,.4050145745,.4050145745,3.240116596,0,-.4050145745,1.620058298,1.620058298,1.620058298,8.50530529,11.34040737,14.58052444,20.65574265,20.65574265,31.18612099,37.26134109,37.26134109,40.09644318,49.00676346,59.53713989,68.44746399,81.8129425,85.86308289,114.2141037,118.6692657,122.7194138,146.2102509,165.2459412,163.625885,179.0164337,180.2314758,186.7117157,191.5718842,174.1562653,179.8264618,184.6866455,191.5718842,182.256546,162.8158569,173.7512512,173.3462372,155.930603,147.830307,128.794632,112.9990616,128.3896179,106.1138153,88.69818878,78.57282257,65.20734406,59.53713989,55.08198166,44.14658737,40.09644318,39.28641129,38.07136917,34.42623901,30.78110695,27.13597488,22.68081474
Iraq,IRQ,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/iq/flat/64.png,38433600,38.43360138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0111509571,.0111509571,.0557547845,.0557547845,.0892076567,.0966416225,.0966416225,.0854906663,.1077925861,.1040755957,.1040755957,.0929246396,.0929246396,.1152265519,.1152265519,.1598303765,.223019138,.2304531038,.2713399529,.2973588407,.319660753,.3531136215,.3531136215,.2936418653,.3605476022,.3865664899,.475774169,.5055100322,.7136612535,.7545480728,1.003586054,1.092793822,1.204303384,1.271209121,1.341831803,1.386435628,1.460775375,1.338114858,1.338114858,1.323246837,1.308378935,1.371567726,1.211737275,1.226605296,1.241473198,1.170850515,1.107661724,1.007303119,.9441143274,.9032275081,.8288877606,.7433971167,.7582650781,.7805669904,.9255294204,.843755722,.9589822888,.9366803765,.9515483379,.9329633713,.9180954695,.8511896729,.9069445133
Iran,IRN,Asia,Southern Asia,,.,.,.,Asia,https://www.countryflags.io/ir/flat/64.png,81800269,81.80027008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0855742916,.0855742916,.1274882257,.214808926,.3056224585,.5082064867,.5082064867,.878446281,1.205025673,1.466987848,2.699956179,3.421225071,3.67270875,4.261250496,4.203618526,3.877039194,3.573163271,2.252874136,4.289193153,3.835125208,4.641968727,4.243786335,4.804385185,6.611923695,8.166232109,5.834769249,5.834769249,6.154363155,7.397809982,8.29022789,7.663264751,7.062498569,7.78900671,10.44355583,10.02965641,10.21302986,10.92207336,11.87910843,14.070858,12.82741165,18.03172493,21.62584496,25.04183197,27.24056625,30.61463928,38.78960419,42.18987274,37.97926712,36.83187103,35.13959885,34.78856659,32.48155594,24.51965332,22.92867088,23.20984268,22.41697121,23.01773834,22.02926636,21.8913002,21.3167305,22.06419563,20.36318779,20.03835487,18.64820862,17.91820908,16.97339821,15.9919138,15.30731964,14.75021362,14.0341835,13.61504364,13.34434986,13.13128757,13.471838,13.48406315
Ireland,IRL,Europe,Northern Europe,,.,.,.,Europe,https://www.countryflags.io/ie/flat/64.png,4867309,4.867309093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.146751672,.146751672,.146751672,.146751672,.146751672,.146751672,.146751672,0,0,0,0,0,0,0,0,0,0,0,.5870066881,.5870066881,.5870066881,.5870066881,.5870066881,.5870066881,.5870066881,0,0,0,0,1.526217341,1.526217341,1.526217341,1.526217341,1.526217341,1.526217341,270.2578735,268.7316589,268.7316589,268.7316589,268.7316589,268.7316589,268.7316589,0,121.8919296,121.8919296,121.8919296,121.8919296,121.8919296,121.8919296,121.8919296,109.3006439,109.3006439,109.3006439,109.3006439,109.3006439
India,IND,Asia,Southern Asia,,.,.,.,Asia,https://www.countryflags.io/in/flat/64.png,1352617328,1352.61731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000316846,.000316846,.000316846,.000316846,.000316846,.000316846,.000316846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0001056153,.0001056153,.0001056153,.0001056153,.0001056153,.0010561534,.0010561534,.0010561534,.0010561534,.0011617688,.0016898455,.0020066916,.0014786149,.0014786149,.002745999,.003062845,.0031684602,.0055976133,.0064425361,.0071818433,.0079211509,.0087660737,.0110896109,.0154198399,.0125682261,.0153142251,.0141524561,.0288329888,.0314733721,.0378102921,.0453089811,.0614681318,.0781553537,.089878656,.0851259679,.0990671962,.0977998078,.1212464124,.1338146478,.1577893198,.1873616278,.2209472954,.2762897313,.3102978766,.3426161706,.3651122451,.3671189249,.3875027001,.4080976844,.3983810842,.4295375943,.4283758402,.4762195945,.5154028535,.5546917915,.603063643,.6754101515,.7281121612,.8140830994,.8322489262,.8958293796,.9710274935
Indonesia,IDN,Asia,South-eastern Asia,,.,.,.,Asia,https://www.countryflags.io/id/flat/64.png,267663435,267.6634216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0010674386,.0010674386,.0010674386,.0010674386,.0042697545,.0042697545,.0042697545,.0032023159,.0048034741,.0048034741,.0069383513,.0037360354,.0112081058,.0112081058,.0117418254,.0106743863,.0128092635,.0165452994,.0234836508,.0186801758,.0245510899,.0272196867,.0384277925,.0410963893,.0469673015,.0485684611,.0533719324,.0624451637,.0656474754,.063512601,.0747207031,.0789904594,.0725858286,.1040752679,.1003392339,.1184856892,.1195531338,.1579809189,.1734587848,.184133172,.1745262146,.195874989,.2220272422,.2492469251,.2198923677,.2108191401,.2193586528,.2246958464,.2156226039,.2198923677,.2551178336,.2999502718,.3143606782,.3325071335,.4104301631,.4285766184,.5032973289,.4942241013,.4584649205,.4819485545,.502763629,.4387173057
Hungary,HUN,Europe,Eastern Europe,,.,.,.,Europe,https://www.countryflags.io/hu/flat/64.png,9775564,9.775564194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0146136982,.0146136982,.0146136982,.0292273965,.0292273965,.0292273965,.0292273965,.0876821876,.2192054689,.2192054689,.2776602507,.2776602507,.379956156,.4676383436,.394569844,.2630465627,.2630465627,.2338191718,.2776602507,.204591766,.1315232813,.3507287502,.4676383436,.4822520316,.4968657196,.789139688,.789139688,1.008345127,.8329808116,.759912312,.774526,.745298624,1.432142377,1.505210876,1.388301253,1.695188999,1.929008126,2.148213625,2.411260128,1.505210876,2.791216373,3.66803813,3.31730938,3.434219122,3.375764132,3.346536875,3.521901131,2.791216373,2.206668377,2.440487623,2.104372501,1.929008126,2.82044363,3.258854628,3.215013504,3.741106749,4.07722187,4.442564011
Haiti,HTI,Americas,Latin America and the Caribbean,Caribbean,1,3,1,Americas,https://www.countryflags.io/ht/flat/64.png,11123176,11.12317562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0128431972,.0128431972,.0128431972,.0128431972,.0128431972,.0128431972,.0128431972,0,-.0128431972,-.0128431972,-.0128431972,-.0128431972,-.0128431972,-.0128431972,-.0128431972,0,0,0,0,0,0,0,0,0,.0256863944,.0256863944,.0256863944,.077059187,.0899023861,.1027455777,.1027455777,.077059187,.077059187,.1027455777,.0513727888,.0385295935,.0256863944,.0256863944,.0256863944,.1027455777,.0899023861,.0899023861,.0899023861
Croatia,HRV,Europe,Southern Europe,,.,.,.,Europe,https://www.countryflags.io/hr/flat/64.png,4087843,4.087842941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0349468291,.0349468291,.0349468291,.0698936582,.1397873163,.1397873163,.1747341454,.1397873163,.1397873163,.1397873163,.1048404798,.0349468291,.6290429235,.5940960646,1.118298531,1.397873163,1.642500877,2.166703224,2.166703224,1.782288194,2.30649066,1.92207551,2.586065292,2.551118374,2.201650143,3.494682789,3.704363823,4.578034401,4.857609272,7.129152775,8.666812897,9.435643196,8.666812897,10.27436733,10.83351612,12.89537907,10.2044735,11.74213409,12.9652729,13.48947525,13.83894348,12.37117672,13.34968853,14.64272118,13.76904964,13.80399704,15.06208229,14.64272118,16.25027466,15.34165764,14.99218941,13.48947525,12.44107056,11.4625597,10.93835735,10.23942089,9.365749359,9.191015244,9.610377312
Honduras,HND,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/hn/flat/64.png,9587522,9.587521553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0447009616,.0447009616,.0447009616,.0447009616,.0447009616,.0447009616,.0447009616,0,.0447009616,.0447009616,.0447009616,.0447009616,.0447009616,.0596012808,.0596012808,.0149003202,.0149003202,.0149003202,.0447009616,.0447009616,.0447009616,.0447009616,.1192025617,.2682057619,.327807039,.3129067421,.327807039,.715215385,.8195176125,.7450160384,.8046172857,.7450160384,.6407137513,.715215385,.8046172857,.7599163651,.789716959,.6407137513,.6407137513,.8791189194,1.117524028,1.192025661,1.177125335,1.266527176
Guyana,GUY,Americas,Latin America and the Caribbean,South America,1,1,.,Americas,https://www.countryflags.io/gy/flat/64.png,779004,.7790039778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.467074871,1.467074871,1.467074871,1.467074871,1.467074871,1.467074871,1.467074871,0,0,0,0,.1833843589,.1833843589,.1833843589,.1833843589,.1833843589,.1833843589,.1833843589,.5501530766,.5501530766,.5501530766,1.100306153,1.100306153,1.65045917,2.383996725,1.833843589,1.833843589,1.833843589,2.200612307,2.200612307,1.65045917,.9169217944,2.383996725,2.383996725,2.383996725
Guatemala,GTM,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/gt/flat/64.png,17247807,17.24780655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0331305079,.0331305079,.0331305079,.0828262642,.0828262642,.0828262642,.09939152,.0662610158,.0662610158,.0662610158,.0414131321,.0414131321,.0414131321,.0414131321,.0414131321,.0414131321,.0414131321,.0331305079,.0331305079,.0331305079,.016565254,.016565254,.016565254,.0331305079,.016565254,.016565254,.016565254,.0414131321,.0414131321,.0911088958,.07454364,.19878304,.2319135517,.2319135517,.2070656717,.3147398233,.2981745601,.3478703201,.2236309201,.1905004084,.2484788001,.2484788001,.19878304,.19878304,.2401961684,.2650440633,.3147398233
