Country,ISO3,region,subregion,intermediateregion,lac,lac_main,idb,region_map,image,Population total,population_million,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020
Chad,TCD,Africa,Sub-Saharan Africa,Middle Africa,.,.,.,Africa,https://www.countryflags.io/td/flat/64.png,15477751,15.47775078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0184596777,.0184596777,.0184596777,.0184596777,.0184596777,.0184596777,.0184596777,0,0,.0276895165,.0276895165,.0553790331,.0553790331,.0553790331,.0553790331,.0553790331,.0276895165,.0276895165,.0646088719,.0646088719,.0646088719,.1015282273,.1015282273,.2307459712,.2307459712,.2215161324,.2215161324,.2215161324,.2215161324,.2215161324,.1569072604,.1569072604,.1292177439,.1292177439
Syria,SYR,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/sy/flat/64.png,16906283,16.90628242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0168998875,.0168998875,.0168998875,.0253498331,.0337997749,.0337997749,.0337997749,.0253498331,.0253498331,.0253498331,.0168998875,.0084499437,.0084499437,.0084499437,0,0,0,.0084499437,.0084499437,.0084499437,.0084499437,.0506996661,.0760494992,.118299216,.1267491579,.1267491579,.1267491579,.177448824,.1351990998,.1098492742,.0675995499,.0506996661,.0506996661,.0506996661,.0168998875,.0168998875,.0168998875
Eswatini,SWZ,Africa,Sub-Saharan Africa,Southern Africa,.,.,.,Africa,https://www.countryflags.io/sz/flat/64.png,1136191,1.13619101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.5029335618,.5029335618,.8801336884,.8801336884,.8801336884,.8801336884,.8801336884,.3772001565,.5029335618,.1257333905,.1257333905,.1257333905,.1257333905,.1257333905,.1257333905,0,0,0,.2514667809,.2514667809,.2514667809,.2514667809,.2514667809,.2514667809,.5029335618,.2514667809,.2514667809,.2514667809,.2514667809,.2514667809,.2514667809,0,0,.2514667809,1.886000752
Sweden,SWE,Europe,Northern Europe,,.,.,.,Europe,https://www.countryflags.io/se/flat/64.png,10175214,10.17521381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0140397195,.0140397195,.0140397195,.0140397195,.0140397195,.0140397195,.0140397195,0,0,0,.2105957866,.2105957866,.2105957866,.2105957866,.2105957866,.2105957866,.2105957866,0,0,0,0,0,0,1.221455574,1.221455574,2.653506994,2.653506994,2.653506994,2.653506994,2.653506994,1.432051301,1.432051301,2.470990658,2.470990658,2.470990658,2.470990658,2.470990658,2.470990658,4.84370327,2.372712612,2.372712612,2.372712612,2.372712612,2.372712612,2.372712612,0,6.388072014,6.388072014,6.388072014,6.388072014,6.388072014,6.388072014,6.388072014,0,0,0,43.08789825,43.08789825,43.08789825,55.68152618,55.68152618,55.68152618,55.68152618
Slovenia,SVN,Europe,Southern Europe,,.,.,.,Europe,https://www.countryflags.io/si/flat/64.png,2073894,2.073894024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.6888353229,.6888353229,.6888353229,.6888353229,.6888353229,.6888353229,.6888353229,0,4.133011818,4.133011818,4.752963543,4.752963543,6.337285042,6.337285042,7.577188492,3.995244741,4.615196705,4.752963543,4.890730858,3.444176435,3.444176435,3.099758863,3.168642521,2.548690557,2.893108368,2.893108368,2.82422471,3.099758863,2.755341291,2.548690557,2.548690557,1.997622371,1.997622371,1.928738832,1.790971756,1.722088218,1.515437722,1.515437722,1.377670646,1.377670646,1.377670646,1.446554184,1.102136493,.9643694162,1.308787107,1.102136493,1.033252954
Slovakia,SVK,Europe,Eastern Europe,,.,.,.,Europe,https://www.countryflags.io/sk/flat/64.png,5446771,5.446771145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1835950166,.1835950166,.1835950166,.1835950166,.0524557158,.0524557158,.0524557158,-.1311392933,0,-.1049114317,-.1049114317,.0786835775,.2098228633,.2098228633,.2098228633,.0262278579,.2622785866,.3409621716,.47210145,.3409621716,.3409621716,.3409621716,2.596558094,2.622785807,3.540760994,3.7768116,3.986634493,4.983293056,5.402938843,3.7768116,3.803039551,3.488305092,3.173570871,4.7210145,4.537419319,4.327596664,3.986634493,4.327596664,5.245571613,6.189774513,5.324255466,5.822584629,5.901268005,6.294685841,8.34045887,7.291344643,7.39625597,9.101066589,8.156864166,8.445370674
Suriname,SUR,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/sr/flat/64.png,575991,.5759909749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.7440592647,.9920790195,.9920790195,.9920790195,.9920790195,1.488118529,1.488118529,.7440592647,.4960395098,.4960395098,.4960395098,.4960395098,0,0,0,0,.2480197549,.2480197549,.2480197549,.2480197549,.2480197549,.4960395098,.4960395098,.2480197549,.2480197549,.4960395098,.4960395098,.4960395098,.2480197549,.2480197549,.2480197549,.2480197549,0
South Sudan,SSD,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/ss/flat/64.png,10975920,10.97591972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0260310117,.0260310117,.0260310117
Serbia,SRB,Europe,Southern Europe,,.,.,.,Europe,https://www.countryflags.io/rs/flat/64.png,6982604,6.982604027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0204590075,.0204590075,.0204590075,.0204590075,.0204590075,.0204590075,.0204590075,0,.2864260972,.2864260972,-.0204590075,-.0204590075,-.0204590075,-.0204590075,-.0204590075,-.3068850935,-.3068850935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.92510986,13.03238773,15.40563202,17.79933548,19.9884491,20.97048187,21.8297596,11.45704365,10.5363884,8.776913643,6.935603142,5.789898872,5.462554932,5.646686077,5.094292641,5.605767727,7.549373627,7.467537403,9.472519875,13.89166546,16.71500778,22.70949745,26.71946335,24.16208649
Somalia,SOM,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/so/flat/64.png,15008154,15.00815392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0095186355,.0095186355,.0095186355,.0095186355,.0095186355,.0095186355,.0095186355,0,0,0,0,0,.0095186355,.0095186355,.0095186355,.0095186355,.0095186355,.0095186355,.0095186355,.0095186355,.0190372709,.0190372709,.0190372709,.0571118109,.0571118109,.0571118109,.0666304454,.0571118109,.1427795291,.1522981673,.2189286053,.2189286053,.2474845201,.3236336112,.485450387,.5330435634,.6377485394,.7138976455,.7138976455,.7234162688,.7043790221
El Salvador,SLV,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/sv/flat/64.png,6420744,6.420743942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0444986261,.0444986261,.1112465635,.1112465635,.2002438158,.3114903867,.3337396979,.3782383204,.4227369428,.3782383204,.444986254,.4672355652,.4227369428,.5117341876,.5339835286,.5117341876,.5339835286,.5117341876,.7342273593,.7564766407,.8232246041,.7119780183,.8677232265,.9567204714,1.090216398,.9567204714,1.156964302,1.090216398,1.468454719,1.579701185,2.024687529,2.40292573,2.514172316,2.959158659,2.959158659,3.003657341,3.092654467
Sierra Leone,SLE,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/sl/flat/64.png,7650154,7.650154114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1120425612,.1120425612,.1120425612,.1120425612,.186737597,.186737597,.186737597,.0746950433,.0746950433,.1120425612,.1120425612,.2054113597,.2054113597,.2054113597,.3548014462,.5041915178,.5788865685,.7842979431,.6162340641,.6162340641,.6909291148,.7096028924
Singapore,SGP,Asia,South-eastern Asia,,.,.,.,Asia,https://www.countryflags.io/sg/flat/64.png,5638676,5.638676167,0,0,0,0,0,0,0,0,0,0,.0506704561,.0506704561,.0506704561,.228017047,.3800283968,.3800283968,.4306988716,.4053636491,.4053636491,.5573750138,.5067045689,.4813693166,.4813693166,.5067045689,.4813693166,.8360624909,.684051156,.6080454588,.7093863487,.7093863487,.6333807111,.8867329359,.5320397615,.684051156,.6333807111,.4053636491,.4053636491,.4053636491,.1520113647,.1520113647,0,0,.4560340941,.4560340941,.4813693166,.684051156,.684051156,.785392046,.9120681882,.4560340941,.4560340941,.684051156,.8867329359,.9880738854,.8867329359,1.064079523,1.165420413,1.469443202,1.494778395,1.469443202,1.722795486,2.128159046,2.128159046,2.153494358,2.38151145,2.508187532,2.508187532,2.736204624,2.938886404,3.470926046,4.078971386,4.915034294,5.320397854,5.852437496,6.08045435,6.131124973,5.928443432,6.232465744,5.649755478,5.472409248,5.371068001,5.26972723,5.447073936,5.776432037,6.181795597,6.105789661,6.283136368,6.637829781,7.397886276,7.4485569,7.321880817,7.397886276,8.107273102,7.904591084,8.740653038,8.816658974,9.171352386,9.90607357,11.29951096,11.85688686,19.55879593,24.04313087,33.26515198
Senegal,SEN,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/sn/flat/64.png,15854360,15.85435963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0090105906,.0090105906,.0090105906,.0090105906,.0090105906,.0090105906,.0090105906,0,.0090105906,.0090105906,.0090105906,.0090105906,.0090105906,.0360423625,.0360423625,.0270317718,.0540635437,.0630741343,.0630741343,.0810953155,.117137678,.1982329935,.1982329935,.2883388996,.3243812621,.4144871533,.4955824912,.4865718782,.4955824912,.5856884122,.5856884122,.6127201319,.6127201319,.6397519112,.720847249,.8019425869,.7749108076,.7028260827,.6938154697,.6397519112,.5496460199,.5316248536,.4415189326,.5136036873,.5316248536,.5676671863,.5676671863,.5766777992,.5856884122,.5676671863,.4415189326,.4865718782,.5586566329,.6938154697,.8469955325,.8289743066,.8019425869,1.180387378,1.567842722,1.603885174,2.054414749,2.297700644,2.477912426,2.504944086
Sudan,SDN,Africa,Northern Africa,,.,.,.,Africa,https://www.countryflags.io/sd/flat/64.png,41801533,41.80153275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0034175096,.0068350192,.0068350192,.0068350192,.0068350192,.0068350192,.0068350192,.0034175096,0,0,0,0,0,.0068350192,.0068350192,.0068350192,.0068350192,.0068350192,.0136700384,.0136700384,.0136700384,.0136700384,.0273400769,.0341750979,.0341750979,.0444276258,.0478451364,.0444276258,.0786027238,.0683501959,.0854377449,.1093603075,.1127778217,.1093603075,.1367003918,.133282885,.1640404612,.1811280102,.1913805455,.2289731503,.3314984441
Saudi Arabia,SAU,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/sa/flat/64.png,33699947,33.69994736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0042390912,.0042390912,.0042390912,.0042390912,.0042390912,.0042390912,.0084781824,.0211954545,.0211954545,.0211954545,.029673636,.0635863617,.0635863617,.0593472719,.0932600051,.0974990949,.1144554541,.1144554541,.0890209079,.211954549,.4196700156,.5807554722,.9961863756,1.250531793,1.33955276,1.623571873,1.788896441,1.848243713,1.907590985,1.555746436,1.43281281,1.415856361,1.271727324,1.157271862,1.076729059,1.161510944,1.271727324,1.373465419,1.54302907,2.581606388,2.700300932,2.903777361,3.183557272,3.734639168,3.963550091,4.239090919,3.755834579,4.065288067,4.412893772,4.849520206,4.836802959,5.247994423,6.384070873,6.570590973,7.532864571,8.24503231,11.22087383,16.23571777,19.64818764,23.59054184,27.04116058,31.04286385
Rwanda,RWA,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/rw/flat/64.png,12301939,12.30193901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0464502834,.0464502834,.081287995,.081287995,.081287995,.081287995,.2090262771,.2438639998,.4412777126,.4877279997,.5457908511,.6154662967,.6735291481,.5922411084,.5922411084,.3948274255,.4064399898,.3483771384,.3135394156,.2554765642,.2206388563,.1858011335,.1974137127,.1277382821,.16257599,.1974137127,.2554765642,.371602267,.371602267,.4064399898,.3948274255,.371602267,.3367645741,.3135394156,.2322514206,.1858011335
Russia,RUS,Europe,Eastern Europe,,.,.,.,Europe,https://www.countryflags.io/ru/flat/64.png,144478050,144.4780426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.001977562,.001977562,.001977562,.001977562,.001977562,.001977562,.001977562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000988781,.000988781,.000988781,.000988781,.000988781,.000988781,.0059326859,.0049439049,.0049439049,.0049439049,.0049439049,.0059326859,.0059326859,.0039551239,.0079102479,.0079102479,.0138429338,.0207644012,.0286746491,.0355961174,.0365848951,.0474614874,.0494390503,.0978893191,.1591937393,.1947898567,.2333523184,.2808138132,.2877352834,.3361855447,.3688153028,.3856245875,.4578056037,.508233428,.7040120959,.925499022,1.052062988,1.186537147,1.390226126,1.587982297,1.774861932,1.989427328,1.977561951,1.953831196,2.15455389,2.406692982,2.557976484,2.944589853,3.157177687,3.437002659,3.856245995,4.531583309,5.800189495,6.652518749,7.566152096,8.66468811,9.761245728,10.62840652,11.28100204,10.91713142,12.04730797,13.23779964,16.71336555,17.46879387
Romania,ROU,Europe,Eastern Europe,,.,.,.,Europe,https://www.countryflags.io/ro/flat/64.png,19466145,19.46614456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0073387488,.0073387488,.0073387488,.0220162459,.0220162459,.0220162459,.0220162459,.0366937444,.0366937444,.0440324917,.0440324917,.0440324917,.0440324917,.0954037309,.0954037309,.1394362301,.1320974827,.3155661821,.4036311805,.4036311805,.4623411596,.4916961491,.5063736439,.6604873538,.6384711266,1.042102337,1.064118505,1.034763575,1.218232274,1.269603491,1.232909799,1.394362211,1.232909799,1.445733547,1.761299729,2.025494576,2.788724422,3.273082018,3.148323298,3.507921934,3.728084326,4.337200642,5.056397915,5.210511684,5.71688509,7.133263588,7.63229847,8.094639778,8.087301254,8.725771904,8.226737022,9.606422424,8.512948036,8.527626038,8.248753548,9.180774689,8.534964561,11.29433441,11.08884907,12.16030693,13.31982899,15.61685753,15.04443455,16.28468323,15.60951805,15.37467861,17.35614014,16.01314926
Qatar,QAT,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/qa/flat/64.png,2781677,2.781677008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2054259181,.2054259181,.2054259181,.2054259181,.2054259181,.2054259181,.5135648251,1.181199074,1.489337921,1.489337921,1.900189757,1.900189757,2.002902746,1.694763899,.9244166613,.7703472376,.9244166613,1.078486085,1.540694475,1.489337921,2.567824125,3.28681469,3.851736069,4.1085186,4.519370556,5.495143414,6.881768703,6.881768703,7.087194443,7.806185246,10.42536545,11.45249557,11.70927811,10.7335043,12.1714859,13.50675488,12.47962475,11.34978199,12.37691212,14.53388405,17.204422,17.71798515,21.51836586,25.37010193,26.24316216,26.70536995,28.4514904,31.94373131,32.20051193,31.07067108,33.48442459,38.20922089,40.57162094,42.47180939,46.93982315,47.96695328,46.99118042,55.92720795
French Polynesia,PYF,Oceania,Polynesia,,.,.,.,Oceania,https://www.countryflags.io/pf/flat/64.png,277679,.2776789963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02893734,1.02893734,9.774904251,9.774904251,18.00640297,18.52087212,21.09321594,20.06427765,20.06427765,12.34724808,15.4340601,7.717030048,7.202561378,5.144686699,5.144686699,5.144686699,5.144686699,2.572343349,2.05787468,3.086812019,2.572343349,2.572343349,2.572343349
Palestine,PSE,Asia,Western Asia,,.,.,.,,,4569087,4.569087029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.531522274,.531522274,.531522274,.531522274,.531522274,.531522274,.531522274,0,.031266015,.031266015,.031266015,.031266015,.031266015,.031266015,.1250640601,.0937980413,.2188621014,.1875960827,.7503843307,.812916398,.812916398,.7503843307,1.125576496,1.031778455,1.063044548,.6253203154,.5940542817,.5940542817,.7503843307,.3751921654,.406458199,.406458199,.281394124,.2501281202,.3439261615,.3751921654,.4377242029,.3751921654,.3751921654,0,0,.06253203,-.1563300788,-.2188621014,-.1875960827,.5940542817,1.750896811,3.220399618,3.126601458,4.752434254,4.752434254,5.815478802
Paraguay,PRY,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/py/flat/64.png,6956071,6.9560709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0205370449,.0205370449,.0205370449,.0205370449,.0205370449,.0205370449,.0410740897,.102685228,.2259075046,.2259075046,.2259075046,.2875186205,.2875186205,.3285927176,.2464445382,.1232222691,.205370456,.205370456,.1437593102,.1642963588,.2464445382,.2464445382,.3491297662,.3902038634,.4928890765,.6366484165,.8009447455,.7598706484,.9857781529,1.02685225,.9036300182,.9652411342,1.006315231,.8214818239,.9447040558,.7598706484,.6982595325,.8420188427,.7598706484,.6777225137,.8214818239,.7187966108,.7598706484,.7393336296,.8009447455
Portugal,PRT,Europe,Southern Europe,,.,.,.,Europe,https://www.countryflags.io/pt/flat/64.png,10283822,10.28382206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0138914445,.0277828891,.0277828891,.0416743346,.0416743346,.0416743346,.0416743346,.0555657782,.0416743346,.0416743346,.0277828891,.2639374435,.2639374435,.555657804,.527874887,.527874887,.527874887,.527874887,.2917203307,.2917203307,.3472861052,.3472861052,.4445262253,.4445262253,1.347470164,1.958693624,2.125391006,1.903127909,2.29208827,2.653265953,2.806071758,1.903127909,2.264305353,2.597700119,4.000736237,3.972953081,4.77865696,4.625851154,4.625851154,7.918123245,10.55749798,9.835143089,9.849034309,9.265593529,9.987948418,10.37690926,6.556761742,4.542502403,4.417479515,5.820515156,5.473228931,5.000919819,4.931462765,4.917571545,8.418215752,10.26577759,10.76586914,11.5021162,11.94664192
Poland,POL,Europe,Eastern Europe,,.,.,.,Europe,https://www.countryflags.io/pl/flat/64.png,37974750,37.97475052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.048904676,.048904676,.048904676,.003761898,.003761898,.003761898,.003761898,-.0451427773,-.0451427773,-.0225713886,.0225713886,.0225713886,.0225713886,.0225713886,.0225713886,.0225713886,.1504759192,.1843330115,.1843330115,.4100469053,.47776106,.5830942392,.6921892762,.6583321691,.8577127457,.98561728,.9743316174,1.147378922,1.222616911,1.606330514,1.677806616,1.843330026,2.0615201,2.279710293,2.260900736,2.430186272,2.554328918,3.178803921,3.633993626,4.055325985,4.307373524,4.608325005,5.014610291,5.108657837,5.687990189,5.627799511,5.819656372,6.154465199,6.319988728,6.128131866,6.113084316,6.131894112,6.116846561,6.368893623,6.301179409,6.594607353
Papua New Guinea,PNG,Oceania,Melanesia,,.,.,.,Oceania,https://www.countryflags.io/pg/flat/64.png,8606316,8.606315613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1327928454,.1327928454,.1327928454,.1327928454,.1327928454,.1327928454,.1327928454
Philippines,PHL,Asia,South-eastern Asia,,.,.,.,Asia,https://www.countryflags.io/ph/flat/64.png,106651922,106.6519241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0013394709,.0013394709,.0013394709,.0013394709,.0013394709,.0013394709,.0013394709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0013394709,.0013394709,.0013394709,.0013394709,.0013394709,.0013394709,.0013394709,.0040184124,.0040184124,.0080368249,.0080368249,.0147341797,.0200920627,.0200920627,.0200920627,.0281288885,.0267894175,.0308078285,.0294683594,.0334867723,.0334867723,.0388446562,.0321472995,.0308078285,.0281288885,.0294683594,.0294683594,.0415235944,.0468814783,.0616156571,.0977813751,.1178734377,.1339470893,.1781496257,.226370573,.2826283574,.3442440033,.4165754318,.4647963941,.4808700383,.5023015738,.4969436824,.4808700383,.4554200768,.3844281435,.3683544695,.3696939647,.3884465396,.4272911847,.4299701452,.4420253932,.4299701452,.4313096106,.444704324,.4714937508,.5130173564,.5799908638,.6469644308,.7701957226,.8706560731,.9617400765,.9510242939
Peru,PER,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/pe/flat/64.png,31989256,31.98925591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0044657853,.0044657853,.0044657853,.0044657853,.0044657853,.0044657853,.0044657853,0,0,.0580552071,.0669867769,.0669867769,.0669867769,.2322208285,1.75505352,1.75505352,2.335605621,2.326673985,4.010274887,4.345209122,4.215701103,4.050467014,4.19337225,4.023672581,4.608690262,3.684272766,3.612820148,7.346216679,7.002351284,7.92676878,20.90880585,22.20388412,22.08330727,22.38698006,19.31898689,18.36777496,17.50141144,5.814452171,4.264824867,4.97041893,5.702807426,6.506649017,9.811329842,13.44201279,13.32143688,16.22419739,20.70784569,24.39211845,26.80364227,27.83970451,33.44873047,35.65036392,35.20378494,34.88671494,34.82865906
Panama,PAN,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/pa/flat/64.png,4176873,4.176873207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0342019349,.0342019349,.0684038699,.0684038699,.0684038699,.1368077397,.1368077397,.2736154795,.2736154795,.2394135445,.2736154795,.3762212694,.3078173995,.3078173995,.1710096747,.2394135445,.2394135445,.2052116096,.1368077397,.3420193493,.5472309589,1.607490897,1.915308356,2.017914057,2.804558516,3.591203213,4.001626492,4.651463032,4.89087677,5.438107491,6.703578949,7.558627605,7.387617588,6.771983147,9.918560982,8.584685326,10.12377262,10.43159008,10.36318588,10.36318588,10.36318588,6.361559868,12.58631134,11.35504246,10.6026001,9.029310226,132.0194702,138.3810272
