Country,ISO3,region,subregion,intermediateregion,lac,lac_main,idb,region_map,image,Population total,population_million,1/23/2020,1/24/2020,1/25/2020,1/26/2020,1/27/2020,1/28/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020
Senegal,SEN,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/sn/flat/64.png,15854360,15.85435963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0210247114,.0210247114,.0210247114,0,0,0,0,0,.0210247114,.0210247114,.0210247114,0,0,.0630741343,.0630741343,.0630741343,.0630741343,.0840988457,.0840988457,.0630741343,.1892223954,.3784447908,.3363953829,.4625436366,.3784447908,.5886918902,.5466424823,.5676671863,.5676671863,.5466424823,.6938154697,.6517660618,.6517660618,.6727907658,.8199637532,1.009186149,.8620131612,.6517660618,.3994695246,.3363953829,.3153706789,.4415189326,.5466424823,.7779143453,.6517660618,.6938154697,.4625436366,.4204942286,.4835683703,.5466424823,.4625436366,.4204942286,.6727907658,1.051235557,1.261482716,1.114309669,.7989390492,1.240458012,2.144520521,2.543990135,3.090632439,2.964484215,3.153706789,1.850174546,2.186569929,2.081446409,2.775261879,2.670138359,3.111657381,3.511126757,2.754237175,3.910596371,3.868546963,4.478263378,3.679324389,3.7423985,4.835683823,4.310065746,4.289041042,3.132682085,2.733212471,3.595225573,3.637274981,3.679324389,2.417841911,2.522965431,4.057769299,5.50847435,6.391512394,6.559710026
Sudan,SDN,Africa,Northern Africa,,.,.,.,Africa,https://www.countryflags.io/sd/flat/64.png,41801533,41.80153275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0079741897,.0159483794,.0159483794,.0079741897,0,0,0,0,0,0,0,0,0,.0159483794,.0159483794,.0159483794,0,0,.0159483794,.0159483794,.0318967588,.0159483794,.0478451364,.0478451364,.0478451364,.0558193251,.0478451364,.0558193251,.0956902727,.0956902727,.1435354054,.1196128353,.1594837904,.1036644578,.1196128353,.1435354054,.2232773006,.2471998632,.2551740706,.3109933734,.4545287788,.4784513414,.4306062162,.3907352686,.2870708108,.2551740706,.1913805455,.1913805455,.334915936,.5103481412,.5103481412,.4943997264,.6857802868,1.100438118,1.188154221,1.044618845,.6299609542,2.320489168,1.96165061,2.495921135,4.170500755,5.374603748,5.629777431,2.814888716,2.296566486,2.416179419,2.392256737
Saudi Arabia,SAU,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/sa/flat/64.png,33699947,33.69994736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.009891212,.009891212,.009891212,0,0,0,.009891212,.0494560599,.0494560599,.0395648479,.019782424,.0989121199,.0989121199,.0791296959,.1186945438,.1285857558,.1681506038,.0692384839,.0791296959,.3264099956,.7912969589,1.266075134,1.958459973,2.106828213,1.839765429,1.54302907,1.582593918,1.978242517,1.928786397,1.414443374,1.137489438,.6923848391,.8803178668,.9396651387,1.186945438,1.671614885,1.681506038,1.829874277,1.582593918,3.93670249,4.035614491,4.362024784,3.076167107,4.09496212,4.302677155,4.045506001,3.986158609,4.273003578,4.767564297,5.628099918,5.895162582,6.251245975,7.626124859,8.031664848,9.604367256,9.109806061,16.47875977,26.20182228,32.85860825,36.48868179,33.24436569,36.19194412,35.77651596,50.57376862,60.97932434,62.45311356,65.4006958,59.78248596,65.98427582,68.04164886,78.81317902,76.71623993,72.12671661,72.88834381,76.73602295,73.98626709,65.92492676,71.35520172,74.20387268,87.88342285,84.69844818,77.75482178,78.03177643,72.13661194,68.31860352,56.54806137,46.08315659,47.10689926
Rwanda,RWA,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/rw/flat/64.png,12301939,12.30193901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1083839983,.1083839983,.1896719933,.081287995,.081287995,0,.2980560064,.4877279997,.9483599663,.8399760127,.7857840061,.4877279997,.4335359931,.4064399898,.4335359931,.2980560064,.4064399898,.2167679965,.2980560064,.081287995,.1083839983,.1354800016,.16257599,.1896719933,.16257599,.2980560064,.3793439865,.5961120129,.5419200063,.5148239732,.2438639998,.16257599,.1354800016,.1896719933,.2709600031,.1896719933,.3793439865,.3522479832,.6503039598,.4877279997,.6503039598,.3793439865,.7857840061,.7044959664,.8399760127,.5148239732,.3793439865,.3522479832,.2980560064,.5419200063,.4335359931,.4606319964,.2167679965,.1896719933,.081287995,.1354800016,.2980560064,.4064399898,.5148239732,.4064399898,.4877279997,.4470839798
Russia,RUS,Europe,Eastern Europe,,.,.,.,Europe,https://www.countryflags.io/ru/flat/64.png,144478050,144.4780426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0046143113,.0046143113,.0046143113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0023071556,.0023071556,.0023071556,0,0,0,.0115357786,.0115357786,.0115357786,0,0,.0023071556,.0023071556,.0092286225,.016150089,.016150089,.0230715573,.0299930237,.050757423,.053064581,.0461431146,.0599860474,.0484502688,.1661152095,.2907015979,.3899092972,.3691449165,.3299232721,.2768586874,.2883944511,.3714520633,.519110024,.673689425,.6944538355,1.072827339,1.36814332,1.557330012,1.497344017,1.603473186,1.924167871,2.06721139,2.470963717,2.277162552,1.97492528,1.88263905,2.604778767,3.333839893,3.910628796,4.222095013,4.328224182,4.102122784,5.089585304,8.118881226,9.858475685,10.99128914,10.9059248,11.58192158,11.24738407,11.19431973,10.81594563,13.16924477,15.55715084,24.43047142,24.23205566,30.4383049,26.75377655,31.60111046,31.67494011,33.94748688,34.98340225,31.93795586,27.6466465,29.90996552,41.57263947,51.84640121,54.66805267,52.01251602,47.56893539,43.77366257,53.50986099,66.69756317,74.27887726,64.89567566,58.28105927,48.1964798,37.50743103,44.14281082,54.62421799,66.17614746,60.89160538
Romania,ROU,Europe,Eastern Europe,,.,.,.,Europe,https://www.countryflags.io/ro/flat/64.png,19466145,19.46614456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0171237476,.0171237476,.0171237476,.0342474952,.0342474952,.0342474952,0,.0513712391,.0513712391,.0684949905,.0513712391,.0513712391,.0342474952,.1198662296,.1712374687,.2739799619,.1541137248,.5650836229,.6678261161,.6678261161,.4623411596,.3767224252,.5137124062,.6164548993,.9075585604,1.917859674,1.609632254,1.387023449,.787692368,.9931772947,1.078796029,1.318528533,1.832240939,2.106220961,2.243210793,2.637057066,4.126822948,4.606287956,3.938461781,3.510368109,3.167893171,5.01725769,6.250167847,7.585819721,7.825552464,8.784482002,9.161204338,8.715987206,7.243344784,8.801606178,7.89404726,11.37016773,8.287893295,9.863278389,5.548093796,8.801606178,8.818729401,15.00040245,15.82234192,16.74702454,14.58943272,16.11344528,15.53123856,15.7367239,14.98327827,16.59291077,19.24709129,15.53123856,14.07571983,13.23665619,15.58261013,30.95973396,28.85351372,27.62060356,14.3325758,9.589298248,10.13725853,7.979666233,11.14755917,10.46260929,14.2298336,14.00722504,14.60655594,11.76401424,13.0654192,17.1066227,16.35317802,15.13739204,10.73658943,10.22287655,8.219398499,9.315318108,8.442007065,10.09444904
Qatar,QAT,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/qa/flat/64.png,2781677,2.781677008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.479327172,.479327172,.479327172,0,0,0,.7189907432,2.756131172,3.475121975,2.756131172,1.677645087,.9586543441,1.198317885,.239663586,.479327172,.5991589427,.9586543441,2.037140369,2.756131172,2.516467571,3.714785576,4.553607941,6.111421108,4.553607941,4.91310358,6.59074831,8.987383842,9.22704792,8.268393517,8.268393517,12.82200146,15.09880543,15.69796467,9.706375122,10.90469265,12.46250629,12.34267426,10.90469265,12.46250629,20.49123573,23.36719894,23.36719894,28.7596302,31.39592934,30.7967701,24.56551743,27.68114281,36.6685257,36.18920135,34.87105179,34.99088287,44.81708908,46.73439789,48.6517067,57.03993225,53.44497681,45.41624832,55.96144485,56.32094193,68.30412292,46.73439789,61.83320236,63.15135193,77.29150391,121.5094376,162.1324158,221.2094879,267.224884,286.2781372,270.7000122,229.2382202,225.5234222,295.9845276,399.1596985,492.8681641,603.4729004,1049.72644,1504.60791,1784.415161,1537.801392,1221.924805,869.0201416,722.7055054,616.894043
French Polynesia,PYF,Oceania,Polynesia,,.,.,.,Oceania,https://www.countryflags.io/pf/flat/64.png,277679,.2776789963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.400853872,2.400853872,22.80811119,20.40725708,39.61408615,20.40725708,26.4093914,7.202561378,6.002134323,2.400853872,9.603415489,10.80384159,8.402988434,2.400853872,1.200426936,1.200426936,2.400853872,3.601280689,3.601280689,3.601280689,2.400853872,2.400853872,0,0,2.400853872,2.400853872,3.601280689,1.200426936,1.200426936,0,1.200426936,1.200426936,1.200426936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palestine,PSE,Asia,Western Asia,,.,.,.,,,4569087,4.569087029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.240218639,1.240218639,1.240218639,0,0,0,0,0,.0729540363,.0729540363,.0729540363,0,0,0,.2188621014,.2188621014,.5106782317,.2188621014,1.532034755,1.386126637,1.459080696,.2188621014,.9484024644,1.021356463,.9484024644,.364770174,.364770174,.364770174,.5106782317,.4377242029,.5836322904,.1459080726,.1459080726,0,.2188621014,.7295403481,.8754484057,.6565862894,.1459080726,-.8754484057,-.8754484057,-.5106782317,.364770174,.364770174,.0729540363,1.896804929,3.72065568,7.076541424,5.398598671,7.368357658,3.939517975,6.347001076,5.325644493,5.836322784,3.428839684,.6565862894,.5106782317,1.386126637,1.82385087,1.604988813,1.240218639,.8024944067,.6565862894,0,.1459080726,.8024944067,.8024944067,1.240218639,.5836322904,.8024944067,.2188621014,.2188621014,.2918161452,.2918161452,.2918161452,0,.364770174,.547155261
Paraguay,PRY,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/py/flat/64.png,6956071,6.9560709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0479197726,.0479197726,.0479197726,0,0,0,.0479197726,.2395988554,.5271174908,.4791977108,.2875186205,.1437593102,.1437593102,.2875186205,.1437593102,.1437593102,.1916790903,.1916790903,.1916790903,.0479197726,.3833581805,.3833581805,.575037241,.5271174908,.766716361,.8625559211,1.006315231,1.006315231,1.197994351,1.102154732,.8625559211,.7187966108,.8146361113,.8146361113,.9583954215,.6229570508,.8146361113,.6229570508,.7187966108,.766716361,.766716361,.8625559211,.8146361113,.6229570508,.8146361113,.8625559211,.8625559211,.8146361113,.670876801,.9583954215,.766716361,.8625559211,1.245914102,1.533432722,1.916790843,1.773031592,1.629272223,2.683507204,2.443908453,3.833581686,4.025260925,4.073180676,2.779346704,1.485512972,3.546063185,3.593982935,3.593982935,1.533432722,1.629272223,1.102154732,.9344355464
Portugal,PRT,Europe,Southern Europe,,.,.,.,Europe,https://www.countryflags.io/pt/flat/64.png,10283822,10.28382206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0324133709,.0648267418,.0648267418,.0648267418,.0324133709,.0324133709,0,.0648267418,.0648267418,.0648267418,0,.551027298,.551027298,1.23170805,.6806807518,.6806807518,0,0,0,0,.8103342652,.8103342652,1.037227869,.2268935889,2.333762646,3.533057451,3.922017813,2.106868982,1.588255167,2.268935919,2.333762646,1.42618835,2.625483036,3.435817242,7.001287937,5.575099468,7.357835293,3.792364359,2.949616671,9.950904846,17.27632713,19.1563015,10.08055782,4.343391418,4.148911476,4.181324959,3.630297422,4.57028532,5.250966072,8.362649918,6.515087605,5.51027298,2.106868982,2.333762646,12.54397392,17.6977005,22.00867844,13.71085548,9.432291031,4.116497993,16.66047287,20.51766396,21.03627777,10.21021175,20.74455643,46.61042786,100.5462723,84.56648254,58.86268234,.7130941749,37.56709671,40.61395264,359.6911621,331.653595,336.8073425,25.93069649,26.41689682,26.41689682,27.12999153,25.02312279,20.77696991,22.13833237,21.716959,24.9907093,22.0735054
Poland,POL,Europe,Eastern Europe,,.,.,.,Europe,https://www.countryflags.io/pl/flat/64.png,37974750,37.97475052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1141109094,.1141109094,.1141109094,-.1053331494,-.1053331494,-.1053331494,0,0,0,.0526665747,.0526665747,.0526665747,0,0,0,0,.3511104882,.4301103652,.4301103652,.6056656241,.6846654415,.9304428101,.6583321691,.7724430561,1.07088697,1.114775777,1.34299767,1.360553145,1.48344183,2.132996321,2.010107517,2.51921773,2.176885128,2.747439623,2.334884882,2.3436625,2.773772955,4.151881695,5.328101635,5.679212093,5.380768299,4.608325005,4.581992149,4.643436432,6.671099186,6.758876801,7.338209152,6.469210625,6.223433495,5.301768303,4.546880722,6.232211113,6.732543468,7.935097218,6.864210129,7.338209152,5.54754591,6.091766834,6.249766827,7.724431038,6.908098698,6.714988232,6.627210617,6.232211113,6.390211105,6.425322056,7.232876301,7.267987251,6.969543457,6.51309967,4.783880234,9.155205727,9.97153759,11.27064705,5.898656368,6.021544933,6.240989208,6.644765854,6.232211113,6.521877289,6.829099178,6.596488476
Papua New Guinea,PNG,Oceania,Melanesia,,.,.,.,Oceania,https://www.countryflags.io/pg/flat/64.png,8606316,8.606315613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.3098499775,.3098499775,.3098499775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philippines,PHL,Asia,South-eastern Asia,,.,.,.,Asia,https://www.countryflags.io/ph/flat/64.png,106651922,106.6519241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0031254319,.0031254319,.0031254319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0031254319,.0031254319,.0031254319,0,0,0,0,.0093762958,.0093762958,.0187525917,.0093762958,.0250034556,.0281288885,.0281288885,.0218780246,.0281288885,.0343797505,.0343797505,.0281288885,.0437560491,.0343797505,.0437560491,.0250034556,.0281288885,.0093762958,.0218780246,.0406306162,.0656340718,.0843866616,.1000138223,.1593970358,.1750241965,.1906513572,.2281565368,.3187940717,.4313096106,.487567395,.6032083631,.6000829339,.5094454288,.4281841815,.393804431,.4313096106,.3781772554,.3406720757,.3375466466,.3094177544,.4375604689,.5313234329,.5719540715,.5031945705,.3469229341,.3406720757,.3156686425,.5344488621,.7219747901,.8876226544,.9126261473,.947005868,1.018890858,1.050145149,.9563821554,.8282395005,.8251140118,1.022016287,1.056396008,1.106402874,.9688839316,.9313787222,.8407412171,.8813717961,.928253293,.8469920754,.7782325745,.7657308578,.7782325745,.7219747901,.7344765067,.8032360077,.8594937921,.9626330733,.9438804388,.9720093608,.809486866,.7969851494,.7626054287,.8407412171,.8673073649
Peru,PER,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/pe/flat/64.png,31989256,31.98925591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.010420165,.010420165,.010420165,0,0,0,0,0,0,.13546215,.1563024819,.1563024819,.02084033,.385546118,3.938822508,3.938822508,5.043359756,1.490083575,5.418486118,4.709914684,4.793275833,4.032603741,3.584536791,4.595293045,2.792604208,4.230587006,3.751259565,11.18083763,11.77478695,13.65041637,36.24133301,38.2628479,37.26251221,7.200334072,4.449410439,3.105209351,2.250755787,4.730754852,5.355965137,8.023527145,6.939830303,9.680333138,14.40066814,20.30890274,20.63192749,20.31932259,24.97713661,32.77141953,34.36570358,31.04167175,41.44099808,41.27427292,37.50217438,28.33242989,30.85410881,35.36603928,32.07326889,30.99999237,28.6033535,39.83629227,41.13881302,36.15797424,32.91730118,85.98720551,139.0779419,138.390213,86.73745728,61.9687233,64.68838501,63.57342911,52.00704575,66.4181366,88.49846649,103.003334,107.0984573,80.92300415,59.56166458,29.28066444,53.25746536,80.45409393,108.9584579
Panama,PAN,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/pa/flat/64.png,4176873,4.176873207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0798045099,.0798045099,.1596090198,.0798045099,.0798045099,.1596090198,.1596090198,.5586315989,.3990225792,.3990225792,.0798045099,.3192180395,.3192180395,.2394135445,.0798045099,.2394135445,.2394135445,.1596090198,.0798045099,.5586315989,1.037458658,3.511398554,3.910421133,3.671007633,2.952766895,3.990225554,5.18729353,5.34690237,6.543970108,7.262210846,8.459278107,9.177518845,8.539082527,5.34690237,10.85341358,9.337127686,15.08305264,9.656346321,13.32735348,9.097714424,5.18729353,1.516285777,14.52442169,17.39738464,19.55210495,5.027684212,290.6480408,303.3369446,303.3369446,121.3028564,110.1302261,111.1676865,4.708466053,1.037458658,.0798045099,.0798045099,9.097714424,9.017910004,13.08794022,6.464165688,6.783383846,2.713353395,.3192180395,7.980451107,87.78496552,87.78496552,92.65303802,162.4021912,170.3826294,157.5341034,7.980451107,.3990225792,8.379473686,12.56921101
Pakistan,PAK,Asia,Southern Asia,,.,.,.,Asia,https://www.countryflags.io/pk/flat/64.png,212215030,212.2150269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0015707338,.0015707338,.0015707338,.0015707338,.0015707338,.0015707338,0,0,0,0,0,.0172780734,.0172780734,.0172780734,-.0125658708,-.0125658708,.0078536691,.0251317415,.0251317415,.0078536691,.0125658708,.0125658708,.0832488984,.0738244951,.102097705,.0769659579,.0785366967,.058117155,.1350831091,.2089076042,.4680787027,.4021078646,.4916397035,.4680787027,.4633665085,.7162546515,.5780300498,.967572093,.6565667391,.8639036417,.6078740358,.6063032746,.3502736688,.3220004439,.3785468638,.4523713589,.8748987913,1.071240544,1.115221024,.6424301863,.4303810894,.5764593482,.7680888772,2.019963741,2.327827692,2.186461449,1.255016327,1.445075154,1.545602083,2.120490789,1.302138448,2.715798855,2.112637043,2.511603594,1.610002279,1.575446129,1.313133478,1.790636659,3.248277664,3.111623764,2.585427999,1.636704683,2.527310848,2.764491558,3.507448673,4.259830475,5.579246521,4.779743195,3.582844019,2.608989,3.053506613,4.317947388,6.268798828,7.836391449,7.916498661,5.934232712,4.679216385,5.736320019,6.353618622,7.110712528
Oman,OMN,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/om/flat/64.png,4829483,4.829483032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0690205023,.0690205023,.0690205023,.0690205023,.0690205023,.0690205023,0,0,0,0,.4831435084,.4831435084,.4831435084,0,0,0,0,0,.2070614994,.2070614994,.2070614994,0,.345102489,.345102489,.345102489,0,.4141229987,.4141229987,.4141229987,0,.4141229987,.7592254877,.7592254877,1.932574034,1.587471485,1.863553524,.2760820091,.2760820091,.4141229987,.7592254877,3.31298399,2.898860931,2.553758383,0,1.035307527,1.449430466,1.518450975,3.589066029,3.17494297,3.105922461,3.934168577,4.279271126,4.279271126,.345102489,4.762414455,6.00478363,6.280865669,1.794533014,2.691799402,2.415717602,2.139635563,9.041685104,9.041685104,26.64191246,17.60022736,22.15558052,7.454214096,9.524828911,11.31936169,11.52642345,12.42368984,9.45580864,15.52961254,12.56173134,11.87152576,3.658086538,6.902050018,10.14601326,11.18132114,10.07699299,9.524828911,13.528018,22.43166161,17.04806328,12.90683365,7.730296135,7.730296135,15.11548996,16.84100151,16.84100151,22.7077446,15.11548996,34.85535431,19.73986244,28.71252823,11.25034142,53.07676315,66.15615082
New Zealand,NZL,Oceania,Australia and New Zealand,,.,.,.,Oceania,https://www.countryflags.io/nz/flat/64.png,4841000,4.84100008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.8262755275,1.514838457,1.859120011,1.721407413,1.927976251,1.996832609,1.790263653,1.652551055,1.859120011,1.996832609,1.996832609,3.029676914,4.406803131,5.026509762,7.849617481,8.67589283,9.708737373,9.089031219,9.639881134,10.60386944,11.91213894,14.18439674,17.69606781,15.42381001,12.94498348,9.571024895,9.777593613,10.8792944,9.571024895,8.538180351,8.331611633,7.711905003,7.298767567,5.85278511,6.61020422,5.990497589,4.200233936,2.61653924,2.341114044,1.721407413,1.652551055,2.685395479,3.442814827,3.855952501,3.098533392,3.580527306,2.685395479,2.685395479,2.065688848,2.134545088,1.721407413,1.583694816,1.790263653,1.514838457,.8262755275,.3442814648,.9639881253,1.30826962,1.514838457,.5508503914,.2754251957,.0688562989,.4131377637,.4131377637,1.239413381,1.377125859,1.30826962,.4819940627,0,0,0,0,0,0
Nepal,NPL,Asia,Southern Asia,,.,.,.,Asia,https://www.countryflags.io/np/flat/64.png,28087871,28.08787155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0118675185,.0118675185,.0118675185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0118675185,.0118675185,.0118675185,.0237350371,.0237350371,.0237350371,.0356025547,.0712051094,.0830726326,.0593375936,.0712051094,.0593375936,.0474700741,0,0,0,0,0,0,0,.0712051094,.0712051094,.1780127734,.106807664,.106807664,.0237350371,.0237350371,.0474700741,.0237350371,.0356025547,.0118675185,.0118675185,0,.0118675185,.106807664,.1542777419,.3916281164,.2966879606,.4509657025,.4984357655,1.008739114,1.13928175,.8900638819,.6052434444,.4272306561,.3916281164,.1780127734,.5577733517,.6883160472,.8188587427,.4272306561
Norway,NOR,Europe,Northern Europe,,.,.,.,Europe,https://www.countryflags.io/no/flat/64.png,5311916,5.311915874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.062752001,.062752001,.062752001,0,0,0,0,0,0,0,0,0,0,0,0,.3137599826,.3137599826,.3137599826,0,.062752001,.062752001,.376511991,.376511991,.376511991,1.25503993,1.192287922,1.192287922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482.8766174,482.8766174,482.8766174,0,0,0,0,0,0,0,0,0,0,25.79107094,38.68660736
Netherlands,NLD,Europe,Western Europe,,.,.,.,Europe,https://www.countryflags.io/nl/flat/64.png,17231624,17.2316246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
