Country,ISO3,region,subregion,intermediateregion,lac,lac_main,idb,region_map,image,Population total,population_million,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020
Gabon,GAB,Africa,Sub-Saharan Africa,Middle Africa,.,.,.,Africa,https://www.countryflags.io/ga/flat/64.png,2119275,2.119275093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0471859463,.0471859463,.0471859463,.0471859463,.0471859463,.0471859463,.0471859463,.0471859463,.0471859463,.0471859463,0,0,.1415578425,.1415578425,.283115685,.283115685,.283115685,.283115685,.7077891827,1.085276723,1.085276723,1.179648638,1.226834536,1.226834536,1.69869411,2.170553446,2.831156731,2.831156731,2.406483173,2.878342628,2.878342628,3.161458492,2.972714663,2.972714663,3.161458492,2.689599037,2.028995752,2.028995752,2.831156731,2.453669071,3.161458492,4.199549198,5.945429325,7.125077724,6.322916985,9.012516022,9.814676285,12.03241634,11.23025513,12.50427532,14.48608494,13.07050705,16.18478012,16.46789551
France,FRA,Europe,Western Europe,,.,.,.,Europe,https://www.countryflags.io/fr/flat/64.png,66977107,66.97710419,0,0,0,0,0,0,0,0,0,0,0,.0029860951,.0029860951,.0029860951,.0059721903,.0059721903,.0059721903,.0059721903,.0059721903,.0059721903,.0059721903,.0029860951,.0029860951,.0029860951,.0104513327,.0104513327,.0104513327,.0104513327,.0119443806,.0119443806,.0119443806,.0119443806,.0119443806,.0119443806,.0014930476,.0014930476,.0014930476,.0014930476,0,0,0,0,0,0,0,0,0,0,0,0,3.266788006,3.266788006,4.824036598,5.804968834,7.369682789,8.492454529,8.492454529,10.73501205,11.8174715,14.08242416,13.04027748,15.27089024,16.07265663,17.22678185,16.77438927,17.24469948,20.36068916,20.98030472,22.81227303,23.12432098,23.07803535,22.03439522,20.46968079,19.52010345,21.28637886,22.46588707,21.64471054,21.08929634,19.06173706,17.6926136,18.14351273,19.1139946,20.44877815,21.20575333,19.97100449,17.65976524,16.27272415,15.85317898,16.96848488,17.60303116,16.06071281,14.57662296,12.77899361,11.53080654,11.92497063,13.28364372,13.949543,13.09850597,11.26952267,9.689878464,9.35991478,10.25126457,11.0410862,11.73833942,10.95896912,9.137451172,8.705960274,8.429746628,9.495781898,9.930258751,9.924286842,8.868701935,8.249087334,6.959094524,6.567915916,7.584681511
Fiji,FJI,Oceania,Melanesia,,.,.,.,Oceania,https://www.countryflags.io/fj/flat/64.png,883483,.8834829926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.3395650983,.3395650983,.9055069685,.9055069685,1.13188374,1.13188374,1.358260393,1.358260393,1.358260393,1.358260393,1.018695354,1.018695354,.6791301966,.6791301966,.4527534842,.4527534842,.2263767421,.2263767421,.2263767421,.2263767421,.2263767421,.2263767421,0,0,0,.1131883711,.1131883711,.1131883711,.1131883711,.1131883711,.1131883711,.1131883711,.1131883711,.1131883711,.1131883711,0,0
Finland,FIN,Europe,Northern Europe,,.,.,.,Europe,https://www.countryflags.io/fi/flat/64.png,5515525,5.515524864,0,0,0,0,0,0,0,0,0,0,0,.0181306414,.0181306414,.0181306414,.0181306414,.0181306414,.0181306414,.0181306414,.0181306414,.0181306414,.0181306414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1631757617,.1631757617,.1631757617,.1631757617,.1631757617,.1631757617,.1631757617,.1631757617,.1631757617,.1631757617,0,0,0,0,0,0,0,0,5.257885933,5.257885933,5.257885933,5.257885933,5.257885933,5.257885933,5.257885933,5.257885933,5.257885933,5.257885933,0,0,0,0,25.38289642,25.38289642,25.38289642,25.38289642,30.82209015,30.82209015,30.82209015,30.82209015,39.88740921,39.88740921,14.50451279,14.50451279,19.94370461,19.94370461,18.13064003,18.13064003,18.13064003,18.13064003,18.13064003,18.13064003,18.13064003,18.13064003,21.75676918,21.75676918,18.13064003,18.13064003,23.56983376,23.56983376,14.50451279,27.195961,27.195961,27.195961,18.13064003,18.13064003,14.50451279,14.50451279,9.065320015,9.065320015,9.065320015,1.813064098,1.813064098
Ethiopia,ETH,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/et/flat/64.png,109224559,109.224556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0036621802,.0036621802,0,0,0,0,.000915545,.000915545,.0036621802,.0018310901,-.0018310901,-.000915545,.0027466351,.0036621802,.0036621802,.0036621802,.0027466351,.0027466351,0,.0018310901,.0073243603,.0064088153,.0100709954,.0091554504,.0100709954,.0100709954,.0100709954,.0109865405,.0109865405,.0109865405,.0054932702,.0100709954,.0064088153,.0100709954,.0128176305,.023804171,.0320440754,.0311285313,.0384528898,.0393684357,.0457772501,.0439461619,.0494394302,.0457772501,.0567637905,.047608342,.0393684357,.0411995277,.0357062556,.0366218016,.0357062556,.0338751674,.0302129854,.0302129854,.0192264449,.0183109008,.0183109008,.0192264449,.021057535,.021057535,.0164798107,.0201419909,.0393684357,.0402839817,.0430306159,.0494394302
Estonia,EST,Europe,Northern Europe,,.,.,.,Europe,https://www.countryflags.io/ee/flat/64.png,1321977,1.321977019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.075644277,.075644277,.075644277,.075644277,.075644277,.075644277,.075644277,.1512885541,.1512885541,.5295099616,.5295099616,.5295099616,.7564427853,1.437241316,1.437241316,1.437241316,1.891106963,2.34497261,3.252704144,3.101415396,3.857858181,4.084791183,3.857858181,3.706569672,3.933502674,4.765589714,5.068166733,4.538656712,4.00914669,4.084791183,4.236079693,4.1604352,5.370743752,5.748965263,6.807985306,6.127186775,5.446388245,5.748965263,6.505408287,6.807985306,6.883629322,8.396514893,7.564427853,6.656696796,5.900253773,5.446388245,6.354119301,6.354119301,5.446388245,5.068166733,4.00914669,2.496261358,2.34497261,3.025771141,35.09894562,38.65422821,37.89778519,37.67085266,39.41067123,39.18373871,49.16878128,50.0765152,50.68166733,50.30344772,17.7007618,14.44805717,15.58272171,55.74983597,55.2959671,56.65756607,47.12638474,46.5212326,46.74816513
Spain,ESP,Europe,Southern Europe,,.,.,.,Europe,https://www.countryflags.io/es/flat/64.png,46796540,46.79653931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0042738202,.0042738202,.0042738202,.0042738202,.0042738202,.0042738202,.0042738202,.0042738202,.0042738202,.0042738202,0,0,0,0,0,0,0,0,0,0,0,.0598334856,.0598334856,.0641073063,.0641073063,.3867807388,.3867807388,.4081498384,1.10050869,1.10050869,1.128288507,2.132636309,2.245892525,2.297178507,3.325032234,4.149879456,5.111489296,5.090119839,7.002654552,10.36401463,13.85786247,17.79832458,23.94194221,29.06625175,32.46393967,36.61381912,42.89205933,51.64484406,57.09610367,61.65413284,66.38311768,66.41516876,66.07967377,71.18475342,75.61456299,77.80276489,77.91601563,76.17657471,73.11224365,71.12705231,70.03295898,73.42423248,67.50285339,57.21790695,53.83304214,53.24966431,50.01438141,50.26867294,52.4034462,53.10435486,53.11290359,50.37765503,55.72634125,59.30139542,67.50498962,67.23360443,63.11577988,66.95580292,63.36365891,61.94475174,59.3590889,59.04282761,59.0556488,61.1156311,53.43343735,51.53372574,53.61293793,46.43933105,46.84320831,47.07826614,45.50977707,43.68699265,38.32548523,41.08850861,35.09661102,30.36549377,28.28627968,24.35222816,20.41390228,14.96264458,11.95173836,8.398056984
Eritrea,ERI,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/er/flat/64.png,3213972,3.213972092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0933424383,.0933424383,.0933424383,.1866848767,.1866848767,.1866848767,.3422556221,.4044839144,.4044839144,.4044839144,.4978263378,.4978263378,.7156254053,.6222829223,.6222829223,.6222829223,.4667122066,.5289404988,.5289404988,.5289404988,.5600546598,.5600546598,.3422556221,.3733697534,.3733697534,.3733697534,.3733697534,.2800273299,.2800273299,.2800273299,.0622282922,.0622282922,.0622282922,.0311141461,.0311141461,.0311141461,.0311141461,0,0
Egypt,EGY,Africa,Northern Africa,,.,.,.,Africa,https://www.countryflags.io/eg/flat/64.png,98423595,98.42359161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0010160166,.0010160166,.0010160166,.0010160166,.0010160166,.0010160166,.0010160166,.0010160166,.0010160166,.0010160166,0,0,.0264164302,.0264164302,.0264164302,.0264164302,.0203203317,.0264164302,.0314965136,.0314965136,.0314965136,.0386086293,.0142242322,.0294644814,.0294644814,.0538488775,.0751852244,.0762012452,.0853453949,.0904254764,.1016016603,.1127778366,.1178579256,.1249700412,.1473224014,.1381782591,.1483384222,.1473224014,.1452903748,.1574825644,.1757708639,.201171279,.2306357622,.2509560883,.3942144215,.3789741695,.3535737693,.3474776745,.3423975706,.375926137,.4023425579,.3901503682,.4439992309,.4511113465,.3515417278,.4216468632,.4937840402,.5334087014,.5892896056,.5994497538,.6126579642,.6126579642,.5689692497,.5994497538,.596401751,.5669372678,.565921247,.6258662343,.6492345929,.6614267826,.6512666345,.6776830554,.7051154971,.7234038115,.8168773055,.9387993217,1.009920478,1.086121678,1.153178811,1.305581331,1.51894474,1.767868876,1.949735761,2.077753782,2.080801964,2.17630744,2.215932131,2.134650707,2.110266447
Ecuador,ECU,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/ec/flat/64.png,17084357,17.08435631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0175599232,.0175599232,.0175599232,.0175599232,.0175599232,.0175599232,.0175599232,.0175599232,.0175599232,.0175599232,.2985187173,.3219319284,.3629050851,.3629050851,.5677708983,.5677708983,.5677708983,.5677708983,.8019031882,1.966711521,1.837938666,2.066217661,2.552042246,3.113959789,3.488571644,3.980249405,4.319741249,4.319741249,5.08067131,4.226088524,4.57728672,4.659233093,4.454367638,4.278768063,3.921716452,3.430038452,3.090546608,4.208528519,3.213466167,2.903240681,2.388149738,4.132435322,5.092378139,11.54272366,12.09878731,12.09878731,12.09878731,10.9808054,10.9808054,10.9808054,10.9749527,8.897027969,7.61515379,.7784899473,0,0,0,0,0,.1404793859,.7258101702,.7258101702,.7258101702,.7258101702,.7433701158,85.28269958,85.28269958
Algeria,DZA,Africa,Northern Africa,,.,.,.,Africa,https://www.countryflags.io/dz/flat/64.png,42228429,42.22842789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0189445838,.0189445838,.0284168757,.0284168757,.0284168757,.0284168757,.0284168757,.0757783353,.0757783353,.0757783353,.134980157,.134980157,.0284168757,.1255078763,.0402572416,.0402572416,.0449933857,-.002368073,.0118403649,.0331530236,-.0094722919,-.0094722919,.0899867713,.0592018254,.1444524527,.1444524527,.1941819936,.4878230393,.7341026068,.8501381874,.944861114,1.255078673,1.276391387,1.423211932,1.463469148,1.641074538,1.735797524,1.555823922,1.657651067,1.643442631,1.638706565,1.451628804,1.785526991,1.697908401,1.825784326,1.716852903,1.686067939,1.792631269,1.551087856,1.610289693,1.584240794,1.581872821,1.375850439,1.397163033,1.392426968,1.631602287,1.81157589,1.932347536,1.99865365,2.128897667,2.415434361,2.666450262,2.656977892,2.746964693,2.851159811,2.870104551,2.803798437,2.742228508,2.841687679,3.0548141,2.891417027,2.979035854,3.239523888,3.850486755,3.495275736,3.573422194
Dominican Republic,DOM,Americas,Latin America and the Caribbean,Caribbean,1,3,1,Americas,https://www.countryflags.io/do/flat/64.png,10627165,10.62716484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0282295421,.0282295421,.0282295421,.0282295421,.0282295421,.0282295421,.0376393907,.0470492356,.0846886262,.1505575627,.1223280132,.1223280132,.1317378581,.2822954357,.3105249703,.4422628284,.7151483893,.8751158118,.9315748811,1.082132459,1.279739261,1.373837709,1.797280908,1.712592244,2.183084726,2.465379953,2.662986755,2.992331505,3.340495825,4.234431267,4.036824703,5.65531826,5.777646542,6.539844036,6.822139263,8.026599884,8.139517784,8.32771492,8.694699287,8.468862534,9.645093918,9.485126495,10.19086456,9.880339622,10.07794666,10.54843903,12.75975323,13.75719738,13.95480347,16.37313461,15.19690323,14.86755943,15.54506779,16.61779022,35.59745407,40.71641159,37.91227722,41.20572281,42.30667496,40.94224548,43.59582138,44.99789047,44.48975754,45.24254608
Denmark,DNK,Europe,Northern Europe,,.,.,.,Europe,https://www.countryflags.io/dk/flat/64.png,5793636,5.793635845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0172603186,.0172603186,.0172603186,.0172603186,.0172603186,.0172603186,.0172603186,.0172603186,.0172603186,.0172603186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.41346455,18.7792263,20.57429886,22.12772751,22.88718224,23.76745796,25.71787453,27.9617157,29.94665337,30.58528519,18.31319809,17.84716988,17.98525238,21.26471329,24.52691269,28.39322472,32.76008606,38.42147064,41.51106644,43.82394791,47.37957382,51.15958405,54.35274124,51.97081757,50.41738892,48.01820755,44.35902023,39.24996567,38.40420914,38.55955124,35.02118683,31.1030941,27.66829109,26.96061707,28.0825386,29.13541794,30.24007797,31.1721344,29.80857086,28.84199142,27.59924889,29.18719864,28.92829323,29.63596725,28.70390892,27.8581543,26.16664314,23.71567726,22.83540154,22.76635933,22.69731903,20.43621635,20.24635315,18.90004921,17.34662056,16.17291832
Djibouti,DJI,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/dj/flat/64.png,958920,.958920002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.8342719078,.8342719078,.9385558963,.9385558963,.9385558963,2.607099533,2.607099533,3.754223585,3.754223585,3.754223585,3.441371441,4.692779541,6.465607166,6.674175262,6.987027168,5.318483353,8.029867172,6.882742882,7.925582886,15.32974625,22.00392151,28.88666344,31.49376297,35.24798584,41.81787872,44.00784302,51.82913971,56.31335068,58.39903259,52.45484543,45.25925064,39.94076538,38.79364395,35.87369156,33.57944489,33.99657822,24.50673676,21.3782177,20.85679626,20.85679626,22.31677246,20.02252579,19.81395721,20.33537674,18.04113007,20.23109245,20.75251389,21.3782177,19.08396912,18.56254959,17.10257339,16.58115387,15.01689434,13.45263386
Germany,DEU,Europe,Western Europe,,.,.,.,Europe,https://www.countryflags.io/de/flat/64.png,82905782,82.90578461,0,0,0,0,0,0,0,0,0,0,0,0,.0012061885,.0012061885,.0012061885,.0012061885,.0012061885,.0144742616,.0144742616,.0144742616,.0168866385,.0168866385,.0156804491,.0156804491,.0156804491,.0168866385,.018092826,.0048247539,.0048247539,.0048247539,.0024123769,.0024123769,.0024123769,.0024123769,.0036185654,.0036185654,.0024123769,.0024123769,.0024123769,.0108556962,.0108556962,.036185652,.036185652,.036185652,.0603094213,.0591032356,.1049383953,.114587903,.1954025328,.2508871853,.2906914055,.2653614581,3.856184483,4.222865582,6.761892319,7.949987888,10.10303402,10.9739027,16.06643105,19.13859177,22.23487854,26.74602318,25.73041153,27.56502533,27.77490234,26.58680534,33.290802,44.73632431,46.92917252,45.60960388,46.67949295,45.6662941,47.91583633,50.41867828,52.9516716,58.2589035,56.7306633,47.16196823,42.93186569,45.33700562,45.59392166,47.16196823,47.04135132,50.17744064,44.87020874,42.2165947,37.8574295,38.59803009,39.08050537,38.59803009,38.23617554,35.70317841,32.92894363,27.62171555,30.51656723,33.65265656,32.80832672,29.31037903,27.62171555,25.20933914,22.5762291,21.95262909,21.83201027,21.22891617,19.89849091,15.31859303,14.84938622,16.09176064,14.93381882,15.1569643,15.04117012,14.31021976,13.28737164,12.03896713,11.58182144,11.2983675
Czech Republic,CZE,Europe,Eastern Europe,,.,.,.,Europe,https://www.countryflags.io/cz/flat/64.png,10629928,10.62992764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0282222051,.0282222051,.0282222051,.0282222051,.0376296081,.0564444102,.0564444102,.0564444102,.0940740183,.0940740183,.065851815,.0752592161,.0752592161,.0752592161,.1975554377,.3668886721,.5174071193,.5738515258,.5832589269,.6397033334,.8090365529,1.034814239,1.514591694,2.088443279,2.596442938,2.831627846,3.292590618,3.734738588,4.205108643,5.305774689,6.801551342,8.005699158,9.426216125,9.350956917,9.379179955,11.41117859,12.62473297,14.34628773,15.36228752,16.26539803,15.37169456,14.79784298,15.54102802,16.19013786,17.02739716,16.50999069,15.23058319,13.84769535,13.49962139,13.50902939,14.60969448,15.61628723,14.53443527,13.78184319,12.59651089,10.91258621,12.59651089,13.43377018,13.73480701,13.49021435,12.9351778,11.44880772,10.26347542,11.55228901,12.0320673,12.75643635,11.42999268,10.68680859,9.379179955,7.873995304,7.535328865,7.977476597
Cyprus,CYP,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/cy/flat/64.png,1189265,1.189265013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2522566319,.2522566319,.2522566319,.2522566319,.3363421857,1.261283159,1.261283159,1.261283159,1.849882007,1.93396759,2.102138758,2.102138758,2.102138758,2.522566319,2.774823189,2.522566319,2.690737486,3.111165285,2.606652021,2.942994118,2.774823189,3.111165285,3.111165285,2.690737486,2.35439539,2.690737486,2.522566319,2.270309687,2.35439539,1.93396759,3.111165285,2.774823189,2.774823189,2.774823189,6.979100227,5.9700737,5.9700737,5.801902771,5.633731842,18.07839203,16.64893913,16.64893913,16.64893913,16.64893913,12.44466114,12.44466114,21.18955803,21.18955803,21.27364349,8.828982353,8.828982353,12.86508846,12.86508846,15.55582619,15.55582619,18.41473579,9.669837952,9.669837952,9.585752487,9.669837952,13.45368767,9.417581558,12.19240475,9.501667023,9.501667023,6.642758369
Cuba,CUB,Americas,Latin America and the Caribbean,Caribbean,1,.,.,Americas,https://www.countryflags.io/cu/flat/64.png,11338138,11.33813763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0088197906,.0088197906,.0088197906,.0352791622,.0352791622,.0352791622,.0352791622,.0705583245,.1058374867,.1146572754,.1234770715,.1234770715,.1234770715,.1234770715,.2028551847,.2028551847,.2116749734,.3792510033,.5732864141,.6967634559,.9348977804,1.031915545,1.199491501,1.349427938,1.455265403,1.763958097,2.002092361,2.063831091,2.046191454,2.196127892,2.152028799,2.504820585,2.522460222,2.910530806,2.936990261,3.069287062,3.192764282,3.492637157,3.572015285,3.739591122,4.074743271,4.057103634,4.559831619,4.40989542,4.462813854,4.436354637,4.61275053,4.515732765,4.542191982,4.515732765,4.401075363,4.471633911,4.154121399,4.048284054,4.092382908,3.766050577,3.510276556,3.351520538,3.298601627,3.122205973,3.042827845,2.698855877,2.460721493,2.196127892
Costa Rica,CRI,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/cr/flat/64.png,4999441,4.999441147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0400044732,.0400044732,.0400044732,.0400044732,.0400044732,.0400044732,.0600067079,.0600067079,.0600067079,.0800089464,.0400044732,.0400044732,.0800089464,.1800201237,.2200245857,.2800312936,.3000335395,.4200469553,.5200581551,.5200581551,.7600849271,.9001005888,1.000111818,1.020114064,1.060118437,1.020114064,1.120125175,1.280143142,1.360152006,1.64018333,1.64018333,2.020225763,2.4802773,2.68029952,3.000335455,3.500391245,3.800424814,3.980444908,4.180467129,4.220471859,4.280478477,4.100458145,3.840429306,3.800424814,3.660409212,3.420382261,3.280366659,3.160353184,3.100346565,3.140351057,3.260364294,3.240362167,2.960330963,2.820315123,2.720304012,2.58028841,2.460274935,2.400268316,2.280254841,1.940216899,1.620181084,1.500167727,1.600178838,1.600178838,1.700190067,1.720192313,1.660185575
Cabo Verde,CPV,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/cv/flat/64.png,543767,.5437669754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1839023083,.1839023083,.1839023083,.1839023083,.1839023083,.1839023083,.1839023083,.1839023083,.1839023083,.1839023083,0,0,0,0,0,0,0,0,0,0,0,0,.1839023083,.1839023083,.5517069101,3.126339197,3.126339197,5.884873867,6.620482922,6.620482922,6.804385185,6.804385185,7.72389698,9.930724144,9.562919617,7.356091976,7.356091976,5.149264336,5.51706934,5.51706934,8.459506035,8.459506035,7.539994717,5.333166599,5.333166599,6.804385185,6.804385185,14.89608669,16.18340302,16.18340302,13.05706406
Comoros,COM,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/km/flat/64.png,832322,.8323220015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.360437423,.360437423,.360437423,.360437423,.360437423,.360437423,.9611664414,.9611664414,2.162624598,2.162624598,2.162624598,2.162624598,2.162624598
Colombia,COL,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/co/flat/64.png,49648685,49.64868546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.002014152,.002014152,.002014152,.002014152,.002014152,.0060424563,.0060424563,.0120849125,.0161132161,.0161132161,.0181273688,.0181273688,.0181273688,.0281981286,.0604245588,.0725094751,.1047359034,.0986934453,.1550897062,.1611321568,.1571038514,.1812736839,.2275991738,.3202501833,.3343492448,.3524765968,.4330426753,.5317361355,.5418068767,.7331513166,.9305382371,1.075557232,1.029231668,1.081599593,1.222590327,1.188349724,1.208491206,1.224604368,1.307184696,1.238703489,1.174250603,1.160151601,1.276972413,1.409906387,1.278986573,1.504571557,1.603265047,1.601250887,1.619378209,1.905387759,2.044364214,2.195425749,2.328359842,2.332387924,2.549916506,2.566029787,2.628468275,2.841968536,3.123949766,2.914478064,2.898364782,2.922534466,2.97893095,2.982959032,3.123949766,3.234728098,3.230699778,3.192430973,3.339463949,3.6355443,3.875228405
Congo (Brazzaville),COG,Africa,Sub-Saharan Africa,Middle Africa,.,.,.,Africa,https://www.countryflags.io/cg/flat/64.png,5244363,5.244362831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0381361879,.0381361879,.0381361879,.0381361879,.0381361879,.0381361879,.0381361879,.095340468,.095340468,.095340468,.05720428,.05720428,.05720428,.1716128439,.1716128439,.1716128439,.1716128439,.1144085601,.2097490281,.2097490281,.2097490281,.2097490281,.2669533193,.1525447518,.1525447518,.1525447518,.1525447518,.1525447518,.05720428,.1716128439,.1716128439,.1716128439,.1334766597,.1334766597,.2097490281,.2097490281,.2669533193,.2669533193,.2669533193,.5339066386,.5339066386,.5339066386,1.163153648,1.163153648,1.08688128,1.08688128,1.468243241,1.887741208,1.887741208,1.601719856,1.601719856,1.792400718,1.144085646,1.144085646,1.144085646
