Country,ISO3,region,subregion,intermediateregion,lac,lac_main,idb,region_map,image,Population total,population_million,1/22/2020,1/23/2020,1/24/2020,1/25/2020,1/26/2020,1/27/2020,1/28/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020,6/19/2020,6/20/2020,6/21/2020,6/22/2020,6/23/2020,6/24/2020,6/25/2020,6/26/2020,6/27/2020,6/28/2020,6/29/2020,6/30/2020
Sudan,SDN,Africa,Northern Africa,,.,.,.,Africa,https://www.countryflags.io/sd/flat/64.png,41801533,41.80153275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0239225682,.0478451364,.0478451364,.0478451364,.0478451364,.0478451364,.0478451364,.0478451364,.0478451364,.0478451364,.0478451364,.0478451364,.0478451364,.0956902727,.0956902727,.0956902727,.0956902727,.0956902727,.1435354054,.1435354054,.1913805455,.1913805455,.2870708108,.334915936,.334915936,.4545287788,.4784513414,.5023739338,.7415996194,.765522182,.9329801202,1.100438118,1.243973494,1.243973494,1.459276676,1.67457974,1.913805366,2.200876236,2.440101862,2.846785545,3.564462662,3.875456095,4.138604164,4.736668587,4.736668587,4.904126167,5.310810089,5.310810089,5.908874035,6.841854572,6.841854572,7.392073631,8.899195671,10.14316845,10.95653629,12.03305149,12.03305149,17.91800308,17.91800308,19.5208149,30.4295063,34.0418129,36.41014862,38.87417221,40.93151474,43.65868759,46.0270195,48.1800499,48.1800499,49.25656891,50.88330078,52.67749405,54.49560928,57.79692459,61.14608383,62.43790054,65.06938171,67.4616394,70.95433807,70.95433807,73.82504272,79.5425415,79.5425415,82.7720871,88.48957825,88.48957825,91.04929352,96.02518463,96.02518463,96.02518463,96.02518463,96.02518463
Saudi Arabia,SAU,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/sa/flat/64.png,33699947,33.69994736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.029673636,.029673636,.029673636,.029673636,.029673636,.029673636,.0593472719,.1780418158,.1780418158,.1780418158,.2373890877,.4747781754,.4747781754,.4747781754,.8308618069,.8605354428,.9792299867,1.038577318,1.09792459,1.958459973,3.412468195,4.896150112,7.833839893,9.732953072,10.41544628,12.46292782,14.48073483,16.35017395,18.24928665,18.72406578,19.76264191,20.32644081,21.36501884,22.58163834,23.8872776,26.37986374,27.62615585,29.37689972,31.12764549,39.43626404,41.48374557,44.21371841,48.6647644,53.76863098,57.12174988,60.80128098,65.72710419,69.94076538,75.10397339,82.61140442,87.62625122,93.85771179,105.4897766,111.7212448,122.6708145,132.8191986,161.1575165,201.2762756,231.3950195,270.6235657,301.0093689,339.9708557,377.953125,452.7306824,522.9088135,565.312439,648.9327393,702.2562866,763.2652588,853.0577393,938.6958008,993.4140015,1069.437866,1157.36084,1223.62207,1291.396729,1355.13562,1437.687744,1514.008301,1618.785889,1691.783081,1747.272705,1852.881226,1908.192871,1952.228516,2022.525391,2046.442383,2095.433594,2130.300049,2160.745117,2211.398193,2265.255859,2313.178711,2374.454834,2404.425049,2449.499268,2513.950439,2608.015869,2656.977539,2719.944824,2786.799561,2841.66626,2935.227051,3000.894775,3120.924805,3260.6875,3347.097168,3497.987549,3574.812744,3623.981934,3701.93457,3772.053467,3880.302734
Rwanda,RWA,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/rw/flat/64.png,12301939,12.30193901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.3251519799,.3251519799,.5690159798,.5690159798,.5690159798,.5690159798,1.463183999,2.03219986,3.414095879,3.983111858,4.389552116,4.877279758,5.283720016,5.608871937,6.177887917,6.177887917,6.828191757,6.828191757,7.072055817,7.072055817,7.153343678,7.478496075,7.559783936,7.722359657,7.966223717,8.453951836,8.860391617,9.754559517,10.07971191,10.40486336,10.4861517,10.56744003,10.81130409,11.05516815,11.3803196,11.3803196,12.19320011,12.43706417,13.33123207,13.65638351,14.38797569,14.46926403,16.01373482,16.50146294,16.98919106,17.55820847,17.63949585,18.04593658,18.45237541,19.26525497,19.34654427,19.83427238,19.91555977,19.91555977,20.07813644,20.3220005,20.80972672,21.29745483,21.86647224,22.02904701,22.76063919,22.92321587,23.00450325,23.57351875,24.14253616,24.38640022,24.95541573,25.44314384,26.09344673,26.98761559,26.98761559,27.4753437,27.4753437,28.20693588,28.45079994,28.53208733,29.01981544,29.18239212,30.07655907,30.15784836,30.56428719,31.29587936,32.35262299,33.57194519,36.01058197,36.01058197,36.33573532
Russia,RUS,Europe,Eastern Europe,,.,.,.,Europe,https://www.countryflags.io/ru/flat/64.png,144478050,144.4780426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0138429338,.0138429338,.0138429338,.0138429338,.0138429338,.0138429338,.0138429338,.0138429338,.0138429338,.0138429338,.0138429338,.0138429338,.0138429338,.0138429338,.0138429338,.0138429338,.0138429338,.0138429338,.0138429338,.0138429338,.0138429338,.0138429338,.0138429338,.0138429338,.0138429338,.0207644012,.0207644012,.0207644012,.0207644012,.0207644012,.0207644012,.0553717352,.0553717352,.0553717352,.0553717352,.0553717352,.0622932017,.0622932017,.0830576047,.1107434705,.1107434705,.1522722691,.2007225454,.2630157471,.3114660084,.3391518891,.442973882,.4568168223,.8374975324,1.315078735,1.626544714,1.944932222,2.304848433,2.457120657,2.810115576,3.419204712,4.014451027,4.83118391,5.502566338,7.232933044,8.935613632,10.17455673,11.7249651,13.74603367,15.94705963,17.9265995,21.1589241,22.77854729,23.85137558,26.8068409,30.59288406,33.85289383,38.53872681,43.25916672,46.83756638,50.84509659,58.52792358,71.19420624,80.4205246,91.50179291,103.9119873,115.1662903,125.2439423,137.4949341,147.6141205,164.7516785,184.1663971,220.9055328,237.4478455,275.4812927,301.1668701,332.2511902,370.506134,403.0093384,437.2013855,466.3200073,485.9492798,526.9312744,591.0379028,641.4884644,690.9354248,747.0754395,784.1953125,822.2564087,907.6050415,984.2879639,1045.093018,1102.292114,1159.131104,1189.682495,1214.814331,1291.55957,1353.555176,1413.342773,1468.991333,1529.194336,1566.134155,1593.501709,1674.420532,1746.251465,1804.073486,1860.919434,1897.36792,1934.799194,1965.841919,2033.38855,2102.741699,2169.25,2241.523926,2311.936035,2347.360107,2379.925537,2462.983154,2548.636475,2592.483887,2654.548584,2718.080811,2757.761719,2787.814697,2851.45752
Romania,ROU,Europe,Eastern Europe,,.,.,.,Europe,https://www.countryflags.io/ro/flat/64.png,19466145,19.46614456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0513712391,.0513712391,.0513712391,.1541137248,.1541137248,.1541137248,.1541137248,.3082274497,.3082274497,.3595986962,.4623411596,.4623411596,.4623411596,.821939826,.9760535955,1.284281015,1.284281015,2.671304464,3.287759304,3.287759304,4.058328152,4.417926788,4.828896523,5.907692909,7.140602589,10.58247566,10.73658943,11.30167294,12.94555283,13.71612167,14.53806114,16.90113831,19.21284485,20.85672379,23.63077164,27.12401581,33.23719406,37.44963455,38.93939972,43.76829529,46.95331573,53.99117279,62.51879883,69.71077728,77.46783447,88.87224579,97.19438934,103.6157913,110.6022797,123.599205,127.2979355,144.7127838,148.4628906,156.8877716,161.3570709,174.8677063,183.3439636,206.3582764,222.3347321,233.5850372,250.1265717,270.6750793,280.1787415,297.336731,315.6249084,329.957489,355.0780029,362.2186279,372.1846313,394.7879944,408.9664612,465.0638428,481.3485413,491.8282471,508.0615845,510.1164246,522.2400513,532.0005493,543.559082,553.6278687,574.6900635,585.5807495,597.4475098,609.9821167,624.7770386,648.767395,659.041626,670.189209,680.9771729,689.7102661,694.8474121,708.9230957,715.0363159,726.6461792,740.7219238,751.972229,761.6300049,765.9451904,775.8598633,785.1066895,793.428833,803.1893311,807.5045166,812.5389404,825.5872192,827.9503174,837.762207,850.4508667,859.6976929,868.7390747,874.9036255,882.9175415,893.3972778,919.8534546,933.9805298,951.9091187,966.4985352,971.5328979,978.6221313
Qatar,QAT,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/qa/flat/64.png,2781677,2.781677008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.437981486,1.437981486,1.437981486,1.437981486,1.437981486,1.437981486,3.594953775,9.706375122,11.86334705,11.86334705,14.73931026,14.73931026,15.45830059,15.45830059,16.17729187,17.25577736,18.33426285,22.28871346,25.52417183,25.88366699,33.43307114,39.18499374,44.21792984,47.09389496,53.92430496,63.99017715,74.05604553,81.60544586,88.79535675,98.86122894,120.0714493,134.0917664,145.9551239,149.1905823,166.8058472,183.3426361,186.2185974,199.519928,220.7301636,247.6923065,269.621521,290.8317566,333.9711914,363.8093262,383.2220764,407.6677551,446.8527527,493.2276306,516.2353516,551.4658813,598.2003174,650.6866455,691.6690674,744.1553955,821.8063965,852.0040283,880.4041748,989.6907349,1020.966858,1085.316528,1129.893921,1206.466431,1274.77063,1361.768433,1570.994751,1761.167847,2025.396851,2372.669434,2620.002197,2837.496826,3060.384033,3296.57251,3725.450439,4257.863281,4775.176758,5535.869141,7407.04248,9289.000977,10889.11426,12020.44629,12954.77539,13496.1748,14188.56348,14715.94336,15288.25977,15939.30566,16513.41992,17100.83594,17763.74414,18453.25586,19159.66602,19862.83789,20454.56836,21095.54688,21735.44922,22350.54688,22879.00391,23514.23242,24000.99023,24560.36328,25148.85742,25704.27734,26273,26798.22266,27347.53125,27762.0293,28293.00391,28820.74414,29321.88086
French Polynesia,PYF,Oceania,Polynesia,,.,.,.,Oceania,https://www.countryflags.io/pf/flat/64.png,277679,.2776789963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.202561378,7.202561378,68.42433167,68.42433167,126.0448227,129.6461029,147.6525116,147.6525116,147.6525116,154.855072,176.4627533,180.0640259,180.0640259,183.6653137,183.6653137,183.6653137,190.8678741,194.469162,194.469162,201.6717224,201.6717224,201.6717224,201.6717224,201.6717224,208.8742828,208.8742828,212.4755554,212.4755554,212.4755554,212.4755554,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433
Palestine,PSE,Asia,Western Asia,,.,.,.,,,4569087,4.569087029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72065568,3.72065568,3.72065568,3.72065568,3.72065568,3.72065568,3.72065568,3.72065568,3.939517975,3.939517975,3.939517975,3.939517975,3.939517975,3.939517975,4.596104145,4.596104145,5.471552372,5.252690315,9.19220829,9.629932404,9.629932404,9.848794937,12.47513962,12.69400215,12.69400215,13.56945038,13.78831291,13.78831291,15.10148525,15.10148525,15.53920937,15.53920937,15.53920937,15.53920937,16.19579506,17.72783089,18.16555405,18.16555405,18.16555405,15.53920937,15.53920937,16.63352013,16.63352013,16.63352013,16.85238266,22.32393456,27.79548645,38.08200455,38.51972961,49.90055847,49.90055847,57.5607338,65.87749481,67.40953064,67.84725189,67.84725189,68.94156647,72.00563049,73.31880188,73.75653076,75.72628784,75.72628784,75.72628784,75.72628784,76.16400909,78.1337738,78.1337738,79.88466644,79.88466644,80.54125214,80.54125214,80.54125214,81.41670227,81.41670227,81.41670227,81.41670227,82.51101685,82.51101685,87.54483795,88.20143127,88.42028809,88.42028809,89.73345947,89.73345947,90.60890961,90.82777405,90.82777405,90.82777405,90.82777405,90.82777405,90.82777405,95.64273834,95.64273834,96.08046722,96.73705292,96.73705292,96.73705292,97.61249542,97.61249542,97.61249542,97.83135986,97.83135986,98.70681
Paraguay,PRY,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/py/flat/64.png,6956071,6.9560709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1437593102,.1437593102,.1437593102,.1437593102,.1437593102,.1437593102,.2875186205,.8625559211,1.725111842,1.725111842,1.725111842,2.156389713,2.156389713,2.587667704,2.587667704,2.587667704,3.162704945,3.162704945,3.162704945,3.306464195,4.312779427,4.312779427,5.031576157,5.894132137,6.612928391,7.619243622,8.913077354,9.631874084,11.21322632,12.21954155,12.21954155,13.36961651,14.66345024,14.66345024,16.24480247,16.53232193,17.10735893,18.11367416,18.68871117,19.40750694,20.41382217,21.27637863,21.85141563,22.28269386,23.72028732,24.4390831,24.87036133,26.16419601,26.45171356,27.74554825,28.46434402,29.03938293,31.48328972,33.06464386,34.78975296,36.80238342,37.95246124,42.84027481,44.1341095,49.45320511,54.91605759,56.35365295,57.79124451,59.37259674,66.99184418,68.57319641,70.15454865,71.5921402,73.46101379,73.46101379,74.17980957,76.47995758,82.66160583,86.68686676,86.83062744,88.98701477,89.70581055,90.99964905,93.0122757,93.44355774,96.75002289,100.4877625,102.2128754,103.0754318,106.52565,113.713623,125.2143631,129.8146667,133.1211243,135.7088013,140.3090973,145.6281891,150.2284851,153.1036682,155.2600555,156.553894
Portugal,PRT,Europe,Southern Europe,,.,.,.,Europe,https://www.countryflags.io/pt/flat/64.png,10283822,10.28382206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0972401127,.1944802254,.1944802254,.2917203307,.2917203307,.2917203307,.2917203307,.4862005413,.4862005413,.4862005413,.4862005413,2.139282465,2.139282465,4.181324959,4.181324959,4.181324959,4.181324959,4.181324959,4.181324959,4.181324959,6.612327576,6.612327576,7.293008327,7.293008327,13.61361599,17.8921814,19.05906105,19.93422318,22.65694618,25.86586952,26.93551064,26.93551064,33.7423172,37.24296188,47.93937302,50.46761703,59.31646729,59.31646729,59.31646729,89.16918182,111.1454468,116.7853699,119.4108582,124.175621,129.2321014,131.954834,135.0665131,142.9429626,147.7077332,160.1544647,162.4882202,164.2385406,166.4750671,169.4895172,201.8704681,219.5681763,235.5155487,243.0030365,247.865036,247.865036,292.9844666,309.4180298,310.973877,323.6150818,371.6517029,450.8051453,625.2539063,625.3511353,627.3931885,627.3931885,738.0524292,749.2350464,1706.466675,1733.013306,1759.657104,1784.258789,1812.263916,1838.907715,1865.648804,1887.333374,1901.238647,1932.063721,1952.484131,1976.210815,1995.950562,2023.275024,2041.556152,2057.21167,2075.006836,2114.19458,2139.476807,2158.730469,2181.873535,2204.336182,2222.131104,2257.137451,2292.921875,2334.735107,2380.14624,2421.862305,2467.564941,2484.290283,2511.614746,2536.313721,2565.388672,2589.795898,2612.258301,2631.900879,2645.417236,2674.589355
Poland,POL,Europe,Eastern Europe,,.,.,.,Europe,https://www.countryflags.io/pl/flat/64.png,37974750,37.97475052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.3423327208,.3423327208,.3423327208,.0263332874,.0263332874,.0263332874,.0263332874,.0263332874,.0263332874,.1843330115,.1843330115,.1843330115,.1843330115,.1843330115,.1843330115,.1843330115,1.237664461,1.474664092,1.474664092,3.054661274,3.528660536,4.265992641,5.029657841,5.845989704,7.478653431,8.373985291,9.874982834,11.56031322,12.8243103,16.27397156,17.5906353,20.38196373,22.80462646,25.83295441,27.38661766,29.83561325,34.15427399,39.84226227,45.81991959,51.19190979,55.98456955,59.64489365,64.9378891,69.91487885,79.6581955,85.21451569,91.92950439,99.06582642,103.884819,107.8348083,112.7064667,122.5814514,128.0324402,136.5117645,143.1740875,150.0470734,153.1544037,161.4493866,168.7963715,176.3276825,182.1736755,188.94133,196.2093201,200.8703156,208.111969,215.4852905,222.5689392,229.9159241,236.3939209,242.1082458,244.2675629,263.8595276,272.0228577,278.0794983,281.5555115,290.0874939,296.8024902,301.4898071,308.7841187,316.368103,321.9771118,326.7960815,332.8790894,338.5144043,342.2800598,347.4940491,353.1557007,360.6607056,363.5310364,371.4046631,374.6173401,378.7516785,385.8880005,392.9189758,403.3469543,413.3799438,426.0989075,439.3182373,449.6672058,462.7548523,477.527832,491.2211304,506.0731201,525.9284058,541.0963745,550.2866821,560.3986816
Papua New Guinea,PNG,Oceania,Melanesia,,.,.,.,Oceania,https://www.countryflags.io/pg/flat/64.png,8606316,8.606315613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325
Philippines,PHL,Asia,South-eastern Asia,,.,.,.,Asia,https://www.countryflags.io/ph/flat/64.png,106651922,106.6519241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0093762958,.0093762958,.0093762958,.0093762958,.0093762958,.0093762958,.0093762958,.0093762958,.0093762958,.0093762958,.0093762958,.0093762958,.0093762958,.0093762958,.0093762958,.0093762958,.0093762958,.0093762958,.0093762958,.0093762958,.0093762958,.0093762958,.0093762958,.0093762958,.0093762958,.0093762958,.0093762958,.0187525917,.0187525917,.0187525917,.0187525917,.0187525917,.0187525917,.0187525917,.0468814783,.0468814783,.0750103667,.0750103667,.1218918487,.1593970358,.1593970358,.1875259131,.2437836975,.2625362873,.2906651795,.3281703591,.393804431,.393804431,.4594385028,.4688147902,.4781910777,.487567395,.5344488621,.6000829339,.6844695807,.7876088619,.9001244307,1.162660718,1.312681437,1.472078443,1.847130299,2.269063711,2.766007185,3.309832573,4.078688622,4.566256046,4.838168621,5.363241196,5.74766922,6.132097721,6.49777317,6.769685745,7.14473772,7.426026344,8.082366943,8.738707542,9.141888618,9.591950417,9.779476166,10.16390514,10.53895664,11.38282299,12.32982922,13.20182419,14.12070179,15.17084694,16.25849724,17.27113724,18.03999329,18.74321556,19.74647903,21.10604286,21.91240311,23.06568718,24.01269341,24.70653915,25.58791161,26.65680885,27.49129868,28.12888718,28.99150658,29.7884922,30.4635849,31.15743065,31.99192238,32.87329483,33.73591232,34.87982178,35.70493317,36.65193939,37.30828094,38.09589005,38.9397583,39.83050537,40.59936142,41.64012909,42.47462082,43.47788239,44.40613556,45.89696884,48.42856979,51.13831711,53.50114441,55.82646561,58.62060165,61.43349075,63.94633865,66.47793579,69.17831421,71.72866058,74.00710297,76.35118103,79.1546936,81.16121674,83.54279327,86.09314728,88.41847229,90.81880188,93.35040283,95.94763947
Peru,PER,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/pe/flat/64.png,31989256,31.98925591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0312604941,.0312604941,.0312604941,.0312604941,.0312604941,.0312604941,.0312604941,.0312604941,.0312604941,.4376469553,.5001679063,.5001679063,.5001679063,1.656806231,12.31663513,12.31663513,16.78688622,16.78688622,28.57209396,30.91662979,31.16671371,40.66990662,41.67024231,44.95259476,49.04771805,54.36200333,56.20637131,82.59023285,89.68636322,97.15762329,191.3142395,204.4748993,208.9451599,212.9152374,217.8231354,218.260788,219.667511,232.0153961,234.3286743,243.7380829,252.8348846,263.3696899,286.940094,313.7615967,325.2654724,347.8980713,388.6929932,423.5797119,450.9951782,481.8180237,547.90271,574.8179932,594.3245239,632.9000244,667.3803101,700.4226685,729.119812,760.3803101,786.2327271,848.6286621,883.7967529,894.706665,947.3806152,1141.758301,1311.94043,1362.55127,1401.970703,1497.84668,1556.616333,1592.69104,1653.867798,1755.87085,1858.186401,1962.877808,2077.16626,2100.955322,2141.562744,2165.008057,2260.727783,2382.925049,2476.268799,2586.212158,2695.248779,2799.564941,2905.006592,3064.497559,3201.981445,3349.030762,3492.547607,3613.056885,3732.784424,3913.970459,4020.787598,4101.064453,4236.422363,4470.782227,4437.958984,4542.775391,4640.214355,4738.74707,4727.368652,4995.614746,5127.47168,5251.700684,5350.515137,5456.050781
Panama,PAN,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/pa/flat/64.png,4176873,4.176873207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2394135445,.2394135445,.4788270891,.4788270891,.4788270891,.9576541781,.9576541781,2.154721975,2.154721975,2.154721975,2.394135475,3.112375975,3.112375975,3.112375975,3.351789474,3.830616713,3.830616713,3.830616713,4.070030212,5.506511211,6.942992687,14.60422611,17.2377758,17.95601463,23.46252632,29.20845222,33.51789474,39.50323486,48.84036255,55.30452728,64.881073,76.37291718,80.92177582,80.92177582,108.9331589,108.9331589,126.1709366,137.9022064,148.9152222,153.4640808,153.4640808,153.4640808,197.0373383,205.6562347,212.1203918,212.1203918,1077.600342,1122.131226,1122.131226,1441.508911,1452.521973,1455.634277,1455.634277,1455.634277,1455.873779,1455.873779,1482.92749,1482.92749,1495.137573,1502.319946,1503.277588,1503.277588,1503.277588,1527.218994,1766.632568,1766.632568,1805.178101,2253.839111,2277.780518,2277.780518,2277.780518,2278.977539,2302.918945,2326.860107,2422.38623,2446.327637,2490.140137,2528.446289,2628.04248,2628.04248,3294.09082,3294.09082,3295.766846,3295.766846,3297.682129,3297.682129,3299.597412,3437.739014,3437.739014,3437.739014,3510.760254,3517.942627,3541.883789,3543.320313,3655.844727,3679.786133,3703.727539,3733.654053,3769.566162
Pakistan,PAK,Asia,Southern Asia,,.,.,.,Asia,https://www.countryflags.io/pk/flat/64.png,212215030,212.2150269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0047122017,.0047122017,.0047122017,.0094244033,.0094244033,.0094244033,.0094244033,.0094244033,.0094244033,.0094244033,.0094244033,.0612586215,.0612586215,.0612586215,.0235610083,.0235610083,.0848196298,.0989562348,.0989562348,.1083806381,.1366538405,.1366538405,.3581273258,.3581273258,.4429469407,.5890251994,.5937374234,.6172984242,.9942745566,1.220460176,2.021534443,2.20059824,2.695379257,3.425770521,3.590697765,4.844143391,5.159860611,6.493413925,6.813843727,7.751571655,8.317035675,8.632753372,8.80239296,9.283037186,9.76839447,10.1595068,11.90773392,12.98211575,13.50516987,13.83502388,14.27325916,15.23454762,16.13928986,20.33315086,22.21803093,22.69867516,24.09819984,26.55325699,27.33548164,30.45967102,30.45967102,35.48287964,36.79758453,37.99448013,40.31288528,41.52392197,41.93388367,45.68479538,51.26875305,51.26875305,53.44107819,56.17886734,58.85068512,61.73455429,66.70121765,71.63018036,78.47229767,81.04044342,82.37870789,86.299263,90.20096588,95.33255005,105.1056595,113.7101364,119.0820465,122.9083557,127.7477875,136.2910156,141.9692078,147.011261,153.528244,157.6938324,161.8876953,165.0118713,171.0906219,171.0906219,189.6519775,189.6519775,235.8739624,253.1441803,265.7210388,275.3669128,279.03302,289.2490845,299.2436523,319.9208069,336.7245178,346.2101746,366.3925171,383.1349792,396.6165771,409.5185852,436.4629517,449.5770264,464.1659851,474.9993591
