Country,ISO3,region,subregion,intermediateregion,lac,lac_main,idb,region_map,image,Population total,population_million,1/22/2020,1/23/2020,1/24/2020,1/25/2020,1/26/2020,1/27/2020,1/28/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020,6/19/2020,6/20/2020,6/21/2020,6/22/2020,6/23/2020,6/24/2020,6/25/2020,6/26/2020,6/27/2020,6/28/2020,6/29/2020,6/30/2020
Jordan,JOR,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/jo/flat/64.png,9956011,9.956010818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1004418358,.1004418358,.1004418358,.1004418358,.1004418358,.1004418358,.1004418358,.1004418358,.1004418358,.1004418358,.1004418358,.1004418358,.1004418358,.1004418358,1.807953,1.807953,1.807953,2.611487627,3.013255119,3.615906,4.519882679,5.825626373,7.432695866,11.0486021,12.65567112,13.86097336,15.0662756,16.17113495,17.07511139,17.77820396,20.18880844,21.5949955,23.60383224,25.11045837,26.01443481,26.61708641,27.01885414,27.72194672,28.32459831,29.83122444,31.63917732,31.94050407,32.74403763,33.34669113,33.84889984,34.35110855,34.95375824,35.7572937,36.35994339,36.56082916,36.8621521,36.8621521,37.16347885,37.66568756,37.86657333,38.26834106,38.67010498,38.87099075,39.07187271,39.1723175,39.1723175,39.37319946,39.47364044,40.2771759,40.57850266,40.98027039,41.4824791,41.88424683,44.79705811,45.90192032,46.30368423,47.20766449,47.30810547,48.11164093,58.85891724,58.85891724,49.91959381,50.92401123,50.92401123,52.43063736,53.73638153,55.14256668,56.34786987,56.85007858,57.35228729,58.85891724,60.96819305,62.97703171,65.99028778,66.59293365,67.29602814,67.39646912,68.0995636,68.50133514,69.50575256,69.60619354,69.60619354,70.00795746,71.11281586,72.51900482,74.22651672,75.4318161,77.54109955,78.54551697,80.05213928,83.36672211,84.47158051,86.37998199,87.08306885,88.58969879
Jamaica,JAM,Americas,Latin America and the Caribbean,Caribbean,1,3,1,Americas,https://www.countryflags.io/jm/flat/64.png,2934855,2.934854984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.6814646721,.6814646721,.6814646721,.6814646721,.6814646721,.6814646721,.6814646721,.6814646721,.6814646721,.6814646721,.6814646721,.6814646721,.6814646721,.6814646721,.6814646721,.6814646721,.6814646721,.6814646721,.6814646721,2.385126352,2.725858688,2.725858688,2.725858688,3.40732336,4.088788033,4.429520607,4.429520607,4.429520607,6.473914623,6.473914623,7.155379295,7.155379295,8.51830864,8.51830864,9.199772835,9.199772835,9.199772835,9.199772835,9.540505409,9.540505409,9.540505409,9.540505409,9.881237984,9.881237984,9.881237984,9.881237984,10.56270218,11.24416733,12.94782925,12.94782925,19.08101082,19.42174339,19.76247597,21.12540436,21.12540436,30.66591072,30.66591072,34.07323456,38.50275421,40.20641708,41.22861099,41.22861099,43.27300644,44.63593674,49.40618896,58.26522827,61.67255402,65.07987976,68.14646912,71.89452362,81.09429932,90.97553253,95.06432343,96.76798248,98.47164917,98.81237793,105.9677582,109.7158127,121.3007126,123.0043716,125.3895035,131.1819458,137.6558685,137.9965973,137.9965973,137.9965973,138.6780548,139.0187988,142.0853882,143.1075745,143.1075745,146.5149078,152.9888153,153.6702881,156.0554047,156.0554047,157.418335,175.8178864,175.8178864,176.4993439,177.5215454,179.2252045,183.6547241,188.0842438,188.0842438,188.4249878,188.4249878
Italy,ITA,Europe,Southern Europe,,.,.,.,Europe,https://www.countryflags.io/it/flat/64.png,60421760,60.42176056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0165503286,.0331006572,.0165503286,.0165503286,.0496509857,.7447648048,.7613151073,.7613151073,1.373677254,2.465998888,2.648052692,4.567890644,6.851836205,8.6558218,9.748143196,10.29430485,11.98243809,11.98243809,17.29509354,17.29509354,23.81592369,32.53794479,38.64501572,45.49685287,48.67451859,66.61507416,73.48345947,73.48345947,100.4935989,116.2495117,116.2495117,137.7980347,154.9441833,171.477951,181.2261047,204.9592743,215.6507874,241.9658051,260.3201294,278.8233948,302.506897,327.0014038,347.4906921,361.0454102,377.9598694,403.6956177,438.4347534,471.1878662,504.0402527,538.4484253,566.2033081,586.4608765,614.5137329,630.4351196,664.727417,707.145874,743.5566406,778.7756958,808.9304199,853.9969482,902.7045898,952.9017334,1001.26178,1044.656738,1074.579712,1102.649048,1140.996216,1179.244019,1256.914673,1295.046631,1322.603027,1351.400513,1371.674683,1410.601074,1543.235352,1593.399414,1638.863159,1705.196899,1740.862915,1764.049927,1804.631348,1862.590576,1908.054321,1989.432251,2032.545898,2071.703857,2107.287109,2141.62915,2189.310547,2227.012207,2262.760986,2297.847656,2324.973633,2349.832275,2394.137451,2434.569824,2492.545654,2529.618408,2575.777344,2606.792725,2620.827393,2649.575195,2663.576904,2679.415527,2710.629395,2732.095215,2744.656982,2757.02002,2791.146729,2812.546387,2835.700195,2864.61377,2894.073242,2918.981445,2929.57373,2954.664063,2970.039307,2988.0625,3010.620605,3019.657227,3026.939209,3035.760498,3054.942383,3080.198242,3090.360107,3105.089844,3121.127197,3126.208252,3131.256104,3148.666992
Israel,ISR,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/il/flat/64.png,8882800,8.882800102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1125771105,.1125771105,.1125771105,.1125771105,.1125771105,.1125771105,.1125771105,.1125771105,.2251542211,.2251542211,.2251542211,.2251542211,.4503084421,.4503084421,.4503084421,.4503084421,.4503084421,.4503084421,.4503084421,1.238348246,1.238348246,1.238348246,1.576079607,4.052776337,4.165353298,4.165353298,5.966587067,6.529472828,7.655243874,8.893591881,10.0193634,14.86017895,18.12491608,25.21727371,27.13108444,38.05106354,45.36857605,48.07042694,53.6992836,65.85761261,86.68437958,90.17427063,113.8154602,133.1787262,150.9659119,183.1629639,208.8305511,247.1067657,288.5351563,317.2423096,351.9160461,389.0664978,422.6144714,455.8247375,507.3850403,587.0896606,631.670166,675.800415,724.4337158,757.7565308,810.5552368,872.0223389,926.8473511,963.772644,1030.756104,1079.952271,1097.514282,1132.976074,1178.119507,1197.482788,1224.050903,1264.128418,1280.677246,1286.75647,1333.250732,1360.269287,1377.043213,1409.578003,1417.008179,1447.178833,1456.973022,1491.984497,1512.473511,1520.241333,1545.008301,1566.510498,1586.211548,1593.303955,1610.640747,1627.527344,1640.248535,1652.519409,1663.439453,1667.379639,1667.492188,1674.922363,1681.9021,1686.74292,1690.120239,1691.58374,1693.38501,1698.901245,1700.139526,1706.556519,1707.569702,1716.801025,1721.078979,1728.84668,1730.873169,1735.376221,1739.203857,1740.32959,1746.97168,1754.626953,1754.626953,1766.785278,1774.327881,1786.486206,1794.479248,1802.021851,1899.401123,1914.036133,1922.141602,1938.352783,1952.199707
Iceland,ISL,Europe,Northern Europe,,.,.,.,Europe,https://www.countryflags.io/is/flat/64.png,352721,.3527210057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.835101843,2.835101843,2.835101843,2.835101843,2.835101843,22.68081474,0,0,14.17550945,14.17550945,14.17550945,62.37224197,102.0636673,102.0636673,144.5901947,158.7657013,232.478363,275.0048828,323.2016296,382.7387695,445.1109924,561.3501587,637.8979492,805.1689453,876.0465088,1122.700317,1213.423584,1304.146851,1584.822021,1794.619507,1950.550171,2129.161621,2384.320801,2520.405518,2645.150146,2803.915771,3053.404785,3243.356689,3470.164795,3660.116699,3660.116699,3861.408691,4017.339355,4144.918945,4278.168945,4371.727051,4451.109863,4558.84375,4604.205566,4638.226563,4694.928711,4734.620117,4788.487305,4836.684082,4867.870117,4884.880371,4913.231445,4961.428223,4975.604004,5003.955078,5026.635742,5026.635742,5026.635742,5035.141113,5046.481445,5046.481445,5052.151855,5063.492188,5063.492188,5063.492188,5071.997559,5071.997559,5074.83252,5077.66748,5077.66748,5077.66748,5077.66748,5080.502441,5080.502441,5080.502441,5086.172852,5086.172852,5086.172852,5086.172852,5086.172852,5086.172852,5086.172852,5086.172852,5086.172852,5086.172852,5086.172852,5086.172852,5086.172852,5086.172852,5086.172852,5086.172852,5091.843262,5091.843262,5091.843262,5094.678223,5106.018555,5106.018555,5117.358887,5117.358887,5117.358887,5120.193848,5120.193848,5134.369629,5140.039551,5142.875,5148.544922,5154.215332,5157.050293
Iraq,IRQ,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/iq/flat/64.png,38433600,38.43360138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0780567005,.0780567005,.3902834952,.3902834952,.6244536042,.6764913797,.6764913797,.6764913797,.8326047659,1.11881268,1.11881268,1.274926066,1.326963902,1.483077288,1.483077288,1.951417446,2.679946661,2.731984377,3.174305677,3.408475876,3.720702648,3.954872608,4.423213005,4.735439777,5.255817413,5.880271435,6.738894939,7.259273052,8.950501442,9.705049515,11.76054287,12.90537357,14.31039429,15.63735867,16.65209579,18.65555,19.93047714,21.12734604,22.27217865,23.57312202,24.79601097,26.25306892,27.13771248,28.5167141,29.81765938,30.46813011,31.32675552,31.84713173,32.86186981,33.46030426,34.31892776,35.0214386,35.77598572,36.79072189,38.32584,38.76815796,40.17317963,40.87569046,41.68227768,42.30672836,43.21739197,44.28416824,45.1167717,46.57382965,49.51396561,51.15315628,52.7663269,54.35348129,55.31618118,57.70991898,60.10365677,61.56071472,63.4340744,64.60492706,65.87985229,67.25885773,71.23974609,73.13912201,74.2059021,75.55888367,77.30214691,79.20153046,80.91877747,82.11564636,85.21189117,91.27429962,106.5473938,112.8699875,118.9844284,127.5966797,134.9340057,144.9773102,151.7162018,161.6814423,170.8921356,178.6977997,195.5320282,211.2994843,241.2212219,256.5983887,280.2235413,294.8721924,317.5606689,343.7356873,362.5733643,384.6894226,409.8757324,437.481781,469.6671448,490.6904297,518.7648315,549.571167,597.7581787,644.2279663
Iran,IRN,Asia,Southern Asia,,.,.,.,Asia,https://www.countryflags.io/ir/flat/64.png,81800269,81.80027008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.5990200043,.5990200043,.8924176097,1.503662467,2.139357328,3.557445526,3.557445526,6.74814415,9.034199715,11.16133213,20.40335655,26.08793259,29.26640701,33.38619614,36.17347336,36.17347336,36.17347336,36.17347336,56.11228561,56.11228561,65.87997437,65.87997437,69.8041687,82.4569397,93.33709717,96.95567322,96.95567322,108.9605179,117.66465,127.835762,136.0997925,142.7745972,151.478714,170.0605621,179.1681061,189.1558533,204.2902832,219.2535553,241.2705994,241.2705994,296.2826538,330.5490417,364.4486694,394.9742432,433.5560303,512.7977905,536.5996704,562.1375122,588.3721313,610.4258423,638.4942017,660.9269409,684.4353638,697.1004028,724.6063843,745.2909546,771.5500488,792.6990967,814.1660156,833.6525269,851.5497437,867.1487427,885.5594482,902.0874634,918.1265259,932.9797974,945.5958862,958.7009888,970.4002075,983.7987061,997.3928223,1011.536987,1024.898804,1039.898804,1053.089478,1068.725098,1080.155396,1093.248169,1106.830078,1122.685791,1138.712646,1154.812866,1169.446045,1187.930054,1207.917725,1229.384644,1250.313721,1272.269653,1293.406494,1316.780518,1337.856201,1359.115356,1381.266846,1405.019775,1428.198242,1452.904785,1479.261597,1504.603882,1530.630615,1558.491211,1586.070557,1614.151123,1642.402832,1666.987183,1692.622803,1718.698486,1744.040649,1768.319336,1793.97937,1817.524536,1840.94751,1866.436401,1892.561035,1919.199097,1946.106079,1972.903076,1999.883423,2034.553223,2067.963867,2103.856201,2140.616455,2174.222656,2208.5625,2240.946045,2276.031494,2307.547363
Ireland,IRL,Europe,Northern Europe,,.,.,.,Europe,https://www.countryflags.io/ie/flat/64.png,4867309,4.867309093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.027261615,1.027261615,1.027261615,1.027261615,1.027261615,1.027261615,1.027261615,1.027261615,1.027261615,1.027261615,1.027261615,1.027261615,1.027261615,1.027261615,1.027261615,1.027261615,1.027261615,1.027261615,5.136308193,5.136308193,5.136308193,5.136308193,5.136308193,5.136308193,5.136308193,5.136308193,5.136308193,5.136308193,5.136308193,15.81982994,15.81982994,15.81982994,15.81982994,15.81982994,15.81982994,1896.941406,1896.941406,1896.941406,1896.941406,1896.941406,1896.941406,1896.941406,1896.941406,2750.184814,2750.184814,2750.184814,2750.184814,2750.184814,2750.184814,2750.184814,3515.289307,3515.289307,3515.289307,3515.289307,3515.289307,3515.289307,3515.289307,4000.156982,4000.156982,4000.156982,4000.156982,4000.156982,4000.156982,4000.156982,4326.826172,4326.826172,4326.826172,4326.826172,4326.826172,4326.826172,4326.826172,4538.236328,4538.236328,4538.236328,4538.236328,4538.236328,4538.236328,4538.236328,4663.356934,4663.356934,4663.356934,4663.356934,4663.356934,4663.356934,4663.356934,4663.356934,4663.356934,4663.356934,4663.356934,4663.356934,4663.356934,4663.356934,4663.356934,4663.356934,4663.356934,4663.356934,4663.356934,4663.356934,4663.356934,4800.188477,4800.188477,4800.188477,4800.188477,4800.188477,4800.188477,4800.188477
India,IND,Asia,Southern Asia,,.,.,.,Asia,https://www.countryflags.io/in/flat/64.png,1352617328,1352.61731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0022179221,.0022179221,.0022179221,.0022179221,.0022179221,.0022179221,.0022179221,.0022179221,.0022179221,.0022179221,.0022179221,.0022179221,.0022179221,.0022179221,.0022179221,.0022179221,.0022179221,.0022179221,.0022179221,.0022179221,.0022179221,.0022179221,.0022179221,.0029572297,.0029572297,.0029572297,.0029572297,.0029572297,.0096109966,.0096109966,.0103503037,.0103503037,.0110896109,.0147861484,.0170040708,.0199612994,.0199612994,.0295722969,.0317902192,.0332688317,.0539694391,.0621018223,.0702342018,.0754093528,.090934813,.1094174981,.1412077099,.1419470161,.1693013906,.1693013906,.2772402763,.3112484217,.3740895391,.4583705962,.5722239614,.7163888812,.7984520197,.8731220365,1.004718781,1.058688164,1.307095528,1.508926392,1.820914149,2.109983444,2.419753075,2.938746929,3.230773449,3.705408812,4.064712048,4.390746593,4.822502136,5.276436806,5.727414608,6.23753643,6.704039574,7.398249149,7.998567104,8.705345154,9.497881889,10.45528507,11.33432198,12.40262127,13.22399139,14.26937199,15.50253677,16.67064285,18.05388641,19.51771545,20.6776886,22.36996269,25.30205727,27.20281601,29.00524712,31.27935791,33.58082199,35.89559174,38.31386566,40.20723343,42.6521225,44.88039398,47.52046204,50.08733749,52.43168259,61.08675385,64.27243042,67.90686798,70.79164124,74.14144135,76.94046021,80.17788696,83.71399689,87.75209045,91.56174469,95.44088745,99.56253052,99.95880127,108.8223572,114.0973129,120.0479965,125.5329208,133.0849457,138.2024231,143.6659088,151.3443604,158.0868378,168.3609924,175.3607635,183.4887085,191.2477417,200.8675995,211.1735535,218.7470093,228.973114,237.8522034,247.5363922,257.2139282
Indonesia,IDN,Asia,South-eastern Asia,,.,.,.,Asia,https://www.countryflags.io/id/flat/64.png,267663435,267.6634216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0074720709,.0074720709,.0074720709,.0074720709,.0298882835,.0298882835,.0298882835,.0298882835,.0410963893,.0410963893,.0560405292,.0560405292,.1083450243,.1083450243,.1120810583,.1158170924,.130761236,.1718576252,.2204260826,.2391062677,.280202657,.3026188612,.3848116398,.418435961,.5006287098,.560405314,.6127098203,.7173187733,.7621511817,.8293998241,.941480875,1.053561926,1.068506122,1.341236711,1.41969347,1.591551065,1.666271806,2.047347307,2.26777339,2.357438326,2.562920332,2.790818453,3.145741701,3.411000252,3.586593866,3.743507385,3.892948866,4.135791302,4.30017662,4.684988499,5.196825027,5.686245918,5.944032192,6.220499039,7.008802414,7.30021286,8.208069801,8.656394005,8.895500183,9.317671776,9.739844322,10.07982349,10.76351738,11.44347668,12.28034782,13.14337254,14.20814228,14.61163425,15.42609024,16.15461731,16.68886948,17.09236145,18.07493973,18.89313126,19.61044884,20.18206215,21.07871056,21.9566803,22.62916565,23.31286049,24.25434113,26.20828819,27.30294609,28.53210258,29.64544106,31.40511322,33.2208252,35.2793808,37.01290131,39.22089767,40.73772812,42.64310837,45.31437302,47.20854187,49.36423492,51.46762085,54.28833008,56.50006104,58.66696167,60.68442154,62.75792313,64.81647491,66.81152344,68.75799561,69.99462128,71.88505554,73.44298553,76.39818573,79.70084381,81.85279846,85.6897049,88.91764069,92.67609406
Hungary,HUN,Europe,Eastern Europe,,.,.,.,Europe,https://www.countryflags.io/hu/flat/64.png,9775564,9.775564194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.102295883,.102295883,.102295883,.204591766,.204591766,.204591766,.204591766,.7160711884,1.636734128,1.636734128,2.148213625,2.148213625,2.864284754,3.478060007,3.478060007,3.478060007,3.478060007,3.784947872,4.091835499,4.29642725,4.398723125,5.933161259,6.751528263,6.853824139,7.263008118,9.615813255,9.820405006,11.45713902,11.76402664,12.07091427,12.27550602,12.48009777,19.64081001,20.3568821,21.1752491,23.63035011,25.57397079,27.31300163,29.35891914,30.17728615,39.89539719,46.85151672,46.85151672,49.61350632,50.94335175,52.7846756,54.83059311,59.43391037,62.29819489,63.93492889,64.34410858,64.44641113,72.52778625,77.64257813,81.93900299,88.48593903,92.47547913,95.44206238,97.99945831,103.0119553,112.7300644,119.5838928,131.6548004,140.2476654,142.8050537,143.2142334,144.4417877,148.7382202,154.3644867,162.3435669,169.2996979,172.8800507,175.0282593,187.8152466,189.8611603,204.1825867,207.046875,219.1177826,219.6292725,220.5499268,220.9591064,224.0279846,225.5624237,229.6542664,233.1323242,233.1323242,233.6437988,237.7356415,240.9068146,244.5894623,250.3180389,253.2846069,253.8983917,254.2052765,257.3764343,260.5476074,262.2866516,264.0256958,264.4348755,264.8440552,264.9463501,265.9692993,267.8106384,270.0611267,272.4139404,274.2552795,274.6644592,274.6644592,275.3805237
Haiti,HTI,Americas,Latin America and the Caribbean,Caribbean,1,3,1,Americas,https://www.countryflags.io/ht/flat/64.png,11123176,11.12317562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0899023861,.0899023861,.0899023861,.0899023861,.0899023861,.0899023861,.0899023861,.0899023861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1798047721,.1798047721,.1798047721,.5394142866,.6293166876,.7192190886,.7192190886,.7192190886,.7192190886,.8990238309,.8990238309,.8990238309,.8990238309,.8990238309,.8990238309,1.438438177,1.528340578,1.528340578,1.528340578,1.528340578,1.528340578,1.528340578,1.61824286,2.607169151,2.607169151,1.887950063,1.887950063,1.887950063,1.887950063,1.887950063,1.977852464,1.977852464,1.977852464,1.977852464,1.977852464,1.977852464,1.977852464,1.977852464,2.157657146,2.157657146,2.157657146,2.157657146,2.157657146,2.157657146,2.157657146,2.157657146,2.157657146,2.157657146,2.157657146,2.157657146,2.157657146,2.157657146,2.157657146,2.157657146,2.157657146,2.157657146,2.157657146,2.157657146,2.157657146,2.157657146,2.157657146,2.157657146,39.19743729,46.03002167,46.03002167,57.62742615,63.47108459,63.47108459,75.42810059,83.69911957
Croatia,HRV,Europe,Southern Europe,,.,.,.,Europe,https://www.countryflags.io/hr/flat/64.png,4087843,4.087842941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2446277887,.2446277887,.2446277887,.4892555773,.9785111547,.9785111547,1.223138928,1.223138928,1.223138928,1.223138928,1.223138928,1.223138928,5.381811619,5.381811619,9.051228523,11.00825119,12.72064495,16.39006233,16.39006233,17.85782814,21.52724648,22.50575638,29.11070824,30.57847404,31.80161285,40.85284042,43.78837585,53.57348633,56.50902176,79.01477814,91.24617004,97.85112,101.5205307,115.7089462,129.4080963,146.7766724,150.4460907,173.4411011,188.6080322,195.9468689,212.5815582,216.0063477,240.2244873,252.9451447,269.8244629,285.2359924,301.3814392,315.0805969,329.7582703,347.6160889,357.8904724,364.2507935,372.3235168,381.6193542,391.6491089,401.4342041,413.1763306,422.2275696,431.5234375,436.4159851,442.2870483,448.6473694,452.5614319,457.2093506,467.9729614,473.5993958,476.0456848,481.1828613,483.8737793,483.8737793,491.9465027,494.882019,495.8605347,497.8175659,500.5084534,500.7530823,501.7315979,503.6886292,504.6671448,506.8687744,508.0919189,510.7828369,512.4952393,514.9415283,516.8984985,518.8555298,520.0786743,520.5679321,521.0571899,521.0571899,521.5464478,521.7910767,522.0357056,522.0357056,523.503479,523.503479,523.7481079,523.9927368,523.9927368,523.9927368,523.9927368,523.9927368,523.9927368,524.7266235,525.7051392,525.9497681,526.4390259,526.4390259,527.1729126,527.1729126
Honduras,HND,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/hn/flat/64.png,9587522,9.587521553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.3129067421,.3129067421,.3129067421,.3129067421,.3129067421,.3129067421,.3129067421,.3129067421,.6258134842,.6258134842,.6258134842,.6258134842,.6258134842,.7301157117,.7301157117,.7301157117,.7301157117,.7301157117,.9387201667,.9387201667,1.043022394,1.043022394,1.564533591,2.607556105,3.024765015,3.129067183,3.233369589,6.049530029,6.77964592,6.77964592,8.239876747,8.239876747,7.61406374,8.239876747,11.68185139,12.09906006,12.30766487,12.72487354,12.72487354,13.7678957,16.06254578,20.02603149,20.33893776,21.1733551,21.48626137,22.00777245,24.7196312,26.38846779,27.5357914,28.99602318,33.27241516,35.46276093,36.40148163,36.40148163,41.4079895,45.78868484,45.78868484,48.81344986,49.33496094,51.42100525,52.77693558,54.13286209,54.13286209,55.90600204,56.0103035,57.26193237,58.72216415,64.35448456,67.58785248,70.61261749,72.6986618,74.26319885,77.18366241,82.08586121,84.38051605,87.30097961,88.03108978,93.24620819,100.8602676,106.9097977,112.1249084,116.4013062,122.9723434,126.6229248,132.9853668,134.862793,142.0596619,152.3855743,161.2512665,166.8835907,175.019165,184.302063,195.5667114,204.5366974,214.8626251
Guyana,GUY,Americas,Latin America and the Caribbean,South America,1,1,.,Americas,https://www.countryflags.io/gy/flat/64.png,779004,.7790039778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.26952362,10.26952362,10.26952362,10.26952362,10.26952362,10.26952362,10.26952362,10.26952362,10.26952362,10.26952362,10.26952362,11.55321407,11.55321407,11.55321407,11.55321407,11.55321407,11.55321407,11.55321407,15.40428638,15.40428638,15.40428638,19.25535774,19.25535774,23.10642815,28.24118996,28.24118996,28.24118996,28.24118996,34.65964508,34.65964508,34.65964508,34.65964508,44.9291687,44.9291687,44.9291687,46.21285629,46.21285629,52.63130951,53.91500092,55.19869232,55.19869232,55.19869232,56.48237991,59.04976273,60.33345413,73.17035675,73.17035675,74.45404816,79.58881378,79.58881378,79.58881378,86.00726318,86.00726318,86.00726318,86.00726318,89.8583374,89.8583374,89.8583374,89.8583374,98.84416962,98.84416962,102.6952362,102.6952362,107.8300018,110.3973846,118.0995255,118.0995255,121.9505997,121.9505997,127.0853577,127.0853577,127.0853577,130.9364319,130.9364319,130.9364319,130.9364319,132.2201233,132.2201233,137.3548889,137.3548889,138.6385803,138.6385803,139.9222565,139.9222565,146.3407135,146.3407135
