Country,ISO3,region,subregion,intermediateregion,lac,lac_main,idb,region_map,image,Population total,population_million,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020,6/19/2020,6/20/2020,6/21/2020,6/22/2020,6/23/2020,6/24/2020,6/25/2020,6/26/2020,6/27/2020,6/28/2020,6/29/2020,6/30/2020,7/1/2020,7/2/2020,7/3/2020,7/4/2020,7/5/2020,7/6/2020,7/7/2020,7/8/2020,7/9/2020,7/10/2020,7/11/2020,7/12/2020,7/13/2020,7/14/2020,7/15/2020,7/16/2020,7/17/2020,7/18/2020,7/19/2020,7/20/2020,7/21/2020,7/22/2020,7/23/2020,7/24/2020,7/25/2020,7/26/2020,7/27/2020,7/28/2020,7/29/2020,7/30/2020,7/31/2020,8/1/2020,8/2/2020,8/3/2020,8/4/2020,8/5/2020
Jamaica,JAM,Americas,Latin America and the Caribbean,Caribbean,1,3,1,Americas,https://www.countryflags.io/jm/flat/64.png,2934855,2.934854984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0681464672,.0681464672,.0681464672,.0681464672,.0681464672,.0681464672,.0681464672,.0681464672,.0681464672,.0681464672,0,0,0,0,0,0,0,0,0,.170366168,.2044394016,.2044394016,.2044394016,.2725858688,.340732336,.3748055696,.3748055696,.3748055696,.5792449713,.4088788033,.4429520369,.4429520369,.5792449713,.5110985041,.5110985041,.4770252705,.4770252705,.4770252705,.3066591024,.3066591024,.2385126352,.2385126352,.1362929344,.1362929344,.0681464672,.0681464672,.1362929344,.2044394016,.340732336,.340732336,.9540505409,.9881237745,.9881237745,1.124416709,1.124416709,2.078467369,2.010320902,2.282906771,2.55549264,2.725858688,2.214760303,2.180686951,2.351053238,2.351053238,2.828078508,2.759932041,3.100664377,3.100664377,2.964371443,3.168810844,3.986568451,4.974692345,5.179131508,5.213204861,4.906545639,4.05471468,4.429520607,4.463593483,5.315424442,5.110985279,4.429520607,4.020641804,4.25915432,4.122861385,3.952495098,3.918421984,3.271030426,2.93029809,2.078467369,2.010320902,1.771808147,1.533295512,1.533295512,1.567368746,1.805881381,1.805881381,1.874027848,3.679909229,3.373250246,3.339176893,3.441396713,3.271030426,3.066591024,3.441396713,3.202883959,3.236957312,3.100664377,1.328856111,1.499222279,1.601441979,1.635515213,1.976247549,1.771808147,1.601441979,1.635515213,1.70366168,1.771808147,2.044394016,2.044394016,2.146613836,2.521419287,2.146613836,1.908101082,2.691785574,2.691785574,3.066591024,3.441396713,3.202883959,3.066591024,2.828078508,2.316979885,2.180686951,2.282906771,1.22663641,1.533295512,1.056270242,.6133182049,.5792449713,1.124416709,1.090343475,1.090343475,1.158489943
Haiti,HTI,Americas,Latin America and the Caribbean,Caribbean,1,3,1,Americas,https://www.countryflags.io/ht/flat/64.png,11123176,11.12317562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0089902384,.0089902384,.0089902384,.0089902384,.0089902384,.0089902384,.0089902384,.0089902384,0,0,-.0089902384,-.0089902384,-.0089902384,-.0089902384,-.0089902384,-.0089902384,-.0089902384,-.0089902384,0,0,0,0,0,0,.0179804768,.0179804768,.0179804768,.0539414287,.0629316717,.0719219074,.0719219074,.0719219074,.0719219074,.0899023861,.0719219074,.0719219074,.0719219074,.0359609537,.0269707143,.0719219074,.080912143,.080912143,.080912143,.0629316717,.0629316717,.0629316717,.0719219074,.1708145291,.1708145291,.044951193,.0359609537,.0359609537,.0359609537,.0359609537,.044951193,.044951193,.0359609537,-.0629316717,-.0629316717,.0089902384,.0089902384,.0089902384,.0269707143,.0269707143,.0179804768,.0179804768,.0179804768,.0179804768,.0179804768,.0179804768,.0179804768,.0179804768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7039783,4.387236118,4.387236118,5.546977043,6.131342411,6.131342411,7.327044487,8.154146194,9.062160492,10.04209614,7.641702652,8.055253983,9.32287693,10.63545227,12.3525877,13.260602,12.06489944,14.91480541,14.00679111,16.02959442,15.60705376,14.51024437,15.58907318,16.02060509,14.90581512,15.24744415,15.24744415,11.57043648,13.53030872,10.52756882,10.91414928,10.91414928,9.727437973,6.823590755,5.636879444,4.387236118,5.304240704,5.304240704,4.594011784,4.594011784,3.326388121,5.358181953,4.198441505
Honduras,HND,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/hn/flat/64.png,9587522,9.587521553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0312906727,.0312906727,.0312906727,.0312906727,.0312906727,.0312906727,.0312906727,.0312906727,.0625813454,.0625813454,.0312906727,.0312906727,.0312906727,.041720897,.041720897,.041720897,.041720897,.041720897,.0312906727,.0312906727,.041720897,.041720897,.0938720182,.1877440363,.2294649333,.239895165,.2503253818,.5319414139,.5840925574,.5840925574,.7196854949,.7196854949,.604952991,.5632321239,.8657085896,.8969992995,.9074295163,.6675343513,.5945227742,.6988250017,.7822667956,1.178615332,1.272487402,1.293347836,.9804410934,.9908713102,1.241196632,1.366359353,1.481091857,1.522812724,1.720986962,1.543673158,1.606254578,1.522812724,1.992172837,2.378091097,2.106905222,2.242498159,2.179916859,2.242498159,1.95045197,1.867010117,1.773138165,1.95045197,1.460231423,1.147324681,1.293347836,1.554103374,1.825289249,1.91916132,1.992172837,2.01303339,2.30507946,2.617986202,2.837021112,3.003904581,2.930892944,2.889172077,3.327241659,3.629718065,3.942624807,4.213810444,4.578868389,4.453705788,4.8604846,4.756182194,5.40285635,5.913937092,6.039099693,5.997378826,6.289425373,6.790075779,7.259436131,7.791377544,8.187726021,8.657086372,8.6362257,8.229447365,8.771818161,9.282899857,9.460213661,9.074295044,8.823969841,8.531923294,8.239876747,8.114714622,7.99998188,9.105586052,9.387202263,9.272469521,8.709237099,9.679247856,9.804410934,10.65968895,11.00388622,12.96476841,14.16424465,13.82004738,13.7678957,13.91391945,15.66619682,15.37415028,15.04038334,15.43673229,16.0416851,14.7066164,14.38327885,14.03908157,13.00648975,12.59971046
Guatemala,GTM,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/gt/flat/64.png,17247807,17.24780655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0231913552,.0231913552,.0231913552,.0579783879,.0579783879,.0579783879,.0695740655,.0695740655,.0695740655,.0695740655,.0637762249,.0637762249,.0637762249,.0405848697,.0405848697,.0405848697,.028989194,.0405848697,.0405848697,.0405848697,.0231913552,.0231913552,.0231913552,.0231913552,.0231913552,.0231913552,.0231913552,.028989194,.028989194,.0637762249,.0637762249,.1507438123,.17393516,.1623394787,.1623394787,.2377113849,.2609027326,.278296262,.278296262,.2435092181,.2840940952,.1971265078,.2145200372,.2377113849,.3014876246,.2435092181,.2551048994,.2261157036,.278296262,.2840940952,.2898919284,.3246789575,.3014876246,.278296262,.2145200372,.2956897616,.2840940952,.6435601115,.5913795233,.7131341696,.7479211688,.8058995605,.8754736185,2.058232784,2.475677013,2.858334541,3.171417713,2.974291325,3.322161674,3.362746477,3.890349865,4.087476254,4.42954874,3.710616827,4.035295486,3.913541079,4.09907198,4.458538055,4.475931644,5.090502262,5.073108673,5.258639812,5.293426514,5.58331871,5.444170475,5.606510162,5.832625866,6.11092186,6.632727623,6.470387936,6.337037563,6.052943707,5.699275494,5.403585434,5.351405144,4.997736931,4.354176998,3.687425375,3.014876127,2.67280364,2.423496485,2.319135427,2.510464191,2.32493329,2.620623112,3.281576633,3.635244846,4.812206268,4.881780148,5.420979023,5.832625866,6.510972977,7.200915813,7.989421844,8.198143959,113.9101334,113.4521103,124.7405014,131.1007233,136.4927216,142.2499695,148.9870605,153.1846924,155.4110718,159.2434387,58.72630692,64.48935699,58.50019073,58.73790359,58.65673447,55.42733765,53.31692505,53.57202911
Ecuador,ECU,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/ec/flat/64.png,17084357,17.08435631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0175599232,.0175599232,.0175599232,.0175599232,.0175599232,.0175599232,.0175599232,.0175599232,.0175599232,.0175599232,.2985187173,.3219319284,.3629050851,.3629050851,.5677708983,.5677708983,.5677708983,.5677708983,.8019031882,1.966711521,1.837938666,2.066217661,2.552042246,3.113959789,3.488571644,3.980249405,4.319741249,4.319741249,5.08067131,4.226088524,4.57728672,4.659233093,4.454367638,4.278768063,3.921716452,3.430038452,3.090546608,4.208528519,3.213466167,2.903240681,2.388149738,4.132435322,5.092378139,11.54272366,12.09878731,12.09878731,12.09878731,10.9808054,10.9808054,10.9808054,10.9749527,8.897027969,7.61515379,.7784899473,0,0,0,0,0,.1404793859,.7258101702,.7258101702,.7258101702,.7258101702,.7433701158,85.28269958,85.28269958,87.75279236,87.75279236,92.09009552,91.50476074,93.85779572,93.85779572,96.35715485,96.33959961,11.80026913,15.01373482,15.18933392,15.18933392,10.71155357,10.71155357,13.28700924,13.28700924,15.56979942,16.65851402,17.8233223,16.27804947,15.59321213,16.746315,18.16281509,20.05343246,15.12494755,18.31500053,13.53284836,12.4441328,11.27932453,16.08489037,16.44194221,17.78820229,17.17945862,17.46627045,18.42621422,16.9511795,17.79990959,19.90124702,20.58023071,15.36493397,13.92502022,12.59046555,11.78270912,10.26670265,11.60711002,12.99434376,13.17579651,11.57784367,11.57199001,11.23249817,13.97769928,13.65576744,15.72198582,15.90343761,13.91916656,15.3239603,16.63510132,18.06330872,23.764431,22.84546089,21.28262711,20.43975258,20.63876343,21.48749352,22.64644814,19.42712975,18.07501602,16.14342308,145.1620331,213.3003998
Dominican Republic,DOM,Americas,Latin America and the Caribbean,Caribbean,1,3,1,Americas,https://www.countryflags.io/do/flat/64.png,10627165,10.62716484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0282295421,.0282295421,.0282295421,.0282295421,.0282295421,.0282295421,.0376393907,.0470492356,.0846886262,.1505575627,.1223280132,.1223280132,.1317378581,.2822954357,.3105249703,.4422628284,.7151483893,.8751158118,.9315748811,1.082132459,1.279739261,1.373837709,1.797280908,1.712592244,2.183084726,2.465379953,2.662986755,2.992331505,3.340495825,4.234431267,4.036824703,5.65531826,5.777646542,6.539844036,6.822139263,8.026599884,8.139517784,8.32771492,8.694699287,8.468862534,9.645093918,9.485126495,10.19086456,9.880339622,10.07794666,10.54843903,12.75975323,13.75719738,13.95480347,16.37313461,15.19690323,14.86755943,15.54506779,16.61779022,35.59745407,40.71641159,37.91227722,41.20572281,42.30667496,40.94224548,43.59582138,44.99789047,44.48975754,45.24254608,27.69318199,22.00963402,24.96432495,22.72478104,30.04564285,31.250103,30.30911827,29.08583832,30.00800323,30.13033104,29.44341278,28.74708366,27.21327972,24.94550514,16.55192184,15.50742817,15.79913425,17.50231552,17.37057877,21.5391407,20.83340263,20.78635216,20.09002495,22.55540466,24.8325882,24.43737411,24.31504631,23.21409416,25.27485085,20.68284416,20.92750168,23.05412674,26.80865479,25.17134285,24.68202972,26.02763748,26.37580299,26.73337746,24.42796326,25.59478569,29.47164154,27.26973724,27.42029572,29.6033802,30.58200455,29.09524918,31.22187424,38.1004715,42.6454277,42.49486923,39.02263641,45.72245026,42.82421494,43.92516708,44.51799011,46.86104202,47.11510468,42.00555801,42.25962448,42.54191971,46.73871231,54.39832687,69.6987381,83.30538177,91.66132355,98.74694061,103.9129486,106.6982574,105.3808823,102.0403824
Costa Rica,CRI,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/cr/flat/64.png,4999441,4.999441147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0400044732,.0400044732,.0400044732,.0400044732,.0400044732,.0400044732,.0600067079,.0600067079,.0600067079,.0800089464,.0400044732,.0400044732,.0800089464,.1800201237,.2200245857,.2800312936,.3000335395,.4200469553,.5200581551,.5200581551,.7600849271,.9001005888,1.000111818,1.020114064,1.060118437,1.020114064,1.120125175,1.280143142,1.360152006,1.64018333,1.64018333,2.020225763,2.4802773,2.68029952,3.000335455,3.500391245,3.800424814,3.980444908,4.180467129,4.220471859,4.280478477,4.100458145,3.840429306,3.800424814,3.660409212,3.420382261,3.280366659,3.160353184,3.100346565,3.140351057,3.260364294,3.240362167,2.960330963,2.820315123,2.720304012,2.58028841,2.460274935,2.400268316,2.280254841,1.940216899,1.620181084,1.500167727,1.600178838,1.600178838,1.700190067,1.720192313,1.660185575,1.480165482,1.420158744,1.520169854,1.520169854,1.5401721,1.520169854,1.500167727,1.300145268,1.180131912,1.220136404,1.24013865,1.160129666,1.180131912,1.180131912,1.060118437,.9201028347,.9801095724,1.160129666,1.300145268,1.520169854,1.860207915,3.900435925,4.500503063,5.300592422,5.840652943,6.20069313,6.240697384,7.720862865,9.161024094,9.121019363,9.721086502,8.520952225,8.58095932,8.240921021,8.440943718,9.681081772,10.92122078,10.56118011,10.22114277,10.36115837,9.9211092,9.701084137,11.26125908,12.58140659,13.4815073,14.08157349,13.0014534,12.9414463,14.40160942,16.12180138,17.94200516,20.16225433,19.46217537,18.86210823,18.18203163,19.48217773,21.66242027,22.88255692,21.28237915,21.78243446,21.26237679,20.1222496,20.36227608,21.68242264,25.22281837,24.20270538,24.18270302,22.74254227,23.68264771,59.00659561
Colombia,COL,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/co/flat/64.png,49648685,49.64868546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.002014152,.002014152,.002014152,.002014152,.002014152,.0060424563,.0060424563,.0120849125,.0161132161,.0161132161,.0181273688,.0181273688,.0181273688,.0281981286,.0604245588,.0725094751,.1047359034,.0986934453,.1550897062,.1611321568,.1571038514,.1812736839,.2275991738,.3202501833,.3343492448,.3524765968,.4330426753,.5317361355,.5418068767,.7331513166,.9305382371,1.075557232,1.029231668,1.081599593,1.222590327,1.188349724,1.208491206,1.224604368,1.307184696,1.238703489,1.174250603,1.160151601,1.276972413,1.409906387,1.278986573,1.504571557,1.603265047,1.601250887,1.619378209,1.905387759,2.044364214,2.195425749,2.328359842,2.332387924,2.549916506,2.566029787,2.628468275,2.841968536,3.123949766,2.914478064,2.898364782,2.922534466,2.97893095,2.982959032,3.123949766,3.234728098,3.230699778,3.192430973,3.339463949,3.6355443,3.875228405,4.753398895,4.489544868,5.311318874,5.395913124,5.238809586,7.671905041,10.01235008,12.39710522,14.20782852,16.43346596,15.22497463,16.68120766,19.68229294,19.18278313,19.20292473,18.09111404,16.38311195,15.26324368,14.3830595,12.71936989,12.72138405,12.05671406,9.873373032,12.62269115,15.04370117,20.23417091,22.56051636,23.70254135,22.2704792,23.65420151,27.03797722,29.40460587,34.20835876,31.45903969,32.19823456,29.6704731,29.11859512,28.377388,29.99475098,30.0390625,29.30792618,30.95952988,27.22327805,30.79437065,32.73198318,33.54972839,35.66056061,37.95669556,41.08869934,44.63965225,47.88646317,60.96233749,68.43081665,76.8580246,79.62345886,80.64664459,81.42612457,89.62976837,96.79007721,102.4417877,107.3563156,101.7630157,102.4276886,102.6895294,106.5305176,111.8801041,119.0263138,119.4150467,120.5731812,122.0394821
Chile,CHL,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/cl/flat/64.png,18729160,18.72916031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0320356041,.0320356041,.0427141413,.0427141413,.0907675475,.1174638867,.1174638867,.2295885086,.3256953359,.4004450738,.8008901477,.8008901477,1.206674457,1.745940566,2.189099789,2.701669455,3.182203531,3.657398462,4.468966961,5.552838326,5.969301224,7.555063725,8.703006744,9.204897881,10.35817909,11.30856895,12.38176155,13.72725677,14.53882599,15.590662,16.35951614,16.57842636,16.57842636,17.76374435,18.35106277,19.65384483,20.33727074,19.88877296,19.78732681,19.62180901,19.85673714,20.8445015,21.61869431,22.35017395,22.62247658,21.82692528,21.16485786,22.23805046,23.1564045,23.75974083,24.61402321,24.19756126,24.49122047,24.30968475,25.75662804,27.97776222,31.52303696,36.44050217,40.30613327,42.7408371,47.1991272,50.14640045,55.45897293,59.89056396,62.36798477,66.70346832,67.74462891,68.88188934,76.49568939,85.16131592,91.2534256,95.71704865,100.0311813,104.6710052,318.364502,334.2381592,354.1482849,365.4354858,375.2277222,384.6141357,393.2370605,410.7498474,422.0851135,435.1396484,241.2548065,248.5322266,256.6746216,263.9413452,279.8577271,393.9364929,396.1362915,395.7999268,399.532074,395.7732239,395.3140259,391.2294922,381.164978,376.6052551,358.793457,246.2683868,244.3729401,238.4677124,238.2381287,239.5942993,234.1268921,228.3764954,226.1607056,222.7115326,218.6269989,214.6172028,211.0665894,206.9927216,196.6131897,190.457016,185.0323181,177.3330994,169.6231995,165.7629089,165.1061707,152.5055084,147.9404297,143.4768066,138.4952698,137.2298584,135.2917023,132.8142853,130.6839142,128.5909271,121.70327,123.5506516,122.1784592,121.5377502,120.8596649,114.8529892,113.5448685,112.0178375,108.2803497,107.6449738
Barbados,BRB,Americas,Latin America and the Caribbean,Caribbean,1,3,1,Americas,https://www.countryflags.io/bb/flat/64.png,286641,.2866410017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.093210697,2.093210697,2.093210697,2.790947437,3.837552786,3.837552786,3.837552786,3.837552786,4.535289764,4.535289764,3.139816046,3.139816046,3.139816046,3.139816046,2.093210697,2.790947437,4.884158134,4.884158134,5.930763721,6.279632092,5.581894875,8.372842789,8.372842789,7.675105572,7.675105572,6.977368832,4.884158134,6.628500462,4.884158134,5.233026505,5.581894875,2.790947437,4.884158134,4.884158134,6.279632092,6.279632092,6.279632092,4.535289764,7.326237202,6.628500462,6.279632092,6.977368832,5.233026505,5.233026505,3.837552786,4.535289764,4.535289764,4.535289764,1.744342208,1.744342208,2.093210697,1.395473719,2.790947437,2.790947437,2.790947437,2.093210697,2.093210697,2.093210697,2.093210697,3.837552786,3.488684416,3.488684416,1.744342208,1.744342208,1.744342208,1.744342208,2.442079067,2.442079067,2.442079067,.6977368593,.6977368593,.6977368593,.6977368593,1.395473719,1.395473719,1.395473719,.6977368593,.6977368593,.6977368593,.6977368593,.6977368593,.6977368593,2.442079067,1.744342208,1.744342208,1.744342208,1.744342208,1.744342208,1.744342208,1.744342208,1.744342208,1.744342208,0,0,0,0,0,0,0,0,0,0,0,.3488684297,.3488684297,.3488684297,.3488684297,.3488684297,1.395473719,1.395473719,1.395473719,1.395473719,1.395473719,1.046605349,1.046605349,1.395473719,1.744342208,1.744342208,1.395473719,1.395473719,1.395473719,1.395473719
Brazil,BRA,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/br/flat/64.png,209469333,209.4693298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0004773969,.0009547937,.0009547937,.0009547937,.0009547937,.0009547937,.0009547937,.0009547937,.0009547937,.0009547937,.0023869842,.0019095874,.0019095874,.0019095874,.0563328303,.0596746057,.0596746057,.0596746057,.0596746057,.0596746057,.0577650182,.0577650182,.0577650182,.0577650182,.0253020339,.0219602548,.0219602548,.0219602548,.0219602548,1.393521428,6.635338783,6.635338783,6.635338783,6.635338783,10.48220253,10.48220253,10.89324188,12.00414371,12.60327721,11.74825954,7.224924088,7.698501587,8.171124458,8.840435028,5.729717255,6.590463638,7.183867931,7.45646143,7.837901592,8.669527054,9.099661827,10.12940693,11.55682278,12.77179813,13.15371609,13.85501194,14.00921059,15.11438465,16.91560364,16.07108879,17.54385757,18.28525352,18.5096302,19.65060997,21.53489494,24.69383049,27.96399879,29.99627686,30.63121414,33.62401581,32.87498093,32.902668,34.62320709,36.82878113,39.47212601,40.20111084,38.47579956,36.11507416,38.69349289,42.34796524,48.27914429,51.72451782,52.75330734,50.77020264,90.12345886,93.49578857,98.99349213,104.4950104,105.7362442,105.4182968,102.2479019,100.6204605,101.6167831,113.1879272,74.62811279,73.94590759,77.75028229,75.50174713,74.76655579,80.45426178,91.33938599,96.34584808,101.396225,98.66313171,100.9398346,98.4296875,100.9880524,109.5740356,169.9322815,170.2645416,157.6660461,166.8602295,171.9311371,181.0751953,188.0112915,197.4685211,204.8237762,203.5839844,146.6329193,146.3870697,158.8270721,153.2696991,159.922699,153.486908,146.8300934,137.311264,141.7577515,148.5902557,156.1717834,157.0931702,176.5361023,207.7922363,198.302063,199.6096497,201.1468658,221.3832397,211.2514496,216.5066376,212.922348,211.278183,193.7095032,177.6513062
Bolivia,BOL,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/bo/flat/64.png,11353142,11.35314178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0088081341,.0088081341,.0088081341,.0088081341,.0176162682,.0176162682,.0176162682,.0176162682,.0176162682,.0176162682,.0088081341,.0088081341,.0088081341,.0440406725,.0440406725,.1056976169,.2113952339,.2554359138,.2554359138,.2554359138,.3082846999,.3699416518,.3699416518,.4227904677,.4139823318,.5813368559,.6341856718,.6958426237,.7574995756,.8896216154,.8543890715,1.012935519,1.074592352,1.056976199,1.171481848,1.039359927,1.065784335,1.118633032,1.241946936,1.241946936,1.453342199,1.356452703,1.523807287,1.603080511,2.175609112,2.422236919,2.413428783,2.342963696,2.422236919,2.466277599,2.307731152,2.307731152,2.378196239,2.404620647,1.876132607,1.796859384,1.726394415,2.069911718,1.902557015,2.959533215,3.584910631,4.950171471,6.068804741,7.733541965,8.905023575,9.35423851,10.68426704,11.8733654,12.41946983,11.45938301,11.38891792,10.87804604,9.979616165,11.10705757,12.81583595,14.89455509,16.29504967,16.87638664,16.23339272,21.84417343,24.88298035,27.1466713,30.17666817,31.11033058,32.43155289,34.42218781,35.09160614,36.60660553,39.76872635,37.5050354,37.46980286,37.96305847,39.64541245,39.33712769,39.43401718,38.13041306,36.93250656,37.34648895,38.45631409,38.98480225,40.32363892,40.24436569,39.50448227,39.88323212,40.0505867,41.31015015,44.4810791,48.30381012,46.83285141,45.79349136,43.66192245,43.66192245,42.96607971,41.7153244,42.23500443,40.46456909,36.90608215,31.67405128,33.21547699,34.81855392,39.02003479,37.80451202,37.4081459,36.34236145,34.31649017,39.09930801
Belize,BLZ,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/bz/flat/64.png,383071,.3830710053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.5220963955,.5220963955,.5220963955,.5220963955,1.305240989,1.305240989,1.305240989,1.305240989,1.566289306,2.349433899,1.827337503,1.827337503,2.871530294,2.871530294,2.088385582,2.349433899,2.871530294,2.871530294,2.610481977,1.827337503,1.827337503,1.827337503,.7831446528,.7831446528,.7831446528,.5220963955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2610481977,.2610481977,.2610481977,.2610481977,.2610481977,.2610481977,.2610481977,.5220963955,.5220963955,.5220963955,.2610481977,.2610481977,.2610481977,.2610481977,.5220963955,.5220963955,.5220963955,.2610481977,.2610481977,.2610481977,.2610481977,.5220963955,.5220963955,.5220963955,.2610481977,.5220963955,.5220963955,.7831446528,.7831446528,.7831446528,.7831446528,.5220963955,.5220963955,.7831446528,1.305240989,1.305240989,1.305240989,1.044192791,1.044192791,1.305240989,1.305240989,1.305240989,2.088385582,1.827337503,1.305240989,1.044192791,1.044192791
