Country,ISO3,region,subregion,intermediateregion,lac,lac_main,idb,region_map,image,Population total,population_million,1/22/2020,1/23/2020,1/24/2020,1/25/2020,1/26/2020,1/27/2020,1/28/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020,6/19/2020,6/20/2020,6/21/2020,6/22/2020,6/23/2020,6/24/2020,6/25/2020,6/26/2020,6/27/2020,6/28/2020,6/29/2020,6/30/2020,7/1/2020,7/2/2020,7/3/2020,7/4/2020,7/5/2020,7/6/2020
Honduras,HND,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/hn/flat/64.png,9587522,9.587521553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2086044848,.2086044848,.2086044848,.2086044848,.3129067421,.6258134842,.8344179392,.9387201667,1.251626968,2.503253937,2.503253937,2.711858273,3.129067183,3.129067183,3.754880667,5.423716545,7.092552662,9.908713341,11.47324657,14.49801159,14.7066164,17.93998528,22.8421917,23.15509796,27.5357914,27.95300102,31.08206749,31.81218338,32.54230118,35.7756691,39.84345627,40.88647842,40.99077988,41.4079895,42.45101166,43.70264053,44.43275452,46.10159302,47.66612625,49.23065948,49.75217056,51.5253067,53.1941452,54.13286209,61.6426239,65.39750671,65.39750671,68.94377899,73.2201767,76.97505188,80.41703033,83.85900116,105.3452682,110.0388641,122.868042,132.4638519,152.3855743,175.7492828,184.7192688,190.8731079,205.684021,219.0347137,216.9486694,235.2015533,241.7725983,256.5835266,267.5352478,275.9837341,291.837677,308.2131348,308.2131348,334.1843872,362.658905,362.658905,411.993866,436.9220886,459.0341797,483.9624023,495.6442566,495.6442566,531.3156128,542.5802612,559.2686157,576.4785156,593.4797363,613.2971802,622.7886963,641.9802856,659.9202881,672.7494507,723.3360596,767.6644897,799.8939209,848.1858521,881.8754883,923.9092407,957.2860107,1007.142456,1074.20874,1120.101807,1174.234619,1283.543457,1331.835327,1393.060791,1454.286133,1519.787964,1602.708252,1668.210083,1773.868286,1885.993164,1962.759644,2039.943237,2113.37207,2202.863281,2306.748291,2390.71167,2497.308594,2572.614746
Guatemala,GTM,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/gt/flat/64.png,17247807,17.24780655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0579783879,.0579783879,.1159567758,.3478703201,.3478703201,.5218054652,.6957406402,.9856325984,1.101589322,1.159567714,1.217546105,1.39148128,1.449459672,1.623394847,1.971265197,1.971265197,2.087221861,2.203178644,2.261157036,2.724984169,2.898919344,3.536681652,3.536681652,4.058486938,4.464335918,5.044119835,5.507946968,7.305276871,7.94303894,8.986649513,9.044628143,9.682390213,10.43610954,11.36376381,12.40737438,13.62492085,14.90044498,16.75575447,17.04564667,18.32117081,22.26370049,24.93070602,27.42377663,28.98919296,30.72854424,30.72854424,32.29396057,34.7290535,37.33808136,39.88912964,40.75880432,42.32422256,44.23751068,46.26675415,48.23801804,52.18054962,56.06510162,60.99326324,64.58792114,69.51608276,77.80699158,88.01119232,95.25849152,102.2158966,102.2158966,110.8546753,123.6679001,131.3210449,145.6417084,159.0347137,177.0659943,198.5179901,217.9987335,229.2465363,240.3204193,252.0900269,267.1064148,274.7595825,294.9360657,309.3726807,323.8672791,333.9555054,356.7989807,375.9898376,393.7892151,409.0375061,434.9538574,456.0579834,476.6403198,496.3529663,520.7618408,550.2728882,570.7972412,595.5540161,620.7166138,652.3148193,688.0875244,725.2516479,739.5143433,762.1259155,798.3043823,843.0057373,859.1817017,905.5644531,917.6818848,950.6716309,981.5740967,1009.345764,1049.17688,1102.227173,1163.742188,1234.533813,1304.571655,1347.881592,1389.85791
Ecuador,ECU,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/ec/flat/64.png,17084357,17.08435631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.3511984944,.3511984944,.4097315669,.5853307843,.7609300613,.7609300613,.7609300613,.8194631338,.8779962063,.8779962063,.9950623512,.9950623512,.9950623512,1.638926268,1.638926268,2.165724039,3.39491868,6.497171879,11.64808273,21.48163986,29.61773872,46.18260193,57.42095184,63.33279419,68.65930176,82.1219101,93.36026001,106.7058029,112.6176453,114.8419037,131.1141052,160.8489075,185.1401367,197.1394196,202.8171234,213.4116058,219.3234558,219.3234558,260.4721985,290.6167297,419.1553955,424.7745667,437.0079651,440.6955566,445.0270081,459.9529419,481.4346008,494.6045227,528.0854492,554.1912231,592.8230591,608.6269531,635.0839233,654.5754395,1329.81311,1329.81311,1329.81311,1360.308838,1419.895508,1444.303711,1459.463867,1541.527222,1607.55249,1728.950073,1866.09314,1866.09314,1866.09314,1773.435303,1686.806274,1701.615234,1730.179321,1727.252686,1780.517822,1784.439453,1785.375977,1841.860474,1917.71936,1942.244629,1965.657959,1998.963257,2040.111938,2066.568848,2097.123291,2122.29248,2151.441895,2186.503174,2186.503174,2230.285889,2251.826172,2257.679443,2257.679443,2288.526367,2288.526367,2365.555908,2397.866211,2397.866211,2433.512695,2501.001465,2523.946533,2539.047852,2570.597168,2601.210205,2601.210205,2679.527344,2713.359375,2736.47998,2769.902344,2806.251465,2838.269043,2873.798584,2910.908691,2910.908691,2964.115234,2964.115234,3022.823975,3022.823975,3111.384521,3152.357666,3194.384277,3234.245361,3258.243896,3303.138672,3409.96167,3480.845215,3550.441162,3601.833008,3626.592529,3651.293457
Dominican Republic,DOM,Americas,Latin America and the Caribbean,Caribbean,1,3,1,Americas,https://www.countryflags.io/do/flat/64.png,10627165,10.62716484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0940984711,.0940984711,.0940984711,.0940984711,.0940984711,.1881969422,.1881969422,.470492363,.470492363,.470492363,.470492363,.470492363,.470492363,1.035083175,1.035083175,1.035083175,1.97606802,1.97606802,3.199348211,6.775090218,10.53902912,19.00789261,23.05412674,29.35872459,36.88660049,45.92005539,54.67121506,67.65680695,80.83058929,84.78272247,104.3552094,120.8224411,129.855896,140.0185242,140.0185242,164.2018433,172.0120087,184.0566101,198.6418762,221.037323,246.5380096,259.6177063,279.1901855,298.0098572,309.2075806,340.0718994,353.3397827,388.2503052,407.9169006,440.3808594,467.1048279,474.6326904,498.7219238,521.5878296,540.9721069,557.6275635,577.2941284,592.1616821,603.7358398,625.9430542,656.0545654,685.7896729,713.0782471,748.4592896,774.9009399,797.9550781,828.7252808,855.8256226,882.2672729,929.8811035,973.6369019,1000.643188,1025.67334,1053.526489,1065.194702,1104.621948,1139.532471,1158.728638,1197.403076,1244.26416,1268.165161,1285.102905,1316.343506,1357.088257,1392.751465,1418.346313,1436.319092,1479.510254,1511.974243,1555.54187,1591.016968,1626.492188,1653.498413,1670.436157,1697.536499,1723.789917,1760.394287,1806.220215,1844.330078,1893.825928,1921.020386,1958.001099,2017.188965,2070.919189,2123.990723,2160.689209,2189.765625,2228.816406,2268.243652,2319.056885,2358.860596,2425.67041,2510.264893,2575.475342,2628.734863,2694.133545,2742.123535,2800.74707,2881.201172,2952.151367,2993.837158,3064.599121,3141.665771,3217.885498,3307.373291,3404.859131,3521.635498,3587.786621
Costa Rica,CRI,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/cr/flat/64.png,4999441,4.999441147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2000223547,.2000223547,1.000111818,1.800201178,1.800201178,2.600290537,4.400491714,4.600514412,5.200581074,5.400603771,7.00078249,8.20091629,10.00111771,13.80154228,17.80199051,23.4026165,26.80299568,31.60353279,35.40395737,40.20449448,46.20516586,52.60588074,59.00659561,62.80701828,66.00737762,69.40776062,75.0083847,79.20885468,83.20929718,87.00972748,90.81015015,93.41043854,96.6108017,100.4112244,107.8120499,111.6124725,115.4129028,119.0133057,122.413681,123.6138153,125.2139969,128.4143524,129.8145142,131.0146484,132.0147552,132.4147949,133.8149567,136.2152252,137.215332,137.4153595,138.6154938,139.0155334,139.4155884,141.0157623,142.6159363,143.8160706,145.0162048,146.616394,147.8165283,148.4165955,151.0168762,152.2170105,153.0171051,154.6172791,156.0174408,158.4177094,160.2179108,160.8179779,163.018219,166.0185547,168.6188507,170.6190643,172.6192932,173.2193604,176.4197235,179.4200592,180.6201935,182.2203674,183.6205292,186.0207977,190.2212677,191.2213745,196.8220062,200.0223541,204.4228516,209.4234009,211.2236023,216.824234,221.024704,231.4258728,238.8266907,245.6274567,252.6282349,263.6294556,268.4299927,275.0307312,292.232666,307.6343994,322.4360352,332.4371643,343.0383301,348.8389893,359.2401428,374.2418213,387.8433533,411.6459961,425.4475403,442.6494751,455.4508972,473.6529541,503.0562134,536.8599854,567.2634277,595.8665771,626.0699463,653.8731079,691.8773193,750.6838989,804.6899414,862.2963867,924.3032837,999.3117065,1048.317139
Colombia,COL,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/co/flat/64.png,49648685,49.64868546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0201415196,.0201415196,.0201415196,.0201415196,.0604245588,.1812736839,.1812736839,.2618397772,.4431134462,.6848117113,1.087642074,1.309198856,1.873161435,2.054435015,2.57811451,3.947737932,4.652691364,5.579201221,7.613494396,9.466514587,9.889486313,10.85627937,12.24604416,14.13934708,16.0729332,18.24821663,21.45071983,23.38430405,25.51930618,28.31897736,29.91015816,31.80346107,35.85190582,41.37068176,44.77460098,49.80997849,54.56337738,55.91286087,57.44361496,60.00158691,62.53942108,65.11753845,69.26668549,69.26668549,76.37664795,80.10282898,83.56716919,87.73646545,91.86547089,98.3107605,103.5676956,108.3412399,112.7320862,119.821907,125.0184174,131.0608673,141.111496,146.7309723,154.4451752,160.5883331,173.4789124,180.447876,190.4582214,202.4424133,211.3852539,222.8256378,233.9034729,247.1767426,260.4298706,274.1260986,286.3318481,300.894165,313.684021,328.2060852,341.0966492,356.2430725,369.1940613,385.3274231,406.3954468,426.4967041,442.7307434,463.3153992,485.4912109,486.2364502,511.7154541,538.4633789,548.2320557,591.8384399,616.1895142,643.2194214,674.0560913,740.3821411,740.3821411,768.3788452,822.7207031,822.7207031,850.0930176,882.4000244,913.2971191,946.5305786,984.8397827,1070.884399,1071.750488,1109.455322,1152.135254,1216.286011,1278.060059,1386.46167,1437.439819,1485.63855,1485.63855,1557.201294,1627.656372,1705.181152,1852.919189,1852.919189,1918.862427,1975.681763,2059.691895,2142.896729,2211.397949,2289.788818,2364.856201
Chile,CHL,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/cl/flat/64.png,18729160,18.72916031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0533926748,.0533926748,.2135706991,.2135706991,.2135706991,.4271413982,.4271413982,.6941047907,1.228031516,1.228031516,2.295885086,3.256953239,3.951058149,8.275864601,10.73192787,12.70745659,12.70745659,23.17242241,28.67186737,33.74417114,39.83093643,49.22804642,60.97443771,69.73083496,85.96221161,101.9266205,114.2069321,130.758667,146.1891479,161.8332062,181.7486725,199.5284271,222.1669312,238.7186584,257.0857239,273.1569214,296.1157837,318.8610535,347.1058044,369.8510742,385.1213684,401.7798767,422.7098083,441.7176208,470.2293091,493.9890442,519.5107422,538.6253052,560.9968262,578.3494873,603.1236572,630.6743164,657.050293,686.5230103,711.777771,737.5130615,766.9857788,794.75,855.5108643,908.1026611,984.2940063,1049.860229,1102.185059,1175.493164,1230.59436,1312.445435,1386.7146,1453.295288,1541.233032,1605.144043,1693.669067,1835.693604,1977.664795,2111.253174,2211.951904,2337.584717,2459.213379,2647.155518,2862.755127,3074.403809,3302.710693,3491.507324,3689.540771,3950.897949,4162.546387,4393.629883,4642.119629,4839.405273,5064.722656,5322.609375,5614.666992,5803.036621,6066.902832,6315.92627,6540.549316,6820.647461,7162.627441,7413.359375,7622.285156,7926.463379,8227.384766,8587.998047,8935.53125,9305.969727,9580.568359,9848.225586,11779.91992,12018.85156,12354.69141,12640.60938,12939.98242,13186.01563,13389.12109,13583.95117,13832.12012,14061.49512,14296.74316,14521.84668,14736.3252,14917.54004,15059.03027,15192.40527,15381.84277,15582.49219,15779.24414,15940.75781
Barbados,BRB,Americas,Latin America and the Caribbean,Caribbean,1,3,1,Americas,https://www.countryflags.io/bb/flat/64.png,286641,.2866410017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.977368832,6.977368832,17.44342232,17.44342232,20.93210602,48.84158325,59.30763626,62.79631805,62.79631805,62.79631805,83.72842407,90.70579529,115.1265869,115.1265869,118.6152725,118.6152725,160.4794769,177.9229126,181.4115906,195.366333,209.3210602,219.7871246,219.7871246,230.2531738,233.7418518,237.230545,247.6965942,251.1852722,251.1852722,254.6739655,261.6513367,261.6513367,261.6513367,261.6513367,261.6513367,261.6513367,261.6513367,265.1400146,268.6286926,275.6060791,275.6060791,279.0947571,279.0947571,279.0947571,282.5834351,282.5834351,282.5834351,286.072113,286.072113,286.072113,286.072113,286.072113,289.5608215,293.0494995,293.0494995,293.0494995,296.5381775,296.5381775,296.5381775,296.5381775,300.0268555,307.0042419,307.0042419,313.9815979,313.9815979,313.9815979,313.9815979,320.9589539,320.9589539,320.9589539,320.9589539,320.9589539,320.9589539,320.9589539,320.9589539,320.9589539,320.9589539,320.9589539,320.9589539,320.9589539,320.9589539,320.9589539,320.9589539,320.9589539,320.9589539,334.9136963,334.9136963,334.9136963,334.9136963,334.9136963,338.4024048,338.4024048,338.4024048,338.4024048,338.4024048,338.4024048,338.4024048,338.4024048,338.4024048,338.4024048,338.4024048,338.4024048,338.4024048,338.4024048,338.4024048,338.4024048,338.4024048,338.4024048,338.4024048,338.4024048,341.8910828,341.8910828
Brazil,BRA,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/br/flat/64.png,209469333,209.4693298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0047739684,.0047739684,.0047739684,.0095479367,.0095479367,.0095479367,.0095479367,.0190958735,.0190958735,.0620615929,.0620615929,.0954793692,.1193492115,.1479930282,.1814108044,.2482463717,.7208692431,.7208692431,.7733829021,.9547936916,1.532443881,1.775916338,2.964634418,3.785757065,4.874221802,7.38055563,9.185115814,10.72710705,12.19271564,14.25029659,16.31265068,18.63757324,20.31801033,21.86000252,27.29277802,32.63484955,38.40180206,43.23305893,49.45831299,53.13426971,58.05623245,66.9978714,77.19506836,86.37063599,93.75119781,98.95005035,105.9439087,111.8540802,120.5999908,135.1987915,145.2480011,160.796814,175.0041351,184.5329742,194.5057983,205.6577911,218.4424744,238.870285,257.9995728,283.210907,301.2374268,321.9850769,349.621582,380.4136963,416.2279968,440.1694641,463.5523376,486.1141357,518.5484619,551.1785278,604.4369507,648.1760254,701.267334,745.0303345,776.7199097,809.6364136,850.7880249,907.7080688,969.9033203,1051.662354,1114.77417,1150.908325,1219.118774,1297.970459,1391.989014,1480.345581,1579.658447,1658.467163,1733.957886,1789.751221,1867.681519,1966.020508,2092.134521,2220.687988,2379.536865,2457.873047,2513.241455,2651.381104,2788.073975,2935.708984,3082.890381,3212.145752,3302.430908,3377.162598,3530.364014,3687.489746,3832.675537,3956.712891,4060.327148,4142.009766,4240.577637,4407.275391,4560.939941,4669.619141,4931.094238,5096.588379,5171.835938,5282.25293,5470.519043,5674.486816,5862.977539,6086.686035,6271.404785,6416.896484,6531.719727,6693.299805,6916.30127,7145.953125,7347.524414,7528.567383,7652.934082,7749.506836
Bolivia,BOL,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/bo/flat/64.png,11353142,11.35314178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1761626899,.1761626899,.2642440498,.8808134794,.8808134794,.9688947797,.9688947797,1.056976199,1.056976199,1.32122016,1.673545599,2.113952398,2.378196239,2.554358959,2.818603039,3.787497759,5.372961998,6.518019676,7.134588718,8.543890953,9.424703598,10.12935448,10.83400536,11.62673759,12.24330711,13.82877159,16.11888695,17.08778191,18.49708176,23.25347519,23.60580063,24.22237015,26.42440414,29.06684303,31.18079567,34.96829224,38.84387207,40.95782471,43.42410278,45.8022995,49.67787933,52.67264557,53.64154053,61.92118454,71.08164215,76.27844238,83.67727661,89.31448364,92.74965668,97.77029419,102.7909317,108.251976,129.4795837,140.4016571,148.064743,158.72258,166.1214142,183.2972717,199.5923309,214.6542358,225.1359253,249.3582916,261.0731201,277.2800598,297.0102844,315.0669861,336.9992371,360.0765381,375.4907837,394.6925049,433.2721252,456.8779297,491.4058228,521.0011597,551.6534424,586.6217651,628.5484619,684.2158813,738.7382202,769.038208,844.8762817,879.2279663,927.5846558,968.1020508,1025.090698,1078.55603,1121.099365,1176.590576,1201.693848,1228.646729,1289.863159,1345.971069,1423.834961,1491.12915,1571.547363,1625.893555,1679.975464,1751.321411,1821.962646,1893.660889,1979.716309,2070.968506,2148.12793,2245.457764,2324.378662,2421.092041,2510.58252,2591.617432,2701.983398,2776.67627,2829.613281,2925.974121,3014.760254,3129.354004,3242.979004,3353.344971,3461.33252,3568.087158
Belize,BLZ,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/bz/flat/64.png,383071,.3830710053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.610481977,2.610481977,5.220963955,5.220963955,5.220963955,5.220963955,5.220963955,7.831446171,7.831446171,7.831446171,7.831446171,10.44192791,10.44192791,13.05241013,18.27337456,18.27337456,20.88385582,23.49433899,26.10482025,33.93626785,36.54674911,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,46.98867798,49.59915924,49.59915924,49.59915924,49.59915924,52.2096405,52.2096405,52.2096405,52.2096405,52.2096405,52.2096405,54.82012558,57.43060684,57.43060684,57.43060684,57.43060684,57.43060684,57.43060684,60.0410881,60.0410881,60.0410881,60.0410881,62.65156937,62.65156937,62.65156937,62.65156937,62.65156937,73.09349823,73.09349823,78.31446075,78.31446075,78.31446075,78.31446075
Argentina,ARG,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/ar/flat/64.png,44494502,44.49450302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0224746857,.0224746857,.0224746857,.0449493714,.1797974855,.2696962357,.2696962357,.3820696771,.4270190299,.4270190299,.6967152953,.7641393542,1.011360884,1.258582473,1.528278708,1.775500178,2.180044651,2.876759768,3.551000357,5.978266716,6.764880657,8.697703362,8.697703362,11.28229237,13.23758984,15.50753403,16.7436409,18.42924309,23.68832016,23.68832016,25.4638195,28.43047905,32.61077118,32.61077118,34.92566299,36.58879089,38.54408646,40.3420639,44.38750458,44.38750458,48.14077759,49.62410736,51.17486191,54.90565872,57.7824173,59.98493958,61.98518372,63.80563354,66.09805298,68.12077332,70.66041565,77.20054626,81.06619263,84.95431519,87.47148132,89.96617126,92.75302887,96.30403137,99.51791382,101.855278,105.20401,107.4964218,109.8337936,112.8229218,117.0481644,120.7115402,126.1054688,129.8137817,135.6122589,141.0960846,147.5013733,154.603363,160.3344116,168.0881805,175.4149323,181.3257751,188.1356049,197.9795074,208.6325073,223.196106,239.3329315,255.1551208,271.4043274,283.8103333,297.295166,313.139801,330.4228516,346.5372009,364.4045715,378.7209473,391.3966675,411.7137756,433.0422668,453.9212341,472.7999878,494.8926086,512.2880249,530.8521118,556.4957275,584.0496826,615.199585,646.461853,680.8706055,709.6831665,736.8325806,767.7128296,799.0200195,843.0255127,889.3233643,926.0469971,961.5794678,1009.81012,1060.872681,1120.38562,1178.95459,1243.816528,1297.77832,1346.975342,1399.453735,1450.291504,1510.231445,1571.901978,1635.842529,1694.052002,1748.867676,1808.021118
