Country,ISO3,region,subregion,intermediateregion,lac,lac_main,idb,region_map,image,Population total,population_million,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020,6/19/2020,6/20/2020,6/21/2020,6/22/2020,6/23/2020,6/24/2020,6/25/2020,6/26/2020,6/27/2020,6/28/2020,6/29/2020,6/30/2020,7/1/2020,7/2/2020,7/3/2020,7/4/2020,7/5/2020,7/6/2020,7/7/2020,7/8/2020,7/9/2020,7/10/2020,7/11/2020,7/12/2020,7/13/2020,7/14/2020,7/15/2020,7/16/2020,7/17/2020,7/18/2020,7/19/2020,7/20/2020,7/21/2020,7/22/2020,7/23/2020,7/24/2020,7/25/2020,7/26/2020,7/27/2020,7/28/2020,7/29/2020,7/30/2020,7/31/2020,8/1/2020,8/2/2020,8/3/2020,8/4/2020,8/5/2020
Jamaica,JAM,Americas,Latin America and the Caribbean,Caribbean,1,3,1,Americas,https://www.countryflags.io/jm/flat/64.png,2934855,2.934854984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0340732336,.0681464672,.2725858688,.2725858688,.340732336,.340732336,.4088788033,.4429520369,.5110985041,.5451717377,.5110985041,.5792449713,.3748055696,.4429520369,.5451717377,.5451717377,.4770252705,.5792449713,.5792449713,.6814646721,.6814646721,.8518308401,.9540505409,.8859040737,.9199773073,1.090343475,1.090343475,1.124416709,1.056270242,.9199773073,.9199773073,.7155379057,.7496111393,.8859040737,.6814646721,2.282906771,2.896224976,2.725858688,3.40732336,3.748055696,5.451717377,5.383571148,5.588010311,6.269474983,7.325745106,6.133182049,7.053159237,7.530184746,6.848720074,7.598330975,6.780573368,7.121305943,7.836843967,7.223525524,6.23540163,5.724303246,4.361373901,4.225080967,4.293227673,3.202883959,2.725858688,2.487346172,1.499222279,1.362929344,1.294782877,1.294782877,1.328856111,1.090343475,1.022197008,1.022197008,.9199773073,.9881237745,1.260709643,1.397002578,1.465149045,1.533295512,1.601441979,1.669588447,1.669588447,1.874027848,1.771808147,1.771808147,1.499222279,1.362929344,1.328856111,1.192563176,1.056270242,.9199773073,.9881237745,.8177576065,.8177576065,.6473914385,.7836843729,.8177576065,.8177576065,.8859040737,.8859040737,.8518308401,.9540505409,1.328856111,1.601441979,1.771808147,1.635515213,1.737734914,1.874027848,2.078467369,2.146613836,2.214760303,2.180686951,1.976247549,1.567368746,1.533295512,1.635515213,1.70366168,1.737734914,1.70366168,1.635515213,1.737734914,1.874027848,1.874027848,1.874027848,1.737734914,1.737734914,1.465149045,1.294782877,1.158489943,1.056270242,.9540505409,.7836843729,.7836843729,1.260709643,1.908101082,1.771808147,1.976247549,2.112540483,2.351053238,2.521419287,2.623639107,2.896224976,2.759932041,2.248833418,1.874027848,2.316979885,2.282906771,2.487346172,2.521419287,2.828078508
Haiti,HTI,Americas,Latin America and the Caribbean,Caribbean,1,3,1,Americas,https://www.countryflags.io/ht/flat/64.png,11123176,11.12317562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0179804768,.0179804768,.0179804768,.0539414287,.0629316717,.0719219074,.0719219074,.0719219074,.0719219074,.1348535717,.1168731004,.1168731004,.1258633435,.0899023861,.0988926217,.1078828573,.1168731004,.1438438147,.1528340578,.1078828573,.1348535717,.1438438147,.1528340578,.1528340578,.1977852434,.1798047721,.1798047721,.1528340578,.161824286,.1528340578,.1528340578,.2337462008,.2157657146,.2607169151,.2876876295,.2876876295,.2786974013,.2966778576,.2966778576,.2876876295,.2607169151,.2157657146,.251726687,.2067754865,.1438438147,.251726687,.2607169151,.242736429,.4764826298,.6293166876,.6742678881,.9080140591,1.114789605,1.114789605,1.312574744,1.555311203,1.878959775,2.310491323,2.939807892,3.479222298,3.434271097,3.721958637,4.719875336,5.421113491,5.672840595,5.322221279,5.825674534,7.336034298,7.767565727,7.075317383,9.448740959,11.40861225,12.49643135,12.7121973,12.23571396,14.76197147,15.12158108,14.07871342,15.75089741,18.10634041,17.56692505,16.15545845,15.0316782,15.41825867,15.41825867,14.90581512,13.71011353,15.29239559,13.260602,12.1727829,12.38854885,11.84913445,11.5164957,10.21291065,11.41760254,10.41968632,11.36366081,9.907242775,10.56352997,9.790369987,7.740595341,8.567697525,8.073233604,8.657599449,8.001312256,8.145155907,7.776556015,7.102288246,5.834664822,5.888606071,6.374078751,4.971601963,5.771732807,5.843655109,5.627889156,4.468148232,3.892773151,4.477138519,5.187367439,4.881699562,5.097465038,5.097465038,3.919744015,3.685997725,3.955704927,4.225411892,4.791797161,4.189451218,3.299417496,3.28143692,2.580198288,2.921827555,3.22749567,2.912837267,2.70606184,2.436354637,2.256549835,1.923910975
Honduras,HND,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/hn/flat/64.png,9587522,9.587521553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0208604485,.0208604485,.0208604485,.0208604485,.0312906727,.0625813454,.0834417939,.0938720182,.1251626909,.2503253818,.2294649333,.2503253818,.2920462787,.2920462787,.3441973925,.4797903299,.6258134842,.8969992995,1.022161961,1.199475765,1.220336199,1.522812724,1.971312404,2.002603054,2.378091097,2.252928495,2.39895153,2.190347195,2.106905222,2.127765656,2.513684034,2.294649363,1.814859033,1.825289249,1.491522074,1.574963808,1.335068703,1.428940773,1.512382507,1.345498919,.9908713102,1.063882828,1.220336199,1.272487402,1.91916132,2.169486761,2.096475124,2.284219027,2.555404902,2.774439573,3.066485882,3.233369589,5.215112209,5.590600014,6.122541428,6.706634045,8.698806763,10.68054962,11.14990997,11.38980484,12.52669907,13.5175705,11.16034031,12.51626873,11.89045525,12.41196728,11.51496792,10.02344513,10.71184063,11.73400211,10.25291061,11.51496792,14.57102299,12.74573421,17.02212524,18.03385735,19.1498909,20.79786682,20.3806591,18.74311256,22.31024933,20.83958817,19.6609726,21.38195992,18.14859009,17.63750839,16.37545204,15.80179024,16.42760277,17.7105217,19.20204353,22.50842476,24.0625267,27.17073441,28.839571,31.06120872,33.44972992,36.51621628,41.42885208,44.73523331,45.08985901,51.58789063,53.1941452,54.48749161,57.24106979,59.58787155,64.5422287,66.10675812,69.96594238,76.58913422,78.85249329,75.63998413,78.15367126,80.98026276,85.24622345,87.09236908,89.46003723,90.44047546,87.83291626,82.35704803,78.91507721,78.17453003,76.35967255,72.6986618,67.41053772,64.51094055,63.55135727,64.68824768,65.88772583,71.08197784,77.71559906,78.83163452,80.95940399,83.56695557,86.81075287,88.16668701,87.63474274,87.70775604,83.40007019,79.96852875,74.14846802,71.08197784,69.55916595,68.66216278,65.65826416,65.03244781,61.13154602
Guatemala,GTM,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/gt/flat/64.png,17247807,17.24780655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0057978388,.0057978388,.0115956776,.0347870328,.0347870328,.0521805473,.0695740655,.0985632539,.1101589352,.1159567758,.1159567758,.1333502829,.1333502829,.1275524497,.1623394787,.1449459642,.139148131,.121754609,.1159567758,.1565416455,.1681373268,.2145200372,.2087221891,.2435092181,.2493070662,.3072854578,.3420724869,.5102097988,.5681881905,.6261665821,.6145709157,.6145709157,.6899427772,.730527699,.794303894,.8580801487,.9392498732,.9450476766,.9102606773,.9334520102,1.321907163,1.524831533,1.698766708,1.762542963,1.832117081,1.710362434,1.73935163,1.797330022,2.029243469,2.156795979,1.84951055,1.73935163,1.681373239,1.727755904,1.750947237,2.145200253,2.377113819,2.626420975,2.724984169,2.962695599,3.704818964,4.568696976,5.102097988,5.594914436,5.397788048,5.867412567,6.760280132,7.032778263,8.105378151,8.951863289,9.925899506,11.05068016,12.27402496,12.70306492,13.81045151,14.12353516,14.343853,14.343853,14.92943478,15.03379536,14.68012714,13.54375076,13.88002586,14.67432976,15.34687901,15.69474888,16.78474236,18.12984085,18.17042732,18.69803047,19.68946075,21.63173676,21.39982224,21.95641518,22.69274139,24.32773018,25.31336403,26.91936493,26.2874012,26.5772934,27.75425339,29.27328682,28.83844948,31.00104332,29.69652939,29.8356781,29.34865952,28.40941048,30.9662571,34.01012039,36.54377747,39.15280533,44.53899765,44.23171234,47.21759796,48.64386749,49.17147064,53.62421036,55.21281815,55.58387756,53.82133484,48.98593903,48.53370667,51.17172241,51.98921967,52.30810165,73.23249817,69.68421936,66.21131897,67.43466187,68.29853821,72.18309021,71.95697784,71.99755859,70.23501587,66.67514801,48.75402451,51.76310349,56.74344635,55.42733765,57.07392502,52.84150314,47.88434982,45.64638519
Ecuador,ECU,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/ec/flat/64.png,17084357,17.08435631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0351198465,.0351198465,.0409731567,.0585330799,.0760930032,.0760930032,.0760930032,.0819463134,.0877996236,.0877996236,.0643863901,.0643863901,.0585330799,.1053595468,.0877996236,.1404793859,.2633988559,.5677708983,1.077008724,2.060364485,2.862267733,4.518754005,5.642589092,6.169386864,6.702037811,7.99561882,8.996534348,10.02086353,10.09695625,9.336026192,10.14963627,11.46662998,12.7719183,13.38066196,13.41578197,13.12897015,12.5963192,11.26176453,14.7854557,17.57748413,28.80412865,26.39256668,25.18678474,24.35561562,24.22098923,24.65413284,26.21111298,27.5281086,26.76132393,26.35744667,17.36676407,18.38524055,19.8075943,21.38798714,88.47860718,86.98600769,84.83784485,86.57042694,89.18099976,89.01125336,86.66407776,93.2900238,97.24685669,107.4374695,53.6280098,53.6280098,53.6280098,41.31264877,26.69108391,25.73114204,27.07155037,18.57254601,17.29652596,5.54893589,-8.07171154,-2.42326951,5.162617683,16.88093948,27.88515854,29.73480415,30.99326515,33.93162537,31.66054344,33.78529358,36.60659027,34.46427917,26.87839127,28.80412865,28.6168232,25.87162209,21.75674629,22.19574356,19.14031792,24.32634735,24.64242744,21.13629532,24.70096016,27.07155037,27.2120285,28.13685226,31.29178429,31.26837158,31.26837158,31.39714432,31.54932976,33.86138535,33.63896179,30.52500153,31.43226433,33.47506714,34.03113174,30.96985245,36.29050827,28.4587841,30.94643974,28.63438225,34.14819717,34.61061096,35.61152649,36.0446701,34.73352814,39.22301865,44.58464813,51.67300415,52.76171875,57.90092468,51.5208168,49.89359665,50.75403214,46.76793289,50.0809021,50.25650406,52.39881516,49.17949295,45.66751099,47.03133011,48.99804306,52.59197235,53.8445816,59.33498383,57.31559372,56.20346451,52.72660065,54.94500351,56.71269989,55.48350525,56.81806183,54.60551071,51.02328491,52.07688141,53.73336792,57.06975174,53.48752975,52.53343964,47.31814194,46.77963638,46.39917374
Dominican Republic,DOM,Americas,Latin America and the Caribbean,Caribbean,1,3,1,Americas,https://www.countryflags.io/do/flat/64.png,10627165,10.62716484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0094098477,.0094098477,.0094098477,.0094098477,.0094098477,.0188196953,.0188196953,.0470492356,.0470492356,.0470492356,.0376393907,.0376393907,.0376393907,.0940984711,.0940984711,.0846886262,.1787870973,.1505575627,.2728855908,.6304597855,1.0068537,1.853739977,2.258363485,2.832364082,3.585151911,4.488497257,5.269514561,6.56807375,7.763123989,7.800763607,9.381617546,10.18145466,10.68017673,11.06598091,10.31319237,11.82817841,11.73407936,11.63998127,11.78112888,13.62545872,14.21827984,13.87952518,14.93342781,15.79913425,16.91890526,17.58700562,18.13277626,20.41936874,20.92750168,21.93435478,22.05668259,21.50150108,21.95317459,22.35779762,23.17645454,21.75556755,22.39543724,20.39113998,19.58189201,18.5562191,18.89497375,21.11569786,21.43563271,22.68714142,23.39288139,24.03275108,25.14311218,26.36639214,27.85314751,30.39380646,31.75823593,31.48534966,31.25951385,30.50672531,29.02937889,30.66669273,31.08072662,30.29029846,31.51357841,31.43830109,29.45282173,28.44596863,29.06701851,30.35616875,32.75568008,31.3724308,29.67865944,32.07817078,31.4571209,31.12777519,32.28518677,34.13892746,33.71548462,31.33479118,30.47849655,30.54436493,32.40751648,32.67098999,33.23558044,33.82840347,33.00033569,33.15089417,36.36906052,40.04830933,42.6454277,43.68992233,42.93713379,42.25962448,42.39136124,42.52310181,43.78401947,46.76694107,49.30760193,50.45560074,50.47442245,53.3444252,55.23580551,57.1930542,61.29574585,63.30945206,63.49765015,63.89286423,63.14007568,64.24102783,67.86382294,71.07257843,77.9511795,78.70396423,73.50032043,77.30189514,84.44396973,87.95384216,91.52958679,97.25077057,97.46720123,95.23706818,96.41329956,99.88552856,109.9352493,112.2688904,113.529808,113.3039703,109.9352493,108.3167572,113.94384,120.1825714,124.4452362,133.2904816,132.1424866,123.9371033,125.4050369,131.352066,139.7550507,144.6481781,137.6472473,132.1142578,126.0825424
Costa Rica,CRI,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/cr/flat/64.png,4999441,4.999441147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0200022366,.0200022366,.1000111774,.1800201237,.1800201237,.2600290775,.4400491714,.4600514174,.5200581551,.5400603414,.6800760031,.8000894189,.9001005888,1.200134158,1.600178838,2.08023262,2.240250349,2.700301886,3.020337582,3.480389118,3.92043829,4.440496445,4.900547504,4.900547504,4.820538998,4.600514412,4.820538998,4.760531902,4.780534267,4.680522919,4.460498333,4.080456257,3.760420322,3.760420322,4.180467129,4.220471859,4.040451527,3.980444908,3.92043829,3.660409212,3.440384626,3.500391245,3.320371151,3.060342073,2.420270443,2.08023262,1.840205669,1.720192313,1.480165482,1.380154252,1.34014976,1.060118437,.9601073265,1.000111818,1.060118437,1.14012742,1.120125175,1.04011631,1.060118437,1.100122929,1.24013865,1.320147514,1.360152006,1.360152006,1.34014976,1.460163236,1.520169854,1.420158744,1.520169854,1.760196686,1.760196686,1.840205669,1.960219145,1.860207915,2.040228128,2.100234747,2.040228128,2.140239239,2.060230255,2.000223637,2.160241365,2.060230255,2.420270443,2.68029952,2.800312996,3.000335455,3.060342073,3.460386753,3.740417957,4.540507317,4.860543251,5.440608025,5.580623627,6.360711098,6.400715351,6.560733318,8.100905418,9.081014633,10.14113331,10.10112858,10.42116451,10.32115364,10.66119194,11.06123638,11.94133472,13.66152668,13.32148933,13.50150871,13.30148697,14.12157822,16.00178909,18.80210114,20.8023243,22.16247749,23.82266235,24.22270775,26.64297867,30.803442,34.92390442,38.86434555,42.12471008,46.24517059,48.1053772,50.14560318,54.12604904,64.32718658,67.72756958,69.56777191,71.46798706,74.5083313,77.22863007,79.80892181,86.10962677,89.67002106,94.31053925,92.59034729,93.79048157,91.61023712,95.31065369,101.8713837,103.7515945,112.2925491,113.6727066,117.453125,115.8729477,113.7327118,115.1328659,120.1934357,116.5330276,116.9330673,114.6728134,104.751709
Colombia,COL,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/co/flat/64.png,49648685,49.64868546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.002014152,.002014152,.002014152,.002014152,.0060424563,.0181273688,.0181273688,.0261839759,.0443113446,.0684811696,.1127925143,.1490472555,.2034293562,.2155142725,.3121935725,.3766464293,.4471417367,.5317361355,.717038095,.8781702518,.8741419911,.9345665574,1.019160867,1.196406245,1.289057255,1.430047989,1.679802775,1.780510426,1.790581107,1.885246277,2.002067089,2.094718218,2.360586166,2.723133564,2.87016654,3.156176329,3.311265945,3.252855539,3.192430973,3.168261051,3.26292634,3.331407547,3.341478109,3.156176329,3.160204411,3.029284716,2.900378942,3.182360172,3.442185879,3.83091712,4.102827549,4.322370052,4.346539974,4.68894577,4.864177227,5.095804691,5.754432201,5.899451256,6.257970333,6.227757931,6.991121769,7.210664272,7.772612572,8.262051582,8.636683464,9.176476479,9.279198647,10.04457569,10.59846783,11.35377502,11.28529358,12.0446291,12.32258224,12.57636547,12.97113895,13.34174252,13.52905941,13.81506824,14.59655952,15.23705959,15.63989067,16.24212265,17.18071747,18.27037239,19.6440239,21.24728966,22.26242256,22.88479614,23.47695541,24.53035736,26.46394348,27.45692062,28.04303932,27.93628883,28.26056671,27.87989235,28.80035973,29.64630318,30.26263428,31.00182724,31.86187172,33.08848953,34.04722595,35.87204742,39.27193451,42.69599533,44.2126503,47.21172333,48.99424744,50.00333786,52.71841431,55.461689,59.43964005,63.53642654,63.55052567,63.98356628,64.88188171,67.18606567,70.34828949,72.37452698,73.06537628,73.53870392,72.18519592,72.31410217,74.25977325,78.41093445,86.46754456,87.86334991,89.29743195,90.1776123,93.67619324,96.79813385,106.598999,116.107811,125.0023041,127.5058899,127.3528214,131.7376251,136.9281006,145.2123108,148.3282013,152.3222656,152.6123047,150.9828491,154.455246,158.6688538,165.1906738,170.1354218,176.747879,183.8477631,189.9526672,189.7008972
Chile,CHL,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/cl/flat/64.png,18729160,18.72916031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0106785353,.0106785353,.0106785353,.0106785353,.0106785353,.0106785353,.0106785353,.0480534099,.0480534099,.0533926748,.0427141413,.0587319434,.0587319434,.0587319434,.0961068198,.0961068198,.1228031591,.1388209611,.1388209611,.2402670383,.4164628685,.469855547,.9023362398,1.147942543,1.308120608,1.308120608,2.327920675,2.973972082,3.481202602,3.983093739,4.746608734,5.851837158,6.294996738,7.67252779,9.343718529,10.57174969,11.1804266,12.02403069,13.08120537,14.46407604,15.30234146,16.86140823,17.64093971,17.85451126,17.59288788,18.6607399,19.28009605,20.56151962,22.57976341,22.11524582,22.00312233,21.36240959,21.60801697,22.62247658,23.39133072,25.93816185,25.57509232,24.98777199,23.14038658,24.09077644,25.17998695,25.72459221,31.10123444,30.7755394,30.97309113,29.07765198,29.9426136,33.78154755,37.30546188,48.31503296,52.11659241,54.71147537,54.76486969,57.74951935,63.3610878,67.84073639,83.52750397,86.24519348,87.37711334,82.74263,90.38846588,99.35309601,105.3811264,129.1568909,133.53508,138.2710114,138.6020508,151.3682404,166.1419983,180.1201935,218.4668121,224.0730438,236.8499146,228.7288818,239.273941,251.9600372,252.8944092,301.7487183,306.3725281,312.7475891,279.0354614,285.6187744,284.3854065,285.6828613,337.270874,346.6199036,351.9645386,302.4428101,307.0719604,307.9582825,325.1827698,342.4819946,354.6234741,359.6210327,311.6904297,287.6370239,286.4570618,299.1484985,297.3224487,297.1676331,285.7095642,262.3342285,244.7733917,242.1304474,238.3022003,251.6824036,250.29953,238.1633759,227.6930695,211.9048615,200.6390076,199.2721405,199.854126,194.7124176,187.9262085,177.5466614,166.0565643,161.3366547,159.5426636,160.1032867,162.8476563,157.87146,147.6093903,137.0750122,134.2345276,135.7241821,137.5555573,131.9546661,126.8343048,120.9557724,114.0520935,112.6692276,116.4547653,119.5301819,117.955101,114.7088242,111.8790131,110.2291794,109.492363,112.0391922,113.4914703,111.9751205,107.7944717,103.4216156
Barbados,BRB,Americas,Latin America and the Caribbean,Caribbean,1,3,1,Americas,https://www.countryflags.io/bb/flat/64.png,286641,.2866410017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.6977368593,.6977368593,1.744342208,1.744342208,2.093210697,4.884158134,5.930763721,6.279632092,6.279632092,6.279632092,7.675105572,8.372842789,9.768316269,9.768316269,9.768316269,6.977368832,10.11718464,11.51265907,11.86152744,13.25700092,12.55926418,12.90813255,10.46605301,11.51265907,11.51265907,11.86152744,8.721711159,7.326237202,6.977368832,5.930763721,5.233026505,4.186421394,4.186421394,3.139816046,2.790947437,2.442079067,1.395473719,1.395473719,1.744342208,2.093210697,1.395473719,1.744342208,1.744342208,1.744342208,2.093210697,2.093210697,2.093210697,2.093210697,1.744342208,1.046605349,1.046605349,.6977368593,1.046605349,1.395473719,1.046605349,1.046605349,1.395473719,1.046605349,1.046605349,1.046605349,1.395473719,2.093210697,1.744342208,2.093210697,2.093210697,2.093210697,1.744342208,2.442079067,2.442079067,2.442079067,2.093210697,1.395473719,1.395473719,.6977368593,.6977368593,.6977368593,.6977368593,0,0,0,0,0,0,0,0,1.395473719,1.395473719,1.395473719,1.395473719,1.395473719,1.744342208,1.744342208,1.744342208,1.744342208,1.744342208,.3488684297,.3488684297,.3488684297,.3488684297,.3488684297,0,0,0,0,0,0,0,0,0,0,.3488684297,.3488684297,.3488684297,.3488684297,.3488684297,.3488684297,2.093210697,2.093210697,2.093210697,2.093210697,2.093210697,2.093210697,2.093210697,2.093210697,2.442079067,2.790947437,1.046605349,1.046605349,1.046605349,1.744342208,1.395473719,2.093210697,2.093210697,2.093210697,1.744342208,1.395473719,1.395473719,5.581894875,9.070579529,8.372842789,8.372842789
Brazil,BRA,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/br/flat/64.png,209469333,209.4693298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0004773969,.0004773969,.0004773969,.0009547937,.0009547937,.0009547937,.0009547937,.0019095874,.0019095874,.006206159,.0057287621,.0090705398,.0114575243,.0138445087,.0171862878,.0238698423,.0711321309,.070177339,.0754287019,.0892732143,.1470382363,.1680436879,.2845285237,.3637764156,.4692811072,.7132309079,.8464246392,1.000623822,1.141933322,1.329550266,1.478020668,1.68616569,1.735337615,1.807424545,2.241855621,2.525429487,2.921668768,3.250595093,3.726559877,3.888397455,4.174358368,4.836030006,5.687705994,6.451063633,6.645841599,6.631519794,6.754210949,6.862102509,7.114168167,8.20645237,8.719176292,9.379893303,9.780906677,9.816234589,10.07546043,10.67077446,11.24985695,12.70162106,13.73995876,14.80121231,15.59894276,16.11882782,17.46174431,19.58806992,22.17222023,23.45116615,24.51098633,24.7243824,26.05488777,26.79676247,30.31995201,32.61909485,35.16457367,36.46166229,36.04919052,36.94669724,38.72356796,42.15939331,45.1354866,50.04837799,51.03372574,50.27323151,51.78514862,55.29401398,61.52690887,67.07091522,72.88703918,75.07590485,76.40545654,73.80889893,75.29073334,81.51121521,87.30156708,92.27174377,98.75479126,97.75273895,93.35829926,99.29138184,105.4116135,114.5957718,121.5208893,124.6125183,121.0296478,115.6474762,115.0827179,122.9616776,131.9434204,130.5331879,127.2253113,120.6300735,115.7687378,119.5129623,125.8508835,129.2456512,140.0730133,140.9098816,133.9160309,132.5540161,141.0192108,153.2477264,162.239975,167.9410553,171.046524,174.7277222,160.0625763,159.6711121,174.4465332,186.3700104,187.7005157,185.4080505,178.9956512,166.2821045,169.4386444,176.1675568,185.0313873,190.3791809,186.7084808,175.5975494,165.1248932,167.0029755,173.6259003,185.6438904,180.3314056,172.6744385,163.5609436,151.7257996,152.6734314,173.215332,192.1560516,198.855835,204.2136688,194.2718811,189.0715942,194.9359436,216.6789703,234.6195526,240.049942,229.3237915,213.0154266,194.2776031,194.4953003
Bolivia,BOL,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/bo/flat/64.png,11353142,11.35314178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0176162682,.0176162682,.0264244042,.088081345,.088081345,.0968894809,.0968894809,.1056976169,.1056976169,.1321220249,.149738282,.1937789619,.2113952339,.1673545539,.1937789619,.281860292,.4404067397,.5461043119,.6077612638,.7222670317,.7751158476,.8015402555,.8455809355,.9072378278,.9424703717,1.004127383,1.074592352,1.056976199,1.136249304,1.470958471,1.418109655,1.409301519,1.559039831,1.744010687,1.893748879,2.113952398,2.272498608,2.387004375,2.492702007,2.254882336,2.607207775,2.845027447,2.721713543,3.285434246,3.990084887,4.131015301,4.483340263,4.835665703,4.932555199,5.196799278,5.311305046,5.557932854,7.583803654,7.848047733,7.698309422,8.24441433,8.24441433,9.39827919,10.68426704,11.68839455,12.23449898,14.11063194,13.15935326,13.68784142,14.89455509,15.63443851,17.08778191,17.67792511,17.58984375,18.00382614,20.81362152,20.75196457,23.03327179,24.37210846,25.46431732,27.15547943,29.15492439,32.41393661,36.32474518,37.43457031,41.16041183,42.23500443,43.61788177,44.71009064,47.3437233,49.19343185,49.25508881,49.23747253,46.29555511,45.96084595,44.49869537,46.67430496,49.62503052,52.30270386,54.64566803,54.73374939,55.8876152,57.47307587,62.02688217,66.50141907,68.98530579,72.49975586,72.42929077,75.43286133,75.28312683,79.51983643,83.06070709,84.02960205,88.0020752,88.30155182,84.98969269,85.50056458,86.66323853,88.38963318,91.86003113,93.22529602,95.07500458,97.64698029,95.73561096,100.9412231,105.5919189,108.7452316,114.2679291,111.5021744,109.5027313,112.7088928,113.809906,120.2046127,128.2200165,133.4784698,136.2530365,135.8742828,133.5048981,140.4721222,140.9477692,137.3100128,141.4850616,134.5266418,132.8178558,124.9786224,122.8910904,125.4542618,127.1189957,129.1096344,131.2500153,135.5571899,132.8266754
