Country,ISO3,region,subregion,intermediateregion,lac,lac_main,idb,region_map,image,Population total,population_million,1/22/2020,1/23/2020,1/24/2020,1/25/2020,1/26/2020,1/27/2020,1/28/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020,6/19/2020,6/20/2020,6/21/2020,6/22/2020,6/23/2020,6/24/2020,6/25/2020,6/26/2020,6/27/2020,6/28/2020,6/29/2020,6/30/2020,7/1/2020,7/2/2020,7/3/2020,7/4/2020,7/5/2020,7/6/2020,7/7/2020,7/8/2020,7/9/2020,7/10/2020,7/11/2020,7/12/2020,7/13/2020,7/14/2020,7/15/2020,7/16/2020,7/17/2020,7/18/2020,7/19/2020,7/20/2020
Romania,ROU,Europe,Eastern Europe,,.,.,.,Europe,https://www.countryflags.io/ro/flat/64.png,19466145,19.46614456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0513712391,.0513712391,.1541137248,.1541137248,.1541137248,.1541137248,.1541137248,.2054849565,.3082274497,.4623411596,.4623411596,.7705686092,.7705686092,1.284281015,2.311705828,2.517190695,4.572040558,6.318662643,6.729632378,8.116656303,9.452308655,13.35652256,14.2298336,15.82234192,18.85324478,22.24374771,29.58983421,40.78876495,46.54234314,52.86100769,66.37164307,74.59104156,93.23880005,108.3419495,115.3284378,126.3732529,140.6544647,163.5146637,185.6042938,198.4984741,208.4131165,226.9067688,244.578476,267.2331848,280.8465881,307.7137451,323.6388245,340.7454529,353.3827515,370.6948853,395.9181519,414.4118042,432.4431152,449.2928772,459.0534058,474.7730103,498.8147583,518.644043,535.1342163,546.3331299,566.9329834,582.4984741,596.7283325,615.324707,628.7839966,645.5823975,654.0586548,676.199646,694.1282349,710.8238525,724.6940918,744.831604,760.859436,777.2982178,789.164978,800.7749023,810.5354614,822.0426025,834.62854,844.3890991,858.1052246,866.6842041,875.1604614,883.1229858,893.1917725,903.3632813,909.8873901,917.3362427,928.2783203,939.2203979,946.7205811,955.1968384,965.3170166,975.1289063,982.8859253,989.2559814,996.4993286,1002.612488,1010.420959,1022.647278,1032.716064,1042.32251,1052.031616,1058.453003,1065.901855,1075.970581,1088.14563,1099.550049,1113.677124,1130.115967,1138.643555,1151.486328,1169.209473,1185.648193,1202.087036,1219.039551,1235.221436,1247.858765,1258.852295,1275.342407,1298.973145,1320.086792,1336.782471,1351.731445,1365.550293,1385.482422,1402.22937,1425.346436,1446.922363,1468.292847,1488.378906,1501.221802,1521.616211,1550.127197,1581.669189,1612.080933,1647.937988,1671.363281,1692.57959,1725.303101,1758.232056,1798.147583,1839.193115,1884.862183,1924.263916,1959.247803
Qatar,QAT,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/qa/flat/64.png,2781677,2.781677008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.3594953716,1.078486085,1.078486085,2.516467571,2.875962973,2.875962973,2.875962973,2.875962973,5.392430305,6.470916748,8.62788868,94.18778992,94.18778992,115.0385208,121.1499405,144.1576385,157.8184662,157.8184662,162.4919128,165.3678741,168.9628296,172.9172668,177.5907135,180.1071777,189.0945587,193.0490112,197.3629608,202.0363922,212.1022644,227.9200592,249.1302948,280.7658691,300.1786194,341.1611023,386.4575195,476.3313599,576.6305542,658.59552,739.4819946,794.4847412,854.1610107,903.0523682,980.7033691,1070.936646,1161.529541,1232.350098,1334.08728,1475.009521,1676.326904,1800.352783,1958.530762,2162.364746,2348.583252,2567.156494,2791.12207,3064.697998,3364.157715,3698.128906,4042.166016,4285.544434,4516.699707,4820.473633,5067.446777,5346.415039,5590.512695,5820.589355,6162.469727,6460.850586,6790.867676,7262.166016,7668.395508,8095.835449,8492.359375,9040.949219,9540.647461,10163.65332,10578.15137,11134.29102,11720.9873,12211.69824,12800.19238,13336.19922,13894.85547,14552.73242,15175.37793,15714.98047,16344.45703,16970.69727,17596.2207,18303.34766,19019.82227,19866.43359,20458.88086,21006.39258,21662.83203,22346.23242,22914.59375,23545.14844,24156.29102,24729.68555,25221.47656,25840.16797,26457.0625,26987.67773,27533.03125,28190.18945,28616.55078,29074.54688,29506.30078,29900.66797,30356.14844,30723.19336,31092.03516,31408.75,31780.46875,32203.23633,32634.27148,33015.33594,33355.41797,33671.41406,33941.03516,34190.16797,34543.19141,34872.12891,35193.51953,35465.29688,35655.82813,35877.27734,36073.5625,36289.26172,36507.83203,36708.07031,36895.00781,37074.03906,37243,37393.26953,37579.12891,37740.90234,37918.49219,38069.83984,38217.23438,38339.46094,38479.30469
French Polynesia,PYF,Oceania,Polynesia,,.,.,.,Oceania,https://www.countryflags.io/pf/flat/64.png,277679,.2776789963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.80384159,10.80384159,10.80384159,10.80384159,10.80384159,10.80384159,21.60768318,39.61408615,54.01921082,64.82305145,64.82305145,90.03201294,90.03201294,108.0384216,108.0384216,108.0384216,108.0384216,129.6461029,129.6461029,133.2473907,133.2473907,140.4499512,144.0512238,147.6525116,151.2537842,169.2601929,183.6653137,183.6653137,183.6653137,183.6653137,190.8678741,198.0704346,198.0704346,198.0704346,198.0704346,198.0704346,198.0704346,198.0704346,201.6717224,201.6717224,205.272995,205.272995,205.272995,205.272995,205.272995,205.272995,208.8742828,208.8742828,208.8742828,208.8742828,208.8742828,208.8742828,208.8742828,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,216.0768433,223.2794037,223.2794037,223.2794037,223.2794037,223.2794037,223.2794037,223.2794037,223.2794037,223.2794037,223.2794037,223.2794037,223.2794037,223.2794037,223.2794037,223.2794037,223.2794037,223.2794037,223.2794037,223.2794037,223.2794037,223.2794037,223.2794037,223.2794037
Palestine,PSE,Asia,Western Asia,,.,.,.,,,4569087,4.569087029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.8754484057,1.532034755,3.501793623,3.501793623,4.158380032,5.690414906,6.565863132,6.565863132,6.784725189,7.660173416,8.316760063,8.316760063,8.535621643,8.97334671,9.629932404,10.28651905,10.50538063,11.38082981,12.91286373,12.91286373,12.91286373,18.38441658,19.91645241,21.44848633,23.85596848,25.3880043,26.04459,29.32752228,35.23679733,42.45924759,47.49307632,51.87031937,55.5909729,57.12300873,57.5607338,57.5607338,58.43618011,58.65504456,59.31163025,59.74935532,62.15683746,63.68887329,64.34545898,67.1906662,68.50383759,69.81700897,72.00563049,72.00563049,73.31880188,73.53766632,74.41311646,74.85083771,74.85083771,74.85083771,75.06970215,75.28856659,75.28856659,77.25832367,77.25832367,77.25832367,79.22808075,81.19783783,81.85442352,82.07328796,82.07328796,82.07328796,82.07328796,82.07328796,82.07328796,82.07328796,82.07328796,82.07328796,82.2921524,83.38645935,84.91849518,85.57508087,87.1071167,92.57866669,92.57866669,92.57866669,92.57866669,92.57866669,93.8918457,94.98615265,97.61249542,97.61249542,97.83135986,98.0502243,98.26908112,98.70681,100.0199814,101.5520172,101.5520172,101.5520172,103.3029099,103.5217743,105.2726746,106.1481171,106.5858459,107.0235672,107.0235672,107.6801529,110.5253601,112.4951248,121.4684677,131.3172607,147.7319183,171.5878906,182.3121338,219.0809631,255.8497925,290.6488647,302.4674377,340.7683105,397.2347107,435.5355835,478.2136841,531.3972168,603.6217041,674.0952759,729.6862793,839.3361816,936.0732422,950.0803833,1017.052185,1100.657471,1142.460205,1214.903564,1298.071167,1363.510864,1437.048584,1480.383301,1546.04187,1622.205933,1699.245361,1795.544678,1871.052124,1951.374512
Paraguay,PRY,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/py/flat/64.png,6956071,6.9560709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1437593102,.1437593102,.1437593102,.7187966108,.7187966108,.8625559211,.8625559211,.8625559211,1.150074482,1.293833852,1.581352472,1.581352472,1.868871093,2.587667704,3.162704945,3.162704945,3.881501436,5.319094658,5.894132137,7.475484371,8.050521851,8.481800079,9.200595856,9.344355583,9.919392586,11.06946754,13.22585678,13.80089474,14.95096874,16.24480247,16.53232193,17.10735893,17.82615471,18.54495239,19.1199894,19.26374817,21.13261986,22.85773087,23.14525032,25.01412201,28.60810471,29.03938293,29.61441994,29.90193748,29.90193748,30.62073517,30.62073517,32.05832672,32.7771225,32.7771225,32.7771225,34.35847855,34.35847855,38.23997879,47.87185287,53.19094849,56.92868805,59.6601181,61.96026611,63.2541008,66.41680145,80.93649292,99.0501709,102.5003891,104.081749,105.9506149,106.381897,108.3945236,109.1133194,111.8447495,112.9948196,113.282341,119.1764755,119.7515106,120.182785,120.4703064,122.1954193,123.9205322,124.3518066,126.0769196,127.0832367,129.3833923,131.827301,138.5839844,141.7466888,143.0405273,145.6281891,153.822464,156.1226196,156.2663727,156.6976624,163.1668243,164.6044159,170.6423035,172.7987061,176.8239594,180.2741852,181.2805023,185.3057556,186.3120728,187.3183899,188.0371857,191.1998901,192.0624542,195.8001862,198.2440948,200.1129761,204.4257507,219.6642303,225.5583649,245.9721985,279.180603,305.776062,314.9766541,319.2894287,324.8960571,331.0776978,337.6906433,342.8659668,348.9038696,353.072876,359.6858215,367.1612854,379.2370911,393.3255005,405.4012756,423.8024597,428.402771,441.9161377,459.7423096,480.443634,496.9759521,521.7025757,534.9284058,538.8099365
Portugal,PRT,Europe,Southern Europe,,.,.,.,Europe,https://www.countryflags.io/pt/flat/64.png,10283822,10.28382206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1944802254,.1944802254,.4862005413,.7779209018,1.264121413,1.944802165,2.917203426,2.917203426,3.98684454,5.737166405,5.737166405,10.89089203,16.43357849,23.82382774,32.18647766,43.56356812,43.56356812,76.33348846,99.18491364,124.4673386,155.5841827,200.3146362,229.6811371,291.2341309,344.6189575,415.0207825,502.7313843,579.7455444,623.114624,723.7581177,802.328186,878.4671631,961.3157349,1023.354919,1096.67395,1140.626465,1209.86145,1277.832275,1357.083008,1504.499023,1554.577637,1612.727295,1646.664063,1696.645508,1759.170898,1832.100952,1849.701416,1914.171631,1964.83374,2028.720459,2078.89624,2137.532227,2173.608154,2216.782715,2274.640625,2320.538086,2336.388184,2365.073975,2382.868896,2435.378662,2465.134033,2449.478516,2458.424561,2481.956543,2499.265381,2545.940674,2597.769531,2651.543457,2664.962402,2681.979492,2691.509033,2714.263184,2735.558838,2753.742676,2779.414063,2801.487549,2823.463867,2840.286377,2861.970947,2884.141602,2908.64624,2936.651367,2963.003418,2977.783936,2993.828613,3015.124023,3042.837646,3072.398438,3106.432617,3131.42334,3160.303711,3179.751709,3198.713379,3234.303223,3266.489746,3303.149414,3340.295166,3373.55127,3392.221191,3433.159424,3461.748047,3491.892334,3518.147217,3545.66626,3567.739746,3601.384766,3630.556885,3663.229492,3703.778564,3740.243652,3776.903076,3805.297363,3830.482422,3864.030273,3899.717529,3929.958984,3973.814453,4005.2229,4049.661621,4075.527588,4097.79541,4128.231445,4160.126465,4196.494141,4236.654297,4268.549316,4291.108887,4319.016602,4362.094238,4402.740723,4441.831055,4494.535156,4522.832031,4552.587402,4575.244629,4611.709473,4644.673828,4675.012695,4705.449219,4729.370117,4742.497559
Poland,POL,Europe,Eastern Europe,,.,.,.,Europe,https://www.countryflags.io/pl/flat/64.png,37974750,37.97475052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0263332874,.0263332874,.1316664368,.1316664368,.289666146,.4213325977,.5793322921,.816331923,1.290331006,1.790663481,2.712328434,3.133661032,4.660991669,6.267322063,6.609654903,9.348317146,11.19164658,14.11464214,16.69530296,19.72363281,23.72629166,27.67628479,32.15294266,36.57693481,43.13392258,49.03258133,54.11490631,60.85622787,67.25521851,77.5778656,89.08551025,95.51083374,108.0191422,116.2087936,127.6637726,137.0647583,146.808075,156.8147278,167.3743744,175.7483521,182.5950165,189.6523285,199.6589813,208.506958,220.6466064,230.2055969,244.5572357,252.6152191,259.540863,267.7832031,276.7891846,286.8221741,296.8551331,305.9137878,313.4187927,321.7401123,332.8527527,339.09375,345.0977173,352.2077026,360.5816956,368.8240051,380.0156555,388.1526489,396.236969,404.6372986,412.1422729,421.2272644,429.9172363,445.5855408,453.0378723,463.8608398,474.4205017,480.7668152,487.9294739,497.3041077,507.3897705,519.7927246,530.4313965,542.9660645,551.1820068,561.5836792,569.6153564,581.2809448,591.7879639,601.057251,609.7472534,620.7019043,626.3635864,636.3438721,642.4005127,650.0898438,659.5961914,669.1288452,684.296814,699.4384155,715.2120972,725.7453613,733.1713867,742.625,752.5263672,764.1129761,773.9879761,784.4159546,795.133606,808.458252,816.7268677,824.6531982,832.6585083,840.8482056,848.6428223,856.5428467,864.28479,872.1321411,879.4000854,887.800415,892.8827515,899.387085,905.6807251,915.7400513,925.5097046,932.3300171,940.5986938,946.6816406,952.0800171,958.8476563,966.1419678,973.0412598,980.0195923,988.0512695,997.7945557,1005.668213,1012.699219,1019.651184,1028.420166,1037.71582,1046.642822,1056.07019,1063.417114
Papua New Guinea,PNG,Oceania,Melanesia,,.,.,.,Oceania,https://www.countryflags.io/pg/flat/64.png,8606316,8.606315613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1161937416,.1161937416,.1161937416,.1161937416,.1161937416,.1161937416,.1161937416,.1161937416,.1161937416,.1161937416,.1161937416,.1161937416,.1161937416,.1161937416,.1161937416,.1161937416,.1161937416,.2323874831,.2323874831,.2323874831,.2323874831,.2323874831,.2323874831,.2323874831,.2323874831,.2323874831,.2323874831,.8133561611,.8133561611,.8133561611,.8133561611,.8133561611,.8133561611,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,.9295499325,1.045743704,1.045743704,1.161937356,1.161937356,1.278131127,1.278131127,1.278131127,1.278131127,1.278131127,1.278131127,1.278131127,1.278131127,1.278131127,1.278131127,1.278131127,1.278131127,1.278131127,1.278131127,1.278131127,1.278131127,1.278131127,1.278131127,1.278131127,1.278131127,1.278131127,1.742906094,1.859099865,1.859099865,2.207681179
Philippines,PHL,Asia,South-eastern Asia,,.,.,.,Asia,https://www.countryflags.io/ph/flat/64.png,106651922,106.6519241,0,0,0,0,0,0,0,0,.0093762958,.0093762958,.0093762958,.0187525917,.0187525917,.0187525917,.0187525917,.0187525917,.0281288885,.0281288885,.0281288885,.0281288885,.0281288885,.0281288885,.0281288885,.0281288885,.0281288885,.0281288885,.0281288885,.0281288885,.0281288885,.0281288885,.0281288885,.0281288885,.0281288885,.0281288885,.0281288885,.0281288885,.0281288885,.0281288885,.0281288885,.0281288885,.0281288885,.0281288885,.0281288885,.0281288885,.0468814783,.0562577769,.0937629566,.1875259131,.3094177544,.4594385028,.487567395,.6000829339,1.040768862,1.312681437,1.331434011,1.753367305,1.894011736,2.034656286,2.156548023,2.878522873,3.562992334,4.331848621,5.175715446,5.96332407,6.629041195,7.529165745,10.07951832,13.29558754,14.49575329,19.54020119,21.66861916,24.68778801,28.29766083,29.01025963,30.43545723,34.31724167,35.29237747,36.28626633,38.21778107,39.33356094,41.51823807,43.58102417,46.24389267,48.97239304,51.12894058,53.06983566,55.11386871,57.07351303,58.68623734,60.56149673,61.87417603,62.9149437,65.45592499,67.43431854,68.39070129,71.06295013,72.91945648,74.61656189,76.99813843,79.58599854,82.24887085,83.71157074,86.47757721,88.93416595,90.80004883,93.80046082,96.97902679,98.10418701,99.48249817,101.2077408,103.9456177,106.4209595,108.9338074,111.35289,113.3687973,115.3753204,117.325592,119.2477341,121.3480225,123.9640045,125.9611588,127.4894943,129.1772308,131.5963135,134.2591858,137.5408783,141.1038818,146.1576996,155.9653015,161.4973145,169.5796814,174.7554016,178.1214905,185.1630859,191.107666,193.3954773,200.0901489,205.2940063,210.7228699,215.5797882,222.5182495,226.6719513,232.4102478,238.082901,243.1273499,247.7217407,251.1065826,255.3915405,260.6516418,266.8399963,275.6630859,281.7764587,287.6835022,298.4006042,302.8074646,310.0647278,319.4785156,326.3232117,332.4365845,341.6534729,351.7423706,361.0905457,363.847168,378.2022705,392.2104492,414.9385986,434.4319153,448.8713989,472.1808777,485.2608337,496.1373291,508.4015198,527.5010376,534.505127,539.55896,551.7950439,574.4481201,590.7160034,612.3096313,632.4874268,646.0080566
Peru,PER,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/pe/flat/64.png,31989256,31.98925591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0312604941,.0312604941,.1875629723,.2188234776,.3438654542,.3438654542,.4689074457,.8752939105,1.187898874,1.344201326,2.688402653,3.657478094,4.532772064,7.314956188,7.314956188,9.94083786,11.34755993,12.34789562,13.00436592,15.00503826,18.13108826,19.85041428,20.97579193,26.63394165,29.69747162,33.29242706,41.3576355,44.20233917,49.86049271,54.58082581,71.30519104,80.05812836,92.34350586,135.733078,164.3051605,184.3431396,214.0718689,235.0476685,305.8526917,322.0768738,358.7142029,390.4748535,421.672821,450.7763367,488.539032,510.3276062,557.5934448,601.7645264,653.7819824,676.7272339,791.8596191,860.1950684,897.1449585,975.0148926,1060.699829,1155.888062,1264.768433,1329.633911,1435.732056,1480.872192,1600.193481,1713.606567,1829.551758,1933.36792,2032.401123,2104.050293,2151.409912,2252.600098,2385.363281,2519.720947,2641.355713,2767.835449,2884.499756,2967.652588,3109.887939,3251.716797,3400.172852,3491.734863,3618.527344,3749.977783,3875.64502,4056.080566,4248.45752,4432.082031,4635.462402,4866.352539,5141.601074,5315.503418,5569.526367,5592.94043,5726.860352,5858.216797,5994.450195,6143.15625,6242.596191,6368.888184,6527.910645,6714.379395,6714.379395,6900.723145,7181.661133,7283.445313,7413.614258,7530.90332,7639.689941,7750.258301,7856.950684,7969.425781,8047.920898,8153.049805,8274.30957,8396.631836,8514.233398,8627.552734,8734.776367,8826.870117,8915.899414,9017.933594,9128.189453,9240.571289,9349.388672,9463.115234,9556.427734,9668.183594,9781.75293,9892.321289,9992.291992,10088.07422,10201.1123,10319.80859,10436.84766,10558.26367,10678.14746,10801.6582,10925.54297,11053.39844,11053.39844
Panama,PAN,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/pa/flat/64.png,4176873,4.176873207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2394135445,1.915308356,2.633548975,6.464165688,8.618887901,10.29478264,13.16774464,16.51953506,20.58956528,26.09607506,32.79965591,47.8827095,74.93643951,82.59767151,82.59767151,106.0601959,133.5927582,161.3647308,188.1790466,215.7115936,236.7799835,282.7473755,282.7473755,315.3076172,353.1349792,400.5388489,431.1837769,475.9541321,502.7684326,538.44104,605.2374268,658.8660889,712.0158691,774.2633667,814.0060425,831.2438354,855.6640015,898.0401611,961.4848022,1007.93103,1023.014038,1069.460327,1115.188232,1154.212646,1236.810303,1277.989502,1325.872192,1383.570801,1441.508911,1441.508911,1526.979614,1563.849243,1608.859009,1697.442017,1697.442017,1723.059204,1801.108032,1850.906128,1883.705688,1932.067261,1982.822876,2022.565552,2062.787109,2102.769043,2141.314697,2182.972656,2218.884766,2262.218506,2299.806396,2328.536133,2362.293457,2388.628906,2421.907471,2458.058838,2532.2771,2615.832275,2677.361572,2740.566895,2807.842041,2904.325684,3000.091064,3116.685547,3223.224365,3312.765137,3374.533936,3497.592285,3601.737305,3702.051514,3831.574219,3932.367432,4035.075684,4125.813477,4282.868652,4449.740234,4599.373535,4802.395996,5127.759277,5128.716797,5258,5410.027832,5590.54541,5811.524414,6038.488281,6231.93457,6404.791016,6539.341309,6710.761719,6951.851074,7159.662109,7339.94043,7586.057617,7849.172852,8032.324219,8250.90918,8436.214844,8617.69043,8854.230469,9133.386719,9417.091797,9646.210938,9876.047852,10107.08203,10356.31152,10613.68066,10925.1582,11293.85449,11514.83398,11789.44141,12059.97852,12307.77148,12511.99121,12800.96289,13030.32129
Pakistan,PAK,Asia,Southern Asia,,.,.,.,Asia,https://www.countryflags.io/pk/flat/64.png,212215030,212.2150269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0094244033,.0094244033,.0094244033,.0188488066,.0188488066,.0188488066,.0235610083,.0235610083,.0235610083,.0282732099,.0282732099,.0282732099,.0282732099,.0753952265,.0895318314,.0942440331,.1319416463,.1460782439,.2497466803,.6408594251,1.11207962,1.408948302,2.139339447,2.360813141,3.439907312,3.656668425,4.123176575,4.5802598,5.009070396,5.65935421,6.469852924,7.044741631,7.525385857,8.090849876,9.132246971,9.980443001,11.40824032,12.65697384,13.27898407,14.87642097,17.74615097,19.01373291,20.08811569,21.15307236,22.12378693,23.61284256,24.64481544,25.89826012,27.50512123,30.07798386,32.60372162,33.10321808,35.99179459,39.33745956,39.66731262,45.0722084,47.4801445,52.56460953,56.26368713,59.95334244,62.80422211,65.57028961,68.85469055,73.15692902,79.2450943,85.35681915,90.01718903,94.63985443,98.67821503,103.8993378,113.4368286,116.1274948,124.5670471,135.4098206,142.9399261,151.1721344,161.7981567,166.3312988,168.640274,182.8287048,182.8287048,189.1996155,198.5014954,207.176651,216.2806244,226.6144867,238.8803558,247.0937195,257.2909241,265.5278625,271.9176025,278.7314453,288.5139771,301.7128601,313.158783,327.4791565,341.4461365,360.0027771,379.1578674,401.7811584,420.5592957,442.8668518,466.2393799,488.5186462,510.4115601,535.7867432,563.27771,593.4216919,593.4216919,623.9190674,680.8094482,701.7457886,729.2603149,754.5083008,777.8054199,808.9248047,832.2549438,853.3231812,871.9175415,890.2573853,909.3135376,922.3898926,937.1768188,956.3648682,973.1261597,986.4381714,1005.913696,1026.359985,1045.618652,1045.618652,1061.578979,1092.373169,1105.053711,1119.096069,1134.924316,1147.887573,1160.855591,1172.735107,1185.707764,1195.033203,1205.235107,1215.342773,1215.342773,1234.205688,1241.64624,1249.124512,1253.898071
