Country,ISO3,region,subregion,intermediateregion,lac,lac_main,idb,region_map,image,Population total,population_million,1/23/2020,1/24/2020,1/25/2020,1/26/2020,1/27/2020,1/28/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020
Romania,ROU,Europe,Eastern Europe,,.,.,.,Europe,https://www.countryflags.io/ro/flat/64.png,19466145,19.46614456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0171237476,.0171237476,.0513712391,.0342474952,.0342474952,0,0,.0171237476,.0513712391,.1027424783,.0856187344,.1541137248,.1027424783,.2739799619,.5137124062,.5822073817,1.095919847,1.335652232,1.404147267,1.181538582,1.044548512,2.208963394,2.037725925,2.12334466,1.832240939,2.671304464,4.589164257,7.311840057,8.099532127,7.75705719,8.527626038,9.349565506,13.45926476,13.99010086,13.57913113,11.04481697,10.77083683,16.06207466,19.74368095,19.28133965,14.96615505,13.76749229,15.36000061,19.60668945,17.97993469,21.04508591,18.80187416,19.96628952,15.22301102,15.68535233,18.39090347,20.34301186,20.5827446,17.79157257,14.88053608,14.10996723,16.50729179,19.86354637,20.12040329,15.83946609,16.09632301,15.8993988
Qatar,QAT,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/qa/flat/64.png,2781677,2.781677008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.119831793,.3594953716,.3594953716,.7189907432,.5991589427,.5991589427,.119831793,0,.8388225436,1.198317885,1.917308688,29.59845161,29.23895645,35.47021103,8.987383842,16.65661812,14.25998306,12.22284222,6.111421108,2.516467571,3.714785576,3.475121975,4.074280739,3.714785576,5.392430305,5.152767181,5.751925945,4.31394434,6.351084709,10.18570232,15.69796467,22.8878727,24.08618927,30.67693901,35.23054504,58.71757507,78.48982239,90.71266174,87.71687317,72.61806488,65.18849182,54.5234642,62.07286835,72.25856781,86.15905762,83.88225555,87.71687317,104.4933167,147.9922638,155.4218292,161.1737518,162.0125732,182.7434845,202.8752136,209.5858002,238.7049255,265.6670837,302.3356018,316.7154236
French Polynesia,PYF,Oceania,Polynesia,,.,.,.,Oceania,https://www.countryflags.io/pf/flat/64.png,277679,.2776789963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.601280689,3.601280689,3.601280689,0,0,0,3.601280689,9.603415489,14.40512276,14.40512276,8.402988434,12.00426865,8.402988434,14.40512276,6.002134323,6.002134323,0,7.202561378,7.202561378,8.402988434,1.200426936,3.601280689,3.601280689,4.801707745,3.601280689,8.402988434,12.00426865,10.80384159,4.801707745,0,2.400853872,4.801707745,4.801707745,2.400853872,0,0,0,0,1.200426936,1.200426936,2.400853872,1.200426936,1.200426936,0,0,0
Palestine,PSE,Asia,Western Asia,,.,.,.,,,4569087,4.569087029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2918161452,.5106782317,1.167264581,.8754484057,.8754484057,.7295403481,1.021356463,.8024944067,.364770174,.364770174,.5836322904,.5106782317,.2918161452,.2188621014,.4377242029,.5836322904,.5106782317,.5836322904,.8754484057,.8024944067,.5106782317,1.82385087,2.334529161,2.845207453,1.82385087,1.82385087,1.532034755,1.82385087,3.282931566,5.471552372,6.055184841,5.54450655,4.377242088,3.209977627,1.896804929,.6565862894,.4377242029,.364770174,1.969758987,2.991115332,2.918161392,6.128139019,4.814966202,6.857679367,3.209977627,4.596104145,3.428839684,3.501793623,2.699299335,2.261574984,1.313172579,-9.629932404,-10.06765652,-15.53920937
Paraguay,PRY,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/py/flat/64.png,6956071,6.9560709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0479197726,.0479197726,.0479197726,.1916790903,.1916790903,.2395988554,.0479197726,.0479197726,.0958395451,.1437593102,.2395988554,.1437593102,.1916790903,.3354384005,.5271174908,.4312779605,.4312779605,.7187966108,.9104756713,1.197994351,.9104756713,.8625559211,.575037241,.4312779605,.4791977108,.6229570508,1.293833852,1.293833852,1.293833852,1.006315231,.9104756713,.7187966108,.5271174908,.670876801,.670876801,.4791977108,.8625559211,1.245914102,1.293833852,1.293833852,1.916790843,1.964710712,1.533432722,.4312779605,.2875186205,.3354384005,.2395988554,.7187966108,.7187966108,.7187966108,.3593983054
Portugal,PRT,Europe,Southern Europe,,.,.,.,Europe,https://www.countryflags.io/pt/flat/64.png,10283822,10.28382206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0648267418,.0648267418,.1620668471,.1944802254,.3565470874,.4862005413,.7130941749,.551027298,.6806807518,.9399877191,.9399877191,2.301349401,3.565470695,6.028886795,7.098527908,9.043330193,6.579914093,14.71567059,18.54044724,26.96792412,26.41689682,33.70990372,35.07126617,45.21665192,48.10144043,61.77988434,70.49907684,78.37552643,69.36461639,73.67559052,74.19420624,85.11750793,79.18586731,73.67559052,72.73560333,59.77025604,62.16884613,60.3861084,72.15216064,98.21250916,92.24845123,85.2147522,47.38834763,47.35593414,48.81453705,61.81229782,51.01864624,51.66691208,44.24425125,59.67301559,54.9082489,57.56614685,48.29592133,45.9621582,45.70285034,48.97660446,51.87759781
Poland,POL,Europe,Eastern Europe,,.,.,.,Europe,https://www.countryflags.io/pl/flat/64.png,37974750,37.97475052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0087777618,.0087777618,.043888811,.0351110473,.087777622,.096555382,.1492219567,.1755552441,.289666146,.4037770629,.6319988966,.6144433618,.9567760825,1.184997916,1.158664584,1.562441707,1.641441584,2.501662254,2.44899559,2.843995094,3.203883171,3.660326958,4.1431036,4.283547878,5.152546406,5.626545429,5.845989704,5.907433987,6.074211597,7.820986271,9.409761429,9.418539047,10.14709282,9.04109478,10.71764755,9.681871414,10.19975948,9.716982841,10.10320473,9.646760941,8.593429565,7.425986767,7.970208168,8.637317657,10.33142662,10.18220425,12.01675701,10.65620327,9.778427124,7.741986275,8.057986259,9.093761444,9.690649986,9.708205223,9.545816422
Papua New Guinea,PNG,Oceania,Melanesia,,.,.,.,Oceania,https://www.countryflags.io/pg/flat/64.png,8606316,8.606315613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0387312472,.0387312472,.0387312472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0387312472,.0387312472,.0387312472,0,0,0,0,0,0,0,.1936562359,.1936562359,.1936562359,0,0,0,.0387312472,.0387312472,.0387312472,0,0,0
Philippines,PHL,Asia,South-eastern Asia,,.,.,.,Asia,https://www.countryflags.io/ph/flat/64.png,106651922,106.6519241,0,0,0,0,0,0,.0031254319,.0031254319,.0031254319,.0031254319,.0031254319,.0031254319,0,0,.0031254319,.0031254319,.0031254319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0062508639,.0093762958,.0218780246,.0468814783,.0843866616,.1218918487,.1000138223,.0968883932,.1937767863,.2750380039,.2437836975,.2375328243,.1937767863,.2344073951,.1343935728,.3281703591,.5094454288,.7251002192,.7657308578,.8001105785,.7657308578,.7844834328,1.37206459,2.222182035,2.322196007,3.153560877,2.791010857,3.397344589,2.919153452,2.447213173,1.91588974,2.006527424,2.09403944,1.95026958,1.30017972,1.347061157,1.743991017,1.787747145,2.303443432,2.484718323,2.515972853,2.275314569,2.047158003,1.981523871,1.872133732,1.815876007,1.600221157,1.40956986,1.631475449,1.853381157,1.825252295,1.869008303,1.814313293
Peru,PER,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/pe/flat/64.png,31989256,31.98925591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.010420165,.010420165,.0625209883,.0625209883,.1042016521,.0521008261,.0833613202,.1771428138,.2813444734,.291764617,.6043695807,.8231930733,1.062856913,1.542184472,1.219159365,1.802688599,1.344201326,1.677646637,1.021176219,1.219159365,1.92773056,2.282016277,1.990251541,2.834285021,3.282351971,4.105545044,4.907897949,4.834956646,5.522687435,4.407730103,9.034283638,10.06587982,12.5875597,21.47595978,28.08234596,30.66654587,26.11293411,23.58083344,40.50318146,36.00167084,41.2221756,28.20738792,33.19864655,30.68738747,32.68805695,29.55158806,35.60570526,37.74184036,47.81813812,39.71125031,63.36502457,68.80435181,91.73392487
Panama,PAN,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/pa/flat/64.png,4176873,4.176873207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0798045099,.638436079,.8778496385,2.074917316,2.234526396,2.553744316,2.234526396,2.633548975,3.431594133,4.309443951,5.426706791,9.097714424,16.28012085,16.59933853,11.57165432,10.37458706,16.99836159,26.25568581,27.37294769,27.37294769,25.13842201,31.52278328,22.34526443,26.17588043,23.46252632,39.26382065,38.62538528,40.93971634,34.07652664,35.75242233,43.09443665,52.03254318,57.85827255,56.34198761,51.7133255,39.74264908,27.13353539,28.01138496,43.41365433,50.75566864,41.65795517,35.99183655,35.75242233,43.73287201,55.78335571,54.26707077,57.21983719,48.92016602,52.79068375
Pakistan,PAK,Asia,Southern Asia,,.,.,.,Asia,https://www.countryflags.io/pk/flat/64.png,212215030,212.2150269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0031414677,.0031414677,.0031414677,.0031414677,.0031414677,.0031414677,.0015707338,.0015707338,.0015707338,.0015707338,.0015707338,.0015707338,0,.0157073382,.0204195399,.021990275,.0188488066,.0188488066,.0518342182,.1696392596,.3220004439,.3864005208,.4994933605,.416244477,.6769862771,.5057762861,.5874544978,.3801175952,.4508006275,.5120592713,.6298642755,.6785570383,.6220105886,.5403324366,.6958351135,.8183523417,1.105796695,1.174908996,1.099513769,1.1560601,1.696392536,1.911583185,1.737231731,1.135640621,1.036684394,1.174908996,1.163913846,1.258157849,1.297426224,1.811056137,2.23515439,1.866031885,1.971271038,2.244578838,2.188032389,3.026804209,2.714228153,4.299098492,3.730493069,4.157732487,3.41320467,3.270267963
Oman,OMN,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/om/flat/64.png,4829483,4.829483032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1380410045,.1380410045,.2760820091,.1380410045,.1380410045,.1380410045,.1380410045,.1380410045,.4141229987,.6211845279,.690204978,.2760820091,.0690205023,0,0,.1380410045,.1380410045,.1380410045,.0690205023,.0690205023,.2760820091,.2070614994,.345102489,1.173348546,1.794533014,1.656491995,.8972665071,.4831435084,1.242369056,2.208656073,3.036901951,2.967881441,3.24396348,3.658086538,4.003189087,3.31298399,2.760819912,2.967881441,3.589066029,4.141230106,4.624373436,4.624373436,5.452619553,6.48792696,8.351480484,8.696582794,7.799316406,8.765603065,9.80091095,16.77198219,18.42847443,21.4653759,20.15398598,17.66924858,18.63553429,17.04806328,23.53598976,22.63872337,24.01913452,21.12027359,19.46378136,20.08496475,19.46378136,21.53439522
New Zealand,NZL,Oceania,Australia and New Zealand,,.,.,.,Oceania,https://www.countryflags.io/nz/flat/64.png,4841000,4.84100008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0688562989,.0688562989,.0688562989,0,0,.1377125978,.1377125978,.2065688819,.1377125978,.1377125978,.0688562989,0,0,0,0,.0688562989,.2065688819,.2065688819,.4131377637,.8262755275,1.377125859,1.859120011,2.203401566,5.095366001,4.337946415,7.092198372,7.092198372,12.46298981,14.66639137,16.93864822,15.90580463,15.21724129,13.49583435,13.35812092,14.32210922,15.21724129,16.66322327,16.66322327,16.38779831,14.4598217,11.77442646,9.157887459,8.469324112,7.023342133,6.265923023,4.54451561,3.718240023,3.855952501,3.580527306,2.960820675,2.478826761,2.065688848,2.134545088,1.583694816,1.377125859,1.101700783,1.101700783,1.30826962,.8951318264,.8262755275
Nepal,NPL,Asia,Southern Asia,,.,.,.,Asia,https://www.countryflags.io/np/flat/64.png,28087871,28.08787155,0,.0118675185,.0118675185,.0118675185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0118675185,.0118675185,.0237350371,.0118675185,.0237350371,.0237350371,.0237350371,.0118675185,0,0,.0118675185,.0118675185,.0474700741,.0356025547,.0356025547,0,0,0,0,0,.0356025547,.0593375936,.0830726326,.0474700741,.0237350371,.1661452651,.1780127734,.1780127734,.0118675185,.1424102187,.1661452651,.2017478198,.0712051094,.0474700741,.0474700741,.053403832
Norway,NOR,Europe,Northern Europe,,.,.,.,Europe,https://www.countryflags.io/no/flat/64.png,5311916,5.311915874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.062752001,.062752001,.376511991,.8785279989,1.129535913,1.192287922,1.066783905,2.321823835,3.890623808,4.769151688,5.710431576,5.584928036,6.086943626,15.87625504,26.48134232,31.18774223,37.40019226,30.87398338,32.5682869,21.14742279,23.40649605,20.64540672,25.91657448,28.30115128,35.64313507,40.098526,44.36566162,46.75023651,43.86364746,46.93849564,55.97478104,58.42211151,57.41807938,43.29887772,39.28274918,36.33340836,44.05190277,45.74620819,43.11062241,33.88607788,31.06223869,33.6350708,25.03804779,21.71219063,14.30745506,20.2688961,19.70412827,18.13532829,13.42892742,13.49167919,18.38633537,19.70412827,18.57459068,11.42086315,13.74268723,9.726559639,16.31551933,15.37423992,17.06854248,10.10307121,7.906751633,6.024191856
Netherlands,NLD,Europe,Western Europe,,.,.,.,Europe,https://www.countryflags.io/nl/flat/64.png,17231624,17.2316246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0193442777,.0193442777,.1160656661,.1740985066,.3288527131,.3481970131,.5416398048,1.238033772,2.011804819,2.901641607,3.540002823,3.733445644,3.752789974,4.603938103,3.520658493,8.163285255,8.820990562,12.22558403,11.7806654,14.43083096,17.71935844,20.25345802,24.9347744,30.56395912,33.73641968,33.94920731,37.31511307,42.71216583,51.88135147,58.86463547,64.80332947,66.44759369,60.87644196,54.80233765,53.15807724,57.00758743,60.50889969,58.28430939,61.01185226,59.58037567,57.12365341,52.19086075,57.23971939,68.03382874,74.74629211,73.99185944,66.81513214,58.14889908,49.63741684,51.51381302,58.61316299,66.46694183,66.56365967,57.1816864,49.23118591,42.30593491,44.95610046,46.44561005,45.42036438,40.9324913,38.01150513
Nicaragua,NIC,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/ni/flat/64.png,6465513,6.465513229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0515555888,.0515555888,.1031111777,.0515555888,.0515555888,0,0,0,0,.1031111777,.1031111777,.1031111777,.0515555888,.0515555888,.0515555888,0,0,.0515555888,.0515555888,.0515555888,0,.0515555888,.0515555888,.1031111777,.1031111777,.1031111777,.0515555888,0,0,0,0,.0515555888,.0515555888,.0515555888,0,.0515555888,.0515555888,.1031111777,.1031111777,.1546667665
Nigeria,NGA,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/ng/flat/64.png,195874740,195.8747406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0017017678,.0017017678,.0017017678,0,0,0,0,0,0,0,.0017017678,.0017017678,.0017017678,0,0,0,0,0,.0017017678,.0102106072,.0102106072,.0153159108,.0238247495,.0374388918,.047649499,.0374388918,.0357371233,.0425441973,.0442459621,.0646671802,.0782813206,.1038078368,.0782813206,.1072113737,.0901936963,.1276325881,.0680707097,.0816848576,.047649499,.0680707097,.0748777837,.0850883946,.0867901593,.0714742467,.0595618747,.0646671802,.0935972333,.1429484934,.168475017,.204212144,.2297386527,.3148270547,.2927040756,.2093174458,.4186348915,.5377586484,.7317601442,.5258462429,.4969162047,.4543720186
Niger,NER,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/ne/flat/64.png,22442948,22.44294739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0148524754,.0148524754,.0297049507,.0297049507,.0297049507,.0742623806,.1039673313,.1039673313,.0445574261,.118819803,.2524921,.2524921,.8317386508,1.054525733,1.381280303,1.039673328,1.277312875,1.975379229,1.990231752,2.346691132,2.331838608,2.376396179,2.213018894,1.767444611,1.351575255,1.173345566,.8168861866,.8168861866,.846591115,.8168861866,.950558424,.3119019866,.2673445642,.2079346627,.3416069448,.356459409,.3267544806,.371311903,.3341807127
New Caledonia,NCL,Oceania,Melanesia,,.,.,.,Oceania,https://www.countryflags.io/nc/flat/64.png,284060,.2840600014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.346921921,2.346921921,4.693843842,2.346921921,7.040766239,7.040766239,11.7346096,7.040766239,5.867304802,1.17346096,1.17346096,0,1.17346096,1.17346096,3.52038312,2.346921921,1.17346096,0,0,1.17346096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Namibia,NAM,Africa,Sub-Saharan Africa,Southern Africa,.,.,.,Africa,https://www.countryflags.io/na/flat/64.png,2448255,2.448255062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2723027766,.2723027766,.2723027766,0,0,.1361513883,.1361513883,.1361513883,0,.1361513883,.5446055532,.5446055532,.5446055532,.1361513883,.1361513883,.4084541798,.4084541798,.4084541798,.4084541798,.4084541798,.4084541798,0,.2723027766,.2723027766,.2723027766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,MYS,Asia,South-eastern Asia,,.,.,.,Asia,https://www.countryflags.io/my/flat/64.png,31528585,31.52858543,0,.0317172483,.0422896668,.0422896668,.0105724167,.0317172483,.0422896668,.0422896668,.0105724167,0,0,.0211448334,.0422896668,.0422896668,.0211448334,.0422896668,.0422896668,.0634344965,.0211448334,.0211448334,.0105724167,.0105724167,.0422896668,.0317172483,.0317172483,0,0,0,0,0,0,0,0,0,.0105724167,.0105724167,.0317172483,.0634344965,.0634344965,.1162965819,.2220207453,.2220207453,.4969035685,.4546138942,.5180484056,.3594621718,.3806069791,.5286208391,.3383173347,.7189243436,.9409450293,2.94970417,3.901221752,4.599000931,3.827214718,3.531187057,3.774352551,4.154959679,4.292400837,5.159339428,4.662435532,5.180483818,5.423649788,5.677387714,5.539946079,4.641290665,4.916173458,4.715297699,4.630718231,5.180483818,5.994560242,6.079139233,5.772539139,4.863311768,5.07475996,4.831594467,4.599000931,4.049235344,4.345263004,4.8104496,4.979608059,4.831594467,4.112669945,3.858932018,2.791117907,2.463372946,2.188490152,1.839600444,1.871317744,1.511855602,1.881890059,2.209635019,2.220207453,1.871317744,1.411417603
Malawi,MWI,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/mw/flat/64.png,18143315,18.14331436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0551167205,.0551167205,.0734889582,.0183722395,.0367444791,.0734889582,.0734889582,.0551167205,.0183722395,.0734889582,.0918612033,.1286056787,.0734889582,.0551167205,0,.0183722395,.0183722395,.0183722395,0,.0183722395,.110233441,.2939558327,.275583595,.1837224066,.0183722395,.0275583602
Mauritius,MUS,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/mu/flat/64.png,1265303,1.265303016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.7903245091,.7903245091,3.161298037,2.897856474,6.586037636,6.322596073,7.376362324,5.268830299,11.85486794,13.6989584,14.22584152,6.849479198,8.957011223,10.80110168,14.22584152,10.80110168,11.32798481,9.220452309,15.27960777,15.27960777,18.9677887,12.11830902,18.44090462,13.17207527,12.11830902,2.63441515,1.580649018,1.317207575,0,0,0,.263441503,1.053766012,1.053766012,.7903245091,.263441503,.7903245091,.7903245091,.5268830061,.263441503,.3951622546
Mauritania,MRT,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/mr/flat/64.png,4403319,4.403318882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0757004768,.0757004768,.0757004768,0,0,.0757004768,.0757004768,.0757004768,0,0,0,0,.0757004768,.0757004768,.2271014303,.1514009535,.1514009535,.0757004768,.0757004768,.0757004768,0,0,0,0,0,0,.0757004768,.0757004768,.0757004768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,MOZ,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/mz/flat/64.png,29495962,29.49596214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.011300982,.011300982,.0339029469,.0452039279,.0678058937,.0452039279,.0339029469,.011300982,.011300982,0,.022601964,.022601964,.022601964,0,0,0,0,.0791068748,.0791068748,.1130098179,.0339029469,.0452039279,.011300982,.0904078558,.0904078558,.1130098179,.0678058937,.0678058937,.0904078558,.0565049089,.0452039279,.022601964,.0791068748,.293825537,.3277284801,.3390294611,.1864662021
Mongolia,MNG,Asia,Eastern Asia,,.,.,.,Asia,https://www.countryflags.io/mn/flat/64.png,3170208,3.170207977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1051455736,.1051455736,.1051455736,0,0,0,0,.4205822945,.5257278681,.5257278681,.1051455736,.4205822945,.4205822945,.4205822945,0,0,.1051455736,.1051455736,.2102911472,.1051455736,.1051455736,0,.2102911472,.2102911472,.2102911472,0,0,.1051455736,.1051455736,.2102911472,.1051455736,.1051455736,0,0,.1051455736,1.472038031,1.472038031,1.472038031,.1051455736,.1051455736,.1051455736,.2102911472,.3154367208,.3154367208,.3154367208,.3154367208,.2102911472,.2102911472,.1577183604
Montenegro,MNE,Europe,Southern Europe,,.,.,.,Europe,https://www.countryflags.io/me/flat/64.png,622227,.6222270131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.071420312,1.071420312,1.607130527,6.42852211,6.42852211,9.642783165,6.964231968,17.67843437,16.60701561,22.49982643,18.74985504,17.14272499,8.571362495,4.821391582,13.3927536,20.356987,28.39263916,34.82115936,41.78539276,37.49971008,31.60689926,21.42840576,18.21414566,10.1784935,7.499942303,8.035652161,10.71420288,10.1784935,10.71420288,8.571362495,15.53559494,10.71420288,10.1784935,2.67855072,4.821391582,3.214261055,3.749971151,2.142840624,3.214261055,2.67855072,2.67855072,1.607130527
Myanmar,MMR,Asia,South-eastern Asia,,.,.,.,Asia,https://www.countryflags.io/mm/flat/64.png,53708395,53.7083931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0496508367,.0496508367,.062063545,.0372381285,.0434444807,.0310317725,.0372381285,.0310317725,.0372381285,.0062063546,.0124127092,.0062063546,.0062063546,.0062063546,.0310317725,.0993016735,.1117143854,.2172224075,.1551588625,.2048096955,.1427461505,.1551588625,.1489525139,.1613652259,.1923969984,.1427461505,.074476257,.12412709,.1427461505,.1427461505,.0434444807,.0186190642
