Country,ISO3,region,subregion,intermediateregion,lac,lac_main,idb,region_map,image,Population total,population_million,1/23/2020,1/24/2020,1/25/2020,1/26/2020,1/27/2020,1/28/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020
Ireland,IRL,Europe,Northern Europe,,.,.,.,Europe,https://www.countryflags.io/ie/flat/64.png,4867309,4.867309093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0684841126,.0684841126,.0684841126,.0684841126,.3424205482,.3424205482,1.095745802,.8218093514,.8902934194,.2054523379,1.095745802,1.643618703,1.506650448,3.835110188,5.889633656,5.889633656,5.410244942,6.437506199,11.16291046,26.57183456,31.50269127,33.76266479,23.9009552,30.26997757,37.25535583,45.06254578,47.52797318,54.23941422,58.27997971,54.51335144,54.03396225,56.15697098,56.97877884,64.30657959,71.0865097,79.2361145,78.41430664,74.71616364,75.67494202,73.96283722,82.86577606,162.9921875,195.4536438,210.9995422,175.1823578,174.7029724,198.0560455,179.702301,171.2787628,151.4183655,135.5985413,114.5054321,87.79663086,97.24743652,133.8864288,146.8299255,129.434967,113.3412018,110.7388077
India,IND,Asia,Southern Asia,,.,.,.,Asia,https://www.countryflags.io/in/flat/64.png,1352617328,1352.61731,0,0,0,0,0,0,.0002464358,.0002464358,.0002464358,.0002464358,.0004928716,.0004928716,.0002464358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0004928716,.0004928716,.0061608949,.0061608949,.0064073307,.0014786149,.0022179221,.0029572297,.0054215877,.0056680236,.0073930742,.0064073307,.009857432,.009857432,.0091181248,.009857432,.0105967391,.0184826851,.0251364522,.042879831,.0497800335,.0628411323,.0507657751,.0643197447,.0561873615,.0864989683,.0813238174,.0731914341,.089702636,.1010386795,.2400284708,.3183950484,.2883298993,.2671364248,.2575254142,.5448695421,.5493053794,.5737025738,.4798105061,.5635986924,.623482585,.6111608148,.7035742402,.7494112849,.7681403756,.7336393595,.7060385942,.8378817439,1.031333804,1.031826735,1.073967218,.9253664613,1.11832571,1.096639276,1.210739136,1.186095476,1.242036462
Indonesia,IDN,Asia,South-eastern Asia,,.,.,.,Asia,https://www.countryflags.io/id/flat/64.png,267663435,267.6634216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0024906902,.0024906902,.0024906902,0,.0024906902,.0024906902,.0049813804,.0186801758,.0286429375,.0348696634,.0186801758,.0523044951,.0772113949,.1033636406,.0809474289,.0946462303,.1369879693,.2204260826,.2453329861,.2777119577,.2528050542,.2615224719,.2939014435,.3437152505,.3910383582,.4483242333,.4545509517,.4881752729,.4582870007,.4645137191,.4881752729,.468249768,.5703680515,.5168182254,.6015017033,.6288992763,.8044929504,.8505707383,.9987667799,.963897109,1.103375793,1.180587173,1.301385641,1.241609097,1.11458385,1.194285989,1.349954128,1.384823799,1.318820477,1.042353868,1.104621172,1.049825907,1.264025331,1.339991331,1.480715394,1.378597021,1.253439903
Hungary,HUN,Europe,Eastern Europe,,.,.,.,Europe,https://www.countryflags.io/hu/flat/64.png,9775564,9.775564194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0681972578,.0681972578,.0681972578,.0681972578,.1704931408,.2386904061,.1704931408,.204591766,.1363945156,.3409862816,.5796766877,.6478739381,.6819725633,.6819725633,.886564374,1.159353375,1.193452001,1.534438252,1.977720499,2.796087503,2.864284754,3.239369631,3.205271006,3.853145123,3.989539623,5.012498379,5.012498379,5.080695629,3.989539623,4.705610752,4.466920376,5.21709013,5.046597004,4.125934124,4.739709377,5.523977757,8.047276497,12.71878815,14.15093136,14.66241074,9.138432503,6.887922764,5.762668133,6.615133762,8.558755875,8.695150375,9.002038002,7.535797119,9.002038002,8.5928545,10.22958851,11.76402664,9.377122879,7.365303993,2.915432692
Haiti,HTI,Americas,Latin America and the Caribbean,Caribbean,1,3,1,Americas,https://www.countryflags.io/ht/flat/64.png,11123176,11.12317562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0599349216,.0599349216,.0599349216,.1198698431,.1498373002,.1798047721,.0599349216,.0299674608,0,.2097722292,.2097722292,.2097722292,.0299674608,.0299674608,.0899023861,.1198698431,.1498373002,.1798047721,.1498373002,.1798047721,.1798047721,.1798047721,.1798047721,.0899023861,.2697071433,.2097722292,.2397396863,.0299674608,.0899023861,.0899023861,.1798047721,.4195444584,.3895770013,.4495119154,.4495119154,.4495119154,.2996746004,.0599349216,.0899023861
Croatia,HRV,Europe,Southern Europe,,.,.,.,Europe,https://www.countryflags.io/hr/flat/64.png,4087843,4.087842941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0815425962,.2446277887,.2446277887,.3261703849,.2446277887,.3261703849,.1630851924,.2446277887,.2446277887,.2446277887,.1630851924,.1630851924,.1630851924,.0815425962,.1630851924,.5707981586,.5707981586,1.467766762,1.549309373,2.446277857,2.03856492,2.201650143,2.609363079,3.914044619,5.137183666,10.19282436,12.14984703,15.24846554,14.35149765,15.33000851,14.67766762,16.63468933,17.53165817,17.77628708,16.63468933,17.12394524,20.38564873,18.02091408,17.28703117,13.29144382,13.94378471,11.66059113,12.72064495,13.12835789,15.08538055,17.36857414,15.57463646,15.73772144,12.63910294,13.86224174,11.49750614,11.49750614,8.969685555,7.420376301,6.523407936,5.463354111,6.197237492,6.441865444,8.154259682,8.23580265,5.381811619,3.995587349,2.568591833
Honduras,HND,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/hn/flat/64.png,9587522,9.587521553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0695348307,.0695348307,.0695348307,0,.0347674154,.1390696615,.2086044848,.2086044848,.2086044848,.556278646,.5215111971,.4867438078,.2086044848,.2086044848,.3476741314,.764883101,1.321161747,2.051277399,2.01651001,2.468486309,1.5993011,2.155579567,2.781393051,2.81616044,3.1986022,1.703603268,2.642323494,1.425464034,1.529766202,1.564533591,2.677090883,2.781393051,1.738370657,.5215111971,.5215111971,.9039527774,1.008255005,1.21685946,1.321161747,1.5993011,1.21685946,1.286394358,1.321161747,1.460231423,3.372439146,4.067787647,3.754880667,1.877440333
Guyana,GUY,Americas,Latin America and the Caribbean,South America,1,1,.,Americas,https://www.countryflags.io/gy/flat/64.png,779004,.7790039778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.4278968275,.4278968275,.4278968275,1.283690453,1.283690453,2.567380905,1.283690453,1.283690453,0,0,5.13476181,5.562658787,-.8557936549,-5.990555763,-6.418452263,0,1.283690453,1.283690453,1.283690453,1.71158731,4.706865311,4.706865311,4.706865311,1.71158731,2.139484167,3.42317462,4.278968334,5.562658787,2.567380905,1.71158731,3.42317462,3.42317462,3.42317462,.8557936549,4.278968334,4.278968334,6.846349239,3.42317462,4.278968334,.8557936549,1.283690453,.8557936549,2.139484167,2.995277882,2.567380905,1.71158731,.6418452263
Guatemala,GTM,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/gt/flat/64.png,17247807,17.24780655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0193261281,.0193261281,.0386522561,.0966306478,.0966306478,.1352829039,.1159567758,.2125874162,.1932612956,.1546090245,.0773045123,.0966306478,.0966306478,.1352829039,.1932612956,.17393516,.1546090245,.0773045123,.0966306478,.2125874162,.2319135517,.4251748323,.2705658078,.3865225911,.309218049,.5024793744,.483153224,.9469802976,.966306448,1.159567714,.5797838569,.5797838569,.483153224,.7730451822,.9083280563,1.06293714,1.178893924,1.449459672,1.140241623,1.140241623,1.835982203,2.628353596,3.034202337,2.241831064,2.029243469
Greece,GRC,Europe,Southern Europe,,.,.,.,Europe,https://www.countryflags.io/gr/flat/64.png,10731726,10.73172569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0310605522,.0931816623,.1242422089,.0931816623,.1242422089,.0931816623,.0931816623,.0621211044,.7454532981,1.180300951,1.149240494,1.304543257,.8696954846,1.335603833,.8075743914,.8075743914,3.137115955,4.006811142,7.206048489,4.379538059,4.93862772,2.702268124,2.702268124,3.354539633,3.478781939,6.39847374,6.212110519,6.615897655,6.118928909,6.118928909,6.926503181,7.454532623,8.199985504,7.640895844,7.858319759,8.044683456,10.31210327,9.28710556,8.013622284,5.932565689,4.410598278,4.93862772,4.628022194,6.212110519,5.559838772,6.118928909,4.93862772,4.162114143,2.764389277,2.422723055,1.925754309,1.677269816,1.335603833,.8696954846,.6522716284,5.156051636,5.373475552,6.771200657,2.764389277,3.043934107,1.677269816,1.257952332
Equatorial Guinea,GNQ,Africa,Sub-Saharan Africa,Middle Africa,.,.,.,Africa,https://www.countryflags.io/gq/flat/64.png,1308974,1.308974028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2546523809,.2546523809,.2546523809,.7639570832,1.273261786,1.273261786,.5093047619,0,.7639570832,.7639570832,.7639570832,.7639570832,.7639570832,.7639570832,0,0,0,.7639570832,.7639570832,1.018609524,.2546523809,.2546523809,0,0,.5093047619,.5093047619,.5093047619,0,.7639570832,.7639570832,5.857004642,7.63957119,7.63957119,9.676790237,7.13026619,7.13026619,0,1.018609524,1.273261786,1.273261786,33.35945892,44.30951309,44.30951309,16.80705643
Guinea-Bissau,GNB,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/gw/flat/64.png,1874309,1.874308944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.3556866348,.3556866348,.3556866348,0,0,1.067059994,1.067059994,1.244903326,.1778433174,1.244903326,1.600589871,1.600589871,.5335299969,2.667649746,2.667649746,3.201179743,.5335299969,.8892166018,.3556866348,.3556866348,0,.8892166018,.8892166018,.8892166018,.5335299969,1.244903326,1.244903326,.7113732696,0,0,.3556866348,.3556866348,.5335299969,.2667649984
Gambia,GMB,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/gm/flat/64.png,2280102,2.280102015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1461922824,.1461922824,.1461922824,0,0,0,.1461922824,.2923845649,.2923845649,.1461922824,0,0,.1461922824,.1461922824,.1461922824,0,0,0,0,0,0,0,0,0,0,.730961442,.730961442,.730961442,0,0,0,0,0,.1461922824,.1461922824,.1461922824,0,0,0,0,0,0
Guinea,GIN,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/gn/flat/64.png,12414318,12.41431808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0268507171,.0268507171,.0268507171,0,0,0,0,0,.0268507171,.0268507171,.0805521458,.0537014343,.0537014343,0,.1074028686,.1074028686,.3222085834,.3759100139,.3759100139,.3759100139,.8055214882,1.369386554,2.174907923,1.852699399,1.476789355,.8860736489,1.154580832,1.772147298,1.825848699,2.309161663,1.503640056,2.873026609,3.03413105,4.135010242,3.195235252,3.06098175,3.06098175,3.785950899,3.893353939,4.564621925,4.88683033,6.444171906,7.142290592,6.309918404,3.597995996,1.691595078
Ghana,GHA,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/gh/flat/64.png,29767108,29.76710892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.033594124,.067188248,.067188248,.0447921678,.011198042,.0559902079,.1007823795,.1343764961,.1343764961,.1231784597,.3807334304,.7838629484,1.175794363,.9406355023,.5375059843,.2239608318,.1679706275,.2239608318,.481515795,.5822981596,.4927138388,.1119804159,.1119804159,.1007823795,.9182394147,1.1086061,1.836478829,1.019021869,1.063813925,2.105231762,2.105231762,2.553153515,.7838629484,.8398531675,.0559902079,2.2172122,4.490414619,4.490414619,2.329192638,1.25418067,1.25418067,2.653935909,1.399755239,4.4344244,4.55200386
Georgia,GEO,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/ge/flat/64.png,3726549,3.72654891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0894482657,.0894482657,.0894482657,0,.1788965315,.1788965315,.1788965315,0,.0894482657,.0894482657,.0894482657,.805034399,.9839308858,.9839308858,.9839308858,.805034399,.8944826722,.5366895795,.805034399,.7155861259,.3577930629,.4472413361,.6261378527,.805034399,.9839308858,1.252275705,1.610068798,1.878413558,1.878413558,1.610068798,1.162827492,1.341723919,1.073379159,1.788965344,1.788965344,2.325654984,2.77289629,4.025171757,4.025171757,3.577930689,2.951792717,3.041240931,3.30958581,2.683447838,3.399034023,2.77289629,3.488482237,3.399034023,5.187999249,4.382965088,6.798068047,6.261378765,7.334757805,4.114620209,2.862344503,1.788965344,1.967861772,2.057310104,3.220137596,3.577930689,5.456344128,5.635240555
United Kingdom,GBR,Europe,Northern Europe,,.,.,.,Europe,https://www.countryflags.io/gb/flat/64.png,66460344,66.46034241,0,0,0,0,0,0,0,.0100310445,.0100310445,.0100310445,0,0,0,0,.0050155222,.0050155222,.0050155222,.0250776112,.0250776112,.0300931334,.0050155222,.0050155222,0,0,0,0,0,0,0,0,0,.020062089,.020062089,.020062089,.0100310445,.0351086557,.0501552224,.1053259671,.1003104448,.1404346228,.2457605898,.3761641681,.5617384911,.606878221,.7924525142,.7924525142,.8827319145,.9178406,.6770955324,2.086457253,3.430617332,3.430617332,3.736564159,4.062572956,7.453066349,5.747788429,10.19655704,11.99712944,15.01647377,13.37639809,15.34248257,19.28969955,25.11773682,32.43036652,37.91735077,39.44206619,38.10794067,40.43012619,49.9144783,58.06470108,65.29206848,62.33792877,70.65867615,67.40862274,66.90205383,64.83565521,67.55406952,92.86740875,91.57341003,96.30805969,74.5457077,74.64100647,71.20536804,72.5846405,74.32502747,78.94934082,85.13347626,80.50415039,74.36515045,67.34843445,66.88198853,72.32382965,74.64100647,74.03913879,70.53830719
Gabon,GAB,Africa,Sub-Saharan Africa,Middle Africa,.,.,.,Africa,https://www.countryflags.io/ga/flat/64.png,2119275,2.119275093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1572864801,.1572864801,.1572864801,0,0,0,.3145729601,.4718594551,.6291459203,.3145729601,.3145729601,.1572864801,.3145729601,.1572864801,.1572864801,0,0,1.415578365,1.730151296,2.20201087,.786432445,.4718594551,0,.4718594551,1.415578365,2.044724226,3.14572978,2.20201087,1.88743782,.786432445,2.044724226,1.730151296,4.875881195,3.617589235,8.021611214,4.40402174,4.561307907,1.88743782,7.549751282,8.965330124,7.392464638,2.516583681,1.57286489,1.415578365,.9437189102
France,FRA,Europe,Western Europe,,.,.,.,Europe,https://www.countryflags.io/fr/flat/64.png,66977107,66.97710419,.0149304755,.0149304755,.0149304755,.0049768253,.0049768253,.0099536506,.0099536506,.0049768253,.0049768253,.0049768253,.0049768253,0,0,0,0,.0248841252,.0248841252,.0248841252,0,0,0,0,.0049768253,.0049768253,.0049768253,0,0,0,0,0,0,0,.0099536506,.029860951,.1293974519,.2140034735,.4080996513,.4578679204,.6668945551,.5175898075,.7714079022,.9256894588,2.234594584,3.304611921,3.727642059,2.767114639,4.155649185,5.748232841,5.335156441,9.341500282,10.88929367,11.03859806,14.79112434,15.84123421,22.61469269,21.09178543,24.68505287,26.07358742,25.61571884,36.05212021,39.92409134,45.86144257,46.27949524,53.05295563,61.4239769,54.83963394,57.66149521,72.42773438,83.68531036,72.43769073,60.76703262,57.81079865,56.6014328,50.0270462,47.58840179,57.58186722,59.44319916,62.25510406,58.43788147,170.700119,167.3308105,176.5130615,58.92560959,102.7515335,87.92059326,71.830513,34.16092682,36.15663528,49.84290314,14.46763039,14.12422943,8.535255432,27.75575447,19.01644897,16.50564003
Fiji,FJI,Oceania,Melanesia,,.,.,.,Oceania,https://www.countryflags.io/fj/flat/64.png,883483,.8834829926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.3772945702,.3772945702,.3772945702,.3772945702,.7545891404,1.13188374,1.13188374,.7545891404,.3772945702,0,0,0,0,0,.7545891404,.7545891404,2.641062021,1.886472821,2.641062021,1.13188374,1.13188374,.3772945702,.3772945702,.3772945702,.3772945702,0,0,0,.3772945702,.3772945702,.3772945702,0,.3772945702,.3772945702,.3772945702,0,0,0,0,0
Finland,FIN,Europe,Northern Europe,,.,.,.,Europe,https://www.countryflags.io/fi/flat/64.png,5515525,5.515524864,0,0,0,0,0,.0604354702,.0604354702,.0604354702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0604354702,.0604354702,.0604354702,.0604354702,.2417418808,.2417418808,.1813064069,0,.3626128137,.5439192057,.5439192057,.6647901535,.9065320492,1.510886788,2.175676823,1.752628565,6.950078964,10.0322876,11.18056202,7.37312746,5.801805019,5.560063362,7.433562756,7.79617548,11.30143261,13.65841579,15.10886765,16.25714111,15.35060883,15.59235096,15.0484314,17.34498024,17.04280281,18.79543114,15.16930294,12.44970703,10.0322876,11.90578747,26.34986496,24.71810722,33.90429688,25.7455101,33.84386444,25.92681694,27.86075211,25.26202583,22.30068779,17.8284626,15.47148037,15.89452839,18.43281746,19.82283401,26.83334923,25.02028465,22.90504265,20.12501144,20.91067314,25.14115524,23.02591324,20.91067314,17.64715767,16.40822983
Ethiopia,ETH,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/et/flat/64.png,109224559,109.224556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0030518167,.0030518167,.0030518167,.0122072669,.0122072669,.0152590843,.0030518167,.0122072669,.0091554504,.0152590843,.0061036334,.0091554504,.0030518167,.0030518167,.0122072669,.0122072669,.0274663512,.0213627182,.0305181686,.0244145337,.0183109008,.0274663512,.0274663512,.0427254364,.0274663512,.0427254364,.0366218016,.0366218016,.039673619,.0427254364,.0457772501,.0274663512,.039673619,.0427254364,.0549327023,.0427254364,.0610363372,.0488290675,.0457772501,.0274663512,.0244145337,.0152590843,.0091554504,.0183109008,.0213627182,.0274663512
Estonia,EST,Europe,Northern Europe,,.,.,.,Europe,https://www.countryflags.io/ee/flat/64.png,1321977,1.321977019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.252147615,.252147615,.252147615,0,0,.252147615,.252147615,.5042952299,2.01718092,2.01718092,1.765033245,0,.5042952299,1.512885571,1.512885571,16.89388847,24.96261215,39.08287811,31.77059746,27.73623657,21.93684196,15.63315105,14.62456036,12.10308456,14.87670803,17.39818382,15.88529873,19.66751289,46.89945221,51.9424057,60.7675705,35.55281067,35.30066299,25.21475983,25.21475983,36.05710602,54.46388245,65.5583725,60.26327515,37.06569672,27.73623657,22.18898964,24.96261215,27.4840889,30.00556374,25.71905518,18.6589222,17.39818382,22.94543076,25.71905518,21.68469429,28.24053192,23.70187378,19.16321754,10.08590412,7.816575527,14.37241364,13.36382294,19.16321754,12.85952759,14.37241364
Spain,ESP,Europe,Southern Europe,,.,.,.,Europe,https://www.countryflags.io/es/flat/64.png,46796540,46.79653931,0,0,0,0,0,0,0,0,.007123034,.007123034,.007123034,0,0,0,0,0,.007123034,.007123034,.007123034,0,0,0,0,0,0,0,0,0,0,0,0,0,.0284921359,.0783533752,.0925994366,.1851988733,.2279370874,.491489321,.6268270016,.8547640443,.982978642,.9901016951,1.673913002,1.98020339,2.948935986,4.793801785,8.512025833,11.42534637,8.576132774,25.19417,29.30416107,39.32627106,33.54948807,38.1580925,43.53598404,57.13385391,61.69971848,81.65846252,76.96437836,104.8937988,103.3623428,147.7815857,161.3367157,184.016449,168.9583588,159.0146027,158.3948975,161.6073914,171.0097961,171.7292175,165.7957306,157.0628967,139.47612,124.4821396,112.3587341,118.0571594,117.8648376,116.3262634,105.4707642,96.9373703,84.23699951,67.76854706,77.0213623,105.769928,130.3372803,100.3065643,97.77075958,66.74994659,88.6960144,69.20027161,91.27455902,111.0196075,109.4810333,96.90887451,73.34944153
Eritrea,ERI,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/er/flat/64.png,3213972,3.213972092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1037138253,.1037138253,.1037138253,0,.3111414611,.5185691118,.5185691118,.2074276507,.6222829223,.6222829223,.9334244132,.3111414611,1.037138224,.7259967327,1.451993465,.7259967327,.9334244132,.2074276507,.4148553014,.2074276507,.3111414611,.1037138253,.1037138253,0,0,.1037138253,.1037138253,.1037138253,.4148553014,.4148553014,.4148553014,0,0,0,0,0,0,0
Egypt,EGY,Africa,Northern Africa,,.,.,.,Africa,https://www.countryflags.io/eg/flat/64.png,98423595,98.42359161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0033867219,.0033867219,.0033867219,0,0,0,0,0,0,0,0,0,0,0,0,0,.0033867219,.0033867219,.0033867219,0,.0033867219,.0440273844,.0440273844,.1557892114,.1354688704,.1490157694,.0372539423,.0406406634,.0711211562,.1659493744,.1456290483,.2370705307,.2946448028,.2912580967,.358992517,.3014182448,.3318987489,.2404572517,.2743244767,.365765959,.4368871152,.4368871152,.4538207352,.406406641,.3860862851,.406406641,.4538207352,.5757427216,.7078248858,.9313485026,.9855360985,1.043110371,1.141325235,1.286954284,1.310661435,1.276794195,1.165032387,1.283567548,1.239540219,1.34114182,1.391942739,1.490157604,1.635786653,1.673040628,1.784802437,1.59514606,1.656107068,1.551118612,1.744161725,1.889790773,2.038806677,2.235236406,2.177662134,2.245396614
Ecuador,ECU,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/ec/flat/64.png,17084357,17.08435631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1170661598,.1170661598,.136577189,.078044109,.136577189,.1170661598,.0585330799,.0195110273,.0390220545,.0390220545,.0585330799,.0390220545,.0390220545,.2146212906,.2146212906,.3902205229,.5853307843,1.619415164,3.16078639,6.028907299,7.706855774,11.51150608,11.97977066,11.23835182,7.49223423,8.233653069,10.00915718,12.68216705,10.16524506,7.16054678,8.136097908,16.07708549,23.43274307,22.00843811,13.98940659,9.423826218,7.39467907,5.502109528,15.68686581,23.764431,66.61064911,54.76745224,48.79707718,7.180058002,6.750815392,7.648322582,13.57967472,16.52583885,22.7108345,24.2522068,32.73950195,26.84717369,26.96423912,20.58413315,240.3953552,231.5763702,225.0792084,0
Algeria,DZA,Africa,Northern Africa,,.,.,.,Africa,https://www.countryflags.io/dz/flat/64.png,42228429,42.22842789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0078935763,.0078935763,.0078935763,0,0,0,.0157871526,.0315743051,.0868293419,.0710421875,.0947229192,.0394678824,.0552550368,.0236807298,.0236807298,.0078935763,.0315743051,.0473614596,.1341907978,.1894458383,.2210201472,.1815522611,.2052329928,.2604880333,.2368073016,.5130825043,.8998677135,1.105100751,.9866970778,.7972512245,1.081419945,1.144568563,1.199823618,1.136675,1.381375909,2.068117142,2.652241707,3.173217773,3.591577291,3.189004898,2.636454582,1.98918128,1.712906122,1.98918128,1.9181391,2.31281805,1.997074842,1.957607031,1.752374053,1.933926344,1.941819906,2.249669313,2.746964693,2.95219779,2.849581242,2.368072987,2.186520815,2.218095064,2.281243563,2.494370222,2.731177568,2.960091352,3.01929307
Dominican Republic,DOM,Americas,Latin America and the Caribbean,Caribbean,1,3,1,Americas,https://www.countryflags.io/do/flat/64.png,10627165,10.62716484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0313661583,.0313661583,.0313661583,0,0,.0313661583,.0313661583,.1254646331,.0940984711,.0940984711,0,0,0,.1881969422,.1881969422,.1881969422,.3136615753,.3136615753,.721421659,1.599674106,2.854320288,5.269514561,5.426345348,6.273231506,5.959569931,7.621976376,8.437496185,10.25673389,11.63684464,10.03717041,12.23280144,13.33061695,15.02439022,11.88777351,6.398696423,11.4486475,10.66449356,14.6793623,11.48001385,16.34176826,20.82712936,20.3252697,19.38428497,17.1572876,16.52996445,20.29390526,18.44330025,26.34757233,22.61499977,29.01369667,26.28483963,22.2386055,19.44701767,18.16100502,22.11314201,19.63521576,18.56876564,18.16100502
