Country,ISO3,region,subregion,intermediateregion,lac,lac_main,idb,region_map,image,1/23/2020,1/24/2020,1/25/2020,1/26/2020,1/27/2020,1/28/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020,6/19/2020,6/20/2020,6/21/2020,6/22/2020,6/23/2020,6/24/2020,6/25/2020,6/26/2020,6/27/2020,6/28/2020,6/29/2020,6/30/2020,7/1/2020,7/2/2020,7/3/2020,7/4/2020,7/5/2020,7/6/2020,7/7/2020,7/8/2020,7/9/2020,7/10/2020,7/11/2020,7/12/2020,7/13/2020,7/14/2020,7/15/2020,7/16/2020,7/17/2020,7/18/2020,7/19/2020,7/20/2020,7/21/2020,7/22/2020,7/23/2020,7/24/2020,7/25/2020,7/26/2020,7/27/2020,7/28/2020,7/29/2020,7/30/2020,7/31/2020,8/1/2020,8/2/2020,8/3/2020,8/4/2020,8/5/2020,8/6/2020,8/7/2020,8/8/2020,8/9/2020,8/10/2020,8/11/2020,8/12/2020,8/13/2020,8/14/2020,8/15/2020,8/16/2020,8/17/2020,8/18/2020,8/19/2020,8/20/2020,8/21/2020,8/22/2020,8/23/2020,8/24/2020,8/25/2020,8/26/2020,8/27/2020,8/28/2020,8/29/2020,8/30/2020,8/31/2020,9/1/2020,9/2/2020,9/3/2020,9/4/2020,9/5/2020,9/6/2020,9/7/2020,9/8/2020,9/9/2020,9/10/2020,9/11/2020,9/12/2020,9/13/2020,9/14/2020,9/15/2020,9/16/2020,9/17/2020,9/18/2020,9/19/2020,9/20/2020,9/21/2020,9/22/2020,9/23/2020,9/24/2020,9/25/2020,9/26/2020,9/27/2020,9/28/2020,9/29/2020,9/30/2020,10/1/2020,10/2/2020,10/3/2020,10/4/2020,10/5/2020,10/6/2020,10/7/2020,10/8/2020,10/9/2020,10/10/2020,10/11/2020,10/12/2020,10/13/2020,10/14/2020,10/15/2020,10/16/2020,10/17/2020,10/18/2020,10/19/2020,10/20/2020,10/21/2020,10/22/2020,10/23/2020,10/24/2020,10/25/2020,10/26/2020,10/27/2020,10/28/2020,10/29/2020,10/30/2020,10/31/2020,11/1/2020,11/2/2020,11/3/2020,11/4/2020,11/5/2020,11/6/2020,11/7/2020,11/8/2020,11/9/2020,11/10/2020,11/11/2020,11/12/2020,11/13/2020,11/14/2020,11/15/2020,11/16/2020,11/17/2020,11/18/2020,11/19/2020,11/20/2020,11/21/2020,11/22/2020,11/23/2020,11/24/2020,11/25/2020,11/26/2020,11/27/2020,11/28/2020,11/29/2020,11/30/2020,12/1/2020,12/2/2020,12/3/2020,12/4/2020,12/5/2020,12/6/2020,12/7/2020,12/8/2020,12/9/2020,12/10/2020,12/11/2020,12/12/2020,12/13/2020,12/14/2020,12/15/2020,12/16/2020,12/17/2020,12/18/2020,12/19/2020,12/20/2020,12/21/2020,12/22/2020,12/23/2020,12/24/2020,12/25/2020,12/26/2020,12/27/2020,12/28/2020,12/29/2020,12/30/2020,12/31/2020,1/1/2120,1/2/2120,1/3/2120,1/4/2120,1/5/2120,1/6/2120,1/7/2120,1/8/2120,1/9/2120,1/10/2120,1/11/2120,1/12/2120,1/13/2120,1/14/2120,1/15/2120,1/16/2120,1/17/2120,1/18/2120,1/19/2120,1/20/2120,1/21/2120,1/22/2120,1/23/2120,1/24/2120,1/25/2120,1/26/2120,1/27/2120,1/28/2120,1/29/2120,1/30/2120,1/31/2120,2/1/2120,2/2/2120,2/3/2120,2/4/2120,2/5/2120,2/6/2120,2/7/2120,2/8/2120,2/9/2120,2/10/2120,2/11/2120,2/12/2120,2/13/2120,2/14/2120
Honduras,HND,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/hn/flat/64.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,2,1,3,12,0,2,4,0,6,16,16,27,15,29,2,31,47,3,42,4,30,7,7,31,39,10,1,4,10,12,7,16,15,15,5,17,16,9,72,36,0,34,41,36,33,33,206,45,123,92,191,224,86,59,142,128,-20,175,63,142,105,81,152,157,0,249,273,0,473,239,212,239,112,0,342,108,160,165,163,190,91,184,172,123,485,425,309,463,323,403,320,478,643,440,519,1048,463,587,587,628,795,628,1013,1075,736,740,704,858,996,805,1022,722,763,550,406,669,530,507,489,527,930,831,878,1048,1042,776,734,757,800,657,879,838,465,719,484,482,588,671,512,597,505,799,657,610,608,481,418,531,254,385,425,512,523,493,675,628,521,562,602,528,968,398,772,1020,1141,835,529,840,755,757,632,640,554,412,50,404,379,205,247,1087,653,831,0,1040,460,491,532,473,459,231,369,518,647,708,0,989,561,802,698,671,519,841,391,642,354,656,880,594,935,332,439,606,631,602,903,831,956,851,846,431,0,1215,490,752,657,576,951,738,0,1324,193,283,436,223,229,465,0,532,231,365,299,611,476,547,137,249,0,0,63,884,0,776,0,905,565,453,379,375,365,0,891,616,0,200,1063,0,684,1085,415,501,335,316,283,301,374,157,738,0,810,168,398,448,0,623,438,0,616,1199,0,915,1147,170,225,29,424,1077,219,439,1386,1002,756,1104,1204,954,449,1095,604,827,1130,830,1146,1138,1056,691,1055,896,1127,985,1118,990,743,0,1108,2152,1122,1028,652,663,1167,871,862,887,669,764,383
Haiti,HTI,Americas,Latin America and the Caribbean,Caribbean,1,3,1,Americas,https://www.countryflags.io/ht/flat/64.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,1,0,0,0,7,0,0,1,0,2,0,3,3,1,2,3,0,1,0,9,0,1,0,2,1,0,3,10,1,4,10,0,0,2,2,0,0,5,4,0,3,12,1,7,21,17,5,21,37,10,15,39,37,48,98,77,63,67,71,78,53,93,105,111,146,123,141,281,259,102,281,97,36,284,148,262,204,124,134,145,0,224,144,132,106,141,228,64,97,134,5,108,105,114,179,0,125,86,42,65,61,129,64,39,38,61,54,96,35,73,37,0,104,71,46,27,78,10,37,46,21,30,63,37,18,25,31,7,34,12,44,8,35,21,12,38,17,12,23,15,94,38,29,21,48,18,24,28,48,19,34,32,28,2,10,29,10,13,35,15,0,34,0,68,0,34,0,2,14,53,28,0,21,15,6,31,26,0,44,0,24,0,22,0,38,0,39,17,0,26,0,26,0,27,0,0,19,16,0,6,22,0,5,21,0,17,0,0,0,51,3,0,20,16,11,0,0,20,8,0,0,0,0,0,46,9,0,18,0,0,10,15,0,16,0,11,9,3,0,17,3,3,0,10,5,19,8,8,0,8,22,2,7,10,34,23,0,29,0,35,0,31,26,18,56,32,0,30,21,26,0,97,34,41,0,0,0,112,0,41,0,16,0,62,50,0,0,0,76,38,0,31,0,114,29,154,66,146,0,71,55,56,0,72,64,0,187,0,0,116,58,73,0,57,82,20,0,66,48,0,102,61,22,25,0,127
Guatemala,GTM,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/gt/flat/64.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,3,3,5,2,1,1,3,1,3,6,0,2,2,1,8,3,11,0,9,7,10,8,31,11,18,1,11,13,16,18,21,22,32,5,22,68,46,43,27,30,0,27,42,45,44,15,27,33,35,34,68,67,85,62,85,143,176,125,120,0,149,221,132,247,231,311,370,336,194,191,203,259,132,348,249,250,174,394,331,307,263,447,364,355,340,421,509,354,427,434,545,617,641,246,390,624,771,279,800,209,569,533,479,687,915,1061,1221,1208,747,724,815,624,1247,961,979,757,387,1130,1202,865,870,4233,635,362,1190,906,1057,1091,1209,561,256,1142,1154,1221,963,1190,327,236,823,1144,830,931,919,416,382,979,1123,1195,1144,885,249,382,903,1034,1102,958,915,332,345,1118,1063,1142,1065,758,233,162,819,751,714,682,441,202,145,893,901,684,703,649,251,263,512,240,740,680,808,292,237,942,819,491,945,824,390,171,705,778,663,681,658,215,219,688,834,776,455,609,171,111,554,714,671,666,597,332,239,620,196,757,730,730,155,107,677,749,470,549,600,165,0,379,664,702,653,548,212,98,769,682,732,580,596,166,147,698,651,685,691,660,212,93,627,640,696,447,666,173,91,712,686,593,752,547,198,124,799,654,659,755,558,183,123,677,746,607,627,533,170,102,734,655,638,186,91,138,132,846,879,846,224,80,159,181,763,783,872,990,1063,116,0,1739,1004,951,623,1038,290,258,1131,1047,1071,561,934,322,218,1029,1038,1098,741,782,386,128,667,667,699,630,642,200,110,746,753,786,751,788,208
El Salvador,SLV,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/sv/flat/64.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,4,4,0,6,5,6,2,0,9,5,10,6,7,9,15,10,14,1,7,12,12,10,5,13,13,11,17,7,12,13,24,0,24,25,22,32,18,29,22,44,65,32,46,62,47,42,105,69,40,39,75,98,55,73,75,85,73,69,85,94,96,68,59,67,85,84,117,122,65,71,52,76,68,85,81,89,87,83,99,108,122,117,106,115,125,134,129,146,151,182,165,177,186,181,210,207,239,265,298,264,267,240,270,250,280,259,278,298,249,283,304,325,342,312,250,301,338,361,375,393,402,415,429,409,405,411,395,389,402,418,398,395,419,439,425,418,434,445,449,397,375,349,321,305,293,281,269,255,247,236,220,202,189,175,154,144,131,122,98,94,91,84,96,99,107,102,105,98,91,86,85,78,77,81,79,75,86,97,82,125,245,156,0,247,214,0,215,179,172,96,98,0,183,92,89,95,103,105,109,0,245,0,284,286,295,204,191,210,0,309,145,142,159,164,0,340,0,0,520,0,0,570,0,0,0,767,184,179,0,0,0,0,885,165,163,0,311,0,296,144,141,0,312,0,322,0,0,521,0,0,0,725,0,0,588,0,413,214,206,190,0,0,653,0,486,252,265,0,0,798,282,295,0,0,847,0,0,0,796,0,545,0,0,0,843,284,268,0,593,307,319,331,0,634,0,618,0,627,0,653,0,0,951,284,0,546,261,0,510,0,0,0,977,229,0,428,198,204,212,0,416,0,0,0,775,0,0
Ecuador,ECU,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/ec/flat/64.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,3,3,0,0,1,1,0,2,0,0,11,0,9,21,53,88,168,139,283,192,101,91,230,192,228,101,38,278,508,415,205,97,181,101,0,703,515,2196,96,209,63,74,255,367,225,572,446,660,270,452,333,11536,0,0,521,1018,417,259,1402,1128,2074,2343,0,0,-1583,-1480,253,488,-50,910,67,16,965,1296,419,400,569,703,452,522,430,498,599,0,748,368,100,0,527,0,1316,552,0,609,1153,392,258,539,523,0,1338,578,395,571,621,547,607,634,0,909,0,1003,0,1513,700,718,681,410,767,1825,1211,1189,878,423,422,865,0,976,797,2191,661,589,1111,759,1036,1079,938,631,607,1597,1040,891,901,987,658,467,1118,914,1177,985,877,0,809,922,903,1671,1432,1603,887,242,862,1547,1233,1066,1279,854,209,1190,1534,1033,973,608,680,520,741,1519,670,922,765,742,119,542,1148,903,815,870,0,-7953,665,1409,1040,1526,1719,2143,317,642,1972,732,1872,1491,799,292,932,2249,1254,1329,1506,766,218,784,1298,1537,950,817,683,305,717,1475,1514,803,980,205,282,856,912,1277,1299,763,867,134,692,1510,826,1819,1344,2021,543,1014,1716,1394,845,1045,1002,368,548,1323,350,725,978,1421,362,442,919,883,1161,953,668,381,428,1146,996,594,1036,767,301,492,794,908,1396,1375,1208,568,988,1203,1008,598,909,607,246,508,476,1151,386,759,586,70,176,1105,788,754,917,337,72,35,720,926,818,446,81,403,568,1186,1000,866,1135,101,466,1003,1294,1008,763,1201,721,436,1061,1748,1687,864,3942,674,162,924,1747,1874,969,1074,3060,275,579,1389,2465,687,3092,1049,158,293,1111,949,2073,1703,1167,325,1176,293,2137,1304,2010,1696
Dominican Republic,DOM,Americas,Latin America and the Caribbean,Caribbean,1,3,1,Americas,https://www.countryflags.io/do/flat/64.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,6,0,0,10,0,13,38,40,90,43,67,80,96,93,138,140,42,208,175,96,108,0,257,83,128,155,238,271,139,208,200,119,328,141,371,209,345,284,80,256,243,206,177,209,158,123,236,320,316,290,376,281,245,327,288,281,506,465,287,266,296,124,419,371,204,411,498,254,180,332,433,379,272,191,459,345,463,377,377,287,180,288,279,389,487,405,526,289,393,629,571,564,390,309,415,419,540,423,710,899,693,566,695,510,623,855,754,443,752,819,810,951,1036,1241,703,302,1158,1202,1125,1199,1418,974,799,1366,1072,1370,1406,1336,1101,841,1246,1572,1462,1819,2012,1248,534,1492,1733,1734,1766,828,874,1178,1365,876,1173,1069,954,767,595,1130,910,1354,1057,764,428,386,1004,883,857,694,600,447,609,340,407,426,342,509,474,264,648,1002,0,2147,557,565,233,806,779,516,860,568,450,693,718,615,596,968,589,494,486,468,385,475,360,429,280,234,309,519,622,576,554,574,317,777,724,585,557,463,366,165,654,404,384,475,422,320,306,425,475,0,1145,509,316,165,562,343,419,686,314,259,257,430,546,476,345,537,421,528,134,371,918,671,499,479,494,460,1026,601,986,640,419,282,285,1526,855,876,820,515,314,895,812,671,975,798,685,492,531,1560,731,1133,1107,492,613,788,720,624,1135,1322,666,878,566,1158,1381,905,824,641,860,1314,1206,1433,747,366,2043,475,529,1115,1045,2106,1459,1179,1506,1595,1104,1482,2370,1779,1848,1625,1532,1549,1473,1362,1439,1216,1143,1150,1155,1802,2141,1507,1026,834,1357,1671,1478,1722,1250,721,419,934,1242,1050,1131,873
Costa Rica,CRI,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/cr/flat/64.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,4,9,1,3,1,8,6,9,19,20,28,17,24,19,24,30,32,32,19,16,17,28,21,20,19,19,13,16,19,37,19,19,18,17,6,8,16,7,6,5,2,7,12,5,1,6,2,2,8,8,6,6,8,6,3,13,6,4,8,7,12,9,3,11,15,13,10,10,3,16,15,6,8,7,12,21,5,28,16,22,25,9,28,21,52,37,34,35,55,24,33,86,77,74,50,53,29,52,75,68,119,69,86,64,91,147,169,152,143,151,139,190,294,270,288,310,375,245,245,350,649,360,386,365,440,446,504,560,423,582,563,420,277,550,768,540,931,629,612,503,456,490,530,367,788,427,435,580,653,1011,721,484,586,636,549,1072,802,806,728,619,559,766,666,1059,950,736,643,842,1002,985,1193,1214,0,1588,897,1121,1153,1222,1240,0,1860,1117,1327,1325,1420,1485,0,1907,776,1379,1302,1556,1338,0,1890,1087,1370,1400,1357,1233,0,1665,890,1156,1068,1001,1353,0,1947,1013,1355,1331,1225,1386,0,1784,1015,1542,1372,1196,1166,0,1561,847,1503,1191,1210,1262,0,1372,862,1231,1017,1296,1105,0,1286,863,1141,1106,1050,946,0,1224,979,1202,1171,1184,1100,0,1369,998,1422,1219,1187,0,0,2877,895,1330,1222,1351,0,0,2545,534,1168,1165,1180,0,0,2736,1009,1258,1127,1132,0,0,2222,927,1167,1125,1084,0,0,2421,911,1138,1048,0,0,0,2772,1037,1315,1207,0,0,0,3115,1155,1447,1369,1207,0,0,2447,1032,1063,1086,945,0,0,1829,861,835,765,831,0,0,1437,600,721,571,639,0,0,1293,440,528,455,446,0,0,997,417,486,418,431,0,0
Colombia,COL,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/co/flat/64.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,6,0,4,9,12,23,18,27,6,50,38,35,46,101,92,21,48,69,94,96,108,159,96,106,139,79,94,201,274,169,250,236,67,76,127,126,128,206,182,171,185,172,207,205,320,261,237,218,352,258,300,499,279,383,305,640,346,497,595,444,568,550,659,658,680,606,723,635,721,640,752,643,801,1046,998,806,1022,1101,1262,1322,1548,1147,1110,1340,1521,1766,1515,1392,1209,1483,1359,1604,1530,1646,1888,2193,2124,1868,2115,3171,3059,2357,3019,2531,2389,3541,3486,3843,4149,3178,3274,2803,4163,4101,3395,3884,3721,3171,4213,4144,5335,6803,4856,4813,3832,5621,5271,8037,8934,8560,6578,6727,7033,7390,7945,7168,7254,8181,8125,10284,8670,9965,9488,10673,11470,10199,7129,10735,11996,9494,9666,10611,10142,12830,12066,11286,11306,11578,11643,8328,12462,13056,11541,8419,10965,8036,10549,10425,10130,9752,8497,9392,8020,7190,8932,9295,8253,8489,8393,8065,5327,7665,7338,7813,7424,6876,7355,5573,6698,7787,7568,6526,7927,6678,5359,7102,6731,6555,7494,7721,7018,5147,5839,5637,5660,6193,6615,6905,7106,7650,7876,8495,8121,8447,8569,7768,5014,6061,6823,8372,7017,7201,6311,8256,7561,8673,8569,8769,8174,9167,8166,8717,11187,10029,11033,9137,9935,6136,8694,9891,9756,8714,7440,5177,6292,9970,8686,8685,8937,7112,6471,5911,6875,7487,7954,7049,7924,6562,7515,8497,9496,10023,9103,8763,8430,7986,9297,9233,9285,9642,8854,5997,7510,7523,7778,8998,8163,8702,8742,10130,11953,12196,13277,13990,11160,10845,12526,14233,14940,14941,10196,9594,9310,11015,11639,16314,12105,11528,9412,10311,16835,16805,17576,18221,15795,15537,15003,14179,15898,17121,21078,20855,17379,14719,15939,17908,15366,15073,15551,12516,12261,13606,13953,12270,10058,9173,8078,9622,10091,11025,9790,7248,8547,6009,4246,5442,6443,6294,5528,4947,4923
Chile,CHL,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/cl/flat/64.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,1,0,3,0,0,7,0,5,10,0,20,33,13,81,46,37,0,196,131,95,114,176,220,164,304,350,230,310,289,293,373,333,512,310,344,301,430,426,529,671,286,312,392,356,534,445,907,358,419,325,464,516,494,1363,473,482,552,520,1138,985,2526,1228,980,1373,1032,1533,1391,3458,1647,1197,1658,2660,2659,2502,5485,2353,2278,3520,4038,3964,4276,9842,3709,4895,3964,4328,4654,3695,13188,4830,5470,3528,4942,4664,4207,13990,6405,4696,3913,5697,5636,6754,8182,6938,5143,5013,1900,4475,6290,5355,5607,4608,3804,3649,4648,4296,4406,4216,4017,3394,2650,2498,3548,3758,3685,3025,2462,2064,3133,3058,2755,3012,2616,1836,1712,2493,2741,2407,2084,2099,1654,1719,2357,2545,2288,2198,2133,1877,1775,1961,2131,1991,2073,1762,1469,1761,1948,2154,2198,2033,1988,1572,1552,1866,2077,1791,2044,1556,1353,1182,1812,1920,1939,1957,1903,1417,1380,1737,1870,2037,1965,1752,1419,1594,1762,1968,1965,2076,1764,1267,1486,1642,1866,2131,2082,1685,1550,1304,1863,1677,1847,1600,1194,1055,1380,1731,2234,2111,1922,1770,1629,1691,1759,1840,1881,1708,1567,1560,1134,1576,1753,1826,1776,1461,1448,1092,1124,1694,1813,1757,1545,1173,1159,1494,1775,1636,1521,1535,927,1005,1520,1521,1685,1608,1276,1062,840,1540,1808,1587,1581,1321,1028,897,1634,1592,1646,1597,1331,1006,948,1454,1573,1558,1497,1440,1007,1005,1570,1581,1698,1489,1313,1121,1034,1508,1729,1533,1714,1760,1392,1244,1662,1534,1807,2138,1911,1499,1402,2001,2403,2220,2191,2447,1196,1725,3238,1679,2563,1711,1923,1958,2964,2023,3591,3338,2289,2450,2460,2382,3693,4205,4361,4181,3969,3243,3390,4187,4468,4313,4339,3918,3401,3589,4367,4959,4581,4463,4068,3322,3388,4255,4606,4151,4209,3779,3147,2610,3592,3782,4063,3804,3464,2839,2387,3731,4164,3925,3813
Brazil,BRA,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/br/flat/64.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,9,0,7,5,6,7,14,99,0,11,38,121,51,249,172,228,525,378,323,307,431,432,487,352,323,1138,1119,1208,1012,1304,770,1031,1873,2136,1922,1546,1089,1465,1238,1832,3058,2105,3257,2976,1996,2089,2336,2678,4279,4007,5281,3776,4346,5789,6450,7502,5015,4898,4726,6794,6835,11156,9162,11121,9167,6638,6895,8620,11923,13028,17126,13220,7569,14288,16517,19694,18508,20803,16508,15813,11687,16324,20599,26417,26928,33274,16409,11598,28936,28633,30925,30830,27075,18912,15654,32091,32913,30412,25982,21704,17110,20647,34918,32188,22765,54771,34666,15762,23129,39436,42725,39483,46860,38693,30476,24052,33846,46712,48105,42223,37923,26051,20229,45305,44571,42619,45048,39023,24831,20286,41857,39924,45403,34177,28532,23529,20257,41008,67860,59961,55891,51147,24578,23284,40816,69074,57837,52383,45392,25800,16641,51603,57152,53139,50230,49970,23010,22048,52160,55155,60091,50644,41576,23101,19373,47784,49298,45323,30355,50032,23421,17078,47134,47161,44235,43412,41350,16158,45961,42659,46934,43773,50163,31199,14521,10273,14279,35816,40557,43718,33523,14768,15155,36653,36820,36303,39797,33057,16389,13411,33324,0,66338,31911,28378,14318,13155,32058,33413,36157,0,59741,8456,11946,41906,31553,27750,27444,26749,12342,8429,10220,27235,28523,30914,24062,0,26365,23227,24818,24858,30026,26979,13493,15726,29787,28629,26106,22282,18947,10100,8501,11843,23976,0,41156,22380,10554,10917,23973,48655,33922,29070,38307,14134,13371,35294,34091,35918,38397,32622,18615,16207,31100,47898,37614,34130,51922,24468,21138,50909,49863,50434,46884,43209,26363,20371,51088,53453,53347,54428,43900,21825,25193,42889,70574,69826,52544,50177,25445,25019,55202,46696,58428,24615,17246,18479,20548,58718,55649,56773,24605,15827,17341,20006,56648,63430,87843,52035,62290,29792,25822,64025,60899,67758,69198,61567,33040,23671,62094,64385,59119,56552,62334,28323,26816,61963,63520,61811,59826,58462,27756,24591,54096,56002,56873,50872,0,77475,0,74925,59602,54742,51546,44299,24759
Bolivia,BOL,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/bo/flat/64.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,7,0,1,0,1,0,3,4,5,3,2,3,11,18,13,7,16,10,8,8,9,7,18,26,11,16,54,4,7,25,30,24,43,44,24,28,27,44,34,11,94,104,59,84,64,39,57,57,62,241,124,87,121,84,195,185,171,119,275,133,184,224,205,249,262,175,218,438,268,392,336,348,397,476,632,619,344,861,390,549,460,647,607,483,630,285,306,695,637,884,764,913,617,614,810,802,814,977,1036,876,1105,896,1098,1016,920,1253,848,601,1094,1008,1301,1290,1253,1226,1212,1036,1439,1129,1452,1635,987,1063,1617,1351,1938,1946,2036,1444,1409,1366,1778,1117,1204,1825,1148,1752,1146,1207,1700,1555,2004,1360,1693,1515,1780,1282,1468,1164,944,1636,1693,1743,1388,1491,1196,1198,879,1796,2031,1015,1370,992,722,999,851,1095,1035,1280,945,614,630,669,661,853,799,661,528,835,704,1037,860,967,810,809,828,667,586,547,632,419,206,310,467,537,628,604,370,309,322,418,670,405,503,350,299,239,361,238,263,257,237,111,121,227,219,178,243,148,61,119,147,191,217,167,167,74,99,172,197,163,147,126,76,34,69,126,139,142,84,48,86,103,112,113,180,112,65,125,102,96,187,98,68,56,56,113,129,114,104,98,30,86,102,184,192,139,167,68,97,189,214,325,312,333,120,195,371,498,451,484,621,253,362,674,1005,1057,469,759,494,751,1293,1485,1752,861,1070,606,1010,1597,1713,1910,2263,1644,1098,1392,1473,2057,2198,2573,2091,1503,1550,2357,2655,2648,1864,1732,1048,1781,2390,2866,2652,2666,2005,1438,1464,2127,2021,1787,1676,1218,839,1220,1544,1771,1352,1244,938,696
