Iso3,Country,image,idb,02Dec20,03Dec20,04Dec20,05Dec20,06Dec20,07Dec20,08Dec20,09Dec20,10Dec20,11Dec20,12Dec20,13Dec20,14Dec20,15Dec20,16Dec20,17Dec20,18Dec20,19Dec20,20Dec20,21Dec20,22Dec20,23Dec20,24Dec20,25Dec20,26Dec20,27Dec20,28Dec20,29Dec20,30Dec20,31Dec20,01Jan21,02Jan21,03Jan21,04Jan21,05Jan21,06Jan21,07Jan21,08Jan21,09Jan21,10Jan21,11Jan21,12Jan21,13Jan21,14Jan21,15Jan21,16Jan21,17Jan21,18Jan21,19Jan21,20Jan21,21Jan21,22Jan21,23Jan21,24Jan21,25Jan21,26Jan21,27Jan21,28Jan21,29Jan21,30Jan21,31Jan21,01Feb21,02Feb21,03Feb21,04Feb21,05Feb21,06Feb21,07Feb21,08Feb21,09Feb21,10Feb21,11Feb21,12Feb21,13Feb21,14Feb21,15Feb21,16Feb21,17Feb21,18Feb21,19Feb21,20Feb21,21Feb21,22Feb21,23Feb21,24Feb21,25Feb21,26Feb21,27Feb21,28Feb21,01Mar21,02Mar21,03Mar21,04Mar21,05Mar21,06Mar21,07Mar21,08Mar21,09Mar21,10Mar21,11Mar21,12Mar21,13Mar21,14Mar21,15Mar21,16Mar21,17Mar21,18Mar21,19Mar21,20Mar21,21Mar21,22Mar21,23Mar21,24Mar21,25Mar21,26Mar21,27Mar21,28Mar21,29Mar21,30Mar21,31Mar21,01Apr21,02Apr21,03Apr21,04Apr21,05Apr21,06Apr21,07Apr21,08Apr21,09Apr21,10Apr21,11Apr21,12Apr21,13Apr21,14Apr21,15Apr21,16Apr21,17Apr21,18Apr21,19Apr21,20Apr21,21Apr21,22Apr21,23Apr21,24Apr21,25Apr21,26Apr21,27Apr21,28Apr21,29Apr21,30Apr21,01May21,02May21,03May21,04May21,05May21,06May21,07May21,08May21,09May21,10May21,11May21,12May21,13May21,14May21,15May21,16May21,17May21,18May21,19May21,20May21,21May21,22May21,23May21,24May21,25May21,26May21,27May21,28May21,29May21,30May21,31May21,01Jun21,02Jun21,03Jun21,04Jun21,05Jun21,06Jun21,07Jun21,08Jun21,09Jun21,10Jun21,11Jun21,12Jun21,13Jun21,14Jun21,15Jun21,16Jun21,17Jun21,18Jun21,19Jun21,20Jun21,21Jun21,22Jun21,23Jun21,24Jun21
LKA,Sri Lanka,https://www.countryflags.io/lk/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964.6450195,995.6094971,806.4012451,676.5046997,476.0498352,365.3899231,242.6725464,209.3743744,150.8800812,174.7379456,181.7918091,165.9700623,144.8348541,222.0317841,365.1196594,557.5977173,766.0557861,985.0352783,1064.10437,1125.61145,1206.829712,1098.154053,941.7495728,917.1270142,841.0640259,1021.313171,1232.210449,1361.474121,1654.294922,1930.832642,1861.045532,1735.196777,1501.661255,1252.251343,1002.749023,715.6503296,403.7444763,304.1070557,286.4328613,312.7299194,349.5088806,358.3031311,369.4179077,420.317749,387.711792,374.803894,355.0332947,334.3977966,331.1332397,331.3033142,332.7786865,362.2124023,423.1524963,369.2398987,368.8456726,372.7365112,355.4130249,322.7094727,264.0418091,200.5801392,198.7111816,138.8951111,75.60155487,33.82886124,7.436218262,6.23310709,5.029995441,7.899883747,10.76977158,12.83209229,14.58786583,16.34363937,18.87401962,21.40439987,21.40439987,21.40439987,21.40439987,21.40439987,21.40439987,21.40439987,21.40439987,21.40439987,21.40439987,21.40439987,21.40439987,149.3374634,395.7226257,556.7890625,611.6322632,761.0894775,901.1855469,1018.537781,1001.259155,819.052002,722.1636353,694.0404663,755.8638916,991.6276245,1461.843262,1837.543701,2290.058594,2742.57373,2899.419922,3178.765869,3051.980957,2620.364014,2259.015137,1888.364502,1474.171021,1337.293213,906.2693481,679.9393311,549.5747681,700.7647095,670.0178223,709.4205322,1211.800415,1706.625366,2184.125488,2495.224854,2555.7146,2777.104736,2794.34375,2272.70752,1926.85083,1711.108154,1857.5802,2133.618896,2376.201416,3115.030518,3487.250244,3933.159668,4289.709473,4165.996582,3928.294678,3857.287842,3243.780029,3108.003174,2598.305664,2095.507324,1874.31604
LIE,Liechtenstein,https://www.countryflags.io/li/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.45155716,37.68323517,48.98820496,56.52485275,71.59814453,86.67144012,101.7447357,116.8180313,508.7236633,772.5063477,964.6908569,1194.558594,1288.766602,1382.974731,1477.182861,1364.133057,1251.083374,1209.631836,1669.36731,2272.299072,2875.230713,3478.162598,3911.519775,4457.926758,4307.193848,3617.590576,2920.450684,2223.310791,1526.171021,1205.863525,772.5063477,953.3858643,1179.485229,1273.693359,1367.901367,1462.109497,1349.059814,1989.674805,2547.386719,2754.644531,3093.793457,3432.942627,3772.091797,4254.437012,4099.936035,4111.240723,4371.255371,4635.038086,4898.820313,5162.603027,5113.614746,5060.858398,4751.855957,4778.233887,4849.832031,4921.430176,4993.02832,5064.626465,5143.761719,5441.458984,5603.49707,5716.546875,5829.59668,5942.645996,5192.75,5207.823242,5324.641113,4913.894043,4503.146484,4092.39917,3681.6521,4408.938477,4363.71875,4390.09668,4804.612305,5215.359863,5626.106934,6036.854004,6172.513672,6349.625,5908.731445,5746.693359,5622.338867,5497.983887,5373.629395,5249.274414,5098.541504,5392.470703,5554.508789,5757.998047,5961.487793,6164.977051,6440.064941,6685.005859,7088.216309,7303.010742,7408.523926,7514.037109,7619.549805,8670.912109,9673.286133,10393.03613,11169.31055,11956.89063,12744.46973,13532.0498,12333.72266,11233.37207,10385.49902,9503.711914,9552.700195,9601.688477,9650.676758,9797.640625,9884.3125,9910.69043,9952.142578,9010.061523,8067.980469,7125.899414,8184.79834,9194.708984,9255.001953,9277.612305,9360.515625,9443.418945,9526.321289,9522.553711,9541.395508,10464.63477,11429.3252,12469.38281,13509.43945,14549.49707,14545.72852,14598.48535,14621.09473,14719.07129,14609.79004,14500.50879,14391.22754,14379.92188,14342.23926,14387.45898,14319.62891,14436.44727,14553.26563,14670.08301,14764.29102,14873.57324,14907.4873,14982.85449,15050.68359,15118.51367,15186.34375,15114.74512,15035.61035,15005.46387,14930.09766,14937.63379,14945.1709,14952.70801,15024.30566,15110.97754,15186.34375,15299.39355
LCA,St. Lucia,https://www.countryflags.io/lc/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719.5322266,719.5322266,719.5322266,719.5322266,719.5322266,719.5322266,719.5322266,719.5322266,719.5322266,719.5322266,2118.344482,3517.156982,4915.969238,6314.781738,7713.594238,9112.40625,10511.21875,10511.21875,9330.287109,8149.355469,6968.423828,5787.492188,4606.560547,3425.628662,2244.697021,2032.848755,1821.000366,1609.1521,1397.303833,1185.455444,973.6071777,761.7588501,761.7588501,761.7588501,855.9642334,950.1695557,1113.098145,1159.000977,1087.485107,1015.96936,944.4535522,778.7323608,613.0112305,378.5668335,299.2406006,430.7964783,477.5282898,457.5003662,437.4724731,417.4445496,397.416626,412.339386,333.7985535,319.6611938,311.8071289,303.9530334,342.0453491,380.1376343,302.3822327,224.6268005,217.5581207,227.2448273,236.9315186,200.6718445,230.9100647,302.3822327,318.0903931,380.9230652,1224.887939,2068.852783,2912.817871,3690.284912,4469.322754,5304.124512,6041.535645,6041.535645,6041.535645,6041.535645,6041.535645,6041.535645,6041.535645,6041.535645,6041.535645,6041.535645,6041.535645,6041.535645,5300.98291,4835.322754,4309.186523,3492.9729,2676.759033,1860.545166,1204.031006,1275.503174,1107.818481,1000.610291,1110.829224,1202.591187,1294.353027,1416.091309,1446.72229,1301.225342,1155.728394,1082.881836,1028.49231,1211.099731,1196.177002,1210.314331,1413.538696,1641.11084,1600.858643,1560.606445,1420.803711,1288.855103,1178.112549,1041.451538,821.5371704,819.1809082,816.824707,677.0220337,673.0949707,722.5756836
LBY,Libya,https://www.countryflags.io/ly/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688.8291016,688.8291016,688.8291016,688.8291016,688.8291016,688.8291016,688.8291016,688.8291016,688.8291016,688.8291016,688.8291016,688.8291016,688.8291016,688.8291016,688.8291016,688.8291016,688.8291016,723.9515381,759.0739746,794.1964111,829.3187866,864.4412231,899.5636597,934.6860962,934.6860962,934.6860962,934.6860962,934.6860962,934.6860962,934.6860962,934.6860962,934.6860962,934.6860962,934.6860962,934.6860962,934.6860962,934.6860962,934.6860962,934.6860962,998.8013306,1062.916626,1127.03186,1191.147095,1255.262451,1319.377686,1383.49292,1383.49292,1274.628296,1165.763672,1056.89917,972.3482666,887.7974243,803.246521,718.6956787,686.9329834,655.1702881,623.4075928,567.3311768,511.2547302,455.1783142,399.1018677,399.1018677
LBR,Liberia,https://www.countryflags.io/lr/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369.880249,369.880249,369.880249,328.70047,287.5206909,246.3408966,224.0941925,201.8474884,151.6991882,101.5508957,92.5823822,83.61387634,74.64536285,72.42942047,70.21347809,95.89913177,121.5847855,147.2704315,172.9560852,198.6417389,198.6417389,175.1112518,151.58078,134.0311127,116.4814453,98.93178558,81.38212585,107.7584991,111.1172409,114.4759903,111.8539124,109.2318344,106.6097641,153.7448425,156.9538879,206.7110443,256.4682007
LBN,Lebanon,https://www.countryflags.io/lb/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355.697113,432.372345,504.7507629,537.2480469,561.2768555,577.0040283,607.1860352,637.368042,676.539978,688.3040771,651.2179565,716.7548218,684.6746826,640.7261963,537.0811768,432.5392151,378.5369873,361.8711853,680.6281738,719.4663696,737.34198,794.5702515,843.7055664,849.3095093,1046.879639,702.3834229,782.6045532,821.5888062,761.6489258,764.2631226,905.1264038,893.862915,941.2321777,929.1134644,934.390625,954.8526611,1007.290527,954.9778442,1035.178101,1048.569092,1007.47821,951.8490601,932.6802368,862.2416992,863.5349121,774.3655396,894.1340942,964.6143799,973.479187,995.8809814,1078.928467,1056.745605,1071.972168,772.071106,1085.571777,1048.506592,1025.833496,1036.147949,1195.599487,1160.286377,1456.099243,1241.884155,1495.542358,1788.893921,1796.11084,1639.861084,1803.744995,1862.607178,1689.483032,1405.413452,1110.205444,1050.154297,1081.191528,1036.78418,953.4134521,1012.567688,1186.82605,1372.222656,1471.703857,1494.426392,1383.59314,1298.290283,1302.448975,1302.448975,1125.771118,1048.504028,1285.029663,1337.167603,1427.789185,1662.458496,1668.270142,1670.564575,1628.618408,1484.779419,1328.300293,1743.902466,1532.732788,1591.052612,1684.435425,1822.14209,2007.760376,2462.200928,2174.105469,2559.045898,2339.115723,2288.68042,2314.482178,2347.834473,2237.639893,2265.840576,2105.481689,2372.676758,2778.913818,3081.463867,3017.011475,3150.734375,2780.457275,3392.106934,3415.718506,2991.105469,2498.869873,2377.335205,2129.378418,2378.996826,1755.437012
LAO,Lao PDR,https://www.countryflags.io/la/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481.0638428,481.0638428,481.0638428,481.0638428,481.0638428,481.0638428,481.0638428,481.0638428,481.0638428,481.0638428,481.0638428,481.0638428,481.0638428,481.0638428,481.0638428,481.0638428,481.0638428,481.0638428,481.0638428,481.0638428,481.0638428,481.0638428,417.1026611,353.14151,289.1803284,225.219162,161.2579956,235.6545868,310.051178,419.4490967,644.3727417,869.2964478,948.5510864,958.1322021,1254.425293,1550.718262,1875.971191,2085.698242,2295.425537,2650.821777,3075.891357,3075.891357,3075.891357,3075.891357,3075.891357,3075.891357,3075.891357,3075.891357,3015.762939,2955.634521,2895.506104,2835.37793,2786.0271,2759.61792,2733.208496,2579.229736,2489.078125,2519.519775,2565.215332,2957.098389,3326.040283,3060.482666,2982.622559,2840.935547,2896.148193,2936.107422,2619.10083,2302.094482,2619.587646,3215.851807,3302.229004,3231.600586,3257.855713,3287.914063,3053.7229,2721.029785,2329.814209,2439.260742,2444.864502,2470.496582,2356.052979,2321.013916,2238.696533,2114.239014,2018.164917,1865.445557,2335.660889,2475.857666,2617.045654,2904.013916,3210.929443,3498.686768,3786.443848
KWT,Kuwait,https://www.countryflags.io/kw/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.874054,270.874054,270.874054,270.874054,270.874054,270.874054,270.874054,270.874054,270.874054,270.874054,270.874054,270.874054,270.874054,270.874054,270.874054,270.874054,270.874054,270.874054,270.874054,270.874054,270.874054,270.874054,270.874054,473.8807678,676.8874512,879.894165,1082.900879,1285.907593,1488.914307,1691.921021,1691.921021,1691.921021,1691.921021,1691.921021,1691.921021,1691.921021,1691.921021,1691.921021,1691.921021,1691.921021,1691.921021,1691.921021,1691.921021,1754.4021,1816.883057,1879.364136,1941.845215,2004.326294,2066.807373,2129.28833,2129.28833,2129.28833,2129.28833,2129.28833,2129.28833,2129.28833,2129.28833,2129.28833,2129.28833,2129.28833,2129.28833,2129.28833,2129.28833,2129.28833,2264.115967,2398.943359,2533.770996,2668.598389,2803.426025,2938.253418,3073.081055,3073.081055,3073.081055,3073.081055,3073.081055,3073.081055,3073.081055,3073.081055,2963.875732,2854.67041,2745.465088,2636.259521,2527.054199,2417.848877,2308.643555,2419.322021,2530.000488,2640.678955,2751.357666,2862.036133,2972.7146,3083.393066,3083.393066,3083.393066,3083.393066,3083.393066,3083.393066,3083.393066,3083.393066,3083.393066,3083.393066,3083.393066,3083.393066,3083.393066,3083.393066,3333.488281,3583.58374,3833.678955,4083.77417,4333.869629,4583.964844,4834.060059,5551.496094,6268.931641,6986.367676,7703.803711,8421.239258,9138.675781,9856.111328,9856.111328,9856.111328,9708.404297,9560.696289,9464.782227,9368.868164,9272.955078,9177.041016,9081.126953,9132.919922,9184.713867,9184.713867,9184.713867,9184.713867,9135.386719,9086.05957,9036.732422,8987.405273,8938.078125,8888.750977,8839.423828,8839.423828,8839.423828,8839.423828,8839.423828,8839.423828,8839.423828,8839.423828,8839.423828,8839.423828,8839.423828,8839.423828,8839.423828,8839.423828,8839.423828,8839.423828,8839.423828,8839.423828,8839.423828,8839.423828,8839.423828,8839.423828,8839.423828,8839.423828,8839.423828,8839.423828,8839.423828,8839.423828,8839.423828,8839.423828,8839.423828,8839.423828,8839.423828
KOR,"Korea, South",https://www.countryflags.io/kr/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625.2047729,769.2560425,814.7734375,818.5216064,910.8560791,995.2015381,958.3873291,886.9956055,795.2410889,756.3479614,753.2060547,605.6917725,483.8608398,389.4737549,313.3539429,254.0315704,246.4135132,244.2709198,219.4983673,230.8008881,261.5499878,309.5089417,337.94104,338.2455444,337.7140503,407.3562622,429.8367615,425.5571289,450.2189941,505.0015259,526.7623291,528.4370728,550.7653198,587.1144409,633.0166626,641.8831787,629.8913574,631.3668213,630.2401733,632.0837402,628.8006592,631.8595581,759.6531982,930.2901611,984.4470825,997.1281738,1229.567871,1473.708618,1710.497192,1867.080078,2078.118896,2192.655518,2197.441895,2315.32251,2499.808838,2804.528809,3155.845703,3488.31958,3504.851318,3492.242188,3314.806396,3026.064453,2508.852539,2079.101563,1611.584106,1508.468872,1516.001099,1502.129761,1481.714233,1591.437134,1494.484009,1384.262817,1364.531128,1365.129028,1409.002075,1594.116699,1592.873779,1964.747437,2376.375,2399.868652,2394.739258,2574.079346,2626.054932,2794.527344,4157.70459,5183.677246,5553.580078,5558.523926,6221.199219,7387.007324,8080.51709,7130.597656,6547.275879,6456.423828,6453.29541,7731.046875,8224.532227,8805.420898,10708.03418,12535.08594,13618.81445,13719.00391,14041.24609,12840.48828,12071.31934,10141.10547,8206.217773,7728.178711,8615.700195,6251.134277,5815.961914,5353.367676,4791.208496
KNA,St. Kitts and Nevis,https://www.countryflags.io/kn/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5983.347656,5983.347656,5983.347656,5983.347656,5983.347656,5983.347656,5983.347656,5983.347656,5983.347656,5983.347656,5983.347656,5983.347656,5983.347656,5983.347656,5983.347656,5983.347656,5743.333496,5503.319336,5263.305176,4746.676758,4230.047852,3713.418945,3196.790039,2920.175293,2643.560547,2366.945801,2366.945801,2395.20874,2423.471924,2451.734863,2479.998047,2508.260986,2536.52417,2564.787109,2564.787109,2564.787109,2564.787109,2564.787109,2564.787109,2564.787109,2564.787109,2672.391113,2779.994873,2887.598877,2995.202881,3443.325439,3257.175293,3071.024902,2777.270752,2483.516602,2189.762451,1896.008179,1337.557495,1413.379761,1489.201904,1565.024048,1640.846191,1716.668457,1792.490601,1792.490601,1792.490601,1792.490601,1792.490601,1792.490601,1792.490601,2386.695801,2980.900879,3575.106201,4169.311035,4763.516602,5357.72168,5951.926758,5951.926758,6521.841309,7091.756348,7661.670898,8231.585938,8801.500977,9371.415039,10403.52734,10865.72559,11327.92285,11790.12012,12488.22949,13186.33789,13884.44629,14120.3584,14356.26953,13782.56348,13208.85742,12399.24023,11589.62305,10780.00586,9941.375977,9102.74707,9073.734375,9044.722656,8512.96875,7981.214355,7449.460449,6946.718262,6443.976563,5905.820801,5367.665039,5332.250977,5296.837402,5261.42334,5195.952637,5130.482422,5100.425781,5070.369141,5040.3125,5010.256348,4980.199707,4980.199707,4980.199707
KHM,Cambodia,https://www.countryflags.io/kh/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.84516144,103.9837112,137.9929199,177.3033142,189.3532715,201.4032288,266.2714539,294.4124451,370.8441772,383.8113708,370.6859436,368.3913879,366.0968628,436.8406067,613.4406128,713.7935181,799.6671143,913.8399658,985.5858765,1013.419189,980.8209839,944.0908813,1042.184326,1175.073975,1234.301025,1304.104126,1334.944092,1296.710571,1327.603271,1308.385498,1207.790771,1173.35083,1136.304199,1116.251221,1139.073486,1022.474243,904.7409058,961.2471313,1015.159851,1096.12793,1156.884766,1195.162109,1220.050293,1230.213135,1232.78894,1442.374023,1725.981934,2062.135498,2416.496094,2795.164551,3216.602539,3511.366699,3981.183594,4048.17334,4013.711426,4263.894531,4402.182129,4136.086426,3846.667725,3233.983154,2790.803955,2396.012207,2501.041992,2325.08374,2577.974854,2964.072021,3288.568359,3719.69458,4121.72168,3671.166504,3574.831299,3551.419922,3473.713379,3242.431396,3131.124512,3336.612793,3483.172852,3742.200439,3777.189697,3917.314697,4227.164551,4324.273438,4197.14209,4157.818848,4029.342529,4047.118408,3920.883789,3650.9729,3413.194092,3363.505615,3431.348145,3645.750732,3820.240967,4026.801758,4331.693359,4855.277832,5033.126465,5228.988281,5179.035645,5358.308594,5529.774414,5761.786133,5899.677734,6055.56543,6028.145508,5853.505859,5367.626953,4948.228516,4485.559082,4009.887207,3602.708496,3133.050049,2939.640869,2868.097168,3039.36084,3381.967285,3787.115234,4305.908691,4989.916992,5822.789063,6258.222656,6250.099609,6162.186523,6047.583008,5891.510742,5571.330566,5343.574219,5420.146484,6130.282715
KGZ,Kyrgyz Republic,,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3170681,11.3170681,11.3170681,14.33210754,18.36839485,22.40468025,26.44096756,30.47725487,34.51354218,69.27027893,101.0119858,131.7324371,162.4528961,193.1733551,223.8937988,254.6142578,254.6142578,254.6142578,254.6142578,254.6142578,254.6142578,254.6142578,254.6142578,254.6142578,254.6142578,244.7782745,234.9422913,225.106308,215.27034,205.4343567,195.5983734,185.7623901,185.7623901,185.7623901,185.7623901,185.7623901,185.7623901,185.7623901,194.6457977,203.5291901,212.4125977,221.29599,230.1793976,239.0627899,247.9461975,296.2020569,344.4579468,392.7138062,440.969696,489.2255554,537.4814453,585.7373047,585.7373047,585.7373047,585.7373047,585.7373047,585.7373047,585.7373047,585.7373047,585.7373047,585.7373047,585.7373047,585.7373047,585.7373047,585.7373047,585.7373047,585.7373047,563.5839233,541.430542,519.2771606,497.1237793,474.9703979,452.8170166,430.6636353,430.6636353,430.6636353,430.6636353,430.6636353,430.6636353,430.6636353,430.6636353,430.6636353
KEN,Kenya,https://www.countryflags.io/ke/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.69349384,16.41505432,18.13661575,19.85817528,28.0638504,36.26952362,44.47519684,58.41261292,72.35002899,86.28744507,100.2248611,107.6781616,115.1314621,122.5847626,141.5423126,160.4998627,182.6991119,204.8983459,227.09758,249.296814,271.4960632,267.1448975,262.7937622,255.2009125,315.3405457,375.4801941,435.619812,495.7594604,691.2984009,727.3858032,763.4732666,731.8282471,700.1832275,668.538208,636.8931885,523.7677002,570.09375,556.8262939,543.5588989,530.2915039,517.0240479,503.7566528,429.9710999,356.1855774,341.9934692,327.8013306,313.6092224,299.4171143,285.2250061,258.8179321,232.4108734,206.0037994,179.5967255,153.1896515,126.7825851,100.3755188,100.3755188,100.3755188,100.3755188,100.3755188,100.3755188,100.3755188,100.3755188,100.3755188,94.30854797,86.72997284,79.15139771,71.57282257,63.99425125,56.41567612,51.4800415,48.89492035,46.20361328,43.51231003,38.31093597,40.69258118,41.08952332,39.6413002,42.82683563,45.15066528,42.41405106,42.18750381,35.85535049,31.50789833,29.87065506,28.09720612,36.56417084,39.93733597,53.75105667,96.75022888,163.2545471,236.635849,329.6195984,339.8266602,360.1879578,352.9996643,370.3644409,348.2963867,291.9907837,219.4545288,215.282196,195.184967,199.1432648,144.9363251,126.6987228,155.6353912
KAZ,Kazakhstan,https://www.countryflags.io/kz/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.65287781,69.65287781,69.65287781,69.65287781,69.65287781,64.69046783,59.72805405,54.76564026,49.80323029,44.8408165,39.87840652,34.91599274,34.91599274,34.91599274,34.91599274,34.91599274,34.91599274,34.91599274,56.92457962,78.9331665,100.9417572,122.9503403,144.9589233,166.967514,188.9761047,188.9761047,188.9761047,188.9761047,188.9761047,188.9761047,188.9761047,188.9761047,188.9761047,188.9761047,188.9761047,188.9761047,188.9761047,219.5552063,250.1342926,280.7134094,347.2922668,413.8711243,480.4499817,547.0288696,583.0286255,619.0283813,655.0281372,655.0281372,655.0281372,655.0281372,655.0281372,655.0281372,655.0281372,655.0281372,655.0281372,655.0281372,655.0281372,655.0281372,655.0281372,655.0281372,655.0281372,655.0281372,655.0281372,790.888916,926.7496338,1371.236938,1815.724365,2260.21167,2704.698975,3149.186279,3457.812988,3322.867188,2879.294922,2435.722656,2389.712646,2030.310913,1670.90918,1477.307617,1727.27832,1977.248901,5212.161621,4993.539063,5088.308594,5183.078125,5112.047363,5041.016602,4969.98584,3643.858154,3890.387451,4136.916992,4443.460449,4750.004395,5056.547852,5363.091797,3508.895508,3138.015381,2767.135254,2587.07666,2216.520508,1739.738525,1520.745361,1766.679321,2038.69458,2314.697266,2409.922607,2438.333984,2428.740967,2460.271729,2415.504883,2684.653564,2427.748047,2100.783936,1976.588379,1996.622437,1889.012939,1816.507202,1399.274414,1596.222168,1829.782471,1986.009155,2073.443848,2286.551758,2539.970215,2802.87207,3052.780273,3374.959717,3537.147705,3556.849609,3782.106934,3919.37085,4080.565918,4230.424805,4215.304688,4188.253418,4206.720215,4241.362305,4245.51416,4350.418457
