Iso3,Country,image,idb,02Dec20,03Dec20,04Dec20,05Dec20,06Dec20,07Dec20,08Dec20,09Dec20,10Dec20,11Dec20,12Dec20,13Dec20,14Dec20,15Dec20,16Dec20,17Dec20,18Dec20,19Dec20,20Dec20,21Dec20,22Dec20,23Dec20,24Dec20,25Dec20,26Dec20,27Dec20,28Dec20,29Dec20,30Dec20,31Dec20,01Jan21,02Jan21,03Jan21,04Jan21,05Jan21,06Jan21,07Jan21,08Jan21,09Jan21,10Jan21,11Jan21,12Jan21,13Jan21,14Jan21,15Jan21,16Jan21,17Jan21,18Jan21,19Jan21,20Jan21,21Jan21,22Jan21,23Jan21,24Jan21,25Jan21,26Jan21,27Jan21,28Jan21,29Jan21,30Jan21,31Jan21,01Feb21,02Feb21,03Feb21,04Feb21,05Feb21,06Feb21,07Feb21,08Feb21,09Feb21,10Feb21,11Feb21,12Feb21,13Feb21,14Feb21,15Feb21,16Feb21,17Feb21,18Feb21,19Feb21,20Feb21,21Feb21,22Feb21,23Feb21,24Feb21,25Feb21,26Feb21,27Feb21,28Feb21,01Mar21,02Mar21,03Mar21,04Mar21,05Mar21,06Mar21,07Mar21,08Mar21,09Mar21,10Mar21,11Mar21,12Mar21,13Mar21,14Mar21,15Mar21,16Mar21,17Mar21,18Mar21,19Mar21,20Mar21,21Mar21,22Mar21,23Mar21,24Mar21,25Mar21,26Mar21,27Mar21,28Mar21,29Mar21,30Mar21,31Mar21,01Apr21,02Apr21,03Apr21,04Apr21,05Apr21,06Apr21,07Apr21,08Apr21,09Apr21,10Apr21,11Apr21,12Apr21,13Apr21,14Apr21,15Apr21,16Apr21,17Apr21,18Apr21,19Apr21,20Apr21,21Apr21,22Apr21,23Apr21,24Apr21,25Apr21,26Apr21,27Apr21,28Apr21,29Apr21,30Apr21,01May21,02May21,03May21,04May21,05May21,06May21,07May21,08May21,09May21,10May21,11May21,12May21,13May21,14May21,15May21,16May21,17May21,18May21,19May21,20May21
TJK,Tajikistan,https://www.countryflags.io/tj/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70517,70517,70517,70517,70517,70517,70517,70517,70517,70517,70517,70517
THA,Thailand,https://www.countryflags.io/th/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,320,2741,5380,8150,11008,13928,17296,21112,24407,27702,31489,35768,40540,45467,50549,55787,61180,66236,70955,75338,79721,84104,88487,92870,98494,105359,113465,122812,133401,145231,158161,170950,185763,200476,215212,233423,253925,282381,319771,363414,407863,452516,493038,529512,556786,573880,583577,591166,598099,610624,629668,669978,724091,794118,867780,943649,1023766,1104781,1173325,1237152,1291671,1343158,1391335,1430133,1472042,1508783,1543093,1579294,1616316,1662457,1719577,1771361,1834008,1901572,1964539,2032262,2097178,2160398,2233267,2304660,2379449
TGO,Togo,https://www.countryflags.io/tg/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2806,5612,8418,11224,14030,16836,19642,22448,25254,28060,30866,33672,36478,39284,42090,44883,47662,50427,53179,55917,58641,61352,64063,66774,69485,72196,74907,77618,80329,83040,85856,88778,91805,94938,98176,103170,109920,118320,128370,138479,148648,158877,167515,174563,180020,183887,187754,191621,195488,199355,203222,207089,210956,214823,218690,222557,226424,230291,234158,238025,241892,245759,249626,253493,257360,261227,265094,268961,272828,272828,272828,272828
TCA,Turks and Caicos Islands,https://www.countryflags.io/tc/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,624,936,1248,1560,1872,2184,2496,2808,3120,3432,3744,4056,4368,4680,4992,5304,5616,5928,6240,6552,6864,7176,7488,7800,8112,8424,8736,9048,9360,9672,9984,10296,10608,10920,11232,11544,11856,12168,12480,12792,13104,13416,13728,14040,14352,14664,14976,15288,15600,15912,16224,16536,16848,17160,17472,17784,18096,18408,18720,19032,19344,19656,19968,20280,20592,20904,21216,21528,21840,22152,22464,22776,23088,23400,23712,24024,24336,24611,24850,25052,25218,25348,25441,25498,25555,25612,25669,25726,25783,25840,25840,25840,25840,25840,25840,25840,25840,25840,25840,25840,25840,25840,25840,25840,25840,25840,25840,25840,25840,25840,25840,25840,25840,25840,25840,25840,25840,25840,25840,25840,25840,25840,25840,25840,25840,25840,25840,25840,25840
SYR,Syrian Arab Republic,,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,132,198,264,330,396,462,528,594,660,726,792,858,924,990,1056,1122,1188,1254,1320,1386,1452,1518,1584,1650,1716,1782,1848,1914,1980,2046,2112,2178,2244,2310,2376,2442,2508,2508,2508,2508,2508,2508,2508,2508,2508,2508,2508,2508,2508,2508,2508,2508,2508,2508,2508,2508,2508,2508,2508,2508,2508,2508,2508,2508,2508,2508,2508,2508,2508,2508,2508,2508,2508,2508,2508,2508,2508,2508,2508
SYC,Seychelles,https://www.countryflags.io/sc/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1000,1500,2000,2600,3267,4267,5385,6621,7975,9570,11288,13129,14751,16293,17756,19433,21208,23173,25169,27157,29236,31406,33345,34989,36276,37365,38352,39318,40263,41426,42993,44998,47201,49602,51985,54350,56574,58473,60111,61705,63039,64248,65651,67162,68802,70489,72233,74250,76280,78003,79421,80568,81514,82248,82770,83341,83961,84733,85657,86570,87435,88252,89020,89740,90286,90658,90950,91315,91754,92266,92852,93530,94471,95477,96456,97407,98331,99227,100096,100781,101479,102135,102749,103321,103851,104339,104889,105500,106228,107073,108028,109093,110268,111386,112446,113449,114395,115290,116134,116965,117833,118737,119678,120633,121601,122583,123537,124462,125423,126265,127012,127663,128219,128738,129221,129562,129915,130281,130659,131049,131398,131705,131991,132256,132500,132500,132500,132500,132500,132500
SXM,Sint Maarten (Dutch part),,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24634,24846,25058,25270,25482,25694,25906,26118,26118,26118,26118,26118,26118,26118
SWZ,Eswatini,https://www.countryflags.io/sz/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3377,6754,10131,13508,16885,20262,23506,26617,29595,32146,34270,35966,37235,38210,38890,39276,39662,40048,40434,40820,41310,41767,42192,42598,43047,43538,43976,44258,44520,44762,44970,45083,45101,45119,45137,45155,45173,45191,45209,45227,45245,45263,45281,45299,45299,45299,45299,45299,45299,45299,45299
SWE,Sweden,https://www.countryflags.io/se/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2254,4170,6086,8002,9918,11834,13750,15666,18024,20823,24063,27744,31866,36429,41433,47304,54042,61647,70120,79460,89667,100741,112534,125047,138279,152230,166901,182291,198400,214021,229153,243797,257953,271620,284799,297489,310385,323487,336795,350309,364029,377955,392087,406550,421343,436467,451921,467706,483821,500266,517427,535303,553895,573202,593225,613963,635417,656911,678446,700021,721637,743294,764991,786729,809093,832084,855702,879947,904818,930316,956441,983278,1010828,1039091,1068066,1097754,1128155,1159268,1189492,1218826,1247270,1274824,1301489,1327264,1352149,1377494,1403298,1429562,1456285,1483468,1511110,1539211,1568663,1599465,1631617,1665120,1699973,1736177,1773731,1814220,1857644,1904004,1953299,2005529,2060694,2118795,2176896,2234997,2293098,2351199,2409300,2467401,2525502,2584163,2643384,2703165,2763507,2824409,2885871,2947894,3009062,3069376,3128836,3187442,3245194,3302091,3358134,3415165,3473184,3532192,3592188,3653172,3715144,3778104,3838254,3895594,3950124,4001844,4050754,4095774,4136904,4176955,4215926,4254639,4297984
SVN,Slovenia,https://www.countryflags.io/si/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6043,7602,9023,10102,11375,12423,13364,14250,15067,16053,17739,19940,22580,25199,27738,30192,32552,34827,37283,39980,42687,45395,48066,50789,53511,55946,57990,60089,62209,64297,66337,68430,70725,73363,75916,78448,80986,83422,85822,88403,91137,93940,96743,99595,102305,104787,107439,110516,113636,116760,119840,123062,126617,130235,133585,137169,140749,144385,148080,151980,156153,160473,164563,168653,172837,177114,181456,185849,190603,195502,200401,205395,210676,216269,222242,228672,236019,243366,250688,257562,263940,269762,274723,279095,283467,287767,292524,297820,303733,310862,318423,326164,333905,342163,351094,360733,369793,378246,386746,395085,402701,409106,414945,421960,429856,437756,445921,454228,463316,472979,481774,490134,498446,506879,515722,525304,534959,545115,554812,564423,573702,582095,589208,596194,603669,611731,620188,629722,640610,652942,666505,680224,694459,708458,721854,735306,749375,763625,778414,793274,808325,824081,840291,856667,872672
SVK,Slovakia,https://www.countryflags.io/sk/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,3734,8288,13464,17926,22152,26354,32004,37734,43523,49428,55298,60740,66884,72655,78587,84500,90258,95861,101456,107050,112541,117915,123654,130111,136727,143384,150440,158215,166653,175741,185293,195043,204779,214447,224486,234719,244862,254868,265092,276834,288897,300456,311809,322790,333641,344826,355369,365768,376364,387153,397926,408672,419856,430932,442383,454200,466069,478219,490342,504057,518782,533317,547099,560512,574685,589873,605457,621579,638341,656464,675870,695658,715404,734658,753864,773589,793813,814445,834916,855421,875114,893817,912444,930774,949157,967825,984338,1000416,1015772,1028128,1040343,1052538,1064918,1080402,1097348,1116718,1139189,1161826,1184250,1206784,1229466,1252780,1274857,1296780,1318921,1341020,1362914,1384369,1405143,1426862,1449483,1471892,1494467,1517370,1540829,1565716,1590821,1615160,1640085,1665269,1690589,1716087,1743720,1772765,1803187,1834183,1865925,1898264,1931346,1963599,1996364,2029072,2061357,2095948,2131020
SUR,Suriname,https://www.countryflags.io/sr/flat/64.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,736,1104,1472,1840,2208,2576,2944,3312,3680,4048,4416,4784,5152,5520,5888,6256,6624,6992,7360,7728,8096,8464,8832,9200,9899,10679,11540,12486,13563,14872,16413,17913,19412,20864,22266,23703,24977,26088,26922,27689,28433,29155,29724,30355,31048,31697,32301,32860,33440,34002,34427,34715,35005,35298,35593,35825,36033,36244,36460,36705,36958,37220,37490,37908,38352,38820,39313,39838,40396,40986,41529,42120,42758,43539,44388,45305,46290,47274,48257,49235,50114,51046,52032,53114,54302,56429
STP,Sao Tome and Principe,https://www.countryflags.io/st/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566,1132,1698,2264,2830,3396,3962,4565,5205,5881,6594,7343,8129,8952,9665,10268,10761,11144,11417,11580,11633,11686,11739,11792,11845,11898,11951,12004,12057,12110,12163,12216,12269,12322,12375,12428,12481,12534,12587,12640,12693,12746,12799,12852,12905,12958,13011,13064,13117,13170,13223,13276,13329,13382,13435,13488,13541,13594,13647,13700,13753,13806,13859,13912,13912,13912
SSD,South Sudan,https://www.countryflags.io/ss/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,190,285,380,475,570,665,760,855,950,1055,1170,1296,1432,1578,1735,1902,2069,2236,2403,2570,2737,2904,3071,3238,3405,3572,3739,3906,4073,4240,4407,4574,4741,4908,5075,5242,5408,5572,5735,5897,6057,6216,6216,6216
SRB,Serbia,https://www.countryflags.io/rs/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,8150,9300,10803,12483,14268,16124,18345,21032,24185,27653,31436,35534,45062,58942,78427,105059,136593,176494,221811,267057,311492,350638,384796,416212,441421,463110,481021,496394,511238,523710,537968,554012,572104,602299,644858,697766,761022,824676,888727,953176,1008600,1054998,1095604,1130418,1165232,1200046,1236085,1271744,1304889,1338770,1368196,1397495,1426293,1453658,1482388,1514626,1545622,1576281,1609736,1645253,1682058,1717823,1757620,1801482,1852390,1900322,1943446,1984058,2024734,2062485,2091989,2115162,2134964,2157024,2180497,2201943,2219269,2239225,2261200,2288830,2319426,2348410,2380758,2414899,2449398,2484256,2515898,2545137,2579839,2618843,2663721,2712018,2760597,2808997,2856406,2898565,2935528,2964918,2989511,3012496,3035155,3057488,3079495,3101833,3123434,3151724,3179619,3205836,3238513,3277650,3318472,3364423,3403392,3440959,3484856,3526946,3567228,3603311,3637951,3675169,3714036,3748966,3782396,3814325,3848041,3880786,3914378,3948585,3984300,4021017,4059404,4059404
SOM,Somalia,https://www.countryflags.io/so/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117567,117967,118367,118767,119167,119567,119967,120367,120767,121167,121567,121967,122367,122767,123167,123567,123919,124223,124479,124687,124847,124959,125023,125087,125151,125215,125279,125343,125407,125471,125471,125471,125471,125471
SMR,San Marino,https://www.countryflags.io/sm/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,155,275,457,669,939,1247,1576,1914,2260,2615,3013,3427,3845,4201,4574,4964,5396,5835,6270,6715,7187,7646,8092,8520,8909,9274,9615,9978,10362,10768,11150,11561,11955,12332,12733,13112,13469,13804,14155,14587,15081,15569,16120,16733,17409,18099,18778,19489,20132,20756,21385,22019,22681,23355,24018,24722,25393,26008,26648,27234,27781,28248,28720,29197,29705,30164,30668,31236,31910,32589,33274,33937,34644,35337,35999,36678,37348,38009,38661,39417,39417,39417
SLV,El Salvador,https://www.countryflags.io/sv/flat/64.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,2400,3600,4800,6000,7556,9366,11480,13498,15421,17248,18979,20310,21240,21769,22298,22827,23356,23885,24414,24943,25472,26001,26530,27059,28037,29463,31337,33923,36790,39938,43367,46700,49938,53081,55865,58721,61649,64649,68642,73628,79607,88104,98008,108246,118817,128728,137980,146572,153647,160314,167648,175648,192052,214356,243138,277539,317620,362193,408591,449078,493666,533427,568552,602553,632872,662177,690468,714077,741814,773011,804033,835509,867438,899821,928815,956805,984428,1012831,1040438,1067249,1093265,1118485,1144804,1172253,1200211,1232034,1265660,1301088,1341697,1382145,1422621
SLE,Sierra Leone,https://www.countryflags.io/sl/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,970,1940,2910,3880,4850,5820,6790,7760,8730,9700,10670,11935,13495,15349,17498,19941,23110,26224,28987,31400,33462,35174,36535,37114,37693,38272,38851,39517,40269,41108,42033,43151,44372,45696,47037,48395,49769,51160,52462,53764,55066,56368,57623,58832,59888,60792,61604,62325,62938,63491,63983,64520,65102,65669,66220,66220,66220,66220,66220,66220,66220,66220,66220,66220,66220,66220,66220
SLB,Solomon Islands,https://www.countryflags.io/sb/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,250,375,500,625,750,875,1000,1125,1250,1375,1500,1625,1750,1875,2000,2125,2250,2375,2500,2625,2750,2874,2998,3121,3244,3367,3489,3666,3897,4183,4523,4917,5366,5869,6316,6707,7041,7319,7541,7707,7817,7943,8085,8244,8419,8611,8819,9044,9337,9699,10130,10629,11197,11834,12540,12540,12540
SGP,Singapore,https://www.countryflags.io/sg/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3400,6200,10290,14810,19545,24409,29359,34370,39750,45130,50510,55890,62017,68891,76512,84881,93997,103844,114423,124986,135533,146418,157641,168687,179573,190298,200862,211266,221155,230530,239905,249798,260209,271138,282584,294548,307030,320030,333030,346316,359888,373747,387892,402323,417040,432044,447048,462052,477056,492060,506823,521346,535628,549243,562191,574472,586797,600915,616826,634531,654456,676600,700964,726837,754717,784605,816501,850404,886315,924234,964160,1003682,1042498,1080608,1118012,1154710,1190702,1225988,1261664,1298030,1335086,1372833,1411270,1451829,1494510,1538623,1583552,1629297,1675859,1723237,1769999,1816145,1861675,1907205,1952735,1998265,2043795,2089325,2134348,2178863,2222870,2266369,2309360,2351843,2393818,2435793,2477768,2519743,2561718,2603693,2645668,2687643,2729618,2771593,2813568,2855543,2897518,2939493,2981468,3023443,3062406,3098356,3131294,3165631,3201367,3238502,3277036,3277036,3277036,3277036
SEN,Senegal,https://www.countryflags.io/sn/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2126,6042,11452,16583,21086,26129,31823,37759,43561,49335,54830,60261,64757,68768,71992,77254,84130,93711,103161,113497,124381,135524,143959,149768,153765,157762,162124,167303,174688,183699,194335,204700,215235,224442,234054,243033,252121,261122,270758,280750,290931,299584,307707,315131,321691,327983,334590,341163,348871,356360,363512,370035,375384,380229,385087,388724,391588,393797,396045,398537,400811,402888,405203,407617,410258,412502,414634,416732,418777,420637,422329,423910,425640,427689,429690,431642,433241,435047,436465,437732,438496,439281,440087,440932,441378,441891
SDN,Sudan,https://www.countryflags.io/sd/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659,3318,4977,6636,8295,9954,11613,13272,14931,16590,18249,19908,21567,23226,24885,26544,28203,29862,31521,33180,34839,36498,38157,39816,41475,43134,47515,52951,59442,66988,75589,84395,93406,99899,105542,110336,114280,117374,120468,123562,126656,129750,132844,135938,139931,144824,150617,157310,164903,173395,182787,192179,201571,210963,220355,229747,239139,248531,257923,267315,267315,267315,267315,267315,267315,267315,267315,267315,267315,267315,267315
SAU,Saudi Arabia,https://www.countryflags.io/sa/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137862,151354,164846,178338,192642,207434,222551,237900,253713,269990,286732,303044,318925,334376,349397,363988,378149,391879,404647,416453,427297,437179,446099,454057,461053,467100,472197,476345,479543,481792,483091,483441,483791,484141,484491,484841,485259,485745,486298,487935,490656,496105,504283,515174,528778,545096,563111,582823,602527,622224,645808,673279,704637,740645,781304,836032,915237,992785,1068676,1142696,1214082,1299728,1382940,1453206,1538116,1634410,1746406,1874887,2004779,2129301,2257168,2381760,2522260,2654208,2791723,2927309,3077062,3230576,3389823,3528883,3671320,3805308,3934846,4052115,4163119,4273592,4392646,4517498,4641425,4765423,4911001,5074666,5255057,5435027,5614267,5798169,5982901,6151786,6295468,6420674,6541019,6663893,6792889,6923440,7056503,7209308,7364512,7523585,7676087,7829435,7995699,8172006,8347232,8521990,8721853,8926018,9124830,9308194,9471748,9624570,9778568,9911041,10047176,10186290,10327190,10487552,10651669,10806563,10955290,11104933,11253425,11406259,11557572,11718563,11895881
RWA,Rwanda,https://www.countryflags.io/rw/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4170,8340,12510,16680,20850,25020,29190,33360,37530,41700,45870,50040,54210,58380,62550,66720,70890,75060,90612,111219,132690,155190,178367,202375,227235,240755,249183,264231,278182,291431,303546,315023,326425,337438,340942,344658,348505,352102,354893,357124,359190,360687,361447,361510,361534,361558,361582,361606,361630,361654,361678,361702,361726,361750,361774,361798,361822,361846,361870,361930,361988,362044,362099,362152,362203,362253,362265,362277,362289,362301,362313,362325,362337,362349,362378,362424,362481,362549,362621,362695,362771,362771,362771,362771,362771,362771,362771,362771,362771,362771,362771,362771,362771,362771
RUS,Russia,https://www.countryflags.io/ru/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,28500,31857,35214,38571,41928,45285,48642,51999,64591,86418,117479,157775,207306,266071,334071,402071,470071,538071,606071,666954,720720,767369,806901,839317,864616,882798,900980,919162,937344,955526,983759,1022043,1070378,1128763,1197199,1275686,1364224,1452762,1541300,1629838,1718376,1806914,1895452,1983990,2072528,2161066,2249604,2338142,2426680,2515218,2603756,2692294,2780832,2869370,2957908,3046446,3134984,3223522,3312060,3400598,3489136,3577674,3666212,3754750,3843288,3931826,4020364,4108902,4197440,4285978,4374516,4463054,4551592,4640130,4728668,4817206,4905744,4994282,5104388,5276331,5477213,5705735,5931840,6147293,6353653,6576337,6756793,6908616,7033104,7160316,7298485,7446054,7556037,7646823,7764156,7885757,8002415,8155436,8344820,8570567,8832571,9104391,9408306,9753528,10098750,10403048,10685238,10956500,11198016,11427295,11618964,11774820,11959369,12198544,12443145,12707371,12984305,13268238,13561695,13862970,14137256,14395770,14658733,14904934,15199050,15480161,15763584,16028365,16321824,16616997,16956952,17240604,17537460,17821636,18139136,18468500,18796868,19061712,19335716,19592180,19822376,20061858,20298124,20507032,20744556,20976108,21215476,21454896,21720008,21949326,22234368,22557388,22882920,23211692,23593812,23920520,24261096
