Iso3,Country,image,idb,02Dec20,03Dec20,04Dec20,05Dec20,06Dec20,07Dec20,08Dec20,09Dec20,10Dec20,11Dec20,12Dec20,13Dec20,14Dec20,15Dec20,16Dec20,17Dec20,18Dec20,19Dec20,20Dec20,21Dec20,22Dec20,23Dec20,24Dec20,25Dec20,26Dec20,27Dec20,28Dec20,29Dec20,30Dec20,31Dec20,01Jan21,02Jan21,03Jan21,04Jan21,05Jan21,06Jan21,07Jan21,08Jan21,09Jan21,10Jan21,11Jan21,12Jan21,13Jan21,14Jan21,15Jan21,16Jan21,17Jan21,18Jan21,19Jan21,20Jan21,21Jan21,22Jan21,23Jan21,24Jan21,25Jan21,26Jan21,27Jan21,28Jan21,29Jan21,30Jan21,31Jan21,01Feb21,02Feb21,03Feb21,04Feb21,05Feb21,06Feb21,07Feb21,08Feb21,09Feb21,10Feb21,11Feb21,12Feb21,13Feb21,14Feb21,15Feb21,16Feb21,17Feb21,18Feb21,19Feb21,20Feb21,21Feb21,22Feb21,23Feb21,24Feb21,25Feb21,26Feb21,27Feb21,28Feb21,01Mar21,02Mar21,03Mar21,04Mar21,05Mar21,06Mar21,07Mar21,08Mar21,09Mar21,10Mar21,11Mar21,12Mar21,13Mar21,14Mar21,15Mar21,16Mar21,17Mar21,18Mar21,19Mar21,20Mar21,21Mar21,22Mar21,23Mar21,24Mar21,25Mar21,26Mar21,27Mar21,28Mar21,29Mar21,30Mar21,31Mar21,01Apr21,02Apr21,03Apr21,04Apr21,05Apr21,06Apr21,07Apr21,08Apr21,09Apr21,10Apr21,11Apr21,12Apr21,13Apr21,14Apr21,15Apr21,16Apr21,17Apr21,18Apr21,19Apr21,20Apr21,21Apr21,22Apr21,23Apr21,24Apr21,25Apr21,26Apr21,27Apr21,28Apr21,29Apr21,30Apr21,01May21,02May21,03May21,04May21,05May21,06May21,07May21,08May21,09May21,10May21,11May21,12May21,13May21,14May21,15May21,16May21,17May21,18May21,19May21,20May21
ROU,Romania,https://www.countryflags.io/ro/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965,2066,2972,4539,6870,9008,11054,12858,16207,21754,29309,38753,50332,63055,76583,90823,104943,118616,129740,142735,156133,169832,185553,204067,226084,253774,282669,314497,349083,384710,421615,459089,496418,533713,569929,604948,638741,670220,699005,725491,750427,774486,798044,822353,848271,876666,907327,939791,974546,1011354,1048463,1086596,1125088,1163775,1202283,1240452,1278345,1315199,1349677,1381997,1411523,1438334,1462685,1484635,1506911,1530446,1555478,1583864,1616283,1653407,1695395,1738998,1784036,1830889,1878624,1926650,1974688,2022371,2070928,2121168,2171819,2222758,2273765,2325084,2376648,2427786,2478735,2530374,2583007,2636393,2690871,2746820,2803606,2861215,2918703,2976009,3033721,3090987,3147341,3203540,3258386,3312815,3367131,3420921,3475642,3531599,3589200,3649893,3714126,3781678,3852851,3926772,4002826,4080650,4160230,4241476,4323767,4407596,4492640,4578424,4665000,4750971,4835800,4919631,5001778,5079688,5152479,5223236,5294129,5366532,5441801,5519054,5603538,5696974,5795109,5896135,5998647,6101556,6207010,6313662,6419989,6525630,6630000,6732894,6732894
QAT,Qatar,https://www.countryflags.io/qa/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1351,2702,4053,5404,6755,8106,9457,10808,12159,13510,14861,16212,17563,18914,20265,21616,22967,24318,25669,27020,28371,29722,31073,32424,33775,35126,36477,37828,39179,40530,41881,43232,44583,45934,47285,48636,49987,51758,53948,56557,59585,63032,66899,71185,75471,79757,84043,88329,92615,96901,101187,105473,109759,114045,118331,122617,126903,131189,136434,142638,149801,157923,167005,177046,188046,199046,210046,221046,232046,243046,254046,265046,276046,287046,298046,309998,322903,336760,352141,369046,387475,407427,427951,449046,470035,490346,509979,528935,547213,565402,583611,602383,621731,641899,662406,683220,704571,726459,749053,772299,795908,819903,844266,868514,892925,917381,941769,966687,991408,1015540,1039809,1064106,1088650,1113004,1137006,1160272,1184337,1208159,1231715,1254770,1277946,1301196,1325435,1349368,1373829,1398559,1423697,1449604,1475862,1502179,1529058,1556585,1585339,1614636,1644021,1673498,1703235,1733139,1763033,1792357,1822321,1852629,1883229,1913923,1945671,1978342,2011742,2045897,2081065
PYF,French Polynesia,https://www.countryflags.io/pf/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2133,2318,2503,2688,2873,3058,3243,3428,3613,3821,4053,4308,4587,4889,5215,5578,5937,6291,6640,6984,7323,7657,7966,8269,8567,8859,9145,9425,9718,10019,10328,10646,10972,11306,11648,11979,12397,12902,13494,14173,14939,15792,16732,17639,18514,19356,20165,20942,21686,22397,23131,23888,24668,25471,26297,27146,28018,28851,29646,30402,31119,31798,32438,33039,33640,34381,35262,36283,37444,38745,40186,41687,43108,44449,45710,46891,47992,49012,50104,51268,52504,53812,55192,56644,58167,59666,61140,62589,64014,65414,66789,68139,69492,70847,72204,73563,74925,76289,77655,78919,80080,81139,82096,82950,83702,84351,84351,84351
PSE,West Bank and Gaza,https://www.countryflags.io/ps/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81942,87066,92704,97657,102268,106431,111421,117047,123522,130654,138611,146120,153455,160566,167331,173254,178214,182552,186826,191041,195420,199508,203569,207639,211978,216353,223740,233000,244666,258737,275343,294083,315904,337725,359546,381367,403188,422161,438286,451563,461992,469573,474307,476193,477816,479176,480289,481156,482036,482976,483818,485132
PRY,Paraguay,https://www.countryflags.io/py/flat/64.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,472,805,1145,1449,1707,1932,2132,2287,2386,2438,2474,2507,2543,2582,2624,2797,3229,4107,5284,6702,8175,9788,11386,12798,13791,14485,14933,15320,16165,17704,20018,23029,26377,29857,33814,37509,40580,42809,44328,45532,46602,47272,47699,48132,48866,49928,51256,52823,54965,58190,62329,67168,72431,77579,82534,87196,90988,93914,96057,97618,99040,100438,101610,103179,105511,108969,113377,117840,122358,128144,134242,140313,145821,150977,156188,161430,166761,172827,179645,187727,196141,204617,213214,221735,221735,221735,221735
PRT,Portugal,https://www.countryflags.io/pt/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4963,7754,15456,23983,30929,36486,41117,45087,48789,52513,56929,62501,68430,74373,80322,86266,91942,97443,103066,109401,115941,122642,129703,138599,149657,163851,180727,199497,218697,237411,253849,268284,280503,291790,303034,314616,326454,337685,348047,357791,366883,376005,384453,392711,401007,410198,420485,433191,449089,467295,490496,514689,539089,563694,589418,615246,641226,663618,686478,710749,736338,762606,789318,816744,844771,873100,899901,926231,952327,978275,1003241,1027615,1051251,1074211,1096511,1117678,1137965,1158130,1179131,1202129,1224629,1248667,1274155,1301238,1329288,1356817,1383311,1411920,1441679,1475175,1506649,1543888,1583480,1623904,1665562,1704532,1745195,1786533,1821373,1853030,1885986,1920195,1959857,1997692,2040402,2082395,2126347,2170205,2214707,2259452,2304076,2348448,2407950,2476271,2544646,2612162,2678295,2744166,2811431,2867952,2917662,2969734,3023401,3079768,3137992,3197466,3258067,3319710,3383661,3451573,3522079,3595473,3671431,3751815,3835275,3920661,4004934,4085988,4162967,4236459,4316717,4401129,4484101,4568528,4654512
POL,Poland,https://www.countryflags.io/pl/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,6300,23450,38650,50399,60077,68216,81105,100237,117960,138154,159553,180929,202675,226334,250533,280369,312015,346040,382794,420853,454757,487844,519640,553143,588474,623311,657312,697572,749605,809100,873677,938935,1004045,1071106,1136067,1198492,1263253,1330334,1398432,1467607,1536150,1605221,1666832,1727139,1788158,1852907,1919469,1985974,2049393,2114593,2186174,2266640,2350892,2435281,2519983,2605739,2697874,2784430,2866323,2953328,3039795,3128537,3217678,3307151,3396956,3491432,3577365,3669939,3761591,3850349,3933991,4022526,4108194,4196184,4277103,4356084,4434988,4509140,4580546,4652269,4723158,4794105,4864876,4939286,5023273,5115105,5211579,5321873,5436859,5559202,5688384,5815240,5942276,6070009,6192762,6309590,6420494,6518091,6625333,6729430,6843810,6963028,7105657,7252615,7412472,7574993,7750398,7924882,8091439,8250069,8419853,8594447,8771626,8952744,9141623,9349404,9558141,9767835,9987196,10205732,10432311,10670002,10899176,11137779,11365273,11572947,11796538,12015603,12238967,12486900,12743112,13004228,13284491,13565775,13865018,14166507,14466443,14767227,15069403,15367392,15667127,15967718,16269165
PNG,Papua New Guinea,https://www.countryflags.io/pg/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28,42,56,70,84,98,112,126,140,154,168,182,196,226,272,334,412,506,616,742,859,967,1065,1154,1234,1304,1365,1448,1552,1678,1826,1996,2187,2400,2583,2735,2857,2948,3009,3039,3039,3446,4259,5479,5479,5479,5479,5479,5479,5479
PHL,Philippines,https://www.countryflags.io/ph/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756,2152,4284,6784,10298,14488,18669,24847,37173,52616,71306,92676,116727,141795,166366,184611,206766,228353,249373,269825,296845,330432,372080,411473,452957,496533,542201,583626,620809,653749,684178,712096,737504,760401,782140,802722,829006,858707,891826,928363,968318,1011691,1061240,1108785,1157319,1206842,1257353,1308853,1355657,1395008,1438843,1482619,1525931,1568778,1611160,1653078,1694533,1729853,1763134,1794783,1825269,1852088,1882017,1915056,1951399,1991941,2040628,2096989,2161889,2224543,2292573,2360840,2432152,2502566,2570553,2645653,2736868,2836576,2944777,2944777,2944777
PER,Peru,https://www.countryflags.io/pe/flat/64.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3842,20429,45781,73448,98900,120297,140046,158037,174212,186561,198558,211581,224489,239866,258009,278785,300738,320673,337875,354598,368532,379916,390769,403904,419938,437663,455565,476484,499913,523194,543957,563182,584544,606060,629663,655978,686271,720607,757203,792485,827531,858568,886569,911174,932252,950408,967075,983827,1000676,1017782,1035312,1051252,1064789,1077526,1090038,1102224,1114740,1127969,1146714,1169644,1193177,1216623,1239865,1262121,1283384,1301503,1320775,1344463,1372542,1400163,1426954,1453228,1477725,1500462,1521151,1539579,1559134,1580459,1606135,1638220,1679495,1725562,1776104,1832630,1888400,1940387,1990125,2032971,2077626,2122810,2166387,2213202,2265524,2323165,2388344,2452245,2513640,2575373,2638916,2701694,2701694
PAN,Panama,https://www.countryflags.io/pa/flat/64.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641,2728,4948,6599,8044,9235,10378,11507,12363,12890,13429,13934,14499,15144,15689,16218,16742,17195,17576,17885,17998,18347,18971,19879,21059,22511,24235,26232,28229,30226,33374,36909,40489,45686,51094,58410,66788,76193,86049,96239,104956,114667,122718,131431,140040,151495,164243,177038,188735,201367,213218,223805,231519,238372,245845,254023,261830,269504,276954,284180,291182,297960,304514,310843,316948,324023,331677,339110,345791,352325,358711,364949,369849,373800,377604,381790,388257,398595,410515,424963,440731,457002,473777,489493,502097,515516,526854,536823,546361,554999,562233,568689,574381,579852,586747,594528,602706,612883,622844,634481,645487,655672,665452,675458,683355,692260,700693,712938,725737,737582,749472,761242,771655,779690,785425,793421,802562,812288,822460,834483,848033
PAK,Pakistan,https://www.countryflags.io/pk/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3404,6808,10212,13616,17020,20424,23828,27232,30671,34145,37654,41198,44777,48391,52040,55886,59929,64169,68606,74407,81572,90101,99797,110659,122688,135884,149080,162276,175472,188668,201864,215060,228256,241452,254648,267844,281040,294236,307432,320628,335720,352709,371594,392376,415054,439628,466099,492570,519041,545512,571983,598454,624925,651396,677867,704338,730809,756745,782147,807015,831348,855147,878412,910582,952192,995869,1041613,1089424,1139302,1191247,1238124,1279934,1324048,1370467,1419191,1470220,1523553,1576886,1630219,1683552,1736885,1790218,1843551,1896884,1950217,2016595,2096017,2188484,2293995,2412551,2544151,2694168,2847834,2991834,3126169,3250839,3365843,3471182,3559846,3633558,3714859,3803748,3900225,4004291,4115945,4236825,4366931
OMN,Oman,https://www.countryflags.io/om/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1717,3363,5026,6626,7915,9018,10203,11490,12831,14111,15310,16468,17581,18593,19673,20801,22050,23378,24736,26129,27492,28702,29759,30730,31547,32377,33220,34266,35387,36552,37623,38665,39679,40664,41375,41848,42118,42293,42468,42643,42818,42993,43168,43610,44319,45265,46438,47638,49045,50610,52846,54992,57108,59271,61455,63701,65987,67532,69150,70810,72445,74280,76096,77963,79881,81799,83717,85635,87553,89471,91389,93307,95473,97560,99568,101497,103348,105120,106964,108632,110419,112325,114349,116492,118754,121267,124032,126788,129536,132276,135007,137730,140685,143873,147313,151006,154952,159150,163601,167569,171054,174327,177388,180237,182874,185299,187719,190134,192910,196048,199547,203407,207629,213455,220885,229552,239455,250594,262970,275815,287299,297423,305819,312487,317426,320637,322887,324768,326279,326279,326279,326279,326279,326279,326279,326279,326279,326279,326279,326279,326279,326279,326279,326279
NZL,New Zealand,https://www.countryflags.io/nz/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,77,131,283,477,774,1186,1824,2644,3581,4655,5891,7294,8773,10205,11531,12804,14029,15244,16364,17441,18485,19551,20628,21821,23119,24516,26017,27720,29497,31417,33389,35437,37706,40160,42928,45803,48619,51816,55438,59519,64041,68186,72291,76366,79911,83355,86869,90638,95168,100013,105230,111381,118029,124802,131646,138794,146092,153176,160170,167254,174627,182236,190161,198028,205941,213157,220509,227974,235734,243729,251843,260121,269608,279600,290126,301013,312392,324003,335587,347333,359281,371279,383369,395344,407189,419157,430983,442734,442734,442734
NRU,Nauru,https://www.countryflags.io/nr/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,276,364,442,514,582,647,695,743,791,839,887,928,963,991,1012,1026,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1170,1443,1853,2399,3082,3901,4857,4857,4857
NPL,Nepal,https://www.countryflags.io/np/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18862,37724,56586,75448,94310,113172,131498,149287,166539,183273,199489,215187,230366,245564,260781,276017,291253,306489,321725,336961,352197,367433,382669,397905,413141,432538,456095,483813,515692,551731,591931,636292,680653,725014,769375,813736,858097,902458,946819,991180,1035541,1079902,1124263,1168624,1212985,1257346,1301707,1346068,1390429,1434790,1479151,1523512,1562376,1595743,1623613,1645986,1662862,1674241,1680123,1686005,1691887,1697769,1703651,1709533,1715415,1721297,1727179,1733061,1738943,1751573,1770951,1790263,1812107,1833948,1856298,1879437,1896617,1907093,1917678,1927009,1936878,1947468,1958426,1971085,1983505,1996717,2009383,2021902,2033578,2045078,2057856,2075714,2097642,2123743,2154362,2189500,2228564,2268765,2308987,2349209,2389431,2425025,2455991,2482329,2504039,2521121,2533574,2541399,2549224,2557049,2564874,2572699,2572699,2572699
NOR,Norway,https://www.countryflags.io/no/flat/64.png,.,1,1,1,1,1,2,2,3,4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,95,335,636,947,1259,1571,1885,2113,2673,4467,7188,10139,13109,16092,19127,22287,25552,29091,33041,37079,41152,45401,49814,54365,58939,63348,67701,72012,76180,80239,85512,92060,98977,105894,112824,119743,127372,137077,149251,162801,176523,190311,204175,217940,231446,244219,256442,268615,280716,292895,304991,317138,329312,342040,354693,367354,380177,393393,406854,421401,436355,451311,466343,481848,497836,514129,530061,546023,562012,577915,593671,609766,626230,641862,656378,670818,685261,699066,711383,721734,731154,740150,749164,758199,767387,777683,790573,806143,823253,840399,857556,875181,896047,917138,933878,948674,963405,978150,992396,1004432,1018995,1040799,1065894,1091108,1116341,1141909,1168133,1195244,1223057,1251119,1279324,1307634,1336342,1364240,1391164,1416193,1439763,1463086,1486265,1508904,1532245,1558594,1587993,1619359,1650919,1682617,1714559,1746050,1776925,1807157,1837104,1866944,1896687,1927029,1961219,1997643,2027069,2054716,2082582,2110687,2137619,2161467,2182590,2182590
NLD,Netherlands,https://www.countryflags.io/nl/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33756,39942,46128,52314,58500,64686,70872,77058,84191,92270,101296,111268,122187,134052,146864,161638,178375,197075,217738,240363,264951,291502,318775,346769,375485,404922,435081,465962,497564,529107,560590,592014,623378,654683,685928,717114,748964,781477,814654,848494,882998,918165,953996,991764,1031468,1073109,1116687,1162202,1209654,1259043,1307413,1354764,1401096,1446409,1490703,1533978,1576234,1618273,1660094,1701697,1743082,1784249,1825198,1865929,1905206,1943029,1979399,2014315,2047777,2079785,2110339,2142616,2176615,2212337,2249781,2288948,2329837,2372449,2418198,2467084,2519107,2574267,2632564,2693998,2758569,2827025,2899367,2975594,3055706,3139704,3227587,3319356,3414259,3512296,3613468,3717774,3825214,3935789,4049498,4159922,4267062,4370917,4471488,4568775,4662777,4753495,4844698,4936387,5028562,5121222,5214368,5307999,5402116,5499362,5599737,5703240,5809872,5919633,6032523,6148542,6267812,6390333,6516105,6645128,6777402,6912927,7051703,7176065,7286013,7381547,7462667
NIC,Nicaragua,https://www.countryflags.io/ni/flat/64.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401,2802,4203,5604,7005,8406,9807,11208,12609,14010,15411,16812,18213,19614,21015,22416,23817,25218,26619,28020,29421,30822,32223,33624,35025,36426,37827,39228,40629,42030,43431,44832,46233,47634,49035,50436,51837,53238,54639,56040,57441,58842,60243,61644,63895,66996,70947,75748,81399,87900,95250,102600,109950,117300,123944,129881,135111,139634,143450,146559,148961,151363,153765,156167,158569,160971,163373,163373,163373,163373,163373,163373,163373,163373,163373,163373,163373,163373,163373,163373
NGA,Nigeria,https://www.countryflags.io/ng/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727,1454,2181,2908,3635,4362,5089,5816,6543,7270,7997,12897,21971,35218,52638,74231,99998,129938,159878,189818,223915,262170,304582,351152,403196,460715,523708,592617,657249,717605,773684,824169,869060,905616,929239,950121,968262,983662,996322,1006241,1016160,1025713,1038199,1050353,1062174,1073306,1084819,1097617,1111484,1122489,1133732,1144416,1154910,1164558,1172878,1180532,1188153,1195906,1204223,1213013,1222285,1233025,1245600,1303294,1364892,1427173,1492948,1559585,1628371,1696054,1717726,1737906,1758777,1776756,1795203,1814138,1832887
NER,Niger,https://www.countryflags.io/ne/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,136,204,272,340,408,476,544,612,680,748,816,884,952,1020,1088,1156,1224,1292,1360,1834,2714,4000,5692,7790,10294,13204,16114,19024,21934,24844,27754,30664,33574,36484,39394,42304,45214,48124,51034,53944,56854,59764,62674,65584,69209,73550,78607,84380,90868,98072,98072,98072
NCL,New Caledonia,https://www.countryflags.io/nc/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118,1187,1256,1325,1394,1463,1532,1601,1670,1754,1854,1969,2099,2244,2404,2590,2786,2992,3209,3436,3673,3920,4186,4471,4775,5098,5439,5799,6178,6557,6936,7315,7694,8073,8452,8831,9278,9794,10378,11030,11751,12540,13397,14274,15170,16085,17019,17972,18944,19935,20911,21872,22818,23750,24667,25569,26456,27365,28296,29250,30226,31224,32245,33288,34331,35391,36467,37560,38669,39795,40937,42107,43289,44482,45686,46902,48129,49368,50594,51807,53007,54194,55368,56529,57677,58800,59899,60974,62024,63050,64051,65028,66025,67042,68079,69136,70214,71312,72430,73493,74502,75456,76356,77201,77992,78728,78728,78728
NAM,Namibia,https://www.countryflags.io/na/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,44,66,88,110,132,154,205,285,394,532,699,895,1138,1366,1579,1772,1946,2100,2234,2330,2412,2481,2541,2628,2738,2858,3010,3216,3490,3779,4047,4415,4837,5384,6236,7387,8560,10057,11759,13726,15646,17325,19110,21010,22724,24252,25594,27566,29667,31786,33784,35849,38174,40715,42568,44560,46458,48355,50094,51867,53775,53775
MYS,Malaysia,https://www.countryflags.io/my/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895,1790,2685,3580,6463,10672,18284,29633,43608,59355,77073,94974,115133,135510,156022,177492,200769,224268,247408,269546,291058,311528,330845,348513,365820,383964,402762,422116,442654,464305,486023,507872,529594,553665,579332,606079,635157,666458,698073,729646,759449,788132,815965,841607,865971,890145,915577,942563,969376,995899,1022495,1048809,1074279,1097857,1120530,1143479,1165345,1187495,1209544,1231744,1254647,1277161,1299871,1325222,1348183,1369378,1389967,1413377,1436942,1465493,1496215,1533087,1572995,1615825,1658342,1704259,1748114,1786737,1817443,1844203,1868657,1889967,1912033,1937182,1995603,2065529
MWI,Malawi,https://www.countryflags.io/mw/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5417,9091,14045,18885,23668,27702,33266,40297,49337,60020,72818,85253,98361,110403,121782,132154,141396,148205,155060,161217,167165,172890,178464,184011,190735,197846,205299,214511,223994,232860,241109,248295,255209,261708,266193,269505,272539,275176,277720,280170,282932,285851,288979,292272,296029,299795,303571,307356,310998,314330,317388,320076,322848,325418,327755,330199,332749,335406,337793,339910,341958,343967,345622,347026,348331
MUS,Mauritius,https://www.countryflags.io/mu/flat/64.png,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,60,90,120,150,180,210,268,354,468,611,782,981,1208,1435,1662,1889,2116,2343,2570,2797,3024,3251,3909,4998,6517,8467,10848,13660,16902,20144,23386,26628,29870,33112,36354,39596,42838,46080,49322,52564,55806,59048,62290,65532,68774,72016,75258,78500,81742,84984,88226,91468,94710,97952,101194,104436,107678,110758,113676,116432,119026,121459,123730,125839,127948,130057,132166,134275,136384,138493,140602,142711,144820,146929,149038,151147,153256,155365,157474,159583,161692,163801,165910,168019,170128,172237,174346,176455,178564,180673,182782,184891,187000,189109,191218,193327,195436,197545,199654,201763,203872,205981,208090,210199,212308,214417,214417,214417,214417,214417,214417,214417,214417,214417
